constituent,block_bits,dimension,message_exponent,message_bits,outer_rows,output_bits,bad_weight,inner,configuration,comparison,reference_rm2sub_state_bits,step_bits,state_bits,persistence_exponent,epochs_per_region,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,margin_bits,dominant_weight,dominant_log_surprisal
"extended BCH [32,16,8]",32,16,13,8192,512,16384,1638,RandomStepConv,m9,same-stored-state-bits,9,1,9,9.0,512,,,,-21.71117980003732,12,-5.8
"extended BCH [32,16,8]",32,16,13,8192,512,16384,1638,RandomStepConv,m15,same-live-state-reset-rate,9,1,15,15.0,512,,,,0.19198367171044017,8,-4.8999999999999995
"extended BCH [32,16,8]",32,16,13,8192,512,16384,1638,RM2Sub,t64_s9,rm2sub,9,64,9,15.0,8,28,4,2352,3.9119979789098713,8,-4.699999999999999
"extended BCH [128,64,22]",128,64,13,8192,128,16384,1638,RandomStepConv,m9,same-stored-state-bits,9,1,9,9.0,128,,,,-23.840095095647154,32,-4.1
"extended BCH [128,64,22]",128,64,13,8192,128,16384,1638,RandomStepConv,m15,same-live-state-reset-rate,9,1,15,15.0,128,,,,28.861704714789266,22,-3.9000000000000004
"extended BCH [128,64,22]",128,64,13,8192,128,16384,1638,RM2Sub,t64_s9,rm2sub,9,64,9,15.0,2,28,4,2352,31.17414850156397,22,-3.9000000000000004
