constituent,block_bits,dimension,message_exponent,message_bits,outer_rows,output_bits,bad_weight,inner,configuration,comparison,reference_rm2sub_state_bits,step_bits,state_bits,persistence_exponent,epochs_per_region,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,margin_bits,dominant_weight,dominant_log_surprisal
"extended BCH [128,64,22]",128,64,20,1048576,16384,2097152,209715,RandomStepConv,m16,same-stored-state-bits,16,1,16,16.0,16384,,,,-30.810809097889155,32,-9.0
"extended BCH [128,64,22]",128,64,20,1048576,16384,2097152,209715,RandomStepConv,m22,same-live-state-reset-rate,16,1,22,22.0,16384,,,,22.102468644744995,22,-8.7
"extended BCH [128,64,22]",128,64,20,1048576,16384,2097152,209715,RM2Sub,t64_s16,rm2sub,16,64,16,22.0,256,16,6,0,32.33784925772823,22,-8.4
