series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,64,18,16384,-1.3408949124903737,4,-11.1,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,64,18,4096,1.9099659004251008,8,-10.1,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,64,18,1024,30.576174495987352,22,-9.8,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,64,18,2048,8.215228265000981,12,-10.3,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,64,18,16384,-1.3408949124903737,4,-11.1,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,64,18,4096,1.9099659004251008,8,-10.1,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,64,18,1024,8.443038672826708,16,-10.5,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,64,18,256,37.04056296620099,32,-10.0,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,64,18,2048,-0.6842393400073987,7,-11.4,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,64,18,1024,19.0368204140733,13,-10.8,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,64,18,256,135.10434403327145,52,-9.4,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,64,18,65536,-5.724618114435239,4,-12.0,1,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,64,18,16384,-0.5126260967920931,8,-11.5,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,64,18,4096,28.1429392356718,22,-11.2,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,64,18,8192,5.779781662627213,12,-11.7,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,64,18,65536,-5.724618114435239,4,-12.0,1,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,64,18,16384,-0.5126260967920931,8,-11.5,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,64,18,4096,6.029812600443045,16,-11.8,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,64,18,1024,34.59618740494444,32,-11.4,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,64,18,8192,-8.99639142859175,5,-12.0,1,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,64,18,4096,14.691063875234143,6,-12.0,1,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,64,18,1024,132.67639763152394,52,-10.7,0,16,6,0,nested-585ae2dafa3c09f1,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,64,20,1024,4.52072710668884,4,-8.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,64,20,256,6.97753543189078,8,-7.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,64,20,64,34.715664792166415,22,-7.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,64,20,128,12.357309889383071,12,-7.5,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,64,20,1024,4.52072710668884,4,-8.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,64,20,256,6.97753543189078,8,-7.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,64,20,64,12.595281982680898,16,-7.7,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,64,20,16,41.14996979560862,32,-7.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,64,20,128,3.4855722640385256,7,-8.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,64,20,64,23.177316440300814,13,-8.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,64,20,16,139.24646863190958,50,-6.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,64,20,16384,0.5089811215732818,4,-11.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,64,20,4096,2.991548773950643,8,-10.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,64,20,1024,30.743880691617864,22,-9.8,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,64,20,2048,8.35616197849827,12,-10.3,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,64,20,16384,0.5089811215732818,4,-11.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,64,20,4096,2.991548773950643,8,-10.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,64,20,1024,8.564073704690113,16,-10.5,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,64,20,256,37.17248506610787,32,-10.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,64,20,2048,-0.5772367922926002,7,-11.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,64,20,1024,19.152714080489563,13,-10.8,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,64,20,256,135.30269403541905,52,-9.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,64,20,65536,-3.261061749016175,4,-12.0,1,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,64,20,16384,0.8689534438373043,8,-11.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,64,20,4096,28.63506027006645,22,-11.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,64,20,8192,6.2476060831300515,12,-11.7,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,64,20,65536,-3.261061749016175,4,-12.0,1,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,64,20,16384,0.8689534438373043,8,-11.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,64,20,4096,6.465445602934955,16,-11.8,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,64,20,1024,35.05950491005168,32,-11.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,64,20,8192,-8.822737157970158,5,-12.0,1,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,64,20,4096,14.938127883978586,6,-12.0,1,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,64,20,1024,133.1985718163961,52,-10.7,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,14,512,-0.8299169944589445,4,-8.5,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,14,128,3.653148088858754,8,-7.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,128,14,32,33.6901754400304,22,-7.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,128,14,64,11.78160287056985,12,-7.6,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,14,512,-0.8299169944589445,4,-8.5,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,14,128,3.653148088858754,8,-7.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,128,14,32,12.310667720547315,16,-7.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,128,14,8,40.587822348740495,32,-7.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,128,14,64,3.375455396162394,7,-8.6,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,128,14,32,22.97337869126892,13,-8.0,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,128,14,8,137.6290703231237,54,-6.6,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,14,8192,-5.893800299484388,4,-11.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,14,2048,-1.3909493942766065,8,-10.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,14,512,28.655670010514527,22,-9.9,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,128,14,1024,6.7235058413223605,12,-10.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,14,8192,-5.893800299484388,4,-11.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,14,2048,-1.3909493942766065,8,-10.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,14,512,7.244534968360722,16,-10.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,128,14,128,35.598031041154385,32,-10.0,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,128,14,1024,-1.7093831284585632,7,-11.3,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,128,14,512,17.903728065010096,13,-10.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,128,14,128,132.68699897708018,53,-9.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,14,32768,-13.240973998728197,4,-12.0,1,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,14,8192,-6.849594989911929,8,-11.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,14,2048,23.220726705007042,22,-11.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,14,4096,1.261414508726658,12,-11.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,14,32768,-13.240973998728197,4,-12.0,1,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
