series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,128,19,8,139.15160223275439,50,-6.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,19,8192,-0.36541852991026363,4,-11.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,19,2048,2.470780512524713,8,-10.1,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,19,512,30.72121041487227,22,-9.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,128,19,1024,8.342765839498929,12,-10.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,19,8192,-0.36541852991026363,4,-11.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,19,2048,2.470780512524713,8,-10.1,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,19,512,8.55960704897716,16,-10.5,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,128,19,128,37.16250421192084,32,-10.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,128,19,1024,-0.5783004910055245,7,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,128,19,512,19.1497330312756,13,-10.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,128,19,128,135.26826460878382,52,-9.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,19,32768,-4.317526110823952,4,-12.0,1,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,19,8192,0.38212112269416204,8,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,19,2048,28.615213296754778,22,-11.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,19,4096,6.235910890130957,12,-11.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,19,32768,-4.317526110823952,4,-12.0,1,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,19,8192,0.38212112269416204,8,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,19,2048,6.461382947633963,16,-11.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,19,512,35.05128799634752,32,-11.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,19,4096,-8.824157429125785,5,-12.0,1,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,19,2048,14.936425223143077,6,-12.0,1,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,19,512,133.16716215887882,52,-10.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,20,512,4.503638958139742,4,-8.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,20,128,6.935595015248753,8,-7.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,128,20,32,34.674121475755875,22,-7.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,128,20,64,12.332120876762382,12,-7.5,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,20,512,4.503638958139742,4,-8.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,20,128,6.935595015248753,8,-7.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,128,20,32,12.575535303889527,16,-7.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,128,20,8,41.116620399684635,32,-7.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,128,20,64,3.478336191773169,7,-8.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,128,20,32,23.1624855739272,13,-8.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,128,20,8,139.18418169305266,50,-6.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,20,8192,0.5263969184118191,4,-11.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,20,2048,3.007277093933278,8,-10.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,20,512,30.75931732652414,22,-9.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,128,20,1024,8.372581302864269,12,-10.3,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,20,8192,0.5263969184118191,4,-11.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,20,2048,3.007277093933278,8,-10.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,20,512,8.581366357050058,16,-10.5,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,128,20,128,37.18843918875511,32,-10.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,128,20,1024,-0.5602644242790721,7,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,128,20,512,19.170038399973883,13,-10.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,128,20,128,135.3167342710684,52,-9.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,20,32768,-3.2075248971514996,4,-12.0,1,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,20,8192,0.9422994521961632,8,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,20,2048,28.70696998367611,22,-11.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,20,4096,6.319703265112701,12,-11.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,20,32768,-3.2075248971514996,4,-12.0,1,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,20,8192,0.9422994521961632,8,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,20,2048,6.535589575733278,16,-11.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,20,512,35.13212602654234,32,-11.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,20,4096,-8.795187087530774,5,-12.0,1,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,20,2048,14.977157471137653,6,-12.0,1,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,20,512,133.26964911267916,52,-10.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,14,256,-0.8111468397864936,4,-8.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,14,64,3.6526911898189285,8,-7.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,256,14,16,33.65977454016694,22,-7.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,256,14,32,11.778962372444003,12,-7.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,14,256,-0.8111468397864936,4,-8.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,14,64,3.6526911898189285,8,-7.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,256,14,16,12.314404137954904,16,-7.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,256,14,4,40.56682669516739,32,-7.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,256,14,32,3.3984434720763366,7,-8.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,256,14,16,22.984456152362753,13,-8.0,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,256,14,4,137.5459609015104,54,-6.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,14,4096,-5.324428464632992,4,-11.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,14,1024,-0.828768984848601,8,-10.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,14,256,29.23883473044889,22,-9.9,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,256,14,512,7.307531690621895,12,-10.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,14,4096,-5.324428464632992,4,-11.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,14,1024,-0.828768984848601,8,-10.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,14,256,7.8134675757553085,16,-10.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,256,14,64,36.17356947106469,32,-10.0,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,256,14,512,-1.1458909520737206,7,-11.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,256,14,256,18.47976921664494,13,-10.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,256,14,64,133.25777794738363,53,-9.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,14,16384,-11.965786591143203,4,-12.0,1,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,14,4096,-4.5475387693269855,8,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,14,1024,25.517551693487643,22,-11.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
