outer_label,message_exponent,step_bits,target_q1_margin,smallest_tested_passing_state,attained_margin,status
"random full-rank [128,64] reused",24,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [128,64] reused",24,256,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,64,0,14,139.32624683206078,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,64,20,14,139.32624683206078,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,64,40,14,139.32624683206078,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,64,60,14,139.32624683206078,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,128,0,14,139.23498779456932,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,128,20,14,139.23498779456932,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,128,40,14,139.23498779456932,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,128,60,14,139.23498779456932,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,256,0,14,138.81005595546424,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,256,20,14,138.81005595546424,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,256,40,14,138.81005595546424,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",16,256,60,14,138.81005595546424,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,64,0,14,137.5871992237886,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,64,20,14,137.5871992237886,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,64,40,14,137.5871992237886,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,64,60,14,137.5871992237886,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,128,0,14,137.6290703231237,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,128,20,14,137.6290703231237,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,128,40,14,137.6290703231237,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,128,60,14,137.6290703231237,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,256,0,14,137.5459609015104,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,256,20,14,137.5459609015104,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,256,40,14,137.5459609015104,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",18,256,60,14,137.5459609015104,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,64,0,14,135.24418758992346,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,64,20,14,135.24418758992346,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,64,40,14,135.24418758992346,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,64,60,14,135.24418758992346,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,128,0,14,135.52478114542302,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,128,20,14,135.52478114542302,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,128,40,14,135.52478114542302,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,128,60,14,135.52478114542302,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,256,0,14,135.63839563305345,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,256,20,14,135.63839563305345,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,256,40,14,135.63839563305345,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",20,256,60,14,135.63839563305345,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,64,0,14,131.53573512124873,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,64,20,14,131.53573512124873,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,64,40,14,131.53573512124873,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,64,60,14,131.53573512124873,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,128,0,14,132.68699897708018,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,128,20,14,132.68699897708018,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,128,40,14,132.68699897708018,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,128,60,14,132.68699897708018,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,256,0,14,133.25777794738363,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,256,20,14,133.25777794738363,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,256,40,14,133.25777794738363,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",22,256,60,14,133.25777794738363,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,64,0,14,122.61234071733163,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,64,20,14,122.61234071733163,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,64,40,14,122.61234071733163,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,64,60,14,122.61234071733163,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,128,0,14,127.23121133400683,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,128,20,14,127.23121133400683,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,128,40,14,127.23121133400683,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,128,60,14,127.23121133400683,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,256,0,14,129.53683331394848,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,256,20,14,129.53683331394848,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,256,40,14,129.53683331394848,Q1 screen only; no full-occupation guarantee
"random full-rank [512,256] reused",24,256,60,14,129.53683331394848,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,64,0,14,5.385429681102744,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,64,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,64,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,64,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,128,0,14,5.3868287440786595,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,128,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,128,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,128,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,256,0,14,5.345411555945749,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,256,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",16,256,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,64,0,14,3.307928362863344,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,64,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,64,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,64,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,128,0,14,3.375455396162394,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,128,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,128,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,128,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,256,0,14,3.3984434720763366,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,256,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",18,256,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,64,0,14,0.879760720027547,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,64,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,64,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,64,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,128,0,14,1.1703980734543944,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,128,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,128,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,128,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,256,0,14,1.3110112087801888,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,256,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",20,256,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,64,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,64,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,64,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,64,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,128,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,128,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,128,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,128,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,256,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,256,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",22,256,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,64,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,64,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,64,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,64,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,128,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,128,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,128,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,128,60,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,256,0,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,256,20,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,256,40,,,Q1 screen only; no full-occupation guarantee
"random full-rank [64,32] reused",24,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,64,0,14,14.27844972102629,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,128,0,14,14.255115590250071,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,256,0,14,14.134840298419377,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",16,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,64,0,14,12.248634049493262,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,128,0,14,12.310667720547315,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,256,0,14,12.314404137954904,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",18,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,64,0,14,9.823263332344737,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,128,0,14,10.114554784224245,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,256,0,14,10.252846421685808,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",20,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,64,0,14,6.1076145330719,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,128,0,14,7.244534968360722,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,256,0,14,7.8134675757553085,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",22,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,64,0,16,4.260046585221534,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,128,0,14,1.7870160736729466,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,256,0,14,4.107819909795458,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(3,7) [128,64,16] exact",24,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,64,0,14,5.612589712034172,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,128,0,14,5.590548106890581,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,256,0,14,5.452922499365651,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",16,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,64,0,14,3.5900538984926462,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,128,0,14,3.653148088858754,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,256,0,14,3.6526911898189285,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",18,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,64,0,14,1.155380852400658,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,128,0,14,1.4508287676764482,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,256,0,14,1.5900756936726543,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",20,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,64,0,16,0.3975815486396306,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,128,0,16,0.6912023929852205,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,256,0,16,0.8368883146676501,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",22,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,64,0,20,0.8689534438373043,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,128,0,19,0.38212112269416204,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,256,0,20,0.97873461493925,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(2,5) [32,16,8] exact",24,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,64,0,14,42.497519366025955,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,64,20,14,42.497519366025955,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,64,40,14,42.497519366025955,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,128,0,14,42.45571295060871,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,128,20,14,42.45571295060871,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,128,40,14,42.45571295060871,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,256,0,14,42.26672139998562,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,256,20,14,42.26672139998562,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,256,40,14,42.26672139998562,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",16,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,64,0,14,40.534806015742845,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,64,20,14,40.534806015742845,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,64,40,14,40.534806015742845,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,128,0,14,40.587822348740495,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,128,20,14,40.587822348740495,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,128,40,14,40.587822348740495,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,256,0,14,40.56682669516739,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,256,20,14,40.56682669516739,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,256,40,14,40.56682669516739,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",18,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,64,0,14,38.16369166653844,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,64,20,14,38.16369166653844,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,128,0,14,38.44371245295386,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,128,20,14,38.44371245295386,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,256,0,14,38.57147615103821,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,256,20,14,38.57147615103821,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",20,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,64,0,14,34.42521620157188,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,64,20,14,34.42521620157188,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,128,0,14,35.598031041154385,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,128,20,14,35.598031041154385,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,256,0,14,36.17356947106469,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,256,20,14,36.17356947106469,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",22,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,64,0,14,25.469707266586692,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,64,20,14,25.469707266586692,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,128,0,14,30.132602804383747,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,128,20,14,30.132602804383747,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,128,40,,,Q1 screen only; no full-occupation guarantee
