source_csv,sigma,h_min,h_max,check_from,tail_after,observed_worst_log2_ratio,observed_worst_at_h,assumed_log2_ratio,tail_first_h,tail_residual_log2,certified_total_log2_if_ratio_holds
scripts\block_outer_probe_k1048576_rm512_256_sig32_d009_h500_exact.csv,32,1,500,300,500,-0.990724,300,-0.990724,501,-504.095345,-40.520728
