weight,count
0,1
15,651
16,1953
17,3024
18,7728
21,74448
22,142128
23,109368
24,182280
25,668304
26,976752
27,388864
28,499968
29,2071440
30,2347632
31,914067
32,914067
33,2347632
34,2071440
35,499968
36,388864
37,976752
38,668304
39,182280
40,109368
41,142128
42,74448
45,7728
46,3024
47,1953
48,651
63,1
