k,N,parity_n,parity_extra,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097232,1048656,80,0.106,222306,80,60,392,gf,491.298745,0.40634819091,-864.391036,-373.092290,-40.991450,0,-864.391040,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,393,gf,492.597957,0.40634819091,-866.515531,-373.917574,-40.991450,0,-866.515535,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,394,gf,493.897169,0.40634819091,-870.251772,-376.354604,-40.991450,0,-870.251787,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,395,gf,495.196380,0.40634819091,-876.444290,-381.247910,-40.991450,0,-876.444542,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,396,gf,496.495592,0.40634819091,-877.585460,-381.089868,-40.991450,0,-877.585591,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,397,gf,497.794804,0.40634819091,-878.412061,-380.617258,-40.991450,0,-878.412116,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,398,gf,499.094015,0.40634819091,-879.887109,-380.793094,-40.991450,0,-879.887144,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,399,gf,500.393227,0.40634819091,-881.115794,-380.722568,-40.991450,0,-881.115814,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,400,gf,501.692438,0.40634819091,-882.061689,-380.369251,-40.991450,0,-882.061698,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,401,gf,502.991650,0.40634819091,-884.182406,-381.190756,-40.991450,0,-884.182415,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,402,gf,504.290862,0.40634819091,-887.880721,-383.589859,-40.991450,0,-887.880748,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,403,gf,505.590073,0.40634819091,-894.107814,-388.517740,-40.991450,0,-894.108296,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,404,gf,506.889285,0.40634819091,-895.349383,-388.460098,-40.991450,0,-895.349651,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,405,gf,508.188497,0.40634819091,-896.148057,-387.959560,-40.991450,0,-896.148166,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,406,gf,509.487708,0.40634819091,-897.608293,-388.120585,-40.991450,0,-897.608363,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,407,gf,510.786920,0.40634819091,-898.817245,-388.030325,-40.991450,0,-898.817283,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,408,gf,512.086131,0.40634819091,-899.746189,-387.660057,-40.991450,0,-899.746206,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,409,gf,513.385343,0.40634819091,-901.942031,-388.556688,-40.991450,0,-901.942050,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,410,gf,514.684555,0.40634819091,-904.058494,-389.373939,-40.991450,0,-904.058513,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,411,gf,515.983766,0.40634819091,-907.713937,-391.730171,-40.991450,0,-907.713992,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,412,gf,517.282978,0.40634819091,-913.970554,-396.687576,-40.991450,0,-913.971547,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,413,gf,518.582190,0.40634819091,-915.334472,-396.752282,-40.991450,0,-915.335072,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,414,gf,519.881401,0.40634819091,-916.101833,-396.220432,-40.991450,0,-916.102073,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,415,gf,521.180613,0.40634819091,-917.545429,-396.364816,-40.991450,0,-917.545582,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,416,gf,522.479824,0.40634819091,-918.732198,-396.252373,-40.991450,0,-918.732280,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,417,gf,523.779036,0.40634819091,-919.627854,-395.848818,-40.991450,0,-919.627890,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,418,gf,525.078248,0.40634819091,-921.823248,-396.745000,-40.991450,0,-921.823286,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,419,gf,526.377459,0.40634819091,-923.935451,-397.557992,-40.991450,0,-923.935490,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,420,gf,527.676671,0.40634819091,-927.547832,-399.871161,-40.991450,0,-927.547944,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,421,gf,528.975883,0.40634819091,-933.824436,-404.848553,-40.991450,0,-933.826470,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,422,gf,530.275094,0.40634819091,-935.320025,-405.044931,-40.991450,0,-935.321371,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,423,gf,531.574306,0.40634819091,-936.056327,-404.482021,-40.991450,0,-936.056853,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,424,gf,532.873517,0.40634819091,-937.483338,-404.609821,-40.991450,0,-937.483670,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,425,gf,534.172729,0.40634819091,-938.647968,-404.475239,-40.991450,0,-938.648143,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,426,gf,535.471941,0.40634819091,-939.510360,-404.038419,-40.991450,0,-939.510435,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,427,gf,536.771152,0.40634819091,-941.705300,-404.934148,-40.991450,0,-941.705380,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,428,gf,538.070364,0.40634819091,-943.813240,-405.742876,-40.991450,0,-943.813321,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,429,gf,539.369576,0.40634819091,-947.382378,-408.012802,-40.991450,0,-947.382603,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,430,gf,540.668787,0.40634819091,-953.669652,-413.000864,-40.991450,0,-953.673788,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,431,gf,541.967999,0.40634819091,-955.305504,-413.337506,-40.991450,0,-955.308520,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,432,gf,543.267210,0.40634819091,-956.011327,-412.744116,-40.991450,0,-956.012480,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,433,gf,544.566422,0.40634819091,-957.421883,-412.855461,-40.991450,0,-957.422602,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,434,gf,545.865634,0.40634819091,-958.564473,-412.698840,-40.991450,0,-958.564846,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,435,gf,547.164845,0.40634819091,-959.393659,-412.228814,-40.991450,0,-959.393814,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,436,gf,548.464057,0.40634819091,-961.588139,-413.124082,-40.991450,0,-961.588306,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,437,gf,549.763269,0.40634819091,-963.691813,-413.928544,-40.991450,0,-963.691981,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,438,gf,551.062480,0.40634819091,-967.217514,-416.155033,-40.991450,0,-967.217968,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,439,gf,552.361692,0.40634819091,-973.505900,-421.144208,-40.991450,0,-973.514257,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,440,gf,553.660903,0.40634819091,-975.289745,-421.628842,-40.991450,0,-975.296493,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,441,gf,554.960115,0.40634819091,-975.966401,-421.006286,-40.991450,0,-975.968928,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,442,gf,556.259327,0.40634819091,-977.360794,-421.101468,-40.991450,0,-977.362352,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,443,gf,557.558538,0.40634819091,-978.481570,-420.923031,-40.991450,0,-978.482364,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,444,gf,558.857750,0.40634819091,-979.277681,-420.419931,-40.991450,0,-979.278005,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,445,gf,560.156962,0.40634819091,-981.471693,-421.314731,-40.991450,0,-981.472040,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,446,gf,561.456173,0.40634819091,-983.571095,-422.114922,-40.991450,0,-983.571445,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,447,gf,562.755385,0.40634819091,-987.053118,-424.297734,-40.991450,0,-987.054034,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,448,gf,564.054596,0.40634819091,-993.331863,-429.277266,-40.991450,0,-993.348636,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,449,gf,565.353808,0.40634819091,-995.270195,-429.916387,-40.991450,0,-995.285268,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,450,gf,566.653020,0.40634819091,-995.920643,-429.267623,-40.991450,0,-995.926175,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,451,gf,567.952231,0.40634819091,-997.299525,-429.347294,-40.991450,0,-997.302898,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,452,gf,569.251443,0.40634819091,-998.398980,-429.147538,-40.991450,0,-998.400675,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,453,gf,570.550655,0.40634819091,-999.162308,-428.611653,-40.991450,0,-999.162982,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,454,gf,571.849866,0.40634819091,-1001.355835,-429.505969,-40.991450,0,-1001.356559,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,455,gf,573.149078,0.40634819091,-1003.450965,-430.301887,-40.991450,0,-1003.451690,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,456,gf,574.448289,0.40634819091,-1006.888951,-432.440661,-40.991450,0,-1006.890795,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,457,gf,575.747501,0.40634819091,-1013.144249,-437.396747,-40.991450,0,-1013.177663,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,458,gf,577.046713,0.40634819091,-1015.241285,-438.194573,-40.991450,0,-1015.274821,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,459,gf,578.345924,0.40634819091,-1017.323954,-438.978029,-40.991450,0,-1017.357272,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,460,gf,579.645136,0.40634819091,-1018.088615,-438.443479,-40.991450,0,-1018.101801,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,461,gf,580.944348,0.40634819091,-1019.452020,-438.507673,-40.991450,0,-1019.459964,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,462,gf,582.243559,0.40634819091,-1020.529106,-438.285547,-40.991450,0,-1020.533032,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,463,gf,583.542771,0.40634819091,-1021.256775,-437.714004,-40.991450,0,-1021.258298,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,464,gf,584.841982,0.40634819091,-1023.449728,-438.607746,-40.991450,0,-1023.451362,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,465,gf,586.141194,0.40634819091,-1025.540110,-439.398916,-40.991450,0,-1025.541742,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,466,gf,587.440406,0.40634819091,-1028.928434,-441.488029,-40.991450,0,-1028.932446,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,467,gf,588.739617,0.40634819091,-1035.133450,-446.393832,-40.991450,0,-1035.204491,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,468,gf,590.038829,0.40634819091,-1037.405568,-447.366739,-40.991450,0,-1037.486321,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,469,gf,591.338040,0.40634819091,-1039.485770,-448.147729,-40.991450,0,-1039.565843,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,470,gf,592.637252,0.40634819091,-1040.247052,-447.609800,-40.991450,0,-1040.278354,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,471,gf,593.936464,0.40634819091,-1041.599292,-447.662828,-40.991450,0,-1041.617954,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,472,gf,595.235675,0.40634819091,-1042.657228,-447.421552,-40.991450,0,-1042.666310,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,473,gf,596.534887,0.40634819091,-1043.351092,-446.816205,-40.991450,0,-1043.354531,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,474,gf,597.834099,0.40634819091,-1045.543393,-447.709294,-40.991450,0,-1045.547079,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,475,gf,599.133310,0.40634819091,-1047.629035,-448.495724,-40.991450,0,-1047.632705,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,476,gf,600.432522,0.40634819091,-1050.966219,-450.533697,-40.991450,0,-1050.974933,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,477,gf,601.731733,0.40634819091,-1057.078188,-455.346455,-40.991450,0,-1057.226468,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,478,gf,603.030945,0.40634819091,-1059.508591,-456.477646,-40.991450,0,-1059.698728,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,479,gf,604.330157,0.40634819091,-1061.587102,-457.256945,-40.991450,0,-1061.775317,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,480,gf,605.629368,0.40634819091,-1062.382157,-456.752788,-40.991450,0,-1062.455808,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,481,gf,606.928580,0.40634819091,-1063.733233,-456.804653,-40.991450,0,-1063.776842,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,482,gf,608.227792,0.40634819091,-1064.779526,-456.551735,-40.991450,0,-1064.800482,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,483,gf,609.527003,0.40634819091,-1065.443900,-455.916897,-40.991450,0,-1065.451653,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,484,gf,610.826215,0.40634819091,-1067.635376,-456.809162,-40.991450,0,-1067.643683,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,485,gf,612.125426,0.40634819091,-1069.716309,-457.590883,-40.991450,0,-1069.724550,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,486,gf,613.424638,0.40634819091,-1072.999360,-459.574722,-40.991450,0,-1073.018241,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,487,gf,614.723850,0.40634819091,-1078.944265,-464.220416,-40.991450,0,-1079.244401,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,488,gf,616.023061,0.40634819091,-1081.484874,-465.461813,-40.991450,0,-1081.912014,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,489,gf,617.322273,0.40634819091,-1083.563301,-466.241028,-40.991450,0,-1083.985668,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,490,gf,618.621485,0.40634819091,-1084.464186,-465.842702,-40.991450,0,-1084.634136,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,491,gf,619.920696,0.40634819091,-1085.835882,-465.915185,-40.991450,0,-1085.936600,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,492,gf,621.219908,0.40634819091,-1086.887446,-465.667538,-40.991450,0,-1086.935522,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,493,gf,622.519119,0.40634819091,-1087.532199,-465.013080,-40.991450,0,-1087.549639,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,494,gf,623.818331,0.40634819091,-1089.722477,-465.904146,-40.991450,0,-1089.741148,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,495,gf,625.117543,0.40634819091,-1091.798792,-466.681250,-40.991450,0,-1091.817255,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,496,gf,626.416754,0.40634819091,-1095.021628,-468.604873,-40.991450,0,-1095.062357,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,497,gf,627.715966,0.40634819091,-1100.681332,-472.965366,-40.991450,0,-1101.259007,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,498,gf,629.015178,0.40634819091,-1103.244522,-474.229345,-40.991450,0,-1104.126156,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,499,gf,630.314389,0.40634819091,-1105.325161,-475.010772,-40.991450,0,-1106.196872,blocked
1048576,2097232,1048656,80,0.106,222306,80,60,500,gf,631.613601,0.40634819091,-1106.436695,-474.823094,-40.991450,0,-1106.813313,blocked
