source_csv,sigma,h_min,h_max,check_from,tail_after,observed_worst_log2_ratio,observed_worst_at_h,assumed_log2_ratio,tail_first_h,tail_residual_log2,certified_total_log2_if_ratio_holds
scripts\global_episode_cover_suffix_be_exactsurv30_k1048576_sig25_d0106_h2000_mixed.csv,25,1,2000,500,2000,-0.366499,500,-0.366499,2001,-839.485803,-0.347781
