H,e0_log2,e1_log2,e2_log2,e3_log2,e4_log2,e5_log2,e6_log2,e7_log2,e8_log2,total_log2
21,-656040.9993273108,-100.53504358644203,-155.09642023390765,-211.38027665277812,-268.80838236344454,-327.1250926879824,-386.18654531385397,-445.90220550234903,-506.211671994996,-100.53504358644203
22,-656040.9993273108,-102.42816764847305,-156.85662250301482,-213.00124990378336,-270.2832128844804,-328.4461731365879,-387.3454715813921,-446.8896544106591,-507.01725624893743,-102.42816764847305
23,-656040.9993273108,-104.32402282053533,-158.62543172606192,-214.63725712480667,-271.7801340129623,-329.7971236480647,-388.5428814116718,-447.92516769941597,-507.88161316658386,-104.32402282053533
24,-656040.9993273108,-106.22238616162448,-160.40212823320346,-216.28701267528396,-273.297211920716,-331.1752640207393,-389.7752303042747,-449.00419416796296,-508.7990120636539,-106.22238616162448
25,-656040.9993273108,-108.12306096757834,-162.18607903642484,-217.9493891763402,-274.83275633280863,-332.57825988748357,-391.0394430497345,-450.1228018909447,-509.76452487839134,-108.12306096757834
26,-656040.9993273108,-110.0258728192856,-163.97672445135402,-219.62339255389352,-276.38528124884516,-334.0040655967351,-392.33283423176243,-451.27757046146667,-510.77388251955097,-110.0258728192856
27,-656040.9993273108,-111.9306663387016,-165.7735671957238,-221.3081418080972,-277.9534732732583,-335.45087842400415,-393.6530448986302,-452.4655057350002,-511.82336204172327,-111.9306663387016
28,-656040.9993273108,-113.83730249960666,-167.57616342755546,-223.00285246729788,-279.5361658439643,-336.91710151015565,-394.997991599286,-453.6839716456815,-512.9096970157451,-113.83730249960666
29,-656040.9993273108,-115.74565642076607,-169.38411536050023,-224.70682298665668,-281.1323181247759,-338.4013136389413,-396.36582502899023,-454.9306351806707,-514.030005624871,-115.74565642076607
30,-656040.9993273108,-117.65561552340405,-171.19706511674548,-226.4194234661925,-282.74099756605864,-339.9022443744181,-397.75489616939336,-456.2034215571713,-515.1817324165166,-117.65561552340405
31,-656040.9993273108,-119.5670779258301,-173.01468951927143,-228.14008617184447,-284.3613653365416,-341.4187533984131,-399.1637282909627,-457.500477352516,-516.3626006489792,-119.5670779258301
32,-656040.9993273108,-121.47995119361636,-174.83669580878,-229.8682976761878,-285.99266422822035,-342.9498133745373,-400.59099378956535,-458.8201400994568,-517.5705731473955,-121.47995119361636
33,-656040.9993273108,-123.39415113512071,-176.66281787047225,-231.60359207262368,-287.6342083220074,-344.49449541551866,-402.0354946642398,-460.1609128075568,-518.8038196833764,-123.39415113512071
34,-656040.9993273108,-125.30960090526847,-178.49281315073893,-233.34554533977573,-289.28537436141414,-346.05195693765927,-403.496146213029,-461.521442723859,-520.0606898547136,-125.30960090526847
35,-656040.9993273108,-127.22623014115216,-180.3264599212618,-235.09377043169474,-290.9455943078241,-347.621431248487,-404.9719631324587,-462.90050331581665,-521.3396901908187,-127.22623014115216
36,-656040.9993273108,-129.1439742674387,-182.16355497537666,-236.8479131133653,-292.614349016032,-349.20221870573926,-406.4620477332955,-464.296979031685,-522.6394648411247,-129.1439742674387
37,-656040.9993273108,-131.06277389410243,-184.00391163627424,-238.60764836852636,-294.2911627924511,-350.79367913027596,-407.96557985629744,-465.7098522988744,-523.958779152789,-131.06277389410243
38,-656040.9993273108,-132.98257423435757,-185.8473579698775,-240.37267723008713,-295.9755986342415,-352.3952252074393,-409.48180814377696,-467.1381923188229,-525.2965055754431,-132.98257423435757
39,-656040.9993273108,-134.90332467070832,-187.69373530176253,-242.14272409780912,-297.66725417199166,-354.0063168480427,-411.0100425753057,-468.58114548922146,-526.65161162835,-134.90332467070832
40,-656040.9993273108,-136.82497834273545,-189.54289688805108,-243.91753436487681,-299.3657581031565,-355.62645625464467,-412.5496479623808,-470.0379270865691,-528.0231494867113,-136.82497834273545
41,-656040.9993273108,-138.74749177627186,-191.39470674049636,-245.696872330083,-301.07076706497014,-357.2551836077416,-414.1000382757019,-471.5078140324719,-529.410246949703,-138.74749177627186
42,-656040.9993273108,-140.67082455658758,-193.24903859205008,-247.48051936263303,-302.7819628905317,-358.8920732878963,-415.6606716873336,-472.99013858555196,-530.8120995826052,-140.67082455658758
43,-656040.9993273108,-142.59493907234798,-195.10577501621313,-249.26827231667065,-304.4990502260752,-360.536730588677,-417.2310462552456,-474.48428285311115,-532.2279638873188,-142.59493907234798
44,-656040.9993273108,-144.51980023506724,-196.96480659332929,-251.0599420753138,-306.2217543731017,-362.1887887651956,-418.81069607213755,-475.98967391739774,-533.6571512632268,-144.51980023506724
45,-656040.9993273108,-146.44537528316826,-198.82603122349292,-252.8553523124143,-307.9498194303373,-363.8479064772236,-420.3991879187911,-477.50577959409713,-535.0990227492434,-146.44537528316826
46,-656040.9993273108,-148.37163355360292,-200.6893534607881,-254.65433833730424,-309.6830065894157,-365.51376546766176,-421.99611824692033,-479.0321046294223,-536.5529843311091,-148.37163355360292
47,-656040.9993273108,-150.29854632838402,-202.5546839692734,-256.45674611484674,-311.4210926672082,-367.1860685479701,-423.60111055006513,-480.5681873787613,-538.018482838522,-150.29854632838402
48,-656040.9993273108,-152.2260866679457,-204.4219390068225,-258.26243135996975,-313.163868765913,-368.86453777238745,-425.21381299320694,-482.1135968245777,-539.4950022742887,-152.2260866679457
49,-656040.9993273108,-154.15422925916025,-206.2910399594851,-260.0712587235502,-314.9111390709262,-370.54891280292685,-426.83389629381037,-483.66792991522175,-540.982060544381,-154.15422925916025
50,-656040.9993273108,-156.0829502975273,-208.16191294164796,-261.8831010798359,-316.6627197908905,-372.23894946274646,-428.4610518439554,-485.23080920512365,-542.4792065583811,-156.0829502975273
51,-656040.9993273108,-158.0122273715695,-210.03448842620668,-263.6978388753761,-318.41843819481977,-373.9344184270436,-430.0949900159632,-486.80188073089363,-543.9860176257616,-158.0122273715695
52,-656040.9993273108,-159.94203933006102,-211.90870088218708,-265.5153595130846,-320.17813171574664,-375.63510401590736,-431.73543861020437,-488.38081207531735,-545.5020970921227,-159.94203933006102
53,-656040.9993273108,-161.87236623255376,-213.7844885174653,-267.33555686595594,-321.94164721159757,-377.34080317560415,-433.3821415266133,-489.9672906950823,-547.0270722846354,-161.87236623255376
54,-656040.9993273108,-163.80318922713752,-215.66179296809395,-269.1583307590993,-323.7088402188217,-379.0513244801076,-435.0348574875327,-491.5610223349092,-548.5605925836845,-163.80318922713752
55,-656040.9993273108,-165.73449046932666,-217.54055904596223,-270.98358652941045,-325.47957430530727,-380.76648725625773,-436.6933589115269,-493.16172962361696,-550.1023277113472,-165.73449046932666
56,-656040.9993273108,-167.66625307336142,-219.42073453429157,-272.81123465022665,-327.25372050752276,-382.48612081470117,-438.3574309172354,-494.76915082741573,-551.6519662078699,-167.66625307336142
57,-656040.9993273108,-169.59846103984938,-221.3022699731817,-274.6411903614314,-329.0311567901887,-384.2100637225236,-440.0268703903715,-496.3830386905148,-553.2092140225872,-169.59846103984938
58,-656040.9993273108,-171.53109917428685,-223.18511844840617,-276.47337331644155,-330.8117675381728,-385.93816312514355,-441.70148511909525,-498.0031593654736,-554.7737932185732,-171.53109917428685
59,-656040.9993273108,-173.4641530655505,-225.06923545117652,-278.3077073125143,-332.59544314531894,-387.6702741804213,-443.381093058559,-499.629291491723,-556.3454408467662,-173.4641530655505
60,-656040.9993273108,-175.3976090058965,-226.9545786894088,-280.14411998353467,-334.3820795780413,-389.4062594810987,-445.0655215989958,-501.26122529458,-557.923907859519,-175.3976090058965
61,-656040.9993273108,-177.33145394956787,-228.84110794654984,-281.98254255030946,-336.171578007384,-391.14598855796197,-446.75460692809924,-502.89876179365694,-559.5089581503771,-177.33145394956787
62,-656040.9993273108,-179.2656755055343,-230.7287849826092,-283.82290962201364,-337.9638445021649,-392.8893374549956,-448.4481934775425,-504.5417121089407,-561.1003677066468,-179.2656755055343
63,-656040.9993273108,-181.20026183126885,-232.61757334357634,-285.66515891404003,-339.75878964742617,-394.63618823976583,-450.14613331566426,-506.18989672518023,-562.6979237336739,-181.20026183126885
64,-656040.9993273108,-183.135201654986,-234.5074383059002,-287.50923110830536,-341.5563283133469,-396.3864286731092,-451.8482857093062,-507.8431449362885,-564.301423971279,-183.135201654986
65,-656040.9993273108,-185.07048423493845,-236.3983467640291,-289.35506966313807,-343.356379381098,-398.1399518438115,-453.55451665948976,-509.50129427338317,-565.9106760046524,-185.07048423493845
66,-656040.9993273108,-187.00609927954065,-238.29026708430683,-291.20262059553903,-345.15886544759593,-399.89665578945727,-455.26469843124954,-511.16418993587956,-567.5254965880499,-187.00609927954065
67,-656040.9993273108,-188.94203698150514,-240.18316907776185,-293.05183238784406,-346.96371266066376,-401.6564432542301,-456.9787092277128,-512.8316843747126,-569.1457111295001,-188.94203698150514
68,-656040.9993273108,-190.87828794847624,-242.07702387397532,-294.9026558003555,-348.77085046562405,-403.41922136412484,-458.6964327881004,-514.5036368067886,-570.7711531145936,-190.87828794847624
69,-656040.9993273108,-192.8148432106019,-243.97180387602222,-296.7550437695931,-350.580211442415,-405.18490139815754,-460.4177580876761,-516.1799128378718,-572.4016636460046,-192.8148432106019
70,-656040.9993273108,-194.75169416323612,-245.8674826543143,-298.6089512495756,-352.39173109029144,-406.95339851201607,-462.14257899559306,-517.860384049323,-574.0370909533035,-194.75169416323612
71,-656040.9993273108,-196.68883257188418,-247.76403490612867,-300.46433512256874,-354.2053476860655,-408.7246315398048,-463.8707940157188,-519.5449276732254,-575.6772899971313,-196.68883257188418
72,-656040.9993273108,-198.62625052472785,-249.66143636590047,-302.32115406402727,-356.0210021003474,-410.498522757887,-465.6023059940588,-521.2334262389932,-577.3221220502288,-198.62625052472785
73,-656040.9993273108,-200.56394046018107,-251.55966379345423,-304.17936848864736,-357.83863769830197,-412.27499773698156,-467.3370219185466,-522.9257673168529,-578.9714543802102,-200.56394046018107
74,-656040.9993273108,-202.5018951067346,-253.45869487718986,-306.03894041426236,-359.6582001614521,-414.05398511876257,-469.074852647059,-524.6218431936279,-580.6251598691309,-202.5018951067346
75,-656040.9993273108,-204.44010748965286,-255.3585082065499,-307.899833397722,-361.4796373842906,-415.8354164704155,-470.8157127168396,-526.3215506336511,-582.2831167222814,-204.44010748965286
76,-656040.9993273108,-206.3785708903501,-257.25908319948365,-309.76201242815836,-363.30289933102483,-417.6192261021995,-472.55952012004843,-528.0247906092683,-583.9452081502501,-206.3785708903501
77,-656040.9993273108,-208.31727886487275,-259.1604000910601,-311.6254438837246,-365.1279379581482,-419.4053509535063,-474.30619615071555,-529.731468105843,-585.6113221289386,-208.31727886487275
78,-656040.9993273108,-210.2562252075462,-261.0624398691473,-313.4900954374377,-366.9547070884511,-421.1937304327914,-476.0556652082055,-531.4414918861581,-587.2813511221002,-210.2562252075462
79,-656040.9993273108,-212.19540395553148,-262.96518425284063,-315.35593600768,-368.78316233172984,-422.9843063064629,-477.80785465206907,-533.1547743088518,-588.9551918607683,-212.19540395553148
80,-656040.9993273108,-214.1348093635771,-264.86861564266894,-317.2229356822992,-370.61326098098414,-424.7770225653286,-479.56269463671214,-534.8712311291179,-590.6327451075924,-214.1348093635771
81,-656040.9993273108,-216.07443590721087,-266.7727171008137,-319.0910656743084,-372.44496194204027,-426.5718253263587,-481.320117983447,-536.5907813390012,-592.3139154632137,-216.07443590721087
82,-656040.9993273108,-218.01427823842295,-268.67747228515634,-320.9602982329847,-374.2782256201671,-428.3686626932463,-483.0800600132272,-538.3133469704782,-593.9986111376326,-218.01427823842295
83,-656040.9993273108,-219.95433122741804,-270.5828654707869,-322.83060664376853,-376.1130138970403,-430.1674847089243,-484.8424584731447,-540.0388529941399,-595.6867438192751,-219.95433122741804
84,-656040.9993273108,-221.8945899071109,-272.4888814754033,-324.70196513343086,-377.9492900143302,-431.968243216242,-486.6072533726761,-541.767227129476,-597.3782284575152,-221.8945899071109
85,-656040.9993273108,-223.8350495024683,-274.3955056706934,-326.5743488623899,-379.7870185458112,-433.7708918085102,-488.37438691135435,-543.4983997481338,-599.072983139983,-223.8350495024683
86,-656040.9993273108,-225.77570539361056,-276.30272392857023,-328.4477338530012,-381.62616530658755,-435.5753857185536,-490.1438033462787,-545.2323037185796,-600.7709289128552,-225.77570539361056
87,-656040.9993273108,-227.71655311432642,-278.2105226037257,-330.32209695524637,-383.4666973008734,-437.38168174744675,-491.91544890069264,-546.9688742931647,-602.4719896451002,-227.71655311432642
88,-656040.9993273108,-229.65758835320048,-280.118888519762,-332.197415816935,-385.30858267534205,-439.18973819995654,-493.68927168041193,-548.7080490044123,-604.1760919032828,-229.65758835320048
89,-656040.9993273108,-231.59880696230195,-282.0278089637055,-334.07366886323,-387.1517906827318,-440.99951483132793,-495.4652216027137,-550.449767574917,-605.8831648413386,-231.59880696230195
90,-656040.9993273108,-233.54020489237976,-283.9372716078295,-335.9508352043076,-388.9962915745325,-442.81097272405816,-497.2432502563194,-552.1939717594543,-607.5931400237107,-233.54020489237976
91,-656040.9993273108,-235.48177826381274,-285.84726456792856,-337.8288946802672,-390.8420566317502,-444.624074303702,-499.0233109012905,-553.9406053280935,-609.3059513906197,-235.48177826381274
92,-656040.9993273108,-237.42352331487493,-287.75777633968454,-339.707827784839,-392.68905807525067,-446.4387832350939,-500.805358350311,-555.689613931591,-611.0215351066878,-237.42352331487493
93,-656040.9993273108,-239.3654363775623,-289.66879576313386,-341.58761561795706,-394.53726900569984,-448.2550643489241,-502.58934888115397,-557.4409449989324,-612.7398294426107,-239.3654363775623
94,-656040.9993273108,-241.307513934318,-291.5803120687252,-343.46823992046694,-396.3866634263772,-450.07288365193654,-504.37524023352967,-559.1945477200888,-614.4607747429969,-241.307513934318
95,-656040.9993273108,-243.24975256191578,-293.4923148110508,-345.3496829972037,-398.23721615491394,-451.8922082267757,-506.1629914963269,-560.950372919914,-616.1843132861951,-243.24975256191578
96,-656040.9993273108,-245.19214894494328,-295.4047938727193,-347.2319277107068,-400.0889028063658,-453.71300620373995,-507.95256306749366,-562.7083730054284,-617.9103892182446,-245.19214894494328
97,-656040.9993273108,-247.13469987261973,-297.3177394520563,-349.11495745932814,-401.94169976117166,-455.5352467180982,-509.74391660002607,-564.4685018999587,-619.6389484744334,-247.13469987261973
98,-656040.9993273108,-249.07740222943156,-299.2311420451072,-350.99875615012735,-403.7955841284609,-457.3588998632638,-511.53701494452605,-566.2307149743698,-621.3699386986801,-249.07740222943156
99,-656040.9993273108,-251.0202529847584,-301.14499242705193,-352.88330817165297,-405.6505337097344,-459.18393664488497,-513.3318220931558,-567.9949689804085,-623.1033091655773,-251.0202529847584
100,-656040.9993273108,-252.96324922962268,-303.05928168115116,-354.76859841468223,-407.50652701097823,-461.0103289838717,-515.1283031730912,-569.7612220340427,-624.8390107531179,-252.96324922962268
101,-656040.9993273108,-254.90638810448337,-304.97400111914595,-356.6546121848277,-409.3635431470711,-462.83804961218317,-516.9264243332261,-571.5294334925806,-626.5769958097133,-254.90638810448337
102,-656040.9993273108,-256.8496668490114,-306.8891423239728,-358.5413352378577,-411.2215618693114,-464.66707209216537,-518.7261527548901,-573.2995639563289,-628.3172181462811,-256.8496668490114
103,-656040.9993273108,-258.79308279089344,-308.8046971318814,-360.4287537547689,-413.0805635331087,-466.4973707764473,-520.5274566035649,-575.0715752116953,-630.0596329702828,-258.79308279089344
104,-656040.9993273108,-260.7366333165294,-310.72065759674365,-362.31685429939944,-414.9405290485507,-468.32892075113483,-522.3303049642979,-576.8454301584178,-631.804196804352,-260.7366333165294
105,-656040.9993273108,-262.68031589866854,-312.63701601161915,-364.20562383362295,-416.8014398889055,-470.161697837272,-524.1346678357854,-578.6210927958813,-633.5508674644362,-262.68031589866854
106,-656040.9993273108,-264.6241280787302,-314.55376488529595,-366.0950496878132,-418.6632780547217,-471.99567854825784,-525.9405160807537,-580.3985281661239,-635.2996039950415,-264.6241280787302
107,-656040.9993273108,-266.56806747353005,-316.4708969435032,-367.9851195562817,-420.52602606319607,-473.8308400728449,-527.747821402285,-582.1777023231385,-637.0503666311588,-266.56806747353005
108,-656040.9993273108,-268.5121317471662,-318.38840509552847,-369.8758214583895,-422.38966690350685,-475.66716022441574,-529.5565562867249,-583.9585822690996,-638.80311672748,-268.5121317471662
109,-656040.9993273108,-270.45631865004594,-320.30628246822795,-371.76714376728705,-424.2541840600542,-477.5046174584471,-531.3666940150915,-585.7411359594194,-640.557816756775,-270.45631865004594
110,-656040.9993273108,-272.40062598517625,-322.22452236753895,-373.6590751664188,-426.1195614637023,-479.34319081824947,-533.1782086030474,-587.525332236666,-642.3144302374574,-272.40062598517625
111,-656040.9993273108,-274.3450515983672,-324.1431182641122,-375.55160463037606,-427.9857834676215,-481.1828599055522,-534.9910747659891,-589.3111407898824,-644.072921686859,-274.3450515983672
112,-656040.9993273108,-276.289593419106,-326.0620638298127,-377.44472145682425,-429.85283487444246,-483.02360490265596,-536.805267935938,-591.0985321659913,-645.8332566268709,-276.289593419106
113,-656040.9993273108,-278.2342494068876,-327.98135287987634,-379.33841520429826,-431.72070086948,-484.86540650088136,-538.62076418499,-592.8874776879893,-647.5954014966454,-278.2342494068876
114,-656040.9993273108,-280.17901760175477,-329.90097941946743,-381.23267573458094,-433.58936705875055,-486.7082459340195,-540.4375402539958,-594.6779494786302,-649.3593236710334,-280.17901760175477
115,-656040.9993273108,-282.12389606935204,-331.8209375849127,-383.1274931499613,-435.4588194020568,-488.5521049070546,-542.2555734767261,-596.469920379816,-651.1249913749816,-282.12389606935204
116,-656040.9993273108,-284.0688829446455,-333.74122168376755,-385.0228578294844,-437.3290442452589,-490.3969656242676,-544.074841803608,-598.2633639717843,-652.8923736979507,-284.0688829446455
117,-656040.9993273108,-286.01397640222814,-335.6618261616339,-386.9187603921145,-439.2000282796268,-492.24281074461214,-545.895323752935,-600.0582545199551,-654.6614405362108,-286.01397640222814
118,-656040.9993273108,-287.95917464988065,-337.5827455923764,-388.8151916834608,-441.07175852491457,-494.0896233609771,-547.716998386162,-601.8545669460593,-656.4321625596131,-287.95917464988065
119,-656040.9993273108,-289.9044759614406,-339.5039747077782,-390.71214280209676,-442.94422235218985,-495.9373870193705,-549.539845323275,-603.6522768395411,-658.2045112188279,-289.9044759614406
120,-656040.9993273108,-291.84987864678527,-341.4255083644567,-392.6096050632634,-444.8174074442009,-497.7860856757952,-551.3638446960209,-605.4513604069821,-659.9784586908023,-291.84987864678527
121,-656040.9993273108,-293.7953810448498,-343.3473415339475,-394.50756998588486,-446.6913017791842,-499.63570367672185,-553.1889771248983,-607.2517944454423,-661.7539778482993,-293.7953810448498
122,-656040.9993273108,-295.7409815557553,-345.2694693319978,-396.4060293189309,-448.5658936541553,-501.48622577917536,-555.0152237359054,-609.0535563557302,-663.5310422695198,-295.7409815557553
123,-656040.9993273108,-297.68667860448795,-347.19188697953905,-398.30497499955607,-450.44117164012476,-503.337637102882,-556.8425661094843,-610.8566240880109,-665.3096261802342,-297.68667860448795
124,-656040.9993273108,-299.6324706596731,-349.1145898188718,-400.20439916658194,-452.3171245927408,-505.18992313798594,-558.6709862851736,-612.6609761432577,-667.089704451899,-299.6324706596731
125,-656040.9993273108,-301.5783562267946,-351.03757330438174,-402.104294148618,-454.19374163771465,-507.0430697276402,-560.5004667412724,-614.4665915498517,-668.8712525750578,-301.5783562267946
126,-656040.9993273108,-303.5243338426599,-352.9608329946178,-404.0046524536414,-456.07101215780756,-508.8970630522966,-562.3309903762984,-616.2734498421169,-670.6542466348145,-303.5243338426599
127,-656040.9993273108,-305.470402076447,-354.8843645510314,-405.9054667653527,-457.94892578668384,-510.75188962096865,-564.1625404975529,-618.0815310460526,-672.4386632936445,-305.470402076447
128,-656040.9993273108,-307.41655954265207,-356.8081637487237,-407.8067299516142,-459.8274724149697,-512.6075362747891,-565.9951008220921,-619.890815677609,-674.2244797868373,-307.41655954265207
129,-656040.9993273108,-309.3628048775283,-358.73222645075305,-409.7084350365588,-461.7066421600513,-514.4639901544307,-567.8286554416464,-621.701284705021,-676.0116738821374,-309.3628048775283
130,-656040.9993273108,-311.30913674346914,-360.6565486104772,-411.61057520079754,-463.58642536408934,-516.3212386958095,-569.6631888159465,-623.5129195396361,-677.8002238679862,-311.30913674346914
131,-656040.9993273108,-313.2555538505336,-362.58112629111514,-413.5131437989476,-465.46681260941153,-518.1792696432831,-571.4986857836133,-625.325702044426,-679.5901085595386,-313.2555538505336
132,-656040.9993273108,-315.20205493059836,-364.505955638006,-415.41613432992466,-467.3477946867704,-520.0380710157765,-573.335131526091,-627.1396144956144,-681.3813072579128,-315.20205493059836
133,-656040.9993273108,-317.1486387285659,-366.4310328680123,-417.3195404244536,-469.22936258089004,-521.8976310902973,-575.172511549029,-628.9546395618636,-683.1737997270715,-317.1486387285659
134,-656040.9993273108,-319.09530404824943,-368.35635431363676,-419.22335588738406,-471.11150751088803,-523.7579384403905,-577.0108117187045,-630.7707603385683,-684.9675662259245,-319.09530404824943
135,-656040.9993273108,-321.0420496916351,-370.28191636061206,-421.12757463351033,-472.99422086429627,-525.6189818682672,-578.850018192191,-632.5879602759915,-686.7625874343354,-321.0420496916351
136,-656040.9993273108,-322.988874501113,-372.20771548850274,-423.0321907265003,-474.8774942342215,-527.4807504401673,-580.690117450826,-634.4062232107723,-688.5588444825958,-322.988874501113
137,-656040.9993273108,-324.93577733265334,-374.13374824231937,-424.9371983488827,-476.7613193876586,-529.3432334529065,-582.5310962649583,-636.225533328781,-690.3563189123217,-324.93577733265334
138,-656040.9993273108,-326.88275708888773,-376.060011264091,-426.84259183205893,-478.64568829387633,-531.2064204605874,-584.3729417188969,-638.0458751882677,-692.1549926977141,-326.88275708888773
139,-656040.9993273108,-328.8298126669511,-377.9865012392593,-428.74836560118945,-480.5305930677437,-533.0703012162995,-586.21564115094,-639.8672336581262,-693.9548481820204,-328.8298126669511
140,-656040.9993273108,-330.77694302529835,-379.9132149620902,-430.6545142391565,-482.4160260321856,-534.934865733017,-588.05918221264,-641.689593975494,-695.7558681333709,-330.77694302529835
141,-656040.9993273108,-332.72414709536736,-381.84014924598534,-432.5610323954694,-484.3019796256401,-536.8001041895494,-589.9035527732008,-643.5129416485162,-697.5580356458771,-332.72414709536736
142,-656040.9993273108,-334.6714238766408,-383.7673010172468,-434.46791487868035,-486.18844649306897,-538.6660070201045,-591.7487410075328,-645.3372625428489,-699.3613342245051,-334.6714238766408
143,-656040.9993273108,-336.61877237114135,-385.69466724830636,-436.3751565883182,-488.07541941654165,-540.5325648434657,-593.5947353239874,-647.1625428078845,-701.1657477097458,-336.61877237114135
144,-656040.9993273108,-338.56619158841966,-387.6222449615048,-438.2827525174002,-489.9628913164524,-542.3997684628636,-595.4415243628187,-648.9887688737684,-702.9712602731264,-338.56619158841966
145,-656040.9993273108,-340.51368058339847,-389.5500312657664,-440.19069778789816,-491.85085528572165,-544.2676088988774,-597.2890970277402,-650.8159274815506,-704.7778564459175,-340.51368058339847
146,-656040.9993273108,-342.46123840344325,-391.478023302533,-442.0989875955043,-493.7393045333503,-546.1360773317307,-599.1374424269238,-652.6440056228383,-706.5855210573815,-342.46123840344325
147,-656040.9993273108,-344.4088641434883,-393.40621829979784,-444.00761726252904,-495.6282324361514,-548.0051651518119,-600.9865499222557,-654.4729905877593,-708.3942392813873,-344.4088641434883
148,-656040.9993273108,-346.35655690497083,-395.33461352998756,-445.91658219469144,-497.5176324944044,-549.8748639141578,-602.8364090826162,-656.3028699169727,-710.2039965871292,-346.35655690497083
149,-656040.9993273108,-348.30431579291803,-397.2632063060251,-447.8258778761289,-499.40749832577427,-551.7451653312402,-604.6870096754943,-658.1336313920809,-712.0147787282731,-348.30431579291803
150,-656040.9993273108,-350.2521399511693,-399.19199401556597,-449.7354999026094,-501.2978236974696,-553.6160613040346,-606.5383416969215,-659.9652630643945,-713.8265717705175,-350.2521399511693
151,-656040.9993273108,-352.20002852822347,-401.12097408589216,-451.6454439454405,-503.18860248913114,-555.4875438838535,-608.3903953322167,-661.7977532145417,-715.6393620500357,-352.20002852822347
152,-656040.9993273108,-354.14798069730784,-403.0501440030632,-453.5557057696669,-505.0798287100422,-557.3596052885345,-610.2431609711228,-663.6310903665163,-717.453136186387,-354.14798069730784
