k,k_eff,N,delta,d,sigma,block_bits,blocks,d0,h,outer_log2,outer_z,inner_log2,term_log2,cum_log2
1048576,1048576,2097152,0.092,192937,32,256,4096,32,1,-inf,,-2.442204,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,2,-inf,,-4.884408,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,3,-inf,,-7.326611,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,4,-inf,,-9.768814,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,5,-inf,,-12.211015,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,6,-inf,,-14.653216,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,7,-inf,,-17.095416,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,8,-inf,,-19.537616,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,9,-inf,,-21.979814,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,10,-inf,,-24.422012,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,11,-inf,,-26.864210,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,12,-inf,,-29.306406,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,13,-inf,,-31.748602,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,14,-inf,,-34.190797,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,15,-inf,,-36.632991,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,16,-inf,,-39.075184,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,17,-inf,,-41.517376,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,18,-inf,,-43.959568,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,19,-inf,,-46.401759,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,20,-inf,,-48.843948,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,21,-inf,,-51.286137,-inf,-inf
1048576,1048576,2097152,0.092,192937,32,256,4096,32,22,-inf,,-53.728325,-inf,-inf
