k,k_eff,N,delta,d,sigma,block_bits,blocks,d0,h_max,model,singleton_volume,total_log2,margin_bits,peak_h,peak_term_log2,peak_outer_log2,peak_inner_log2
1048576,1048576,2097152,0.106,222298,32,256,4096,32,220,spectrum-csv,0,-32.685741,32.685741,32,-33.980858,37.629712,-71.610569
