k,k_eff,N,delta,d,sigma,block_bits,local_length,blocks,d0,h_max,model,singleton_volume,total_log2,margin_bits,peak_h,peak_term_log2,peak_outer_log2,peak_inner_log2
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,220,spectrum-csv,0,-12.382683,12.382683,25,-15.282044,40.663796,-55.945839
