outer_weight,aggregate_log2,peak_first_r,peak_remaining_ones,peak_gap_min,peak_gap_max,peak_inner_mode,peak_outer_log2_bound,peak_placement_log2,peak_inner_log2,peak_best_lambda,peak_best_alpha,peak_best_rho,peak_term_log2
1255,-371.25321812372096,1,1254,4001,8000,eallratio,1684.8952431193818,-1547.1132514637775,-509.174030375217,0.01,nan,0.01,-371.3920387196127
1256,-372.2456468622461,1,1255,4001,8000,eallratio,1686.2314527223907,-1548.346595082172,-510.26932503538325,0.01,nan,0.01,-372.38446739516445
1257,-373.23692606829627,1,1256,4001,8000,eallratio,1687.5676623253999,-1549.5799396255225,-511.3634692370072,0.01,nan,0.01,-373.3757465371298
1258,-374.22705667679395,1,1257,4001,8000,eallratio,1688.9038719284088,-1550.813285110702,-512.4564639003486,0.01,nan,0.01,-374.3658770826419
1259,-375.21603957993074,1,1258,4001,8000,eallratio,1690.240081531418,-1552.0466315213962,-513.5483099322391,0.01,nan,0.01,-375.35485992221743
1260,-376.20387569257184,1,1259,4001,8000,eallratio,1691.5762911344268,-1553.279978860979,-514.639008244885,0.01,nan,0.01,-376.34269597143725
1261,-377.19056592659575,1,1260,4001,8000,eallratio,1692.912500737436,-1554.5133271341674,-515.7285597451248,0.01,nan,0.01,-377.3293861418563
1262,-378.1761111877458,1,1261,4001,8000,eallratio,1694.248710340445,-1555.74667633631,-516.8169653438292,0.01,nan,0.01,-378.3149313396941
1263,-379.16051237903383,1,1262,4001,8000,eallratio,1695.584919943454,-1556.9800264694604,-517.9042259411208,0.01,nan,0.01,-379.2993324671272
1264,-380.1437704062641,1,1263,4001,8000,eallratio,1696.9211295464631,-1558.213377529939,-518.9903424478805,0.01,nan,0.01,-380.2825904313563
1265,-381.1258861759938,1,1264,4001,8000,eallratio,1698.257339149472,-1559.4467295239156,-520.0753157628958,0.01,nan,0.01,-381.2647061373393
1266,-382.10686059397307,1,1265,4001,8000,eallratio,1699.5935487524812,-1560.680082455372,-521.1591467889923,0.01,nan,0.01,-382.24568049188315
1267,-383.0866945409443,1,1266,4001,8000,eallratio,1700.92975835549,-1561.9134363045268,-522.2418364263049,0.01,nan,0.01,-383.2255143753416
1268,-384.0653889384164,1,1267,4001,8000,eallratio,1702.2659679584992,-1563.1467910944175,-523.3233855736353,0.01,nan,0.01,-384.20420870955354
1269,-385.04294466874904,1,1268,4001,8000,eallratio,1703.6021775615081,-1564.3801468105812,-524.4037951270975,0.01,nan,0.01,-385.1817643761706
1270,-386.01936264137845,1,1269,4001,8000,eallratio,1704.9383871645173,-1565.6135034647796,-525.4830659854965,0.01,nan,0.01,-386.1581822857588
1271,-386.99464372423677,1,1270,4001,8000,eallratio,1706.2745967675264,-1566.8468610340242,-526.5611990382374,0.01,nan,0.01,-387.1334633047352
1272,-387.96878883945664,1,1271,4001,8000,eallratio,1707.6108063705353,-1568.080219544161,-527.638195182788,0.01,nan,0.01,-388.1076083564137
1273,-388.9417988661154,1,1272,4001,8000,eallratio,1708.9470159735445,-1569.3135789834687,-528.7140553099034,0.01,nan,0.01,-389.08061831982764
1274,-389.9136746991899,1,1273,4001,8000,eallratio,1710.2832255765534,-1570.5469393556032,-529.7887803103392,0.01,nan,0.01,-390.05249408938903
1275,-390.8844172200369,1,1274,4001,8000,eallratio,1711.6194351795625,-1571.7803006568065,-530.8623710694819,0.01,nan,0.01,-391.0232365467259
1276,-391.8540273193829,1,1275,4001,8000,eallratio,1712.9556447825714,-1573.0136628882337,-531.934828476755,0.01,nan,0.01,-391.9928465824173
1277,-392.8225058880799,1,1276,4001,8000,eallratio,1714.2918543855806,-1574.2470260518803,-533.0061534215754,0.01,nan,0.01,-392.96132508787514
1278,-393.7898538035579,1,1277,4001,8000,eallratio,1715.6280639885895,-1575.4803901429732,-534.0763467853146,0.01,nan,0.01,-393.92867293969834
1279,-394.75607195527715,1,1278,4001,8000,eallratio,1716.9642735915986,-1576.7137551689666,-535.1454094506785,0.01,nan,0.01,-394.89489102804646
1280,-395.7211612202077,1,1279,4001,8000,eallratio,1718.3004831946078,-1577.9471211225664,-536.2133423017324,0.01,nan,0.01,-395.859980229691
1281,-396.6851224778395,1,1280,4001,8000,eallratio,1719.6366927976167,-1579.1804880050986,-537.2801462158147,0.01,nan,0.01,-396.8239414232967
1282,-397.647956617321,1,1281,4001,8000,eallratio,1720.9729024006258,-1580.4138558223876,-538.3458220783398,0.01,nan,0.01,-397.7867755001016
1283,-398.60966450534266,1,1282,4001,8000,eallratio,1722.3091120036347,-1581.6472245676123,-539.4103707599372,0.01,nan,0.01,-398.7484833239148
1284,-399.57024702374804,1,1283,4001,8000,eallratio,1723.6453216066438,-1582.8805942439467,-540.4737931419888,0.01,nan,0.01,-399.7090657792917
1285,-400.5297050471842,1,1284,4001,8000,eallratio,1724.9815312096528,-1584.1139648521475,-541.5360900964829,0.01,nan,0.01,-400.6685237389777
1286,-401.4880394511091,1,1285,4001,8000,eallratio,1726.317740812662,-1585.3473363942358,-542.5972624980861,0.01,nan,0.01,-401.62685807966
1287,-402.4452511024768,1,1286,4001,8000,eallratio,1727.6539504156708,-1586.58070886293,-543.6573112201354,0.01,nan,0.01,-402.5840696673945
1288,-403.401340876909,1,1287,4001,8000,eallratio,1728.99016001868,-1587.8140822649111,-544.7162371319328,0.01,nan,0.01,-403.54015937816393
1289,-404.3563096410136,1,1288,4001,8000,eallratio,1730.3263696216889,-1589.0474565941531,-545.7740411068194,0.01,nan,0.01,-404.49512807928363
1290,-405.31015826302746,1,1289,4001,8000,eallratio,1731.662579224698,-1590.280831853468,-546.830724008732,0.01,nan,0.01,-405.448976637502
1291,-406.2628876174842,1,1290,4001,8000,eallratio,1732.9987888277071,-1591.5142080506503,-547.8862867056378,0.01,nan,0.01,-406.4017059285809
1292,-407.214498561694,1,1291,4001,8000,eallratio,1734.334998430716,-1592.7475851756826,-548.9407300641699,0.01,nan,0.01,-407.35331680913646
1293,-408.16499195811554,1,1292,4001,8000,eallratio,1735.6712080337252,-1593.9809632276247,-549.9940549482706,0.01,nan,0.01,-408.30381014217005
1294,-409.11436867106147,1,1293,4001,8000,eallratio,1737.007417636734,-1595.2143422078043,-551.0462622205507,0.01,nan,0.01,-409.2531867916209
1295,-410.0626295776101,1,1294,4001,8000,eallratio,1738.3436272397432,-1596.4477221309098,-552.0973527436163,0.01,nan,0.01,-410.2014476347829
1296,-411.0097755073892,1,1295,4001,8000,eallratio,1739.6798368427521,-1597.681102968876,-553.1473273747033,0.01,nan,0.01,-411.14859350082725
1297,-411.9558073472808,1,1296,4001,8000,eallratio,1741.0160464457613,-1598.9144847441949,-554.1961869791146,0.01,nan,0.01,-412.0946252775482
1298,-412.9007259417164,1,1297,4001,8000,eallratio,1742.3522560487702,-1600.1478674497084,-555.2439324073785,0.01,nan,0.01,-413.0395438083167
1299,-413.84453215345496,1,1298,4001,8000,eallratio,1743.6884656517793,-1601.3812510877015,-556.2905645207693,0.01,nan,0.01,-413.9833499566914
1300,-414.78722683310554,1,1299,4001,8000,eallratio,1745.0246752547885,-1602.614635658887,-557.3360841684735,0.01,nan,0.01,-414.926044572572
1301,-415.72881083906975,1,1300,4001,8000,eallratio,1746.3608848577974,-1603.8480211625338,-558.380492210433,0.01,nan,0.01,-415.8676285151694
1302,-416.6692850120483,1,1301,4001,8000,eallratio,1747.6970944608065,-1605.081407588621,-559.4237894971845,0.01,nan,0.01,-416.80810262499904
1303,-417.60865021228614,1,1302,4001,8000,eallratio,1749.0333040638154,-1606.3147949461163,-560.4659768792699,0.01,nan,0.01,-417.74746776157076
1304,-418.54690729461976,1,1303,4001,8000,eallratio,1750.3695136668246,-1607.5481832425667,-561.5070552045433,0.01,nan,0.01,-418.68572478028545
1305,-419.48405710094505,1,1304,4001,8000,eallratio,1751.7057232698335,-1608.7815724682769,-562.5470253248991,0.01,nan,0.01,-419.6228745233425
1306,-420.4201004690587,1,1305,4001,8000,eallratio,1753.0419328728426,-1610.0149626162492,-563.5858880841645,0.01,nan,0.01,-420.5589178275711
1307,-421.35503826187374,1,1306,4001,8000,eallratio,1754.3781424758515,-1611.2483537016687,-564.6236443315495,0.01,nan,0.01,-421.4938555573667
1308,-422.28887130922067,1,1307,4001,8000,eallratio,1755.7143520788607,-1612.4817457114532,-565.6602949082064,0.01,nan,0.01,-422.42768854079895
1309,-423.22160046679477,1,1308,4001,8000,eallratio,1757.0505616818698,-1613.715138659045,-566.695840657972,0.01,nan,0.01,-423.3604176351471
1310,-424.1532265705083,1,1309,4001,8000,eallratio,1758.3867712848787,-1614.9485325342011,-567.7302824260375,0.01,nan,0.01,-424.29204367536
1311,-425.0837504586211,1,1310,4001,8000,eallratio,1759.7229808878878,-1616.1819273383262,-568.7636210495264,0.01,nan,0.01,-425.2225674999647
1312,-426.0131729773028,1,1311,4001,8000,eallratio,1761.0591904908968,-1617.4153230753254,-569.7958573709507,0.01,nan,0.01,-426.15198995537935
1313,-426.9414949585679,1,1312,4001,8000,eallratio,1762.395400093906,-1618.6487197432198,-570.8269922234088,0.01,nan,0.01,-427.08031187272263
1314,-427.8687172403878,1,1313,4001,8000,eallratio,1763.7316096969148,-1619.8821173386423,-571.8570264494133,0.01,nan,0.01,-428.00753409114077
1315,-428.7948406667744,1,1314,4001,8000,eallratio,1765.067819299924,-1621.1155158733254,-572.8859608807297,0.01,nan,0.01,-428.9336574541312
1316,-429.719866058104,1,1315,4001,8000,eallratio,1766.4040289029329,-1622.3489153329883,-573.9137963518149,0.01,nan,0.01,-429.85868278187036
1317,-430.6437942571229,1,1316,4001,8000,eallratio,1767.740238505942,-1623.5823157238701,-574.9405336998148,0.01,nan,0.01,-430.7826109177429
1318,-431.56662609531674,1,1317,4001,8000,eallratio,1769.0764481089511,-1624.8157170498998,-575.9661737511269,0.01,nan,0.01,-431.7054426920756
1319,-432.4883623955985,1,1318,4001,8000,eallratio,1770.41265771196,-1626.0491193008675,-576.990717340218,0.01,nan,0.01,-432.6271789291254
1320,-433.40900399197966,1,1319,4001,8000,eallratio,1771.7488673149692,-1627.2825224819408,-578.0141652948378,0.01,nan,0.01,-433.54782046180935
1321,-434.3285517138623,1,1320,4001,8000,eallratio,1773.085076917978,-1628.5159265967723,-579.0365184413913,0.01,nan,0.01,-434.4673681201855
1322,-435.24700638546403,1,1321,4001,8000,eallratio,1774.4212865209872,-1629.7493316404762,-580.0577776089799,0.01,nan,0.01,-435.38582272846884
1323,-436.164368837122,1,1322,4001,8000,eallratio,1775.7574961239961,-1630.982737617851,-581.0779436226742,0.01,nan,0.01,-436.303185116529
1324,-437.08063988643227,1,1323,4001,8000,eallratio,1777.0937057270053,-1632.2161445244656,-582.0970173048593,0.01,nan,0.01,-437.21945610231955
1325,-437.99582036469616,1,1324,4001,8000,eallratio,1778.4299153300142,-1633.4495523641435,-583.1149994832986,0.01,nan,0.01,-438.1346365174279
1326,-438.90991107519267,1,1325,4001,8000,eallratio,1779.7661249330233,-1634.682961124623,-584.1318909723227,0.01,nan,0.01,-439.0487271639224
1327,-439.8229128630647,1,1326,4001,8000,eallratio,1781.1023345360322,-1635.916370826173,-585.1476925983588,0.01,nan,0.01,-439.9617288884997
1328,-440.73482653170345,1,1327,4001,8000,eallratio,1782.4385441390414,-1637.149781454158,-586.1624051784238,0.01,nan,0.01,-440.8736424935405
1329,-441.64565290126023,1,1328,4001,8000,eallratio,1783.7747537420505,-1638.3831930096476,-587.1760295322383,0.01,nan,0.01,-441.7844687998354
1330,-442.55539279688617,1,1329,4001,8000,eallratio,1785.1109633450594,-1639.616605501511,-588.188566475483,0.01,nan,0.01,-442.69420863193454
1331,-443.46404702456755,1,1330,4001,8000,eallratio,1786.4471729480686,-1640.8500189229871,-589.2000168211605,0.01,nan,0.01,-443.6028627960791
1332,-444.3716164081656,1,1331,4001,8000,eallratio,1787.7833825510775,-1642.0834332783888,-590.210381388988,0.01,nan,0.01,-444.5104321162994
1333,-445.2781017439789,1,1332,4001,8000,eallratio,1789.1195921540866,-1643.3168485557599,-591.2196609866025,0.01,nan,0.01,-445.4169173882758
1334,-446.1835038659228,1,1333,4001,8000,eallratio,1790.4558017570955,-1644.550264774427,-592.2278564296978,0.01,nan,0.01,-446.32231944702926
1335,-447.08782356394846,1,1334,4001,8000,eallratio,1791.7920113601047,-1645.783681914143,-593.2349685272525,0.01,nan,0.01,-447.22663908129084
1336,-447.9910616715295,1,1335,4001,8000,eallratio,1793.1282209631136,-1647.0170999978855,-594.2409980909408,0.01,nan,0.01,-448.1298771257127
1337,-448.89321897324396,1,1336,4001,8000,eallratio,1794.4644305661227,-1648.250519005449,-595.2459459243703,0.01,nan,0.01,-449.03203436369654
1338,-449.79429627600825,1,1337,4001,8000,eallratio,1795.8006401691318,-1649.4839389327335,-596.2498128392224,0.01,nan,0.01,-449.93311160282406
1339,-450.69429441219273,1,1338,4001,8000,eallratio,1797.1368497721407,-1650.7173598075333,-597.252599640452,0.01,nan,0.01,-450.8331096758445
1340,-451.5932141578517,1,1339,4001,8000,eallratio,1798.47305937515,-1651.9507816014611,-598.2543071316845,0.01,nan,0.01,-451.73202935799577
1341,-452.49105633292106,1,1340,4001,8000,eallratio,1799.8092689781588,-1653.1842043322922,-599.2549361151973,0.01,nan,0.01,-452.62987146933074
1342,-453.387821730305,1,1341,4001,8000,eallratio,1801.145478581168,-1654.4176279871463,-600.2544873972988,0.01,nan,0.01,-453.52663680327714
1343,-454.2835111613335,1,1342,4001,8000,eallratio,1802.4816881841768,-1655.6510525814538,-601.2529617735597,0.01,nan,0.01,-454.42232617083664
1344,-455.1781254153683,1,1343,4001,8000,eallratio,1803.817897787186,-1656.8844780995678,-602.2503600489526,0.01,nan,0.01,-455.31694036133445
1345,-456.07166529971744,1,1344,4001,8000,eallratio,1805.154107390195,-1658.11790455341,-603.2466830190485,0.01,nan,0.01,-456.2104801822636
1346,-456.96413160753036,1,1345,4001,8000,eallratio,1806.490316993204,-1659.351331937518,-604.2419314821097,0.01,nan,0.01,-457.1029464264236
1347,-457.8555251313744,1,1346,4001,8000,eallratio,1807.8265265962132,-1660.5847602480317,-605.2361062350587,0.01,nan,0.01,-457.99433988687724
1348,-458.7458466765774,1,1347,4001,8000,eallratio,1809.162736199222,-1661.8181894956888,-606.2292080721297,0.01,nan,0.01,-458.8846613685964
1349,-459.635097028809,1,1348,4001,8000,eallratio,1810.4989458022312,-1663.0516196707777,-607.2212377889016,0.01,nan,0.01,-459.773911657448
1350,-460.5232769852527,1,1349,4001,8000,eallratio,1811.8351554052401,-1664.285050779794,-608.2121961755897,0.01,nan,0.01,-460.6620915501435
1351,-461.4103873298753,1,1350,4001,8000,eallratio,1813.1713650082493,-1665.518482813317,-609.2020840264342,0.01,nan,0.01,-461.54920183150193
1352,-462.29642886532594,1,1351,4001,8000,eallratio,1814.5075746112582,-1666.751915782921,-610.190902131654,0.01,nan,0.01,-462.43524330331684
1353,-463.1814023732085,1,1352,4001,8000,eallratio,1815.8437842142673,-1667.9853496846426,-611.178651277434,0.01,nan,0.01,-463.32021674780935
1354,-464.06530862912314,1,1353,4001,8000,eallratio,1817.1799938172762,-1669.218784503233,-612.1653322539953,0.01,nan,0.01,-464.2041229399522
1355,-464.94814845050007,1,1354,4001,8000,eallratio,1818.5162034202854,-1670.4522202695734,-613.1509458488767,0.01,nan,0.01,-465.0869626981648
1356,-465.8299225989175,1,1355,4001,8000,eallratio,1819.8524130232945,-1671.6856569604079,-614.1354928455805,0.01,nan,0.01,-465.9687367826939
1357,-466.71063186618596,1,1356,4001,8000,eallratio,1821.1886226263034,-1672.9190945801256,-615.1189740329969,0.01,nan,0.01,-466.8494459868191
1358,-467.59027704103386,1,1357,4001,8000,eallratio,1822.5248322293126,-1674.1525331378762,-616.1013901892597,0.01,nan,0.01,-467.72909109782336
1359,-468.4688588864241,1,1358,4001,8000,eallratio,1823.8610418323215,-1675.3859726130013,-617.0827420992348,0.01,nan,0.01,-468.6076728799146
1360,-469.3463782057508,1,1359,4001,8000,eallratio,1825.1972514353306,-1676.6194130258864,-618.0630305450886,0.01,nan,0.01,-469.4851921356444
1361,-470.2228357757522,1,1360,4001,8000,eallratio,1826.5334610383395,-1677.8528543743632,-619.0422563063191,0.01,nan,0.01,-470.36164964234285
1362,-471.09823236579956,1,1361,4001,8000,eallratio,1827.8696706413486,-1679.0862966515851,-620.0204201583817,0.01,nan,0.01,-471.23704616861824
1363,-471.97256876010266,1,1362,4001,8000,eallratio,1829.2058802443576,-1680.3197398592147,-620.9975228848036,0.01,nan,0.01,-472.11138249966075
1364,-472.84584572905493,1,1363,4001,8000,eallratio,1830.5420898473667,-1681.553183992637,-621.9735652597094,0.01,nan,0.01,-472.98465940497977
1365,-473.71806405344904,1,1364,4001,8000,eallratio,1831.8782994503756,-1682.7866290590573,-622.9485480572218,0.01,nan,0.01,-473.85687766590354
1366,-474.5892245131443,1,1365,4001,8000,eallratio,1833.2145090533847,-1684.0200750640925,-623.9224720514728,0.01,nan,0.01,-474.72803806218053
1367,-475.45932786872,1,1366,4001,8000,eallratio,1834.5507186563939,-1685.2535219925358,-624.8953380179323,0.01,nan,0.01,-475.5981413540742
1368,-476.3283748972001,1,1367,4001,8000,eallratio,1835.8869282594028,-1686.4869698518905,-625.8671467267059,0.01,nan,0.01,-476.4671883191936
1369,-477.1963663686417,1,1368,4001,8000,eallratio,1837.223137862412,-1687.7204186400468,-626.8378989492398,0.01,nan,0.01,-477.3351797268747
1370,-478.06330305729665,1,1369,4001,8000,eallratio,1838.5593474654208,-1688.953868360797,-627.807595456982,0.01,nan,0.01,-478.2021163523582
1371,-478.9291857386367,1,1370,4001,8000,eallratio,1839.89555706843,-1690.1873190238766,-628.7762370146745,0.01,nan,0.01,-479.06799897012115
1372,-479.7940151529615,1,1371,4001,8000,eallratio,1841.231766671439,-1691.4207705997596,-629.7438243924223,0.01,nan,0.01,-479.93282832074306
1373,-480.65779209261177,1,1372,4001,8000,eallratio,1842.567976274448,-1692.6542231150615,-630.7103583563137,0.01,nan,0.01,-480.7966051969272
1374,-481.5205173150519,1,1373,4001,8000,eallratio,1843.904185877457,-1693.887676562228,-631.6758396710886,0.01,nan,0.01,-481.65933035585977
1375,-482.38219157913693,1,1374,4001,8000,eallratio,1845.240395480466,-1695.1211309341743,-632.6402691028375,0.01,nan,0.01,-482.5210045565457
1376,-483.24281566199784,1,1375,4001,8000,eallratio,1846.5766050834752,-1696.3545862456413,-633.6036474136195,0.01,nan,0.01,-483.3816285757855
1377,-484.10239030942506,1,1376,4001,8000,eallratio,1847.9128146864841,-1697.5880424810039,-634.5659753654954,0.01,nan,0.01,-484.2412031600152
1378,-484.96091629449415,1,1377,4001,8000,eallratio,1849.2490242894933,-1698.8214996528914,-635.5272537178478,0.01,nan,0.01,-485.09972908124587
1379,-485.81839437218616,1,1378,4001,8000,eallratio,1850.5852338925022,-1700.0549577564889,-636.4874832313924,0.01,nan,0.01,-485.9572070953791
1380,-486.67482528523266,1,1379,4001,8000,eallratio,1851.9214434955113,-1701.2884167776447,-637.4466646628339,0.01,nan,0.01,-486.81363794496724
1381,-487.5302098245889,1,1380,4001,8000,eallratio,1853.2576530985202,-1702.5218767438964,-638.4047987755794,0.01,nan,0.01,-487.66902242095557
1382,-488.38454872097634,1,1381,4001,8000,eallratio,1854.5938627015294,-1703.7553376345222,-639.3618863209613,0.01,nan,0.01,-488.52336125395414
1383,-489.23784274028037,1,1382,4001,8000,eallratio,1855.9300723045383,-1704.988799458466,-640.3179280556778,0.01,nan,0.01,-489.3766552096056
1384,-490.09009262974837,1,1383,4001,8000,eallratio,1857.2662819075474,-1706.2222622092522,-641.2729247337509,0.01,nan,0.01,-490.2289050354557
1385,-490.9412991498697,1,1384,4001,8000,eallratio,1858.6024915105565,-1707.4557258935984,-642.2268771091967,0.01,nan,0.01,-491.08011149223853
1386,-491.79146305253255,1,1385,4001,8000,eallratio,1859.9387011135655,-1708.6891905117263,-643.1797859333496,0.01,nan,0.01,-491.93027533151053
1387,-492.64058508314696,1,1386,4001,8000,eallratio,1861.2749107165746,-1709.9226560576099,-644.1316519575503,0.01,nan,0.01,-492.77939729858554
1388,-493.48866599369273,1,1387,4001,8000,eallratio,1862.6111203195835,-1711.1561225347068,-645.0824759304501,0.01,nan,0.01,-493.6274781455734
1389,-494.33570653738866,1,1388,4001,8000,eallratio,1863.9473299225926,-1712.3895899463678,-646.0322586020466,0.01,nan,0.01,-494.4745186258217
1390,-495.1817074468817,1,1389,4001,8000,eallratio,1865.2835395256016,-1713.623058275336,-646.9810007223425,0.01,nan,0.01,-495.32051947207697
1391,-496.0266694944989,1,1390,4001,8000,eallratio,1866.6197491286107,-1714.8565275516758,-647.928703033278,0.01,nan,0.01,-496.16548145634306
1392,-496.8705934022102,1,1391,4001,8000,eallratio,1867.9559587316196,-1716.089997747722,-648.8753662848603,0.01,nan,0.01,-497.0094053009627
1393,-497.7134799295233,1,1392,4001,8000,eallratio,1869.2921683346287,-1717.3234688805042,-649.820991219033,0.01,nan,0.01,-497.8522917649084
1394,-498.5553298143418,1,1393,4001,8000,eallratio,1870.6283779376379,-1718.5569409452182,-650.7655785790898,0.01,nan,0.01,-498.6941415866702
1395,-499.3961437941376,1,1394,4001,8000,eallratio,1871.9645875406468,-1719.7904139346865,-651.7091291096688,0.01,nan,0.01,-499.5349555037085
1396,-500.23592262204204,1,1395,4001,8000,eallratio,1873.300797143656,-1721.0238878614546,-652.6516435513793,0.01,nan,0.01,-500.3747342691779
1397,-501.0746670267777,1,1396,4001,8000,eallratio,1874.6370067466648,-1722.25736271612,-653.5931226421453,0.01,nan,0.01,-501.2134786116005
1398,-501.9123777553062,1,1397,4001,8000,eallratio,1875.973216349674,-1723.4908385040344,-654.5335671239272,0.01,nan,0.01,-502.05118927828767
1399,-502.74905553626235,1,1398,4001,8000,eallratio,1877.309425952683,-1724.7243152185347,-655.4729777319633,0.01,nan,0.01,-502.8878669978151
1400,-503.58470111064406,1,1399,4001,8000,eallratio,1878.645635555692,-1725.957792860947,-656.4113552068725,0.01,nan,0.01,-503.7235125121274
1401,-504.41931522307084,1,1400,4001,8000,eallratio,1879.981845158701,-1727.1912714402115,-657.3487002839031,0.01,nan,0.01,-504.55812656541366
1402,-505.2528986017138,1,1401,4001,8000,eallratio,1881.31805476171,-1728.4247509523611,-658.2850136956145,0.01,nan,0.01,-505.3917098862655
1403,-506.08545197300225,1,1402,4001,8000,eallratio,1882.654264364719,-1729.6582313873714,-659.2202961799485,0.01,nan,0.01,-506.2242632026009
1404,-506.91697607943655,1,1403,4001,8000,eallratio,1883.9904739677281,-1730.8917127569894,-660.1545484667788,0.01,nan,0.01,-507.05578725604005
1405,-507.7474716522125,1,1404,4001,8000,eallratio,1885.3266835707373,-1732.1251950625247,-661.0877712886784,0.01,nan,0.01,-507.88628278046576
1406,-508.5769394144816,1,1405,4001,8000,eallratio,1886.6628931737462,-1733.3586782964721,-662.0199653768725,0.01,nan,0.01,-508.71575049959847
1407,-509.4053800950261,1,1406,4001,8000,eallratio,1887.9991027767553,-1734.5921624605235,-662.9511314598992,0.01,nan,0.01,-509.5441911436674
1408,-510.23279441385915,1,1407,4001,8000,eallratio,1889.3353123797642,-1735.8256475473718,-663.8812702689954,0.01,nan,0.01,-510.371605436603
1409,-511.05918310971657,1,1408,4001,8000,eallratio,1890.6715219827734,-1737.0591335733588,-664.8103825286728,0.01,nan,0.01,-511.1979941192583
1410,-511.8845469020136,1,1409,4001,8000,eallratio,1892.0077315857823,-1738.2926205335698,-665.7384689688251,0.01,nan,0.01,-512.0233579166127
1411,-512.7088865014474,1,1410,4001,8000,eallratio,1893.3439411887914,-1739.526108421027,-666.6655303126256,0.01,nan,0.01,-512.8476975448611
1412,-513.5322026305071,1,1411,4001,8000,eallratio,1894.6801507918003,-1740.7595972411054,-667.5915672859448,0.01,nan,0.01,-513.67101373525
1413,-514.354495993792,1,1412,4001,8000,eallratio,1896.0163603948095,-1741.9930869866384,-668.516580611963,0.01,nan,0.01,-514.493307203792
1414,-515.1757673121735,1,1413,4001,8000,eallratio,1897.3525699978186,-1743.2265776690438,-669.4405710151996,0.01,nan,0.01,-515.3145786864247
1415,-515.9960172735781,1,1414,4001,8000,eallratio,1898.6887796008275,-1744.4600692787699,-670.3635392134731,0.01,nan,0.01,-516.1348288914155
1416,-516.8152465744682,1,1415,4001,8000,eallratio,1900.0249892038366,-1745.6935618169991,-671.2854859299634,0.01,nan,0.01,-516.9540585431259
1417,-517.6334559042092,1,1416,4001,8000,eallratio,1901.3611988068456,-1746.9270552898251,-672.2064118838366,0.01,nan,0.01,-517.7722683668162
1418,-518.4506459261144,1,1417,4001,8000,eallratio,1902.6974084098547,-1748.1605496928678,-673.1263177929029,0.01,nan,0.01,-518.589459075916
1419,-519.2668172879843,1,1418,4001,8000,eallratio,1904.0336180128636,-1749.394045021665,-674.0452043749865,0.01,nan,0.01,-519.405631383788
1420,-520.0819706288664,1,1419,4001,8000,eallratio,1905.3698276158727,-1750.6275412882387,-674.9630723452203,0.01,nan,0.01,-520.2207860175863
1421,-520.8961065417229,1,1420,4001,8000,eallratio,1906.7060372188816,-1751.8610384856274,-675.879922422766,0.01,nan,0.01,-521.0349236895117
1422,-521.7092255793955,1,1421,4001,8000,eallratio,1908.0422468218908,-1753.0945366123196,-676.7957553187393,0.01,nan,0.01,-521.8480451091682
1423,-522.5213282538535,1,1422,4001,8000,eallratio,1909.3784564249,-1754.3280356767773,-677.7105717482734,0.01,nan,0.01,-522.6601510001508
1424,-523.3324149768954,1,1423,4001,8000,eallratio,1910.7146660279088,-1755.5615356589642,-678.6243724238291,0.01,nan,0.01,-523.4712420548844
1425,-524.1424861095378,1,1424,4001,8000,eallratio,1912.050875630918,-1756.7950365866236,-679.5371580551741,0.01,nan,0.01,-524.2813190108798
1426,-524.9515418346801,1,1425,4001,8000,eallratio,1913.3870852339269,-1758.0285384306972,-680.448929353425,0.01,nan,0.01,-525.0903825501953
1427,-525.7595822156898,1,1426,4001,8000,eallratio,1914.723294836936,-1759.262041209162,-681.3596870310428,0.01,nan,0.01,-525.8984334032687
1428,-526.5666070731121,1,1427,4001,8000,eallratio,1916.059504439945,-1760.495544925292,-682.2694317910841,0.01,nan,0.01,-526.7054722764312
1429,-527.3726159306987,1,1428,4001,8000,eallratio,1917.395714042954,-1761.7290495698035,-683.1781643460181,0.01,nan,0.01,-527.5114998728675
1430,-528.1776079273341,1,1429,4001,8000,eallratio,1918.731923645963,-1762.9625551426925,-684.0858854002483,0.01,nan,0.01,-528.3165168969779
1431,-528.9815816829771,1,1430,4001,8000,eallratio,1920.0681332489721,-1764.1960616398974,-684.9925956581881,0.01,nan,0.01,-529.1205240491133
1432,-529.7845351617304,1,1431,4001,8000,eallratio,1921.4043428519813,-1765.4295690790732,-685.8982958255833,0.01,nan,0.01,-529.9235220526753
1433,-530.5864653917197,1,1432,4001,8000,eallratio,1922.7405524549902,-1766.663077444773,-686.8029866055113,0.01,nan,0.01,-530.7255115952942
1434,-531.3873682303467,1,1433,4001,8000,eallratio,1924.0767620579993,-1767.896586737912,-687.706668701037,0.01,nan,0.01,-531.5264933809497
1435,-532.1872379744148,1,1434,4001,8000,eallratio,1925.4129716610082,-1769.1300969705899,-688.6093428152346,0.01,nan,0.01,-532.3264681248163
1436,-532.9860668174588,1,1435,4001,8000,eallratio,1926.7491812640174,-1770.3636081266995,-689.5110096458079,0.01,nan,0.01,-533.1254365084901
1437,-533.783844253695,1,1436,4001,8000,eallratio,1928.0853908670263,-1771.5971202218498,-690.4116698931418,0.01,nan,0.01,-533.9233992479653
1438,-534.5805561504047,1,1437,4001,8000,eallratio,1929.4216004700354,-1772.8306332431803,-691.311324254945,0.01,nan,0.01,-534.7203570280899
