H,e0_log2,e1_log2,e2_log2,e3_log2,e4_log2,e5_log2,e6_log2,e7_log2,e8_log2,total_log2
23,-408364.40466250916,-96.16981371892831,-150.9634757513287,-207.46642134951554,-265.09907644787853,-323.60423895447263,-382.83622868336124,-442.70237313873173,-503.1397371434672,-96.16981371892831
24,-408364.40466250916,-97.71364294069517,-152.38600172068936,-208.76245912623122,-266.2630037414027,-324.6299441014651,-383.717051927312,-443.4310409661107,-503.7082900409852,-97.71364294069517
25,-408364.40466250916,-99.25978336129106,-153.81575312990572,-210.07104997312263,-267.4452763085951,-325.68031030054027,-384.62944354250493,-444.198854084281,-504.32432381832746,-99.25978336129106
26,-408364.40466250916,-100.80806055354297,-155.2521735332047,-211.39120786706198,-268.64442330051025,-326.7533175240658,-385.57075922572034,-445.00245623030514,-504.98366802294356,-100.80806055354297
27,-408364.40466250916,-102.35831913403172,-156.69476841595204,-212.72205863156842,-269.8591440508244,-327.8471843722609,-386.5386738904574,-445.8389055093169,-505.6826790921431,-102.35831913403172
28,-408364.40466250916,-103.91042008459948,-158.1430963269244,-214.06282362742306,-271.0882827803529,-328.96033188500263,-387.5311322356104,-446.705608836582,-506.4181551686595,-103.91042008459948
29,-408364.40466250916,-105.46423852401142,-159.59676153849318,-215.41280630769123,-272.3308078301674,-330.09135396170024,-388.54630852545694,-447.6002688492263,-507.1872674492246,-105.46423852401142
30,-408364.40466250916,-107.01966186543025,-161.0554079527757,-216.77138107721132,-273.5857945071592,-331.23899301497005,-389.582573617836,-448.5208405692139,-507.987504386399,-107.01966186543025
31,-408364.40466250916,-108.57658824597597,-162.51871397192664,-218.13798396195511,-274.85241077692564,-332.4021197485359,-390.6384676912472,-449.4654957087582,-508.8166259268723,-108.57658824597597
32,-408364.40466250916,-110.1349252043482,-163.9863881776037,-219.51210476879143,-276.12990527715004,-333.579716270107,-391.7126775499439,-450.43259307755704,-509.67262571799733,-110.1349252043482
33,-408364.40466250916,-111.69458857040304,-165.45816568061286,-220.89328046826031,-277.4175972233677,-334.7708619097304,-392.80401762402107,-451.42065389119676,-510.5536996840869,-111.69458857040304
34,-408364.40466250916,-113.2555014883167,-166.9338049807648,-222.28108953945022,-278.7148678207328,-335.9747212006677,-393.9114139265789,-452.42834099901626,-511.45821968819024,-113.2555014883167
35,-408364.40466250916,-114.81759360055612,-168.4130852990991,-223.67514715892992,-280.02115296483737,-337.1905336834964,-395.0338904767407,-453.4544413522274,-512.3847113671025,-114.81759360055612
36,-408364.40466250916,-116.38080033447545,-169.89580427194636,-225.0751010592505,-281.3359369784553,-338.4176051836696,-396.17055771970246,-454.4978510965985,-513.3318353434856,-116.38080033447545
37,-408364.40466250916,-117.94506228661297,-171.38177595953806,-226.48062795818194,-282.6587472226186,-339.65530032398226,-397.3206026111575,-455.55756284164977,-514.298371225633,-117.94506228661297
38,-408364.40466250916,-119.51032468093183,-172.87082911087597,-227.89143045867775,-283.989149431311,-340.90303605979744,-398.4832800788339,-456.6326547276542,-515.2832039047698,-119.51032468093183
39,-408364.40466250916,-121.07653689724881,-174.36280565296374,-229.30723435359448,-285.32674366282856,-342.1602760802668,-399.657905644263,-457.72228100049614,-516.2853117714367,-121.07653689724881
40,-408364.40466250916,-122.64365207783226,-175.8575593889391,-230.7277862919385,-286.67116079100526,-343.42652595857305,-400.8438490391595,-458.8256638701138,-517.3037565558074,-122.64365207783226
41,-408364.40466250916,-124.21162674314016,-177.3549548169385,-232.15285169537893,-288.02205939767026,-344.70132887949393,-402.0405286052249,-459.942086393875,-518.3376744762313,-124.21162674314016
42,-408364.40466250916,-125.78042048381745,-178.85486612067166,-233.5822129570234,-289.3791230755745,-345.98426192667114,-403.2474064273936,-461.0708862962269,-519.3862685611292,-125.78042048381745
43,-408364.40466250916,-127.34999568852925,-180.35717627798886,-235.0156678528506,-290.74205805345696,-347.27493281874655,-404.4639840632429,-462.2114505557234,-520.4488019376207,-127.34999568852925
44,-408364.40466250916,-128.92031726610242,-181.86177623449086,-236.4530280996263,-292.1105910613636,-348.57297699412464,-405.6897987462554,-463.36321061110414,-521.524591907639,-128.92031726610242
45,-408364.40466250916,-130.49135244689856,-183.36856421774635,-237.8941181236571,-293.4844674875564,-349.8780550801178,-406.92442008056537,-464.5256381824647,-522.6130047821396,-130.49135244689856
46,-408364.40466250916,-132.0630705839925,-184.87744510458046,-239.33877394350088,-294.8634497189749,-351.1898506256366,-408.16744709105564,-465.6982415535265,-523.7134512982552,-132.0630705839925
47,-408364.40466250916,-133.63544295133562,-186.3883298317464,-240.7868421489469,-296.2473156383993,-352.5080680595504,-409.41850557828934,-466.88056224948605,-524.8253825363072,-133.63544295133562
48,-408364.40466250916,-135.20844260398752,-187.90113490931034,-242.23817902879884,-297.6358573228761,-353.83243091021126,-410.6772458028675,-468.07217212253755,-525.948286334139,-135.20844260398752
49,-408364.40466250916,-136.78204424494376,-189.41578197615294,-243.69264978115746,-299.0288798704017,-355.1626802052535,-411.9433404094449,-469.27267074463947,-527.0816840859223,-136.78204424494376
50,-408364.40466250916,-138.35622405626793,-190.93219735116392,-245.15012775467522,-300.42620029765493,-356.49857298786947,-413.2164825187433,-470.481683027003,-528.2251278345447,-138.35622405626793
51,-408364.40466250916,-139.93095962379556,-192.4503117055308,-246.61049384211117,-301.8276466251225,-357.839881060201,-414.49638409173457,-471.6988571628305,-529.378197745325,-139.93095962379556
52,-408364.40466250916,-141.50622980973674,-193.97005970735827,-248.07363587358694,-303.23305699286396,-359.18638979225096,-415.7827743987486,-472.9238627195775,-530.5404997797808,-141.50622980973674
53,-408364.40466250916,-143.0820146602074,-195.49137972283017,-249.53944809066607,-304.64227888434726,-360.53789706957457,-417.07539866195333,-474.15638894368146,-531.7116636260421,-143.0820146602074
54,-408364.40466250916,-144.6582953286717,-197.01421355249173,-251.00783067706146,-306.0551684310234,-361.8942123487759,-418.37401683613865,-475.3961432378733,-532.8913408405748,-144.6582953286717
55,-408364.40466250916,-146.23505397064406,-198.53850615586722,-252.4786892967854,-307.47158974574285,-363.2551557657976,-419.67840246915443,-476.6428497484153,-534.0792031337833,-146.23505397064406
56,-408364.40466250916,-147.81227370842646,-200.0642054614058,-253.95193473460952,-308.89141437746775,-364.62055738678475,-420.9883417287209,-477.8962481453515,-535.2749408786657,-147.81227370842646
57,-408364.40466250916,-149.38993852919003,-201.59126212338293,-255.4274824987166,-310.31452074508485,-365.9902564569142,-422.30363244833035,-479.1560924454929,-536.4782616885983,-149.38993852919003
58,-408364.40466250916,-150.96803324649306,-203.11962935450606,-256.905252512588,-311.74079367559693,-367.3641007704218,-423.6240833130966,-480.42214999630494,-537.6888891795132,-150.96803324649306
59,-408364.40466250916,-152.54654344383772,-204.6492627514857,-258.38516881207175,-313.1701239609638,-368.74194607433213,-424.949513096041,-481.69420052888574,-538.9065618219427,-152.54654344383772
60,-408364.40466250916,-154.12545541616728,-206.18012012845347,-259.86715926118836,-314.6024079458443,-370.1236555164882,-426.2797499536281,-482.9720352867846,-540.1310318874101,-154.12545541616728
61,-408364.40466250916,-155.70475612578676,-207.71216137370718,-261.35115530111705,-316.0375471593512,-371.50909914971004,-427.6146307907399,-484.25545623914115,-541.3620644956566,-155.70475612578676
62,-408364.40466250916,-157.28443316285487,-209.24534831903185,-262.837091720624,-317.4754479780588,-372.89815347795985,-428.95400067974157,-485.54427536114787,-542.5994367439429,-157.28443316285487
63,-408364.40466250916,-158.8644747036555,-210.779644614099,-264.32490643955254,-318.91602131089786,-374.29070103418366,-430.2977123218929,-486.8383139688495,-543.8429369038643,-158.8644747036555
64,-408364.40466250916,-160.44486947102868,-212.31501560958415,-265.81454030829417,-320.3591823079931,-375.6866299908722,-431.6456255512335,-488.13740210705396,-545.0923636831562,-160.44486947102868
65,-408364.40466250916,-162.02560671247804,-213.8514282639265,-267.30593693743685,-321.8048501069062,-377.08583381592905,-432.9976068925031,-489.44137800097076,-546.3475255618334,-162.02560671247804
66,-408364.40466250916,-163.60667614716704,-215.38885102444584,-268.79904250771915,-323.2529475656736,-378.4882109225777,-434.3535291209838,-490.7500875184373,-547.6082401485527,-163.60667614716704
67,-408364.40466250916,-165.1880679731827,-216.92725377361248,-270.2938056505785,-324.7034010724114,-379.89366440225643,-435.71327091249765,-492.06338373016945,-548.8743336436131,-165.1880679731827
68,-408364.40466250916,-166.7697727874203,-218.46660769247015,-271.79017725072947,-326.15614028230453,-381.3021016908711,-437.0767164332117,-493.381126416957,-550.145640256718,-166.7697727874203
69,-408364.40466250916,-168.35178162271507,-220.00688524539711,-273.28811037459343,-327.61109798538394,-382.7134343711747,-438.443755071462,-494.70318172526385,-551.4220017802401,-168.35178162271507
70,-408364.40466250916,-169.9340858690468,-221.54806005271814,-274.78756009067206,-329.06820987068215,-384.12757787639913,-439.8142810761958,-496.0294217353433,-552.7032670814015,-169.9340858690468
71,-408364.40466250916,-171.5166772972948,-223.0901068692778,-276.2884833996125,-330.52741440418436,-385.54445131215556,-441.18819331850403,-497.35972415776416,-553.9892917286903,-171.5166772972948
72,-408364.40466250916,-173.0995480063901,-224.63300148958024,-277.7908390942731,-331.9886526405104,-386.96397721612396,-442.5653949954191,-498.69397197704126,-555.2799375706722,-173.0995480063901
73,-408364.40466250916,-174.68269041862317,-226.17672070394332,-279.2945876739553,-333.4518680921615,-388.3860813790338,-443.9457933990325,-500.03205316499026,-556.5750723893685,-174.68269041862317
74,-408364.40466250916,-176.26609727054625,-227.72124225294428,-280.7996912597759,-334.9170066030696,-389.8106926733398,-445.32929969701854,-501.37386040954044,-557.8745695734818,-176.26609727054625
75,-408364.40466250916,-177.84976157667518,-229.2665447570596,-282.3061134879073,-336.3840162028386,-391.2377428657172,-446.71582870038065,-502.7192908344572,-559.1783077865415,-177.84976157667518
76,-408364.40466250916,-179.43367663454745,-230.81260768995466,-283.8138194488915,-337.8528470097413,-392.6671664811641,-448.10529868590135,-504.06824577714906,-560.4861706968276,-179.43367663454745
77,-408364.40466250916,-181.01783598408602,-232.359411308115,-285.32277558554546,-339.3234510947177,-394.09890063075346,-449.49763118507565,-505.42063053606637,-561.7980466802428,-181.01783598408602
78,-408364.40466250916,-182.6022334411142,-233.90693665654135,-286.83294966898967,-340.7957824257196,-395.5328849221405,-450.8927508584744,-506.77635420633754,-563.1138286145066,-182.6022334411142
79,-408364.40466250916,-184.18686302935706,-235.45516547472772,-288.3443106768442,-342.26979671632677,-396.9690612765652,-452.2905852789628,-508.1353294269157,-564.4334135876998,-184.18686302935706
80,-408364.40466250916,-185.77171899818822,-237.00408018998183,-289.8568287605824,-343.7454513653528,-398.4073738389218,-453.69106481025136,-509.4974722254237,-565.7567027071041,-185.77171899818822
81,-408364.40466250916,-187.35679582582284,-238.55366389774946,-291.3704752014573,-345.22270538685353,-399.84776888008486,-455.09412247972136,-510.86270185953293,-567.0836009069735,-187.35679582582284
82,-408364.40466250916,-188.94208817231305,-240.10390029305816,-292.8852223191291,-346.7015192943959,-401.290194655313,-456.49969380920925,-512.23094061832,-568.4140167184935,-188.94208817231305
83,-408364.40466250916,-190.5275908998018,-241.65477367063366,-294.40104345025406,-348.18185505687654,-402.7346013357452,-457.9077167206762,-513.6021137003676,-569.7478621185371,-190.5275908998018
84,-408364.40466250916,-192.11329904926515,-243.20626888261413,-295.917912886093,-349.66367601463963,-404.1809409017817,-459.3181314053407,-514.9761490571256,-571.085052345511,-192.11329904926515
85,-408364.40466250916,-193.69920783760878,-244.75837131777618,-297.4358058327472,-351.1469468196254,-405.62916706179453,-460.7308802196723,-516.3529772646989,-572.425505745424,-193.69920783760878
86,-408364.40466250916,-195.28531264226524,-246.31106686933114,-298.95469836109373,-352.6316333663611,-407.0792351630631,-462.1459075749379,-517.7325313907146,-573.7691436146054,-195.28531264226524
87,-408364.40466250916,-196.87160900777258,-247.864341925602,-300.4745673807038,-354.1177027480485,-408.53110212893114,-463.5631598543298,-519.1147468901154,-575.1158900728683,-196.87160900777258
88,-408364.40466250916,-198.45809262271496,-249.41818333203992,-301.99539058597514,-355.60512318594186,-409.9847263704067,-464.9825853056744,-520.4995614778715,-576.46567191491,-198.45809262271496
89,-408364.40466250916,-200.04475932303873,-250.97257838042376,-303.51714643042027,-357.09386398779867,-411.4400677278656,-466.4041339653842,-521.8869150340764,-577.8184184954608,-200.04475932303873
90,-408364.40466250916,-201.63160508367744,-252.52751478716215,-305.0398140908827,-358.58389549719016,-412.8970874045599,-467.8277575752508,-523.2767495030074,-579.1740616095236,-201.63160508367744
91,-408364.40466250916,-203.21862600888707,-254.08298067100208,-306.56337343192683,-360.07518904383613,-414.3557479020683,-469.25340950210835,-524.6690087961153,-580.5325353776652,-203.21862600888707
92,-408364.40466250916,-204.8058183288792,-255.63896453781285,-308.08780497802803,-361.5677169024897,-415.81601296513554,-470.6810446678244,-526.0636387062511,-581.8937761435942,-204.8058183288792
93,-408364.40466250916,-206.39317839714826,-257.1954552665994,-309.6130898877409,-363.06145225452434,-417.2778475299881,-472.110619483586,-527.4605868271221,-583.2577223778784,-206.39317839714826
94,-408364.40466250916,-207.98070268538825,-258.75244209379144,-311.13920992669046,-364.5563691491031,-418.74121767293457,-473.5420917852397,-528.8598024746326,-584.6243145844833,-207.98070268538825
95,-408364.40466250916,-209.5683877703732,-260.3099145900102,-312.6661474337228,-366.05244245804715,-420.20609055342123,-474.97542076381126,-530.2612366041585,-585.9934952040695,-209.5683877703732
96,-408364.40466250916,-211.15623033400314,-261.86786265053826,-314.1938853012761,-367.54964784559735,-421.67243437252836,-476.410566912205,-531.6648417447271,-587.3652085349482,-211.15623033400314
97,-408364.40466250916,-212.744227170872,-263.4262764938088,-315.7224069643051,-369.0479617472518,-423.1402183412255,-477.84749198219544,-533.0705719442299,-588.7394006657984,-212.744227170872
98,-408364.40466250916,-214.33237516009152,-264.98514662462793,-317.2516963544356,-370.547361314372,-424.60941261489666,-479.2861589083874,-534.4783826821488,-590.1160193766221,-214.33237516009152
99,-408364.40466250916,-215.92067128447755,-266.54446384517456,-318.7817379023679,-372.04782440753286,-426.07998827713965,-480.7265317819599,-535.8882308327346,-591.4950140907117,-215.92067128447755
100,-408364.40466250916,-217.50911261355523,-268.10421923023705,-320.3125165049438,-373.5493295549915,-427.5519172892088,-482.1685757905687,-537.3000745948639,-592.8763357939603,-217.50911261355523
101,-408364.40466250916,-219.0976963012186,-269.66440411750176,-321.8440175076694,-375.0518559270573,-429.0251724557978,-483.6122571750971,-538.7138734392756,-594.2599369720625,-219.0976963012186
102,-408364.40466250916,-220.68641958713948,-271.22501010193025,-323.37622669172214,-376.55538331534126,-430.4997273961349,-485.0575431921977,-540.1295880620895,-595.6457715545312,-220.68641958713948
103,-408364.40466250916,-222.27527979094262,-272.78602902326696,-324.90913025445263,-378.0598921058989,-431.9755565093847,-486.5044020715323,-541.5471803334976,-597.033794854381,-222.27527979094262
104,-408364.40466250916,-223.86427431246395,-274.3474529599341,-326.44271479660256,-379.5653632594411,-433.45263494750645,-487.9528029809084,-542.9666132547542,-598.4239635165767,-223.86427431246395
105,-408364.40466250916,-225.45340061639106,-275.90927420762324,-327.97696729454697,-381.0717782769119,-434.9309385738338,-489.40271597751024,-544.3878509016934,-599.8162354534177,-225.45340061639106
106,-408364.40466250916,-227.04265624145629,-277.4714852827273,-329.5118750976786,-382.57911919053225,-436.41044394745893,-490.8541119852903,-545.8108583947826,-601.2105698068877,-227.04265624145629
107,-408364.40466250916,-228.6320388071619,-279.03407892356694,-331.0474259238843,-384.08736855323264,-437.89112830632916,-492.3069627714247,-547.2356018685904,-602.606926910795,-228.6320388071619
108,-408364.40466250916,-230.22154598298135,-280.59704805434836,-332.58360781800434,-385.5965093913626,-439.3729695139282,-493.7612408866573,-548.662048405493,-604.0052682174979,-230.22154598298135
109,-408364.40466250916,-231.81117551125962,-282.16038580305906,-334.1204091644896,-387.1065252118656,-440.855946060698,-495.2169196606932,-550.0901660247486,-605.4055562803509,-231.81117551125962
110,-408364.40466250916,-233.400925195004,-283.724085484499,-335.65781866543756,-388.617399975072,-442.3400370313558,-496.6739731637838,-551.5199236380555,-606.8077547029454,-233.400925195004
111,-408364.40466250916,-234.9907928827117,-285.28814058054706,-337.1958253160991,-390.12911806522055,-443.8252220701841,-498.1323761665369,-552.9512910036336,-608.2118280871798,-234.9907928827117
112,-408364.40466250916,-236.58077650118227,-286.85254476861815,-338.73441842878134,-391.6416643096035,-445.31148139518854,-499.59210414885155,-554.3842387296869,-609.6177420309939,-236.58077650118227
113,-408364.40466250916,-238.17087402334758,-288.41729188533316,-340.2735875921627,-393.15502393333315,-446.7987957481142,-501.05313324495035,-555.8187382142173,-611.025463062721,-238.17087402334758
114,-408364.40466250916,-239.761083475814,-289.982375930089,-341.81332267070695,-394.6691825544027,-448.2871463849619,-502.51544022914925,-557.254761625823,-612.4349586166663,-239.761083475814
115,-408364.40466250916,-241.35140292959997,-291.54779105199094,-343.3536137876299,-396.18412616250345,-449.77651505045867,-503.9790024857864,-558.6922818688764,-613.8461969933248,-241.35140292959997
116,-408364.40466250916,-242.94183051429775,-293.11353156037103,-344.89445133161263,-397.69984112177207,-451.26688397665316,-505.4437980034827,-560.1312725732529,-615.2591473443605,-242.94183051429775
117,-408364.40466250916,-244.53236440181283,-294.67959190505087,-346.4358259334248,-399.2163141436171,-452.7582358517826,-506.909805339856,-561.5717080547074,-616.6737796284614,-244.53236440181283
118,-408364.40466250916,-246.1230028160498,-296.24596668269066,-347.9777284687983,-400.73353228595175,-454.25055381571224,-508.37700361300557,-563.0135633022178,-618.0900645943437,-246.1230028160498
119,-408364.40466250916,-247.71374401472195,-297.8126506153983,-349.5201500337075,-402.25148292500165,-455.7438214281096,-509.8453724658918,-564.4568139384111,-619.50797373704,-247.71374401472195
120,-408364.40466250916,-249.30458631308167,-299.3796385714013,-351.0630819618371,-403.7701537694474,-457.2380226791122,-511.31489207337603,-565.90143622281,-620.9274792972005,-249.30458631308167
121,-408364.40466250916,-250.89552805275082,-300.9469255309522,-352.60651578743267,-405.28953282007706,-458.7331419456558,-512.7855430950806,-567.3474070010705,-622.3485542065421,-250.89552805275082
122,-408364.40466250916,-252.486567631164,-302.51450661294496,-354.1504432689936,-406.8096083904215,-460.22916400891916,-514.2573066895095,-568.7947037156358,-623.7711720948779,-252.486567631164
123,-408364.40466250916,-254.07770347330685,-304.0823770439542,-355.6948563554906,-408.3303690700532,-461.7260740145654,-515.7301644710994,-570.2433043594689,-625.19530724039,-254.07770347330685
124,-408364.40466250916,-255.66893405049197,-305.6505321744293,-357.23974719986336,-409.85180373526333,-463.2238574805032,-517.2040985149287,-571.6931874775734,-626.6209345678316,-255.66893405049197
125,-408364.40466250916,-257.2602578628291,-307.2189674586696,-358.7851081364124,-411.37390152375815,-464.72250026876316,-518.6790913256814,-573.144332132904,-628.0480296112531,-257.2602578628291
126,-408364.40466250916,-258.85167344981215,-308.78767846303253,-360.33093168651135,-412.8966518377922,-466.22198858593873,-520.1551258352702,-574.5967179010823,-629.4765685056707,-258.85167344981215
127,-408364.40466250916,-260.44317938330767,-310.3566608566174,-361.8772105469189,-414.42004432998584,-467.7223089664299,-521.6321853833857,-576.0503248481284,-630.9065279618895,-260.44317938330767
128,-408364.40466250916,-262.0347742724359,-311.92591041395565,-363.4239375901639,-415.9440689013384,-469.2234482679585,-523.1102537104417,-577.5051335207182,-632.3378852539482,-262.0347742724359
129,-408364.40466250916,-263.6264567561384,-313.4954230054499,-364.97110585279677,-417.4687156871784,-470.7253936551495,-524.5893149386629,-578.9611249246997,-633.7706181949462,-263.6264567561384
130,-408364.40466250916,-265.21822550218224,-315.0651945943459,-366.51870853023087,-418.9939750498146,-472.2281325898835,-526.0693535600699,-580.4182805105874,-635.204705119969,-265.21822550218224
131,-408364.40466250916,-266.81007921256526,-316.635221240179,-368.06673897816063,-420.51983757782966,-473.73165282840154,-527.5503544312844,-581.8765821660006,-636.6401248760413,-266.81007921256526
132,-408364.40466250916,-268.40201662453853,-318.2054990979055,-369.6151907097355,-422.0462940812233,-475.23594241432676,-529.032302764365,-583.3360122042021,-638.0768568082992,-268.40201662453853
133,-408364.40466250916,-269.9940364830044,-319.7760243885052,-371.1640573642703,-423.5733355581699,-476.74098964338907,-530.515184089411,-584.7965533245202,-639.5148807181134,-269.9940364830044
134,-408364.40466250916,-271.5861375810272,-321.3467934377283,-372.713332744198,-425.1009532300789,-478.24678309653405,-531.9989842856442,-586.2581886413055,-640.9541768898695,-271.5861375810272
135,-408364.40466250916,-273.1783187313419,-322.9178026459339,-374.26301078314543,-426.629138507878,-479.75331160431955,-533.483689543849,-587.7209016443501,-642.3947260492639,-273.1783187313419
136,-408364.40466250916,-274.7705787736517,-324.48904849376135,-375.8130855499384,-428.1578829942559,-481.26056424736396,-534.9692863649368,-589.1846761954962,-643.8365093578911,-274.7705787736517
137,-408364.40466250916,-276.36291657198836,-326.06052753793557,-377.3635512427805,-429.68717847617444,-482.76853034709586,-536.455761548905,-590.6494965157113,-645.2795083983655,-276.36291657198836
138,-408364.40466250916,-277.9553310128597,-327.63223640791017,-378.91440218434076,-431.21701691833215,-484.27719945755376,-537.943102184875,-592.1153471733359,-646.7237051606876,-277.9553310128597
139,-408364.40466250916,-279.5478210122116,-329.2041718113852,-380.46563282576903,-432.7473904656243,-485.78656136622413,-539.4312956502672,-593.582213081499,-648.169082037868,-279.5478210122116
140,-408364.40466250916,-281.1403855016271,-330.7763305191023,-382.0172377300458,-434.27829142499274,-487.29660607433556,-540.9203295894712,-595.0500794751277,-649.6156218011807,-281.1403855016271
141,-408364.40466250916,-282.7330234501645,-332.3487093853365,-383.5692115910724,-435.80971228307226,-488.80732381300476,-542.4101919284407,-596.5189319239188,-651.0633076114717,-282.7330234501645
142,-408364.40466250916,-284.32573382506035,-333.9213053073055,-385.12154919173514,-437.3416456628513,-490.31870499845536,-543.9008708284102,-597.9887562845023,-652.5121229697045,-284.32573382506035
143,-408364.40466250916,-285.9185156310236,-335.4941152632018,-386.6742454406431,-438.8740843590669,-491.8307402660103,-545.3923547184492,-599.4595387314985,-653.9620517464662,-285.9185156310236
144,-408364.40466250916,-287.5113678964166,-337.0671362971662,-388.22729535584017,-440.4070213206226,-493.3434204511678,-546.8846322751356,-600.9312657357507,-655.4130781586988,-287.5113678964166
145,-408364.40466250916,-289.1042896600387,-338.6403655049059,-389.78069404921837,-441.9404496337412,-494.8567365714621,-548.3776924030716,-602.4039240434416,-656.8651867473786,-289.1042896600387
146,-408364.40466250916,-290.69727998269053,-340.2138000441252,-391.3344367357821,-443.47436253002525,-496.3706798332605,-549.8715242403933,-603.8775006802593,-658.3183623802837,-290.69727998269053
147,-408364.40466250916,-292.2903379512455,-341.7874371375064,-392.888518735496,-445.00875338713735,-497.8852416312425,-551.3661171569901,-605.3519829483268,-659.7725902475814,-292.2903379512455
148,-408364.40466250916,-293.88346265639143,-343.3612740494033,-394.4429354488892,-446.54361570327325,-499.4004135217073,-552.8614607266051,-606.8273583970446,-661.2278558313811,-293.88346265639143
149,-408364.40466250916,-295.47665322196667,-344.9353081141549,-395.9976823843196,-448.07894312333787,-500.91618724762026,-554.357544750717,-608.3036148457707,-662.6841449271535,-295.47665322196667
150,-408364.40466250916,-297.06990878374836,-346.5095367138904,-397.55275513475726,-449.61472941468094,-502.4325547132552,-555.8543592320558,-609.7807403561698,-664.1414436148825,-297.06990878374836
151,-408364.40466250916,-298.6632284956105,-348.08395728373483,-399.1081493820107,-451.1509684702987,-503.94950798635233,-557.3518943756724,-611.2587232321519,-665.5997382578382,-298.6632284956105
152,-408364.40466250916,-300.256611520031,-349.65856730139984,-400.66386088536404,-452.6876542964927,-505.467039284755,-558.8501405745253,-612.7375520043747,-667.0590154859499,-300.256611520031
