k,k_eff,N,delta,d,sigma,block_bits,blocks,d0,h,outer_log2,outer_z,inner_log2,term_log2,cum_log2
1048576,1048576,2097152,0.106,222298,32,256,4096,32,1,-inf,,-2.237843,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,2,-inf,,-4.475684,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,3,-inf,,-6.713526,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,4,-inf,,-8.951366,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,5,-inf,,-11.189206,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,6,-inf,,-13.427045,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,7,-inf,,-15.664883,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,8,-inf,,-17.902721,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,9,-inf,,-20.140558,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,10,-inf,,-22.378394,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,11,-inf,,-24.616229,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,12,-inf,,-26.854064,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,13,-inf,,-29.091897,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,14,-inf,,-31.329731,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,15,-inf,,-33.567563,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,16,-inf,,-35.805394,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,17,-inf,,-38.043225,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,18,-inf,,-40.281055,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,19,-inf,,-42.518884,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,20,-inf,,-44.756712,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,21,-inf,,-46.994540,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,22,-inf,,-49.232366,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,23,-inf,,-51.470191,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,24,-inf,,-53.708016,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,25,-inf,,-55.945839,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,26,-inf,,-58.183662,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,27,-inf,,-60.421483,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,28,-inf,,-62.659303,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,29,-inf,,-64.897122,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,30,-inf,,-67.134939,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,31,-inf,,-69.372755,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,32,32,37.629712,0.202087410346,-71.610569,-33.980858,-33.980858
1048576,1048576,2097152,0.106,222298,32,256,4096,32,33,39.148185,0.364110441035,-73.848382,-34.700198,-33.296151
1048576,1048576,2097152,0.106,222298,32,256,4096,32,34,40.605737,0.364110441035,-76.086193,-35.480456,-33.009248
1048576,1048576,2097152,0.106,222298,32,256,4096,32,35,42.063289,0.364110441035,-78.324002,-36.260713,-32.865195
1048576,1048576,2097152,0.106,222298,32,256,4096,32,36,43.520840,0.364110441035,-80.561808,-37.040968,-32.787500
1048576,1048576,2097152,0.106,222298,32,256,4096,32,37,44.978392,0.364110441035,-82.799612,-37.821220,-32.744116
1048576,1048576,2097152,0.106,222298,32,256,4096,32,38,46.435944,0.364110441035,-85.037414,-38.601470,-32.719443
1048576,1048576,2097152,0.106,222298,32,256,4096,32,39,47.893496,0.364110441035,-87.275213,-39.381716,-32.705269
1048576,1048576,2097152,0.106,222298,32,256,4096,32,40,49.351048,0.364110441035,-89.513008,-40.161960,-32.697080
1048576,1048576,2097152,0.106,222298,32,256,4096,32,41,50.808600,0.364110441035,-91.750800,-40.942199,-32.692332
1048576,1048576,2097152,0.106,222298,32,256,4096,32,42,52.266152,0.364110441035,-93.988588,-41.722435,-32.689575
1048576,1048576,2097152,0.106,222298,32,256,4096,32,43,53.723704,0.364110441035,-96.226371,-42.502667,-32.687973
1048576,1048576,2097152,0.106,222298,32,256,4096,32,44,55.181256,0.364110441035,-98.464149,-43.282893,-32.687040
1048576,1048576,2097152,0.106,222298,32,256,4096,32,45,56.638808,0.364110441035,-100.701922,-44.063114,-32.686497
1048576,1048576,2097152,0.106,222298,32,256,4096,32,46,58.096360,0.364110441035,-102.939689,-44.843328,-32.686182
1048576,1048576,2097152,0.106,222298,32,256,4096,32,47,59.553912,0.364110441035,-105.177448,-45.623536,-32.685998
1048576,1048576,2097152,0.106,222298,32,256,4096,32,48,61.011464,0.364110441035,-107.415200,-46.403736,-32.685891
1048576,1048576,2097152,0.106,222298,32,256,4096,32,49,62.469016,0.364110441035,-109.652943,-47.183927,-32.685828
1048576,1048576,2097152,0.106,222298,32,256,4096,32,50,63.926568,0.364110441035,-111.890676,-47.964108,-32.685792
1048576,1048576,2097152,0.106,222298,32,256,4096,32,51,65.384120,0.364110441035,-114.128398,-48.744278,-32.685771
1048576,1048576,2097152,0.106,222298,32,256,4096,32,52,66.841672,0.364110441035,-116.366107,-49.524435,-32.685758
1048576,1048576,2097152,0.106,222298,32,256,4096,32,53,68.299224,0.364110441035,-118.603803,-50.304579,-32.685751
1048576,1048576,2097152,0.106,222298,32,256,4096,32,54,69.756776,0.364110441035,-120.841482,-51.084706,-32.685747
1048576,1048576,2097152,0.106,222298,32,256,4096,32,55,71.214328,0.364110441035,-123.079144,-51.864816,-32.685745
1048576,1048576,2097152,0.106,222298,32,256,4096,32,56,72.671880,0.364110441035,-125.316785,-52.644905,-32.685743
1048576,1048576,2097152,0.106,222298,32,256,4096,32,57,74.129432,0.364110441035,-127.554404,-53.424972,-32.685742
1048576,1048576,2097152,0.106,222298,32,256,4096,32,58,75.586984,0.364110441035,-129.791997,-54.205013,-32.685742
1048576,1048576,2097152,0.106,222298,32,256,4096,32,59,77.044536,0.364110441035,-132.029562,-54.985026,-32.685742
1048576,1048576,2097152,0.106,222298,32,256,4096,32,60,78.502088,0.364110441035,-134.267094,-55.765006,-32.685741
1048576,1048576,2097152,0.106,222298,32,256,4096,32,61,79.959640,0.364110441035,-136.504589,-56.544949,-32.685741
