k,N,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097152,0.106,222298,32,12,218,gf,320.620237,0.380154400988,-471.387195,-150.766958,-2.424512,1,-471.388624,blocked
1048576,2097152,0.106,222298,32,12,219,gf,322.015580,0.380154400988,-473.471424,-151.455845,-2.424512,1,-473.473317,blocked
1048576,2097152,0.106,222298,32,12,220,gf,323.410922,0.380154400988,-475.555487,-152.144565,-2.424512,1,-475.558071,blocked
1048576,2097152,0.106,222298,32,12,221,gf,324.806265,0.380154400988,-477.642350,-152.836085,-2.424512,1,-477.642887,blocked
1048576,2097152,0.106,222298,32,12,222,gf,326.201607,0.380154400988,-479.727304,-153.525696,-2.424512,1,-479.727763,blocked
1048576,2097152,0.106,222298,32,12,223,gf,327.596950,0.380154400988,-481.811769,-154.214819,-2.424512,1,-481.812699,blocked
1048576,2097152,0.106,222298,32,12,224,gf,328.992293,0.380154400988,-483.896455,-154.904162,-2.424512,1,-483.897694,blocked
1048576,2097152,0.106,222298,32,12,225,gf,330.387635,0.380154400988,-485.981036,-155.593401,-2.424512,1,-485.982749,blocked
1048576,2097152,0.106,222298,32,12,226,gf,331.782978,0.380154400988,-488.067496,-156.284519,-2.424512,1,-488.067862,blocked
1048576,2097152,0.106,222298,32,12,227,gf,333.178320,0.380154400988,-490.152731,-156.974411,-2.424512,1,-490.153033,blocked
1048576,2097152,0.106,222298,32,12,228,gf,334.573663,0.380154400988,-492.237651,-157.663988,-2.424512,1,-492.238261,blocked
1048576,2097152,0.106,222298,32,12,229,gf,335.969006,0.380154400988,-494.322730,-158.353725,-2.424512,1,-494.323547,blocked
1048576,2097152,0.106,222298,32,12,230,gf,337.364348,0.380154400988,-496.407749,-159.043401,-2.424512,1,-496.408889,blocked
1048576,2097152,0.106,222298,32,12,231,gf,338.759691,0.380154400988,-498.494034,-159.734343,-2.424512,1,-498.494287,blocked
1048576,2097152,0.106,222298,32,12,232,gf,340.155033,0.380154400988,-500.579538,-160.424505,-2.424512,1,-500.579741,blocked
1048576,2097152,0.106,222298,32,12,233,gf,341.550376,0.380154400988,-502.664845,-161.114469,-2.424512,1,-502.665250,blocked
1048576,2097152,0.106,222298,32,12,234,gf,342.945719,0.380154400988,-504.750272,-161.804553,-2.424512,1,-504.750814,blocked
1048576,2097152,0.106,222298,32,12,235,gf,344.341061,0.380154400988,-506.835669,-162.494607,-2.424512,1,-506.836432,blocked
1048576,2097152,0.106,222298,32,12,236,gf,345.736404,0.380154400988,-508.921925,-163.185521,-2.424512,1,-508.922104,blocked
1048576,2097152,0.106,222298,32,12,237,gf,347.131746,0.380154400988,-511.007689,-163.875942,-2.424512,1,-511.007830,blocked
1048576,2097152,0.106,222298,32,12,238,gf,348.527089,0.380154400988,-513.093335,-164.566246,-2.424512,1,-513.093608,blocked
1048576,2097152,0.106,222298,32,12,239,gf,349.922432,0.380154400988,-515.179074,-165.256643,-2.424512,1,-515.179439,blocked
1048576,2097152,0.106,222298,32,12,240,gf,351.317774,0.380154400988,-517.264807,-165.947032,-2.424512,1,-517.265322,blocked
1048576,2097152,0.106,222298,32,12,241,gf,352.713117,0.380154400988,-519.351126,-166.638010,-2.424512,1,-519.351257,blocked
1048576,2097152,0.106,222298,32,12,242,gf,354.108459,0.380154400988,-521.437141,-167.328682,-2.424512,1,-521.437244,blocked
1048576,2097152,0.106,222298,32,12,243,gf,355.503802,0.380154400988,-523.523092,-168.019290,-2.424512,1,-523.523281,blocked
1048576,2097152,0.106,222298,32,12,244,gf,356.899145,0.380154400988,-525.609119,-168.709974,-2.424512,1,-525.609369,blocked
1048576,2097152,0.106,222298,32,12,245,gf,358.294487,0.380154400988,-527.695154,-169.400667,-2.424512,1,-527.695507,blocked
1048576,2097152,0.106,222298,32,12,246,gf,359.689830,0.380154400988,-529.781595,-170.091765,-2.424512,1,-529.781695,blocked
1048576,2097152,0.106,222298,32,12,247,gf,361.085172,0.380154400988,-531.867854,-170.782681,-2.424512,1,-531.867932,blocked
1048576,2097152,0.106,222298,32,12,248,gf,362.480515,0.380154400988,-533.954083,-171.473568,-2.424512,1,-533.954218,blocked
1048576,2097152,0.106,222298,32,12,249,gf,363.875858,0.380154400988,-536.040377,-172.164519,-2.424512,1,-536.040553,blocked
1048576,2097152,0.106,222298,32,12,250,gf,365.271200,0.380154400988,-538.126690,-172.855490,-2.424512,1,-538.126936,blocked
1048576,2097152,0.106,222298,32,12,251,gf,366.666543,0.380154400988,-540.213288,-173.546745,-2.424512,1,-540.213367,blocked
1048576,2097152,0.106,222298,32,12,252,gf,368.061885,0.380154400988,-542.299782,-174.237897,-2.424512,1,-542.299846,blocked
1048576,2097152,0.106,222298,32,12,253,gf,369.457228,0.380154400988,-544.386270,-174.929042,-2.424512,1,-544.386372,blocked
1048576,2097152,0.106,222298,32,12,254,gf,370.852571,0.380154400988,-546.472816,-175.620245,-2.424512,1,-546.472944,blocked
1048576,2097152,0.106,222298,32,12,255,gf,372.247913,0.380154400988,-548.559388,-176.311475,-2.424512,1,-548.559563,blocked
1048576,2097152,0.106,222298,32,12,256,gf,373.643256,0.380154400988,-550.646063,-177.002807,-2.424512,1,-550.646229,blocked
1048576,2097152,0.106,222298,32,12,257,gf,375.038598,0.380154400988,-552.732875,-177.694277,-2.424512,1,-552.732939,blocked
1048576,2097152,0.106,222298,32,12,258,gf,376.433941,0.380154400988,-554.819642,-178.385701,-2.424512,1,-554.819696,blocked
1048576,2097152,0.106,222298,32,12,259,gf,377.829284,0.380154400988,-556.906421,-179.077137,-2.424512,1,-556.906497,blocked
1048576,2097152,0.106,222298,32,12,260,gf,379.224626,0.380154400988,-558.993250,-179.768624,-2.424512,1,-558.993344,blocked
1048576,2097152,0.106,222298,32,12,261,gf,380.619969,0.380154400988,-561.080112,-180.460143,-2.424512,1,-561.080235,blocked
1048576,2097152,0.106,222298,32,12,262,gf,382.015311,0.380154400988,-563.167052,-181.151741,-2.424512,1,-563.167170,blocked
1048576,2097152,0.106,222298,32,12,263,gf,383.410654,0.380154400988,-565.254092,-181.843438,-2.424512,1,-565.254148,blocked
1048576,2097152,0.106,222298,32,12,264,gf,384.805997,0.380154400988,-567.341121,-182.535125,-2.424512,1,-567.341171,blocked
1048576,2097152,0.106,222298,32,12,265,gf,386.201339,0.380154400988,-569.428173,-183.226834,-2.424512,1,-569.428236,blocked
1048576,2097152,0.106,222298,32,12,266,gf,387.596682,0.380154400988,-571.515271,-183.918589,-2.424512,1,-571.515344,blocked
1048576,2097152,0.106,222298,32,12,267,gf,388.992024,0.380154400988,-573.602404,-184.610379,-2.424512,1,-573.602495,blocked
1048576,2097152,0.106,222298,32,12,268,gf,390.387367,0.380154400988,-575.689600,-185.302233,-2.424512,1,-575.689688,blocked
1048576,2097152,0.106,222298,32,12,269,gf,391.782710,0.380154400988,-577.776872,-185.994162,-2.424512,1,-577.776924,blocked
1048576,2097152,0.106,222298,32,12,270,gf,393.178052,0.380154400988,-579.864153,-186.686101,-2.424512,1,-579.864200,blocked
1048576,2097152,0.106,222298,32,12,271,gf,394.573395,0.380154400988,-581.951463,-187.378068,-2.424512,1,-581.951518,blocked
1048576,2097152,0.106,222298,32,12,272,gf,395.968737,0.380154400988,-584.038816,-188.070078,-2.424512,1,-584.038878,blocked
1048576,2097152,0.106,222298,32,12,273,gf,397.364080,0.380154400988,-586.126204,-188.762124,-2.424512,1,-586.126278,blocked
1048576,2097152,0.106,222298,32,12,274,gf,398.759423,0.380154400988,-588.213646,-189.454224,-2.424512,1,-588.213718,blocked
1048576,2097152,0.106,222298,32,12,275,gf,400.154765,0.380154400988,-590.301149,-190.146384,-2.424512,1,-590.301199,blocked
1048576,2097152,0.106,222298,32,12,276,gf,401.550108,0.380154400988,-592.388673,-190.838565,-2.424512,1,-592.388720,blocked
1048576,2097152,0.106,222298,32,12,277,gf,402.945450,0.380154400988,-594.476228,-191.530778,-2.424512,1,-594.476280,blocked
1048576,2097152,0.106,222298,32,12,278,gf,404.340793,0.380154400988,-596.563824,-192.223031,-2.424512,1,-596.563880,blocked
1048576,2097152,0.106,222298,32,12,279,gf,405.736136,0.380154400988,-598.651456,-192.915320,-2.424512,1,-598.651519,blocked
1048576,2097152,0.106,222298,32,12,280,gf,407.131478,0.380154400988,-600.739134,-193.607656,-2.424512,1,-600.739197,blocked
1048576,2097152,0.106,222298,32,12,281,gf,408.526821,0.380154400988,-602.826864,-194.300043,-2.424512,1,-602.826913,blocked
1048576,2097152,0.106,222298,32,12,282,gf,409.922163,0.380154400988,-604.914621,-194.992457,-2.424512,1,-604.914668,blocked
1048576,2097152,0.106,222298,32,12,283,gf,411.317506,0.380154400988,-607.002410,-195.684904,-2.424512,1,-607.002461,blocked
1048576,2097152,0.106,222298,32,12,284,gf,412.712849,0.380154400988,-609.090238,-196.377389,-2.424512,1,-609.090291,blocked
1048576,2097152,0.106,222298,32,12,285,gf,414.108191,0.380154400988,-611.178102,-197.069910,-2.424512,1,-611.178160,blocked
1048576,2097152,0.106,222298,32,12,286,gf,415.503534,0.380154400988,-613.266007,-197.762474,-2.424512,1,-613.266065,blocked
1048576,2097152,0.106,222298,32,12,287,gf,416.898876,0.380154400988,-615.353958,-198.455082,-2.424512,1,-615.354008,blocked
1048576,2097152,0.106,222298,32,12,288,gf,418.294219,0.380154400988,-617.441939,-199.147720,-2.424512,1,-617.441987,blocked
1048576,2097152,0.106,222298,32,12,289,gf,419.689562,0.380154400988,-619.529953,-199.840391,-2.424512,1,-619.530003,blocked
1048576,2097152,0.106,222298,32,12,290,gf,421.084904,0.380154400988,-621.618003,-200.533099,-2.424512,1,-621.618056,blocked
1048576,2097152,0.106,222298,32,12,291,gf,422.480247,0.380154400988,-623.706089,-201.225842,-2.424512,1,-623.706144,blocked
1048576,2097152,0.106,222298,32,12,292,gf,423.875589,0.380154400988,-625.794213,-201.918623,-2.424512,1,-625.794268,blocked
1048576,2097152,0.106,222298,32,12,293,gf,425.270932,0.380154400988,-627.882378,-202.611446,-2.424512,1,-627.882428,blocked
1048576,2097152,0.106,222298,32,12,294,gf,426.666275,0.380154400988,-629.970573,-203.304299,-2.424512,1,-629.970624,blocked
1048576,2097152,0.106,222298,32,12,295,gf,428.061617,0.380154400988,-632.058803,-203.997185,-2.424512,1,-632.058854,blocked
1048576,2097152,0.106,222298,32,12,296,gf,429.456960,0.380154400988,-634.147067,-204.690107,-2.424512,1,-634.147120,blocked
1048576,2097152,0.106,222298,32,12,297,gf,430.852302,0.380154400988,-636.235365,-205.383063,-2.424512,1,-636.235420,blocked
1048576,2097152,0.106,222298,32,12,298,gf,432.247645,0.380154400988,-638.323700,-206.076054,-2.424512,1,-638.323755,blocked
1048576,2097152,0.106,222298,32,12,299,gf,433.642988,0.380154400988,-640.412071,-206.769084,-2.424512,1,-640.412124,blocked
1048576,2097152,0.106,222298,32,12,300,gf,435.038330,0.380154400988,-642.500474,-207.462144,-2.424512,1,-642.500527,blocked
1048576,2097152,0.106,222298,32,12,301,gf,436.433673,0.380154400988,-644.588910,-208.155237,-2.424512,1,-644.588963,blocked
1048576,2097152,0.106,222298,32,12,302,gf,437.829015,0.380154400988,-646.677380,-208.848364,-2.424512,1,-646.677434,blocked
1048576,2097152,0.106,222298,32,12,303,gf,439.224358,0.380154400988,-648.765882,-209.541524,-2.424512,1,-648.765938,blocked
1048576,2097152,0.106,222298,32,12,304,gf,440.619701,0.380154400988,-650.854419,-210.234719,-2.424512,1,-650.854475,blocked
1048576,2097152,0.106,222298,32,12,305,gf,442.015043,0.380154400988,-652.942991,-210.927948,-2.424512,1,-652.943045,blocked
1048576,2097152,0.106,222298,32,12,306,gf,443.410386,0.380154400988,-655.031594,-211.621208,-2.424512,1,-655.031648,blocked
1048576,2097152,0.106,222298,32,12,307,gf,444.805728,0.380154400988,-657.120229,-212.314500,-2.424512,1,-657.120283,blocked
1048576,2097152,0.106,222298,32,12,308,gf,446.201071,0.380154400988,-659.208896,-213.007825,-2.424512,1,-659.208951,blocked
1048576,2097152,0.106,222298,32,12,309,gf,447.596414,0.380154400988,-661.297595,-213.701182,-2.424512,1,-661.297651,blocked
1048576,2097152,0.106,222298,32,12,310,gf,448.991756,0.380154400988,-663.386326,-214.394570,-2.424512,1,-663.386383,blocked
1048576,2097152,0.106,222298,32,12,311,gf,450.387099,0.380154400988,-665.475090,-215.087991,-2.424512,1,-665.475147,blocked
1048576,2097152,0.106,222298,32,12,312,gf,451.782442,0.380154400988,-667.563886,-215.781445,-2.424512,1,-667.563942,blocked
1048576,2097152,0.106,222298,32,12,313,gf,453.177784,0.380154400988,-669.652713,-216.474929,-2.424512,1,-669.652769,blocked
1048576,2097152,0.106,222298,32,12,314,gf,454.573127,0.380154400988,-671.741570,-217.168444,-2.424512,1,-671.741627,blocked
1048576,2097152,0.106,222298,32,12,315,gf,455.968469,0.380154400988,-673.830459,-217.861989,-2.424512,1,-673.830516,blocked
1048576,2097152,0.106,222298,32,12,316,gf,457.363812,0.380154400988,-675.919378,-218.555566,-2.424512,1,-675.919436,blocked
1048576,2097152,0.106,222298,32,12,317,gf,458.759155,0.380154400988,-678.008328,-219.249173,-2.424512,1,-678.008387,blocked
1048576,2097152,0.106,222298,32,12,318,gf,460.154497,0.380154400988,-680.097309,-219.942811,-2.424512,1,-680.097368,blocked
1048576,2097152,0.106,222298,32,12,319,gf,461.549840,0.380154400988,-682.186320,-220.636480,-2.424512,1,-682.186379,blocked
1048576,2097152,0.106,222298,32,12,320,gf,462.945182,0.380154400988,-684.275361,-221.330179,-2.424512,1,-684.275420,blocked
1048576,2097152,0.106,222298,32,12,321,gf,464.340525,0.380154400988,-686.364432,-222.023907,-2.424512,1,-686.364492,blocked
1048576,2097152,0.106,222298,32,12,322,gf,465.735868,0.380154400988,-688.453533,-222.717665,-2.424512,1,-688.453593,blocked
1048576,2097152,0.106,222298,32,12,323,gf,467.131210,0.380154400988,-690.542663,-223.411453,-2.424512,1,-690.542723,blocked
1048576,2097152,0.106,222298,32,12,324,gf,468.526553,0.380154400988,-692.631822,-224.105269,-2.424512,1,-692.631883,blocked
1048576,2097152,0.106,222298,32,12,325,gf,469.921895,0.380154400988,-694.721011,-224.799116,-2.424512,1,-694.721072,blocked
1048576,2097152,0.106,222298,32,12,326,gf,471.317238,0.380154400988,-696.810229,-225.492991,-2.424512,1,-696.810291,blocked
1048576,2097152,0.106,222298,32,12,327,gf,472.712581,0.380154400988,-698.899476,-226.186896,-2.424512,1,-698.899538,blocked
1048576,2097152,0.106,222298,32,12,328,gf,474.107923,0.380154400988,-700.988752,-226.880828,-2.424512,1,-700.988814,blocked
1048576,2097152,0.106,222298,32,12,329,gf,475.503266,0.380154400988,-703.078056,-227.574790,-2.424512,1,-703.078118,blocked
1048576,2097152,0.106,222298,32,12,330,gf,476.898608,0.380154400988,-705.167388,-228.268780,-2.424512,1,-705.167451,blocked
1048576,2097152,0.106,222298,32,12,331,gf,478.293951,0.380154400988,-707.256749,-228.962798,-2.424512,1,-707.256812,blocked
1048576,2097152,0.106,222298,32,12,332,gf,479.689294,0.380154400988,-709.346137,-229.656844,-2.424512,1,-709.346201,blocked
1048576,2097152,0.106,222298,32,12,333,gf,481.084636,0.380154400988,-711.435554,-230.350918,-2.424512,1,-711.435618,blocked
1048576,2097152,0.106,222298,32,12,334,gf,482.479979,0.380154400988,-713.524999,-231.045020,-2.424512,1,-713.525063,blocked
1048576,2097152,0.106,222298,32,12,335,gf,483.875321,0.380154400988,-715.614471,-231.739149,-2.424512,1,-715.614535,blocked
1048576,2097152,0.106,222298,32,12,336,gf,485.270664,0.380154400988,-717.703970,-232.433306,-2.424512,1,-717.704035,blocked
1048576,2097152,0.106,222298,32,12,337,gf,486.666007,0.380154400988,-719.793497,-233.127490,-2.424512,1,-719.793562,blocked
1048576,2097152,0.106,222298,32,12,338,gf,488.061349,0.380154400988,-721.883050,-233.821701,-2.424512,1,-721.883116,blocked
1048576,2097152,0.106,222298,32,12,339,gf,489.456692,0.380154400988,-723.972631,-234.515939,-2.424512,1,-723.972698,blocked
1048576,2097152,0.106,222298,32,12,340,gf,490.852034,0.380154400988,-726.062239,-235.210204,-2.424512,1,-726.062306,blocked
1048576,2097152,0.106,222298,32,12,341,gf,492.247377,0.380154400988,-728.151873,-235.904496,-2.424512,1,-728.151940,blocked
1048576,2097152,0.106,222298,32,12,342,gf,493.642720,0.380154400988,-730.241534,-236.598814,-2.424512,1,-730.241602,blocked
1048576,2097152,0.106,222298,32,12,343,gf,495.038062,0.380154400988,-732.331221,-237.293159,-2.424512,1,-732.331289,blocked
1048576,2097152,0.106,222298,32,12,344,gf,496.433405,0.380154400988,-734.420934,-237.987530,-2.424512,1,-734.421003,blocked
1048576,2097152,0.106,222298,32,12,345,gf,497.828747,0.380154400988,-736.510674,-238.681927,-2.424512,1,-736.510743,blocked
1048576,2097152,0.106,222298,32,12,346,gf,499.224090,0.380154400988,-738.600439,-239.376349,-2.424512,1,-738.600509,blocked
1048576,2097152,0.106,222298,32,12,347,gf,500.619433,0.380154400988,-740.690231,-240.070798,-2.424512,1,-740.690300,blocked
1048576,2097152,0.106,222298,32,12,348,gf,502.014775,0.380154400988,-742.780048,-240.765272,-2.424512,1,-742.780118,blocked
1048576,2097152,0.106,222298,32,12,349,gf,503.410118,0.380154400988,-744.869890,-241.459772,-2.424512,1,-744.869961,blocked
1048576,2097152,0.106,222298,32,12,350,gf,504.805460,0.380154400988,-746.959758,-242.154298,-2.424512,1,-746.959829,blocked
1048576,2097152,0.106,222298,32,12,351,gf,506.200803,0.380154400988,-749.049651,-242.848848,-2.424512,1,-749.049722,blocked
1048576,2097152,0.106,222298,32,12,352,gf,507.596146,0.380154400988,-751.139569,-243.543424,-2.424512,1,-751.139641,blocked
1048576,2097152,0.106,222298,32,12,353,gf,508.991488,0.380154400988,-753.229512,-244.238024,-2.424512,1,-753.229585,blocked
1048576,2097152,0.106,222298,32,12,354,gf,510.386831,0.380154400988,-755.319481,-244.932650,-2.424512,1,-755.319553,blocked
1048576,2097152,0.106,222298,32,12,355,gf,511.782173,0.380154400988,-757.409473,-245.627300,-2.424512,1,-757.409546,blocked
1048576,2097152,0.106,222298,32,12,356,gf,513.177516,0.380154400988,-759.499491,-246.321975,-2.424512,1,-759.499564,blocked
1048576,2097152,0.106,222298,32,12,357,gf,514.572859,0.380154400988,-761.589533,-247.016674,-2.424512,1,-761.589606,blocked
1048576,2097152,0.106,222298,32,12,358,gf,515.968201,0.380154400988,-763.679599,-247.711398,-2.424512,1,-763.679673,blocked
1048576,2097152,0.106,222298,32,12,359,gf,517.363544,0.380154400988,-765.769689,-248.406145,-2.424512,1,-765.769764,blocked
1048576,2097152,0.106,222298,32,12,360,gf,518.758886,0.380154400988,-767.859804,-249.100917,-2.424512,1,-767.859879,blocked
1048576,2097152,0.106,222298,32,12,361,gf,520.154229,0.380154400988,-769.949942,-249.795713,-2.424512,1,-769.950018,blocked
1048576,2097152,0.106,222298,32,12,362,gf,521.549572,0.380154400988,-772.040104,-250.490533,-2.424512,1,-772.040180,blocked
1048576,2097152,0.106,222298,32,12,363,gf,522.944914,0.380154400988,-774.130290,-251.185376,-2.424512,1,-774.130367,blocked
1048576,2097152,0.106,222298,32,12,364,gf,524.340257,0.380154400988,-776.220500,-251.880243,-2.424512,1,-776.220577,blocked
1048576,2097152,0.106,222298,32,12,365,gf,525.735599,0.380154400988,-778.310733,-252.575134,-2.424512,1,-778.310810,blocked
1048576,2097152,0.106,222298,32,12,366,gf,527.130942,0.380154400988,-780.400989,-253.270047,-2.424512,1,-780.401067,blocked
1048576,2097152,0.106,222298,32,12,367,gf,528.526285,0.380154400988,-782.491269,-253.964984,-2.424512,1,-782.491347,blocked
1048576,2097152,0.106,222298,32,12,368,gf,529.921627,0.380154400988,-784.581572,-254.659944,-2.424512,1,-784.581650,blocked
1048576,2097152,0.106,222298,32,12,369,gf,531.316970,0.380154400988,-786.671897,-255.354928,-2.424512,1,-786.671976,blocked
1048576,2097152,0.106,222298,32,12,370,gf,532.712312,0.380154400988,-788.762246,-256.049933,-2.424512,1,-788.762325,blocked
1048576,2097152,0.106,222298,32,12,371,gf,534.107655,0.380154400988,-790.852617,-256.744962,-2.424512,1,-790.852697,blocked
1048576,2097152,0.106,222298,32,12,372,gf,535.502998,0.380154400988,-792.943011,-257.440014,-2.424512,1,-792.943092,blocked
1048576,2097152,0.106,222298,32,12,373,gf,536.898340,0.380154400988,-795.033428,-258.135088,-2.424512,1,-795.033509,blocked
1048576,2097152,0.106,222298,32,12,374,gf,538.293683,0.380154400988,-797.123867,-258.830184,-2.424512,1,-797.123948,blocked
1048576,2097152,0.106,222298,32,12,375,gf,539.689025,0.380154400988,-799.214328,-259.525303,-2.424512,1,-799.214410,blocked
1048576,2097152,0.106,222298,32,12,376,gf,541.084368,0.380154400988,-801.304811,-260.220443,-2.424512,1,-801.304894,blocked
1048576,2097152,0.106,222298,32,12,377,gf,542.479711,0.380154400988,-803.395317,-260.915606,-2.424512,1,-803.395400,blocked
1048576,2097152,0.106,222298,32,12,378,gf,543.875053,0.380154400988,-805.485845,-261.610791,-2.424512,1,-805.485928,blocked
1048576,2097152,0.106,222298,32,12,379,gf,545.270396,0.380154400988,-807.576394,-262.305998,-2.424512,1,-807.576477,blocked
1048576,2097152,0.106,222298,32,12,380,gf,546.665738,0.380154400988,-809.666965,-263.001227,-2.424512,1,-809.667049,blocked
1048576,2097152,0.106,222298,32,12,381,gf,548.061081,0.380154400988,-811.757558,-263.696477,-2.424512,1,-811.757642,blocked
1048576,2097152,0.106,222298,32,12,382,gf,549.456424,0.380154400988,-813.848173,-264.391749,-2.424512,1,-813.848257,blocked
1048576,2097152,0.106,222298,32,12,383,gf,550.834366,0.39303314505,-815.938808,-265.104442,-2.424512,1,-815.938894,blocked
1048576,2097152,0.106,222298,32,12,384,gf,552.181643,0.39303314505,-818.029466,-265.847822,-2.424512,1,-818.029551,blocked
1048576,2097152,0.106,222298,32,12,385,gf,553.528921,0.39303314505,-820.120144,-266.591224,-2.424512,1,-820.120230,blocked
1048576,2097152,0.106,222298,32,12,386,gf,554.876198,0.39303314505,-822.210844,-267.334646,-2.424512,1,-822.210930,blocked
1048576,2097152,0.106,222298,32,12,387,gf,556.223475,0.39303314505,-824.301565,-268.078090,-2.424512,1,-824.301652,blocked
1048576,2097152,0.106,222298,32,12,388,gf,557.570752,0.39303314505,-826.392306,-268.821554,-2.424512,1,-826.392394,blocked
1048576,2097152,0.106,222298,32,12,389,gf,558.918029,0.39303314505,-828.483069,-269.565040,-2.424512,1,-828.483157,blocked
1048576,2097152,0.106,222298,32,12,390,gf,560.265306,0.39303314505,-830.573852,-270.308546,-2.424512,1,-830.573940,blocked
1048576,2097152,0.106,222298,32,12,391,gf,561.612583,0.39303314505,-832.664656,-271.052073,-2.424512,1,-832.664745,blocked
1048576,2097152,0.106,222298,32,12,392,gf,562.959860,0.39303314505,-834.755480,-271.795620,-2.424512,1,-834.755570,blocked
1048576,2097152,0.106,222298,32,12,393,gf,564.307137,0.39303314505,-836.846325,-272.539188,-2.424512,1,-836.846415,blocked
1048576,2097152,0.106,222298,32,12,394,gf,565.654415,0.39303314505,-838.937190,-273.282776,-2.424512,1,-838.937281,blocked
1048576,2097152,0.106,222298,32,12,395,gf,567.001692,0.39303314505,-841.028076,-274.026384,-2.424512,1,-841.028167,blocked
1048576,2097152,0.106,222298,32,12,396,gf,568.348969,0.39303314505,-843.118982,-274.770013,-2.424512,1,-843.119073,blocked
1048576,2097152,0.106,222298,32,12,397,gf,569.696246,0.39303314505,-845.209908,-275.513662,-2.424512,1,-845.209999,blocked
1048576,2097152,0.106,222298,32,12,398,gf,571.043523,0.39303314505,-847.300853,-276.257330,-2.424512,1,-847.300946,blocked
1048576,2097152,0.106,222298,32,12,399,gf,572.390800,0.39303314505,-849.391819,-277.001019,-2.424512,1,-849.391912,blocked
1048576,2097152,0.106,222298,32,12,400,gf,573.738077,0.39303314505,-851.482805,-277.744727,-2.424512,1,-851.482898,blocked
1048576,2097152,0.106,222298,32,12,401,gf,575.085354,0.39303314505,-853.573810,-278.488455,-2.424512,1,-853.573903,blocked
1048576,2097152,0.106,222298,32,12,402,gf,576.432631,0.39303314505,-855.664835,-279.232203,-2.424512,1,-855.664929,blocked
1048576,2097152,0.106,222298,32,12,403,gf,577.779909,0.39303314505,-857.755879,-279.975970,-2.424512,1,-857.755974,blocked
1048576,2097152,0.106,222298,32,12,404,gf,579.127186,0.39303314505,-859.846943,-280.719757,-2.424512,1,-859.847038,blocked
1048576,2097152,0.106,222298,32,12,405,gf,580.474463,0.39303314505,-861.938026,-281.463563,-2.424512,1,-861.938122,blocked
1048576,2097152,0.106,222298,32,12,406,gf,581.821740,0.39303314505,-864.029129,-282.207389,-2.424512,1,-864.029225,blocked
1048576,2097152,0.106,222298,32,12,407,gf,583.169017,0.39303314505,-866.120250,-282.951233,-2.424512,1,-866.120347,blocked
1048576,2097152,0.106,222298,32,12,408,gf,584.516294,0.39303314505,-868.211391,-283.695097,-2.424512,1,-868.211488,blocked
1048576,2097152,0.106,222298,32,12,409,gf,585.863571,0.39303314505,-870.302551,-284.438980,-2.424512,1,-870.302649,blocked
1048576,2097152,0.106,222298,32,12,410,gf,587.210848,0.39303314505,-872.393730,-285.182882,-2.424512,1,-872.393828,blocked
1048576,2097152,0.106,222298,32,12,411,gf,588.558125,0.39303314505,-874.484928,-285.926802,-2.424512,1,-874.485026,blocked
1048576,2097152,0.106,222298,32,12,412,gf,589.905403,0.39303314505,-876.576144,-286.670741,-2.424512,1,-876.576243,blocked
1048576,2097152,0.106,222298,32,12,413,gf,591.252680,0.39303314505,-878.667379,-287.414699,-2.424512,1,-878.667478,blocked
1048576,2097152,0.106,222298,32,12,414,gf,592.599957,0.39303314505,-880.758633,-288.158676,-2.424512,1,-880.758733,blocked
1048576,2097152,0.106,222298,32,12,415,gf,593.947234,0.39303314505,-882.849905,-288.902671,-2.424512,1,-882.850005,blocked
1048576,2097152,0.106,222298,32,12,416,gf,595.294511,0.39303314505,-884.941196,-289.646685,-2.424512,1,-884.941297,blocked
1048576,2097152,0.106,222298,32,12,417,gf,596.641788,0.39303314505,-887.032505,-290.390717,-2.424512,1,-887.032606,blocked
1048576,2097152,0.106,222298,32,12,418,gf,597.989065,0.39303314505,-889.123832,-291.134767,-2.424512,1,-889.123934,blocked
1048576,2097152,0.106,222298,32,12,419,gf,599.336342,0.39303314505,-891.215178,-291.878835,-2.424512,1,-891.215280,blocked
1048576,2097152,0.106,222298,32,12,420,gf,600.683620,0.39303314505,-893.306542,-292.622922,-2.424512,1,-893.306644,blocked
1048576,2097152,0.106,222298,32,12,421,gf,602.030897,0.39303314505,-895.397923,-293.367027,-2.424512,1,-895.398027,blocked
1048576,2097152,0.106,222298,32,12,422,gf,603.378174,0.39303314505,-897.489323,-294.111149,-2.424512,1,-897.489427,blocked
1048576,2097152,0.106,222298,32,12,423,gf,604.725451,0.39303314505,-899.580741,-294.855290,-2.424512,1,-899.580845,blocked
1048576,2097152,0.106,222298,32,12,424,gf,606.072728,0.39303314505,-901.672176,-295.599448,-2.424512,1,-901.672281,blocked
1048576,2097152,0.106,222298,32,12,425,gf,607.420005,0.39303314505,-903.763629,-296.343624,-2.424512,1,-903.763735,blocked
1048576,2097152,0.106,222298,32,12,426,gf,608.767282,0.39303314505,-905.855100,-297.087818,-2.424512,1,-905.855206,blocked
1048576,2097152,0.106,222298,32,12,427,gf,610.114559,0.39303314505,-907.946589,-297.832030,-2.424512,1,-907.946695,blocked
1048576,2097152,0.106,222298,32,12,428,gf,611.461836,0.39303314505,-910.038095,-298.576259,-2.424512,1,-910.038202,blocked
