k,N,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097152,0.106,222298,32,12,51,exact,75.566618,,-112.327900,-36.761282,-2.424512,0,-112.328092,blocked
1048576,2097152,0.106,222298,32,12,52,exact,77.042625,,-114.656445,-37.613820,-2.424512,0,-114.656678,blocked
1048576,2097152,0.106,222298,32,12,53,exact,78.517350,,-116.731544,-38.214193,-2.424512,0,-116.731782,blocked
1048576,2097152,0.106,222298,32,12,54,exact,79.990815,,-119.068323,-39.077508,-2.424512,0,-119.068615,blocked
1048576,2097152,0.106,222298,32,12,55,exact,81.463045,,-121.135177,-39.672133,-2.424512,0,-121.135473,blocked
1048576,2097152,0.106,222298,32,12,56,exact,82.934064,,-123.480375,-40.546311,-2.424512,0,-123.480740,blocked
1048576,2097152,0.106,222298,32,12,57,exact,84.403903,,-125.538803,-41.134901,-2.424512,0,-125.539171,blocked
1048576,2097152,0.106,222298,32,12,58,exact,85.872586,,-127.892598,-42.020013,-2.424512,0,-127.893052,blocked
1048576,2097152,0.106,222298,32,12,59,exact,87.340140,,-129.942425,-42.602285,-2.424512,0,-129.942879,blocked
1048576,2097152,0.106,222298,32,12,60,exact,88.806588,,-132.304987,-43.498399,-2.424512,0,-132.305551,blocked
1048576,2097152,0.106,222298,32,12,61,exact,90.271954,,-134.346043,-44.074089,-2.424512,0,-134.346603,blocked
1048576,2097152,0.106,222298,32,12,62,exact,91.736259,,-136.717537,-44.981278,-2.424512,0,-136.718237,blocked
1048576,2097152,0.106,222298,32,12,63,exact,93.199520,,-138.749659,-45.550139,-2.424512,0,-138.750348,blocked
1048576,2097152,0.106,222298,32,12,64,exact,94.661757,,-141.130241,-46.468484,-2.424512,0,-141.131107,blocked
1048576,2097152,0.106,222298,32,12,65,exact,96.122987,,-143.153271,-47.030285,-2.424512,0,-143.154119,blocked
1048576,2097152,0.106,222298,32,12,66,exact,97.583226,,-145.543092,-47.959866,-2.424512,0,-145.544162,blocked
1048576,2097152,0.106,222298,32,12,67,exact,99.042492,,-147.556880,-48.514388,-2.424512,0,-147.557919,blocked
1048576,2097152,0.106,222298,32,12,68,exact,100.500800,,-149.956081,-49.455281,-2.424512,0,-149.957400,blocked
1048576,2097152,0.106,222298,32,12,69,exact,101.958166,,-151.960481,-50.002315,-2.424512,0,-151.961754,blocked
1048576,2097152,0.106,222298,32,12,70,exact,103.414606,,-154.369197,-50.954591,-2.424512,0,-154.370821,blocked
1048576,2097152,0.106,222298,32,12,71,exact,104.870134,,-156.364071,-51.493937,-2.424512,0,-156.365627,blocked
1048576,2097152,0.106,222298,32,12,72,exact,106.324767,,-158.782427,-52.457660,-2.424512,0,-158.784424,blocked
1048576,2097152,0.106,222298,32,12,73,exact,107.778517,,-160.767644,-52.989127,-2.424512,0,-160.769542,blocked
1048576,2097152,0.106,222298,32,12,74,exact,109.231400,,-163.195756,-53.964356,-2.424512,0,-163.198207,blocked
1048576,2097152,0.106,222298,32,12,75,exact,110.683428,,-165.171190,-54.487762,-2.424512,0,-165.173503,blocked
1048576,2097152,0.106,222298,32,12,76,exact,112.134616,,-167.609165,-55.474549,-2.424512,0,-167.612171,blocked
1048576,2097152,0.106,222298,32,12,77,exact,113.584976,,-169.574699,-55.989723,-2.424512,0,-169.577513,blocked
1048576,2097152,0.106,222298,32,12,78,exact,115.034520,,-172.022633,-56.988113,-2.424512,0,-172.026314,blocked
1048576,2097152,0.106,222298,32,12,79,exact,116.483262,,-173.978158,-57.494896,-2.424512,0,-173.981577,blocked
1048576,2097152,0.106,222298,32,12,80,exact,117.931211,,-176.436133,-58.504922,-2.424512,0,-176.440634,blocked
1048576,2097152,0.106,222298,32,12,81,gf,126.185990,0.36769766217,-178.381547,-52.195558,-2.424512,0,-178.385697,blocked
1048576,2097152,0.106,222298,32,12,82,gf,127.629398,0.36769766217,-180.849634,-53.220236,-2.424512,0,-180.855132,blocked
1048576,2097152,0.106,222298,32,12,83,gf,129.072806,0.36769766217,-182.784847,-53.712041,-2.424512,0,-182.789878,blocked
1048576,2097152,0.106,222298,32,12,84,gf,130.516214,0.36769766217,-185.263097,-54.746883,-2.424512,0,-185.269806,blocked
1048576,2097152,0.106,222298,32,12,85,gf,131.959622,0.36769766217,-187.188030,-55.228408,-2.424512,0,-187.194120,blocked
1048576,2097152,0.106,222298,32,12,86,gf,133.403030,0.36769766217,-189.676478,-56.273448,-2.424512,0,-189.684655,blocked
1048576,2097152,0.106,222298,32,12,87,gf,134.846438,0.36769766217,-191.591063,-56.744625,-2.424512,0,-191.598429,blocked
1048576,2097152,0.106,222298,32,12,88,gf,136.289846,0.36769766217,-194.089722,-57.799876,-2.424512,0,-194.099678,blocked
1048576,2097152,0.106,222298,32,12,89,gf,137.733254,0.36769766217,-195.993907,-58.260652,-2.424512,0,-196.002806,blocked
1048576,2097152,0.106,222298,32,12,90,gf,139.176662,0.36769766217,-198.502764,-59.326102,-2.424512,0,-198.514875,blocked
1048576,2097152,0.106,222298,32,12,91,gf,140.620070,0.36769766217,-200.396514,-59.776444,-2.424512,0,-200.407255,blocked
1048576,2097152,0.106,222298,32,12,92,gf,142.063479,0.36769766217,-202.915527,-60.852048,-2.424512,0,-202.930243,blocked
1048576,2097152,0.106,222298,32,12,93,gf,143.506887,0.36769766217,-204.798828,-61.291941,-2.424512,0,-204.811777,blocked
1048576,2097152,0.106,222298,32,12,94,gf,144.950295,0.36769766217,-207.327918,-62.377624,-2.424512,0,-207.345782,blocked
1048576,2097152,0.106,222298,32,12,95,gf,146.393703,0.36769766217,-209.200779,-62.807076,-2.424512,0,-209.216375,blocked
1048576,2097152,0.106,222298,32,12,96,gf,147.837111,0.36769766217,-211.739828,-63.902717,-2.424512,0,-211.761492,blocked
1048576,2097152,0.106,222298,32,12,97,gf,149.280519,0.36769766217,-213.602286,-64.321767,-2.424512,0,-213.621052,blocked
1048576,2097152,0.106,222298,32,12,98,gf,150.723927,0.36769766217,-216.151124,-65.427197,-2.424512,0,-216.177370,blocked
1048576,2097152,0.106,222298,32,12,99,gf,152.167335,0.36769766217,-218.003252,-65.835917,-2.424512,0,-218.025809,blocked
1048576,2097152,0.106,222298,32,12,100,gf,153.610743,0.36769766217,-220.561651,-66.950908,-2.424512,0,-220.593416,blocked
1048576,2097152,0.106,222298,32,12,101,gf,155.054151,0.36769766217,-222.403562,-67.349410,-2.424512,0,-222.430649,blocked
1048576,2097152,0.106,222298,32,12,102,gf,156.497559,0.36769766217,-225.501941,-69.004382,-2.424512,0,-225.557754,blocked
1048576,2097152,0.106,222298,32,12,103,gf,157.940968,0.36769766217,-227.175589,-69.234621,-2.424512,0,-227.217797,blocked
1048576,2097152,0.106,222298,32,12,104,gf,159.384376,0.36769766217,-229.002491,-69.618116,-2.424512,0,-229.038068,blocked
1048576,2097152,0.106,222298,32,12,105,gf,160.827784,0.36769766217,-232.123801,-71.296018,-2.424512,0,-232.198506,blocked
1048576,2097152,0.106,222298,32,12,106,gf,162.271192,0.36769766217,-233.786607,-71.515415,-2.424512,0,-233.842550,blocked
1048576,2097152,0.106,222298,32,12,107,gf,163.714600,0.36769766217,-235.599068,-71.884468,-2.424512,0,-235.645683,blocked
1048576,2097152,0.106,222298,32,12,108,gf,165.158008,0.36769766217,-238.739982,-73.581974,-2.424512,0,-238.839626,blocked
1048576,2097152,0.106,222298,32,12,109,gf,166.601416,0.36769766217,-240.393730,-73.792314,-2.424512,0,-240.467670,blocked
1048576,2097152,0.106,222298,32,12,110,gf,168.044824,0.36769766217,-242.192575,-74.147751,-2.424512,0,-242.253500,blocked
1048576,2097152,0.106,222298,32,12,111,gf,169.488232,0.36769766217,-245.348735,-75.860502,-2.424512,0,-245.481112,blocked
1048576,2097152,0.106,222298,32,12,112,gf,170.931640,0.36769766217,-246.995737,-76.064096,-2.424512,0,-247.093154,blocked
1048576,2097152,0.106,222298,32,12,113,gf,172.375048,0.36769766217,-248.782118,-76.407070,-2.424512,0,-248.861525,blocked
1048576,2097152,0.106,222298,32,12,114,gf,173.818457,0.36769766217,-251.947924,-78.129468,-2.424512,0,-252.122959,blocked
1048576,2097152,0.106,222298,32,12,115,gf,175.261865,0.36769766217,-253.591113,-78.329248,-2.424512,0,-253.718998,blocked
1048576,2097152,0.106,222298,32,12,116,gf,176.705273,0.36769766217,-255.366586,-78.661313,-2.424512,0,-255.469760,blocked
1048576,2097152,0.106,222298,32,12,117,gf,178.148681,0.36769766217,-258.535019,-80.386338,-2.424512,0,-258.765163,blocked
1048576,2097152,0.106,222298,32,12,118,gf,179.592089,0.36769766217,-260.178025,-80.585936,-2.424512,0,-260.345197,blocked
1048576,2097152,0.106,222298,32,12,119,gf,181.035497,0.36769766217,-261.944625,-80.909128,-2.424512,0,-262.078212,blocked
1048576,2097152,0.106,222298,32,12,120,gf,182.478905,0.36769766217,-265.107122,-82.628217,-2.424512,0,-265.407721,blocked
1048576,2097152,0.106,222298,32,12,121,gf,183.922313,0.36769766217,-266.754305,-82.831992,-2.424512,0,-266.971749,blocked
1048576,2097152,0.106,222298,32,12,122,gf,185.365721,0.36769766217,-268.514616,-83.148895,-2.424512,0,-268.686883,blocked
1048576,2097152,0.106,222298,32,12,123,gf,186.809129,0.36769766217,-271.661082,-84.851953,-2.424512,0,-272.050629,blocked
1048576,2097152,0.106,222298,32,12,124,gf,188.252537,0.36769766217,-273.317471,-85.064934,-2.424512,0,-273.598649,blocked
1048576,2097152,0.106,222298,32,12,125,gf,189.695946,0.36769766217,-275.074672,-85.378726,-2.424512,0,-275.295776,blocked
1048576,2097152,0.106,222298,32,12,126,gf,191.139354,0.36769766217,-278.193684,-87.054330,-2.424512,0,-278.693882,blocked
1048576,2097152,0.106,222298,32,12,127,gf,192.582762,0.36769766217,-279.864802,-87.282040,-2.424512,0,-280.225894,blocked
1048576,2097152,0.106,222298,32,12,128,gf,194.026170,0.36769766217,-281.622653,-87.596483,-2.424512,0,-281.904895,blocked
1048576,2097152,0.106,222298,32,12,129,gf,195.469578,0.36769766217,-284.701925,-89.232347,-2.424512,0,-285.337477,blocked
1048576,2097152,0.106,222298,32,12,130,gf,196.912986,0.36769766217,-286.393472,-89.480486,-2.424512,0,-286.853478,blocked
1048576,2097152,0.106,222298,32,12,131,gf,198.356394,0.36769766217,-288.156234,-89.799840,-2.424512,0,-288.514241,blocked
1048576,2097152,0.106,222298,32,12,132,gf,199.799802,0.36769766217,-291.183356,-91.383554,-2.424512,0,-291.981409,blocked
1048576,2097152,0.106,222298,32,12,133,gf,201.243210,0.36769766217,-292.900759,-91.657549,-2.424512,0,-293.481399,blocked
1048576,2097152,0.106,222298,32,12,134,gf,202.686618,0.36769766217,-294.673009,-91.986391,-2.424512,0,-295.123818,blocked
1048576,2097152,0.106,222298,32,12,135,gf,204.130026,0.36769766217,-297.636401,-93.506374,-2.424512,0,-298.625675,blocked
1048576,2097152,0.106,222298,32,12,136,gf,205.573435,0.36769766217,-299.384306,-93.810871,-2.424512,0,-300.109652,blocked
1048576,2097152,0.106,222298,32,12,137,gf,207.016843,0.36769766217,-301.170653,-94.153811,-2.424512,0,-301.733627,blocked
1048576,2097152,0.106,222298,32,12,138,gf,208.460251,0.36769766217,-304.060596,-95.600345,-2.424512,1,-304.877573,blocked
1048576,2097152,0.106,222298,32,12,139,gf,209.903659,0.36769766217,-305.842386,-95.938728,-2.424512,0,-306.738233,blocked
1048576,2097152,0.106,222298,32,12,140,gf,211.347067,0.36769766217,-307.647120,-96.300053,-2.424512,0,-308.343668,blocked
1048576,2097152,0.106,222298,32,12,141,gf,212.790475,0.36769766217,-310.456663,-97.666188,-2.424512,1,-311.109266,blocked
1048576,2097152,0.106,222298,32,12,142,gf,214.233883,0.36769766217,-312.274139,-98.040256,-2.424512,1,-313.186785,blocked
1048576,2097152,0.106,222298,32,12,143,gf,215.677291,0.36769766217,-314.100852,-98.423561,-2.424512,0,-314.953945,blocked
1048576,2097152,0.106,222298,32,12,144,gf,217.120699,0.36769766217,-316.826399,-99.705700,-2.424512,1,-317.342241,blocked
1048576,2097152,0.106,222298,32,12,145,gf,218.564107,0.36769766217,-318.679687,-100.115579,-2.424512,1,-319.420175,blocked
1048576,2097152,0.106,222298,32,12,146,gf,220.007515,0.36769766217,-320.530964,-100.523449,-2.424512,1,-321.498243,blocked
1048576,2097152,0.106,222298,32,12,147,gf,221.450924,0.36769766217,-323.172417,-101.721494,-2.424512,1,-323.576445,blocked
1048576,2097152,0.106,222298,32,12,148,gf,222.894332,0.36769766217,-325.060119,-102.165788,-2.424512,1,-325.654778,blocked
1048576,2097152,0.106,222298,32,12,149,gf,224.337740,0.36769766217,-326.937357,-102.599618,-2.424512,1,-327.733241,blocked
1048576,2097152,0.106,222298,32,12,150,gf,225.736940,0.380154400988,-329.497813,-103.760873,-2.424512,1,-329.811832,blocked
1048576,2097152,0.106,222298,32,12,151,gf,227.132283,0.380154400988,-331.417348,-104.285065,-2.424512,1,-331.890549,blocked
1048576,2097152,0.106,222298,32,12,152,gf,228.527625,0.380154400988,-333.320732,-104.793107,-2.424512,1,-333.969390,blocked
1048576,2097152,0.106,222298,32,12,153,gf,229.922968,0.380154400988,-335.877808,-105.954841,-2.424512,1,-336.048355,blocked
1048576,2097152,0.106,222298,32,12,154,gf,231.318310,0.380154400988,-337.905197,-106.586886,-2.424512,1,-338.127441,blocked
1048576,2097152,0.106,222298,32,12,155,gf,232.713653,0.380154400988,-339.861900,-107.148247,-2.424512,1,-340.206648,blocked
1048576,2097152,0.106,222298,32,12,156,gf,234.108996,0.380154400988,-341.798619,-107.689624,-2.424512,1,-342.285973,blocked
1048576,2097152,0.106,222298,32,12,157,gf,235.504338,0.380154400988,-344.244498,-108.740160,-2.424512,1,-344.365415,blocked
1048576,2097152,0.106,222298,32,12,158,gf,236.899681,0.380154400988,-346.288990,-109.389309,-2.424512,1,-346.444972,blocked
1048576,2097152,0.106,222298,32,12,159,gf,238.295023,0.380154400988,-348.276261,-109.981237,-2.424512,1,-348.524644,blocked
1048576,2097152,0.106,222298,32,12,160,gf,239.690366,0.380154400988,-350.242926,-110.552560,-2.424512,1,-350.604429,blocked
1048576,2097152,0.106,222298,32,12,161,gf,241.085709,0.380154400988,-352.598825,-111.513116,-2.424512,1,-352.684326,blocked
1048576,2097152,0.106,222298,32,12,162,gf,242.481051,0.380154400988,-354.655506,-112.174455,-2.424512,1,-354.764333,blocked
1048576,2097152,0.106,222298,32,12,163,gf,243.876394,0.380154400988,-356.667000,-112.790606,-2.424512,1,-356.844449,blocked
1048576,2097152,0.106,222298,32,12,164,gf,245.271736,0.380154400988,-358.659264,-113.387528,-2.424512,1,-358.924672,blocked
1048576,2097152,0.106,222298,32,12,165,gf,246.667079,0.380154400988,-360.944622,-114.277543,-2.424512,1,-361.005002,blocked
1048576,2097152,0.106,222298,32,12,166,gf,248.062422,0.380154400988,-363.009821,-114.947399,-2.424512,1,-363.085437,blocked
1048576,2097152,0.106,222298,32,12,167,gf,249.457764,0.380154400988,-365.039988,-115.582223,-2.424512,1,-365.165976,blocked
1048576,2097152,0.106,222298,32,12,168,gf,250.853107,0.380154400988,-367.053308,-116.200201,-2.424512,1,-367.246618,blocked
1048576,2097152,0.106,222298,32,12,169,gf,252.248449,0.380154400988,-369.284736,-117.036287,-2.424512,1,-369.327362,blocked
1048576,2097152,0.106,222298,32,12,170,gf,253.643792,0.380154400988,-371.355806,-117.712014,-2.424512,1,-371.408206,blocked
1048576,2097152,0.106,222298,32,12,171,gf,255.039135,0.380154400988,-373.400089,-118.360954,-2.424512,1,-373.489150,blocked
1048576,2097152,0.106,222298,32,12,172,gf,256.434477,0.380154400988,-375.430228,-118.995751,-2.424512,1,-375.570191,blocked
1048576,2097152,0.106,222298,32,12,173,gf,257.829820,0.380154400988,-377.621228,-119.791408,-2.424512,1,-377.651330,blocked
1048576,2097152,0.106,222298,32,12,174,gf,259.225162,0.380154400988,-379.696315,-120.471153,-2.424512,1,-379.732566,blocked
1048576,2097152,0.106,222298,32,12,175,gf,260.620505,0.380154400988,-381.751127,-121.130622,-2.424512,1,-381.813896,blocked
1048576,2097152,0.106,222298,32,12,176,gf,262.015848,0.380154400988,-383.794419,-121.778571,-2.424512,1,-383.895320,blocked
1048576,2097152,0.106,222298,32,12,177,gf,263.411190,0.380154400988,-385.955560,-122.544370,-2.424512,1,-385.976838,blocked
1048576,2097152,0.106,222298,32,12,178,gf,264.806533,0.380154400988,-388.033392,-123.226859,-2.424512,1,-388.058447,blocked
1048576,2097152,0.106,222298,32,12,179,gf,266.201875,0.380154400988,-390.095996,-123.894120,-2.424512,1,-390.140148,blocked
1048576,2097152,0.106,222298,32,12,180,gf,267.597218,0.380154400988,-392.149416,-124.552198,-2.424512,1,-392.221938,blocked
1048576,2097152,0.106,222298,32,12,181,gf,268.992561,0.380154400988,-394.288761,-125.296200,-2.424512,1,-394.303818,blocked
1048576,2097152,0.106,222298,32,12,182,gf,270.387903,0.380154400988,-396.368476,-125.980573,-2.424512,1,-396.385786,blocked
1048576,2097152,0.106,222298,32,12,183,gf,271.783246,0.380154400988,-398.436822,-126.653576,-2.424512,1,-398.467842,blocked
1048576,2097152,0.106,222298,32,12,184,gf,273.178588,0.380154400988,-400.497965,-127.319376,-2.424512,1,-400.549983,blocked
1048576,2097152,0.106,222298,32,12,185,gf,274.573931,0.380154400988,-402.621540,-128.047609,-2.424512,1,-402.632211,blocked
1048576,2097152,0.106,222298,32,12,186,gf,275.969274,0.380154400988,-404.702564,-128.733290,-2.424512,1,-404.714523,blocked
1048576,2097152,0.106,222298,32,12,187,gf,277.364616,0.380154400988,-406.775139,-129.410523,-2.424512,1,-406.796919,blocked
1048576,2097152,0.106,222298,32,12,188,gf,278.759959,0.380154400988,-408.842134,-130.082175,-2.424512,1,-408.879398,blocked
1048576,2097152,0.106,222298,32,12,189,gf,280.155301,0.380154400988,-410.954384,-130.799082,-2.424512,1,-410.961959,blocked
1048576,2097152,0.106,222298,32,12,190,gf,281.550644,0.380154400988,-413.036336,-131.485692,-2.424512,1,-413.044601,blocked
1048576,2097152,0.106,222298,32,12,191,gf,282.945987,0.380154400988,-415.112035,-132.166048,-2.424512,1,-415.127324,blocked
1048576,2097152,0.106,222298,32,12,192,gf,284.341329,0.380154400988,-417.183452,-132.842123,-2.424512,1,-417.210126,blocked
1048576,2097152,0.106,222298,32,12,193,gf,285.736672,0.380154400988,-419.287620,-133.550949,-2.424512,1,-419.293007,blocked
1048576,2097152,0.106,222298,32,12,194,gf,287.132014,0.380154400988,-421.370252,-134.238237,-2.424512,1,-421.375967,blocked
1048576,2097152,0.106,222298,32,12,195,gf,288.527357,0.380154400988,-423.448270,-134.920913,-2.424512,1,-423.459004,blocked
1048576,2097152,0.106,222298,32,12,196,gf,289.922700,0.380154400988,-425.523030,-135.600330,-2.424512,1,-425.542118,blocked
1048576,2097152,0.106,222298,32,12,197,gf,291.318042,0.380154400988,-427.621468,-136.303426,-2.424512,1,-427.625307,blocked
1048576,2097152,0.106,222298,32,12,198,gf,292.713385,0.380154400988,-429.704616,-136.991231,-2.424512,1,-429.708572,blocked
1048576,2097152,0.106,222298,32,12,199,gf,294.108727,0.380154400988,-431.784373,-137.675645,-2.424512,1,-431.791911,blocked
1048576,2097152,0.106,222298,32,12,200,gf,295.504070,0.380154400988,-433.861666,-138.357595,-2.424512,1,-433.875324,blocked
1048576,2097152,0.106,222298,32,12,201,gf,296.899413,0.380154400988,-435.956068,-139.056656,-2.424512,1,-435.958810,blocked
1048576,2097152,0.106,222298,32,12,202,gf,298.294755,0.380154400988,-438.039627,-139.744872,-2.424512,1,-438.042368,blocked
1048576,2097152,0.106,222298,32,12,203,gf,299.690098,0.380154400988,-440.120701,-140.430603,-2.424512,1,-440.125998,blocked
1048576,2097152,0.106,222298,32,12,204,gf,301.085441,0.380154400988,-442.202841,-141.117400,-2.424512,1,-442.209699,blocked
1048576,2097152,0.106,222298,32,12,205,gf,302.480783,0.380154400988,-444.284479,-141.803696,-2.424512,1,-444.293471,blocked
1048576,2097152,0.106,222298,32,12,206,gf,303.876126,0.380154400988,-446.375506,-142.499380,-2.424512,1,-446.377312,blocked
1048576,2097152,0.106,222298,32,12,207,gf,305.271468,0.380154400988,-448.459485,-143.188017,-2.424512,1,-448.461223,blocked
1048576,2097152,0.106,222298,32,12,208,gf,306.666811,0.380154400988,-450.541788,-143.874977,-2.424512,1,-450.545201,blocked
1048576,2097152,0.106,222298,32,12,209,gf,308.062154,0.380154400988,-452.624792,-144.562639,-2.424512,1,-452.629248,blocked
1048576,2097152,0.106,222298,32,12,210,gf,309.457496,0.380154400988,-454.707437,-145.249941,-2.424512,1,-454.713362,blocked
1048576,2097152,0.106,222298,32,12,211,gf,310.852839,0.380154400988,-456.796346,-145.943507,-2.424512,1,-456.797543,blocked
1048576,2097152,0.106,222298,32,12,212,gf,312.248181,0.380154400988,-458.880683,-146.632502,-2.424512,1,-458.881789,blocked
1048576,2097152,0.106,222298,32,12,213,gf,313.643524,0.380154400988,-460.963897,-147.320373,-2.424512,1,-460.966101,blocked
1048576,2097152,0.106,222298,32,12,214,gf,315.038867,0.380154400988,-463.047578,-148.008712,-2.424512,1,-463.050478,blocked
1048576,2097152,0.106,222298,32,12,215,gf,316.434209,0.380154400988,-465.131010,-148.696801,-2.424512,1,-465.134920,blocked
1048576,2097152,0.106,222298,32,12,216,gf,317.829552,0.380154400988,-467.218627,-149.389075,-2.424512,1,-467.219425,blocked
1048576,2097152,0.106,222298,32,12,217,gf,319.224894,0.380154400988,-469.303284,-150.078390,-2.424512,1,-469.303993,blocked
