k,N,delta,d,sigma,offset,h_min,h_max,total_log2,peak_h,peak_h_label,peak_term_log2,outer_after_exact,inner_model,survivor_count,tail_mode,exact_survivor_through
1048576,2097152,0.106,222298,25,5,1,2000,-0.347781,2,2,-3.431291,FIXED_TAP_BANDED_GF_GRID,GLOBAL_EPISODE_COVER_SHARED_BUDGET,FINAL_SUFFIX,be,30
