source_csv,sigma,h_min,h_max,check_from,tail_after,observed_worst_log2_ratio,observed_worst_at_h,assumed_log2_ratio,tail_first_h,tail_residual_log2,certified_total_log2_if_ratio_holds
scripts\global_episode_cover_suffix_be_exactsurv30_k1048576_sig26_d0106_h600_r16_coarse.csv,26,1,600,200,600,-0.495967,201,-0.495967,601,-320.941429,-0.967862
