k,k_eff,N,delta,d,sigma,block_bits,blocks,d0,h,outer_log2,outer_z,inner_log2,term_log2,cum_log2
1048576,1048576,2097152,0.106,222298,32,256,4096,40,36,-inf,,-80.561808,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,40,37,-inf,,-82.799612,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,40,38,-inf,,-85.037414,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,40,39,-inf,,-87.275213,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,40,40,210.584298,,-89.513008,121.071290,121.071290
1048576,1048576,2097152,0.106,222298,32,256,4096,40,41,214.109389,,-91.750800,122.358589,122.853995
1048576,1048576,2097152,0.106,222298,32,256,4096,40,42,217.596655,,-93.988588,123.608067,124.279748
1048576,1048576,2097152,0.106,222298,32,256,4096,40,43,221.046907,,-96.226371,124.820536,125.575334
1048576,1048576,2097152,0.106,222298,32,256,4096,40,44,224.460919,,-98.464149,125.996770,126.801386
1048576,1048576,2097152,0.106,222298,32,256,4096,40,45,227.839431,,-100.701922,127.137509,127.979214
1048576,1048576,2097152,0.106,222298,32,256,4096,40,46,231.183148,,-102.939689,128.243459,129.117378
1048576,1048576,2097152,0.106,222298,32,256,4096,40,47,234.492745,,-105.177448,129.315297,130.219729
1048576,1048576,2097152,0.106,222298,32,256,4096,40,48,237.768869,,-107.415200,130.353669,131.288253
1048576,1048576,2097152,0.106,222298,32,256,4096,40,49,241.012141,,-109.652943,131.359198,132.324161
1048576,1048576,2097152,0.106,222298,32,256,4096,40,50,244.223153,,-111.890676,132.332477,133.328325
1048576,1048576,2097152,0.106,222298,32,256,4096,40,51,247.402477,,-114.128398,133.274079,134.301457
1048576,1048576,2097152,0.106,222298,32,256,4096,40,52,250.550660,,-116.366107,134.184552,135.244188
1048576,1048576,2097152,0.106,222298,32,256,4096,40,53,253.668229,,-118.603803,135.064427,136.157105
1048576,1048576,2097152,0.106,222298,32,256,4096,40,54,256.755692,,-120.841482,135.914210,137.040763
1048576,1048576,2097152,0.106,222298,32,256,4096,40,55,259.813536,,-123.079144,136.734392,137.895695
1048576,1048576,2097152,0.106,222298,32,256,4096,40,56,262.842232,,-125.316785,137.525446,138.722416
1048576,1048576,2097152,0.106,222298,32,256,4096,40,57,265.842232,,-127.554404,138.287828,139.521424
1048576,1048576,2097152,0.106,222298,32,256,4096,40,58,268.000000,,-129.791997,138.208003,140.009287
1048576,1048576,2097152,0.106,222298,32,256,4096,40,59,268.000000,,-132.029562,135.970438,140.094493
1048576,1048576,2097152,0.106,222298,32,256,4096,40,60,268.000000,,-134.267094,133.732906,140.111932
1048576,1048576,2097152,0.106,222298,32,256,4096,40,61,268.000000,,-136.504589,131.495411,140.115603
1048576,1048576,2097152,0.106,222298,32,256,4096,40,62,268.000000,,-138.742043,129.257957,140.116380
1048576,1048576,2097152,0.106,222298,32,256,4096,40,63,268.000000,,-140.979450,127.020550,140.116545
1048576,1048576,2097152,0.106,222298,32,256,4096,40,64,268.000000,,-143.216806,124.783194,140.116580
1048576,1048576,2097152,0.106,222298,32,256,4096,40,65,268.000000,,-145.454102,122.545898,140.116587
1048576,1048576,2097152,0.106,222298,32,256,4096,40,66,268.000000,,-147.691331,120.308669,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,67,268.000000,,-149.928486,118.071514,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,68,268.000000,,-152.165557,115.834443,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,69,268.000000,,-154.402533,113.597467,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,70,268.000000,,-156.639403,111.360597,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,71,268.000000,,-158.876152,109.123848,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,72,268.000000,,-161.112767,106.887233,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,73,268.000000,,-163.349231,104.650769,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,74,268.000000,,-165.585524,102.414476,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,75,268.000000,,-167.821627,100.178373,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,76,268.000000,,-170.057515,97.942485,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,77,268.000000,,-172.293162,95.706838,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,78,268.000000,,-174.528540,93.471460,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,79,268.000000,,-176.763616,91.236384,140.116589
1048576,1048576,2097152,0.106,222298,32,256,4096,40,80,536.627078,0.00973871235673,-178.998353,357.628725,357.628725
1048576,1048576,2097152,0.106,222298,32,256,4096,40,81,543.309131,0.00973871235673,-181.232711,362.076420,362.141062
1048576,1048576,2097152,0.106,222298,32,256,4096,40,82,549.991184,0.00973871235673,-183.466646,366.524538,366.592055
1048576,1048576,2097152,0.106,222298,32,256,4096,40,83,556.673237,0.00973871235673,-185.700107,370.973131,371.040758
1048576,1048576,2097152,0.106,222298,32,256,4096,40,84,563.355291,0.00973871235673,-187.933039,375.422252,375.489859
1048576,1048576,2097152,0.106,222298,32,256,4096,40,85,570.037344,0.00973871235673,-190.165381,379.871963,379.939543
1048576,1048576,2097152,0.106,222298,32,256,4096,40,86,576.719397,0.00973871235673,-192.397066,384.322331,384.389880
1048576,1048576,2097152,0.106,222298,32,256,4096,40,87,583.401450,0.00973871235673,-194.628018,388.773432,388.840946
1048576,1048576,2097152,0.106,222298,32,256,4096,40,88,590.083504,0.00973871235673,-196.858157,393.225347,393.292822
1048576,1048576,2097152,0.106,222298,32,256,4096,40,89,596.765557,0.00973871235673,-199.087391,397.678166,397.745598
1048576,1048576,2097152,0.106,222298,32,256,4096,40,90,603.447610,0.00973871235673,-201.315623,402.131987,402.199371
1048576,1048576,2097152,0.106,222298,32,256,4096,40,91,610.129663,0.00973871235673,-203.542744,406.586919,406.654250
1048576,1048576,2097152,0.106,222298,32,256,4096,40,92,616.811717,0.00973871235673,-205.768640,411.043077,411.110350
1048576,1048576,2097152,0.106,222298,32,256,4096,40,93,623.493770,0.00973871235673,-207.993180,415.500590,415.567799
1048576,1048576,2097152,0.106,222298,32,256,4096,40,94,630.175823,0.00973871235673,-210.216231,419.959592,420.026730
1048576,1048576,2097152,0.106,222298,32,256,4096,40,95,636.857876,0.00973871235673,-212.437643,424.420233,424.487293
1048576,1048576,2097152,0.106,222298,32,256,4096,40,96,643.539930,0.00973871235673,-214.657262,428.882667,428.949643
1048576,1048576,2097152,0.106,222298,32,256,4096,40,97,650.221983,0.00973871235673,-216.874919,433.347064,433.413946
1048576,1048576,2097152,0.106,222298,32,256,4096,40,98,656.904036,0.00973871235673,-219.090440,437.813596,437.880378
1048576,1048576,2097152,0.106,222298,32,256,4096,40,99,663.586089,0.00973871235673,-221.303637,442.282452,442.349124
1048576,1048576,2097152,0.106,222298,32,256,4096,40,100,670.268143,0.00973871235673,-223.514322,446.753821,446.820375
1048576,1048576,2097152,0.106,222298,32,256,4096,40,101,676.950196,0.00973871235673,-225.722292,451.227904,451.294330
1048576,1048576,2097152,0.106,222298,32,256,4096,40,102,683.632249,0.00973871235673,-227.927350,455.704899,455.771188
1048576,1048576,2097152,0.106,222298,32,256,4096,40,103,690.314302,0.00973871235673,-230.129288,460.185014,460.251158
1048576,1048576,2097152,0.106,222298,32,256,4096,40,104,696.996356,0.00973871235673,-232.327903,464.668452,464.734441
1048576,1048576,2097152,0.106,222298,32,256,4096,40,105,703.678409,0.00973871235673,-234.522998,469.155411,469.221235
1048576,1048576,2097152,0.106,222298,32,256,4096,40,106,710.360462,0.00973871235673,-236.714376,473.646086,473.711737
1048576,1048576,2097152,0.106,222298,32,256,4096,40,107,717.042515,0.00973871235673,-238.901855,478.140660,478.206130
1048576,1048576,2097152,0.106,222298,32,256,4096,40,108,723.724569,0.00973871235673,-241.085269,482.639300,482.704582
1048576,1048576,2097152,0.106,222298,32,256,4096,40,109,730.406622,0.00973871235673,-243.264462,487.142160,487.207248
1048576,1048576,2097152,0.106,222298,32,256,4096,40,110,737.088675,0.00973871235673,-245.439303,491.649372,491.714259
1048576,1048576,2097152,0.106,222298,32,256,4096,40,111,743.770728,0.00973871235673,-247.609688,496.161040,496.225723
1048576,1048576,2097152,0.106,222298,32,256,4096,40,112,750.452782,0.00973871235673,-249.775532,500.677250,500.741725
1048576,1048576,2097152,0.106,222298,32,256,4096,40,113,757.134835,0.00973871235673,-251.936783,505.198052,505.262317
1048576,1048576,2097152,0.106,222298,32,256,4096,40,114,763.816888,0.00973871235673,-254.093421,509.723468,509.787523
1048576,1048576,2097152,0.106,222298,32,256,4096,40,115,770.498941,0.00973871235673,-256.245448,514.253494,514.317340
1048576,1048576,2097152,0.106,222298,32,256,4096,40,116,777.180995,0.00973871235673,-258.392905,518.788090,518.851730
1048576,1048576,2097152,0.106,222298,32,256,4096,40,117,783.863048,0.00973871235673,-260.535860,523.327188,523.390626
1048576,1048576,2097152,0.106,222298,32,256,4096,40,118,790.545101,0.00973871235673,-262.674404,527.870697,527.933936
1048576,1048576,2097152,0.106,222298,32,256,4096,40,119,797.227154,0.00973871235673,-264.808660,532.418494,532.481541
1048576,1048576,2097152,0.106,222298,32,256,4096,40,120,803.909208,0.00973871235673,-266.938772,536.970436,537.033298
1048576,1048576,2097152,0.106,222298,32,256,4096,40,121,810.591261,0.00973871235673,-269.064898,541.526363,541.589047
1048576,1048576,2097152,0.106,222298,32,256,4096,40,122,817.273314,0.00973871235673,-271.187219,546.086096,546.148611
1048576,1048576,2097152,0.106,222298,32,256,4096,40,123,823.955367,0.00973871235673,-273.305926,550.649442,550.711797
1048576,1048576,2097152,0.106,222298,32,256,4096,40,124,830.637421,0.00973871235673,-275.421216,555.216205,555.278409
1048576,1048576,2097152,0.106,222298,32,256,4096,40,125,837.319474,0.00973871235673,-277.533295,559.786179,559.848241
1048576,1048576,2097152,0.106,222298,32,256,4096,40,126,844.001527,0.00973871235673,-279.642372,564.359156,564.421085
1048576,1048576,2097152,0.106,222298,32,256,4096,40,127,850.683581,0.00973871235673,-281.748651,568.934930,568.996736
1048576,1048576,2097152,0.106,222298,32,256,4096,40,128,857.365634,0.00973871235673,-283.852337,573.513296,573.574989
1048576,1048576,2097152,0.106,222298,32,256,4096,40,129,864.047687,0.00973871235673,-285.953631,578.094056,578.155644
1048576,1048576,2097152,0.106,222298,32,256,4096,40,130,870.729740,0.00973871235673,-288.052724,582.677017,582.738508
1048576,1048576,2097152,0.106,222298,32,256,4096,40,131,877.411794,0.00973871235673,-290.149799,587.261994,587.323398
1048576,1048576,2097152,0.106,222298,32,256,4096,40,132,884.093847,0.00973871235673,-292.245035,591.848812,591.910135
1048576,1048576,2097152,0.106,222298,32,256,4096,40,133,890.775900,0.00973871235673,-294.338595,596.437305,596.498555
1048576,1048576,2097152,0.106,222298,32,256,4096,40,134,897.457953,0.00973871235673,-296.430636,601.027317,601.088502
1048576,1048576,2097152,0.106,222298,32,256,4096,40,135,904.140007,0.00973871235673,-298.521304,605.618703,605.679827
1048576,1048576,2097152,0.106,222298,32,256,4096,40,136,910.822060,0.00973871235673,-300.610733,610.211327,610.272397
1048576,1048576,2097152,0.106,222298,32,256,4096,40,137,917.504113,0.00973871235673,-302.699049,614.805064,614.866086
1048576,1048576,2097152,0.106,222298,32,256,4096,40,138,924.186166,0.00973871235673,-304.786369,619.399797,619.460776
1048576,1048576,2097152,0.106,222298,32,256,4096,40,139,930.868220,0.00973871235673,-306.872797,623.995423,624.056363
1048576,1048576,2097152,0.106,222298,32,256,4096,40,140,937.550273,0.00973871235673,-308.958431,628.591842,628.652748
1048576,1048576,2097152,0.106,222298,32,256,4096,40,141,944.232326,0.00973871235673,-311.043360,633.188966,633.249841
1048576,1048576,2097152,0.106,222298,32,256,4096,40,142,950.914379,0.00973871235673,-313.127665,637.786715,637.847563
1048576,1048576,2097152,0.106,222298,32,256,4096,40,143,957.596433,0.00973871235673,-315.211418,642.385014,642.445839
1048576,1048576,2097152,0.106,222298,32,256,4096,40,144,964.278486,0.00973871235673,-317.294688,646.983798,647.044601
1048576,1048576,2097152,0.106,222298,32,256,4096,40,145,970.960539,0.00973871235673,-319.377534,651.583005,651.643790
1048576,1048576,2097152,0.106,222298,32,256,4096,40,146,977.642592,0.00973871235673,-321.460010,656.182582,656.243352
1048576,1048576,2097152,0.106,222298,32,256,4096,40,147,984.324646,0.00973871235673,-323.542166,660.782480,660.843235
1048576,1048576,2097152,0.106,222298,32,256,4096,40,148,991.006699,0.00973871235673,-325.624045,665.382654,665.443397
1048576,1048576,2097152,0.106,222298,32,256,4096,40,149,997.688752,0.00973871235673,-327.705688,669.983064,670.043797
1048576,1048576,2097152,0.106,222298,32,256,4096,40,150,1004.370805,0.00973871235673,-329.787131,674.583675,674.644399
1048576,1048576,2097152,0.106,222298,32,256,4096,40,151,1011.052859,0.00973871235673,-331.868404,679.184454,679.245171
1048576,1048576,2097152,0.106,222298,32,256,4096,40,152,1017.734912,0.00973871235673,-333.949538,683.785374,683.846085
1048576,1048576,2097152,0.106,222298,32,256,4096,40,153,1024.416965,0.00973871235673,-336.030557,688.386408,688.447114
1048576,1048576,2097152,0.106,222298,32,256,4096,40,154,1031.099018,0.00973871235673,-338.111485,692.987533,693.048235
1048576,1048576,2097152,0.106,222298,32,256,4096,40,155,1037.781072,0.00973871235673,-340.192342,697.588729,697.649428
1048576,1048576,2097152,0.106,222298,32,256,4096,40,156,1044.463125,0.00973871235673,-342.273146,702.189978,702.250675
1048576,1048576,2097152,0.106,222298,32,256,4096,40,157,1051.145178,0.00973871235673,-344.353915,706.791264,706.851959
1048576,1048576,2097152,0.106,222298,32,256,4096,40,158,1057.827231,0.00973871235673,-346.434661,711.392571,711.453265
1048576,1048576,2097152,0.106,222298,32,256,4096,40,159,1064.509285,0.00973871235673,-348.515398,715.993887,716.054581
1048576,1048576,2097152,0.106,222298,32,256,4096,40,160,1071.191338,0.00973871235673,-350.596137,720.595201,720.655895
1048576,1048576,2097152,0.106,222298,32,256,4096,40,161,1077.873391,0.00973871235673,-352.676889,725.196502,725.257196
1048576,1048576,2097152,0.106,222298,32,256,4096,40,162,1084.555444,0.00973871235673,-354.757663,729.797782,729.858477
1048576,1048576,2097152,0.106,222298,32,256,4096,40,163,1091.237498,0.00973871235673,-356.838466,734.399032,734.459728
1048576,1048576,2097152,0.106,222298,32,256,4096,40,164,1097.919551,0.00973871235673,-358.919305,739.000246,739.060944
1048576,1048576,2097152,0.106,222298,32,256,4096,40,165,1104.601604,0.00973871235673,-361.000187,743.601417,743.662117
1048576,1048576,2097152,0.106,222298,32,256,4096,40,166,1111.283657,0.00973871235673,-363.081117,748.202540,748.263242
1048576,1048576,2097152,0.106,222298,32,256,4096,40,167,1117.965711,0.00973871235673,-365.162100,752.803611,752.864315
1048576,1048576,2097152,0.106,222298,32,256,4096,40,168,1124.647764,0.00973871235673,-367.243139,757.404625,757.465331
1048576,1048576,2097152,0.106,222298,32,256,4096,40,169,1131.329817,0.00973871235673,-369.324239,762.005578,762.066287
1048576,1048576,2097152,0.106,222298,32,256,4096,40,170,1138.011870,0.00973871235673,-371.405403,766.606467,766.667179
1048576,1048576,2097152,0.106,222298,32,256,4096,40,171,1144.693924,0.00973871235673,-373.486633,771.207291,771.268005
1048576,1048576,2097152,0.106,222298,32,256,4096,40,172,1151.375977,0.00973871235673,-375.567932,775.808045,775.868763
1048576,1048576,2097152,0.106,222298,32,256,4096,40,173,1158.058030,0.00973871235673,-377.649301,780.408729,780.469450
1048576,1048576,2097152,0.106,222298,32,256,4096,40,174,1164.740083,0.00973871235673,-379.730743,785.009340,785.070064
1048576,1048576,2097152,0.106,222298,32,256,4096,40,175,1171.422137,0.00973871235673,-381.812258,789.609878,789.670605
1048576,1048576,2097152,0.106,222298,32,256,4096,40,176,1178.104190,0.00973871235673,-383.893849,794.210341,794.271071
1048576,1048576,2097152,0.106,222298,32,256,4096,40,177,1184.786243,0.00973871235673,-385.975515,798.810728,798.871462
1048576,1048576,2097152,0.106,222298,32,256,4096,40,178,1191.468296,0.00973871235673,-388.057258,803.411038,803.471775
1048576,1048576,2097152,0.106,222298,32,256,4096,40,179,1198.150350,0.00973871235673,-390.139078,808.011271,808.072011
1048576,1048576,2097152,0.106,222298,32,256,4096,40,180,1204.832403,0.00973871235673,-392.220977,812.611426,812.672170
1048576,1048576,2097152,0.106,222298,32,256,4096,40,181,1211.514456,0.00973871235673,-394.302953,817.211503,817.272250
1048576,1048576,2097152,0.106,222298,32,256,4096,40,182,1218.196509,0.00973871235673,-396.385007,821.811502,821.872252
1048576,1048576,2097152,0.106,222298,32,256,4096,40,183,1224.878563,0.00973871235673,-398.467140,826.411422,826.472176
1048576,1048576,2097152,0.106,222298,32,256,4096,40,184,1231.560616,0.00973871235673,-400.549352,831.011264,831.072021
1048576,1048576,2097152,0.106,222298,32,256,4096,40,185,1238.242669,0.00973871235673,-402.631641,835.611028,835.671788
1048576,1048576,2097152,0.106,222298,32,256,4096,40,186,1244.924722,0.00973871235673,-404.714009,840.210713,840.271477
1048576,1048576,2097152,0.106,222298,32,256,4096,40,187,1251.606776,0.00973871235673,-406.796455,844.810320,844.871087
1048576,1048576,2097152,0.106,222298,32,256,4096,40,188,1258.288829,0.00973871235673,-408.878979,849.409850,849.470620
1048576,1048576,2097152,0.106,222298,32,256,4096,40,189,1264.970882,0.00973871235673,-410.961581,854.009301,854.070075
1048576,1048576,2097152,0.106,222298,32,256,4096,40,190,1271.652935,0.00973871235673,-413.044259,858.608676,858.669453
1048576,1048576,2097152,0.106,222298,32,256,4096,40,191,1278.334989,0.00973871235673,-415.127014,863.207974,863.268755
1048576,1048576,2097152,0.106,222298,32,256,4096,40,192,1285.017042,0.00973871235673,-417.209846,867.807196,867.867979
1048576,1048576,2097152,0.106,222298,32,256,4096,40,193,1291.699095,0.00973871235673,-419.292754,872.406341,872.467128
1048576,1048576,2097152,0.106,222298,32,256,4096,40,194,1298.381148,0.00973871235673,-421.375737,877.005412,877.066202
1048576,1048576,2097152,0.106,222298,32,256,4096,40,195,1305.063202,0.00973871235673,-423.458795,881.604407,881.665200
1048576,1048576,2097152,0.106,222298,32,256,4096,40,196,1311.745255,0.00973871235673,-425.541927,886.203328,886.264124
1048576,1048576,2097152,0.106,222298,32,256,4096,40,197,1318.427308,0.00973871235673,-427.625134,890.802175,890.862974
1048576,1048576,2097152,0.106,222298,32,256,4096,40,198,1325.109361,0.00973871235673,-429.708413,895.400948,895.461751
1048576,1048576,2097152,0.106,222298,32,256,4096,40,199,1331.791415,0.00973871235673,-431.791766,899.999648,900.060455
1048576,1048576,2097152,0.106,222298,32,256,4096,40,200,1338.473468,0.00973871235673,-433.875191,904.598277,904.659086
1048576,1048576,2097152,0.106,222298,32,256,4096,40,201,1345.155521,0.00973871235673,-435.958688,909.196833,909.257645
1048576,1048576,2097152,0.106,222298,32,256,4096,40,202,1351.837574,0.00973871235673,-438.042256,913.795318,913.856133
1048576,1048576,2097152,0.106,222298,32,256,4096,40,203,1358.519628,0.00973871235673,-440.125895,918.393732,918.454551
1048576,1048576,2097152,0.106,222298,32,256,4096,40,204,1365.201681,0.00973871235673,-442.209604,922.992077,923.052898
1048576,1048576,2097152,0.106,222298,32,256,4096,40,205,1371.883734,0.00973871235673,-444.293383,927.590351,927.651176
1048576,1048576,2097152,0.106,222298,32,256,4096,40,206,1378.565787,0.00973871235673,-446.377230,932.188557,932.249384
1048576,1048576,2097152,0.106,222298,32,256,4096,40,207,1385.247841,0.00973871235673,-448.461146,936.786694,936.847525
1048576,1048576,2097152,0.106,222298,32,256,4096,40,208,1391.929894,0.00973871235673,-450.545130,941.384764,941.445597
1048576,1048576,2097152,0.106,222298,32,256,4096,40,209,1398.611947,0.00973871235673,-452.629181,945.982766,946.043602
1048576,1048576,2097152,0.106,222298,32,256,4096,40,210,1405.294000,0.00973871235673,-454.713299,950.580701,950.641540
1048576,1048576,2097152,0.106,222298,32,256,4096,40,211,1411.976054,0.00973871235673,-456.797483,955.178570,955.239412
1048576,1048576,2097152,0.106,222298,32,256,4096,40,212,1418.658107,0.00973871235673,-458.881733,959.776374,959.837218
1048576,1048576,2097152,0.106,222298,32,256,4096,40,213,1425.340160,0.00973871235673,-460.966048,964.374112,964.434959
1048576,1048576,2097152,0.106,222298,32,256,4096,40,214,1432.022213,0.00973871235673,-463.050428,968.971786,969.032636
1048576,1048576,2097152,0.106,222298,32,256,4096,40,215,1438.704267,0.00973871235673,-465.134871,973.569395,973.630249
1048576,1048576,2097152,0.106,222298,32,256,4096,40,216,1445.386320,0.00973871235673,-467.219378,978.166942,978.227798
1048576,1048576,2097152,0.106,222298,32,256,4096,40,217,1452.068373,0.00973871235673,-469.303948,982.764425,982.825284
1048576,1048576,2097152,0.106,222298,32,256,4096,40,218,1458.750426,0.00973871235673,-471.388581,987.361846,987.422707
1048576,1048576,2097152,0.106,222298,32,256,4096,40,219,1465.432480,0.00973871235673,-473.473275,991.959205,992.020069
1048576,1048576,2097152,0.106,222298,32,256,4096,40,220,1472.114533,0.00973871235673,-475.558031,996.556502,996.617369
1048576,1048576,2097152,0.106,222298,32,256,4096,45,1,-inf,,-2.237843,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,2,-inf,,-4.475684,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,3,-inf,,-6.713526,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,4,-inf,,-8.951366,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,5,-inf,,-11.189206,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,6,-inf,,-13.427045,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,7,-inf,,-15.664883,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,8,-inf,,-17.902721,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,9,-inf,,-20.140558,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,10,-inf,,-22.378394,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,11,-inf,,-24.616229,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,12,-inf,,-26.854064,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,13,-inf,,-29.091897,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,14,-inf,,-31.329731,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,15,-inf,,-33.567563,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,16,-inf,,-35.805394,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,17,-inf,,-38.043225,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,18,-inf,,-40.281055,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,19,-inf,,-42.518884,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,20,-inf,,-44.756712,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,21,-inf,,-46.994540,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,22,-inf,,-49.232366,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,23,-inf,,-51.470191,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,24,-inf,,-53.708016,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,25,-inf,,-55.945839,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,26,-inf,,-58.183662,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,27,-inf,,-60.421483,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,28,-inf,,-62.659303,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,29,-inf,,-64.897122,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,256,4096,45,30,-inf,,-67.134939,-inf,-inf
