k,N,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097152,0.106,222298,26,6,486,gf,771.736174,0.355649100508,-1025.377438,-253.641264,-0.967862,1,-1025.386220,blocked
1048576,2097152,0.106,222298,26,6,487,gf,773.227647,0.355649100508,-1027.469843,-254.242196,-0.967862,1,-1027.478662,blocked
1048576,2097152,0.106,222298,26,6,488,gf,774.719121,0.355649100508,-1029.562262,-254.843142,-0.967862,1,-1029.571118,blocked
1048576,2097152,0.106,222298,26,6,489,gf,776.210594,0.355649100508,-1031.654695,-255.444101,-0.967862,1,-1031.663588,blocked
1048576,2097152,0.106,222298,26,6,490,gf,777.702068,0.355649100508,-1033.747142,-256.045074,-0.967862,1,-1033.756072,blocked
1048576,2097152,0.106,222298,26,6,491,gf,779.193541,0.355649100508,-1035.839603,-256.646061,-0.967862,1,-1035.848569,blocked
1048576,2097152,0.106,222298,26,6,492,gf,780.685015,0.355649100508,-1037.932077,-257.247062,-0.967862,1,-1037.941080,blocked
1048576,2097152,0.106,222298,26,6,493,gf,782.176489,0.355649100508,-1040.024564,-257.848076,-0.967862,1,-1040.033605,blocked
1048576,2097152,0.106,222298,26,6,494,gf,783.667962,0.355649100508,-1042.117066,-258.449104,-0.967862,1,-1042.126144,blocked
1048576,2097152,0.106,222298,26,6,495,gf,785.159436,0.355649100508,-1044.209581,-259.050145,-0.967862,1,-1044.218696,blocked
1048576,2097152,0.106,222298,26,6,496,gf,786.650909,0.355649100508,-1046.302109,-259.651200,-0.967862,1,-1046.311262,blocked
1048576,2097152,0.106,222298,26,6,497,gf,788.142383,0.355649100508,-1048.394651,-260.252268,-0.967862,1,-1048.403841,blocked
1048576,2097152,0.106,222298,26,6,498,gf,789.633857,0.355649100508,-1050.487206,-260.853349,-0.967862,1,-1050.496434,blocked
1048576,2097152,0.106,222298,26,6,499,gf,791.125330,0.355649100508,-1052.579774,-261.454444,-0.967862,1,-1052.589040,blocked
1048576,2097152,0.106,222298,26,6,500,gf,792.616804,0.355649100508,-1054.672356,-262.055552,-0.967862,1,-1054.681659,blocked
1048576,2097152,0.106,222298,26,6,501,gf,794.108277,0.355649100508,-1056.764951,-262.656674,-0.967862,1,-1056.774292,blocked
1048576,2097152,0.106,222298,26,6,502,gf,795.599751,0.355649100508,-1058.857559,-263.257808,-0.967862,1,-1058.866938,blocked
1048576,2097152,0.106,222298,26,6,503,gf,797.091224,0.355649100508,-1060.950180,-263.858956,-0.967862,1,-1060.959598,blocked
1048576,2097152,0.106,222298,26,6,504,gf,798.582698,0.355649100508,-1063.042815,-264.460117,-0.967862,1,-1063.052270,blocked
1048576,2097152,0.106,222298,26,6,505,gf,800.074172,0.355649100508,-1065.135463,-265.061291,-0.967862,1,-1065.144956,blocked
1048576,2097152,0.106,222298,26,6,506,gf,801.565645,0.355649100508,-1067.228123,-265.662478,-0.967862,1,-1067.237654,blocked
1048576,2097152,0.106,222298,26,6,507,gf,803.057119,0.355649100508,-1069.320797,-266.263678,-0.967862,1,-1069.330366,blocked
1048576,2097152,0.106,222298,26,6,508,gf,804.548592,0.355649100508,-1071.413483,-266.864891,-0.967862,1,-1071.423091,blocked
1048576,2097152,0.106,222298,26,6,509,gf,806.040066,0.355649100508,-1073.506183,-267.466117,-0.967862,1,-1073.515829,blocked
1048576,2097152,0.106,222298,26,6,510,gf,807.531539,0.355649100508,-1075.598895,-268.067355,-0.967862,1,-1075.608580,blocked
1048576,2097152,0.106,222298,26,6,511,gf,809.023013,0.355649100508,-1077.691620,-268.668607,-0.967862,1,-1077.701343,blocked
1048576,2097152,0.106,222298,26,6,512,gf,810.514487,0.355649100508,-1079.784358,-269.269871,-0.967862,1,-1079.794120,blocked
1048576,2097152,0.106,222298,26,6,513,gf,812.005960,0.355649100508,-1081.877108,-269.871148,-0.967862,1,-1081.886909,blocked
1048576,2097152,0.106,222298,26,6,514,gf,813.497434,0.355649100508,-1083.969871,-270.472438,-0.967862,1,-1083.979711,blocked
1048576,2097152,0.106,222298,26,6,515,gf,814.988907,0.355649100508,-1086.062647,-271.073740,-0.967862,1,-1086.072526,blocked
1048576,2097152,0.106,222298,26,6,516,gf,816.480381,0.355649100508,-1088.155436,-271.675055,-0.967862,1,-1088.165354,blocked
1048576,2097152,0.106,222298,26,6,517,gf,817.971855,0.355649100508,-1090.248237,-272.276382,-0.967862,1,-1090.258194,blocked
1048576,2097152,0.106,222298,26,6,518,gf,819.463328,0.355649100508,-1092.341051,-272.877722,-0.967862,1,-1092.351046,blocked
1048576,2097152,0.106,222298,26,6,519,gf,820.954802,0.355649100508,-1094.433877,-273.479075,-0.967862,1,-1094.443912,blocked
1048576,2097152,0.106,222298,26,6,520,gf,822.446275,0.355649100508,-1096.526715,-274.080440,-0.967862,1,-1096.536790,blocked
1048576,2097152,0.106,222298,26,6,521,gf,823.937749,0.355649100508,-1098.619566,-274.681817,-0.967862,1,-1098.629680,blocked
1048576,2097152,0.106,222298,26,6,522,gf,825.429222,0.355649100508,-1100.712429,-275.283207,-0.967862,1,-1100.722583,blocked
1048576,2097152,0.106,222298,26,6,523,gf,826.920696,0.355649100508,-1102.805305,-275.884609,-0.967862,1,-1102.815498,blocked
1048576,2097152,0.106,222298,26,6,524,gf,828.412170,0.355649100508,-1104.898193,-276.486023,-0.967862,1,-1104.908425,blocked
1048576,2097152,0.106,222298,26,6,525,gf,829.903643,0.355649100508,-1106.991093,-277.087450,-0.967862,1,-1107.001365,blocked
1048576,2097152,0.106,222298,26,6,526,gf,831.395117,0.355649100508,-1109.084006,-277.688889,-0.967862,1,-1109.094317,blocked
1048576,2097152,0.106,222298,26,6,527,gf,832.886590,0.355649100508,-1111.176930,-278.290340,-0.967862,1,-1111.187282,blocked
1048576,2097152,0.106,222298,26,6,528,gf,834.378064,0.355649100508,-1113.269867,-278.891803,-0.967862,1,-1113.280258,blocked
1048576,2097152,0.106,222298,26,6,529,gf,835.869538,0.355649100508,-1115.362816,-279.493278,-0.967862,1,-1115.373247,blocked
1048576,2097152,0.106,222298,26,6,530,gf,837.361011,0.355649100508,-1117.455777,-280.094765,-0.967862,1,-1117.466248,blocked
1048576,2097152,0.106,222298,26,6,531,gf,838.852485,0.355649100508,-1119.548749,-280.696265,-0.967862,1,-1119.559261,blocked
1048576,2097152,0.106,222298,26,6,532,gf,840.343958,0.355649100508,-1121.641734,-281.297776,-0.967862,1,-1121.652286,blocked
1048576,2097152,0.106,222298,26,6,533,gf,841.835432,0.355649100508,-1123.734731,-281.899299,-0.967862,1,-1123.745323,blocked
1048576,2097152,0.106,222298,26,6,534,gf,843.326905,0.355649100508,-1125.827740,-282.500834,-0.967862,1,-1125.838372,blocked
1048576,2097152,0.106,222298,26,6,535,gf,844.818379,0.355649100508,-1127.920760,-283.102381,-0.967862,1,-1127.931433,blocked
1048576,2097152,0.106,222298,26,6,536,gf,846.309853,0.355649100508,-1130.013793,-283.703940,-0.967862,1,-1130.024506,blocked
1048576,2097152,0.106,222298,26,6,537,gf,847.801326,0.355649100508,-1132.106837,-284.305511,-0.967862,1,-1132.117591,blocked
1048576,2097152,0.106,222298,26,6,538,gf,849.292800,0.355649100508,-1134.199893,-284.907093,-0.967862,1,-1134.210688,blocked
1048576,2097152,0.106,222298,26,6,539,gf,850.784273,0.355649100508,-1136.292961,-285.508688,-0.967862,1,-1136.303796,blocked
1048576,2097152,0.106,222298,26,6,540,gf,852.275747,0.355649100508,-1138.386040,-286.110293,-0.967862,1,-1138.396916,blocked
1048576,2097152,0.106,222298,26,6,541,gf,853.767220,0.355649100508,-1140.479131,-286.711911,-0.967862,1,-1140.490048,blocked
1048576,2097152,0.106,222298,26,6,542,gf,855.258694,0.355649100508,-1142.572234,-287.313540,-0.967862,1,-1142.583192,blocked
1048576,2097152,0.106,222298,26,6,543,gf,856.750168,0.355649100508,-1144.665348,-287.915181,-0.967862,1,-1144.676348,blocked
1048576,2097152,0.106,222298,26,6,544,gf,858.241641,0.355649100508,-1146.758474,-288.516833,-0.967862,1,-1146.769515,blocked
1048576,2097152,0.106,222298,26,6,545,gf,859.733115,0.355649100508,-1148.851612,-289.118497,-0.967862,1,-1148.862693,blocked
1048576,2097152,0.106,222298,26,6,546,gf,861.224588,0.355649100508,-1150.944760,-289.720172,-0.967862,1,-1150.955883,blocked
1048576,2097152,0.106,222298,26,6,547,gf,862.716062,0.355649100508,-1153.037921,-290.321859,-0.967862,1,-1153.049085,blocked
1048576,2097152,0.106,222298,26,6,548,gf,864.207536,0.355649100508,-1155.131092,-290.923557,-0.967862,1,-1155.142298,blocked
1048576,2097152,0.106,222298,26,6,549,gf,865.699009,0.355649100508,-1157.224276,-291.525266,-0.967862,1,-1157.235523,blocked
1048576,2097152,0.106,222298,26,6,550,gf,867.190483,0.355649100508,-1159.317470,-292.126987,-0.967862,1,-1159.328759,blocked
1048576,2097152,0.106,222298,26,6,551,gf,868.681956,0.355649100508,-1161.410676,-292.728719,-0.967862,1,-1161.422006,blocked
1048576,2097152,0.106,222298,26,6,552,gf,870.173430,0.355649100508,-1163.503893,-293.330463,-0.967862,1,-1163.515265,blocked
1048576,2097152,0.106,222298,26,6,553,gf,871.664903,0.355649100508,-1165.597121,-293.932218,-0.967862,1,-1165.608535,blocked
1048576,2097152,0.106,222298,26,6,554,gf,873.156377,0.355649100508,-1167.690361,-294.533983,-0.967862,1,-1167.701816,blocked
1048576,2097152,0.106,222298,26,6,555,gf,874.647851,0.355649100508,-1169.783611,-295.135761,-0.967862,1,-1169.795109,blocked
1048576,2097152,0.106,222298,26,6,556,gf,876.139324,0.355649100508,-1171.876873,-295.737549,-0.967862,1,-1171.888413,blocked
1048576,2097152,0.106,222298,26,6,557,gf,877.630798,0.355649100508,-1173.970146,-296.339348,-0.967862,1,-1173.981728,blocked
1048576,2097152,0.106,222298,26,6,558,gf,879.122271,0.355649100508,-1176.063430,-296.941159,-0.967862,1,-1176.075054,blocked
1048576,2097152,0.106,222298,26,6,559,gf,880.613745,0.355649100508,-1178.156725,-297.542980,-0.967862,1,-1178.168392,blocked
1048576,2097152,0.106,222298,26,6,560,gf,882.105219,0.355649100508,-1180.250031,-298.144813,-0.967862,1,-1180.261740,blocked
1048576,2097152,0.106,222298,26,6,561,gf,883.596692,0.355649100508,-1182.343348,-298.746656,-0.967862,1,-1182.355100,blocked
1048576,2097152,0.106,222298,26,6,562,gf,885.088166,0.355649100508,-1184.436676,-299.348511,-0.967862,1,-1184.448470,blocked
1048576,2097152,0.106,222298,26,6,563,gf,886.579639,0.355649100508,-1186.530015,-299.950376,-0.967862,1,-1186.541852,blocked
1048576,2097152,0.106,222298,26,6,564,gf,888.071113,0.355649100508,-1188.623365,-300.552252,-0.967862,1,-1188.635244,blocked
1048576,2097152,0.106,222298,26,6,565,gf,889.562586,0.355649100508,-1190.716726,-301.154139,-0.967862,1,-1190.728648,blocked
1048576,2097152,0.106,222298,26,6,566,gf,891.054060,0.355649100508,-1192.810097,-301.756037,-0.967862,1,-1192.822062,blocked
1048576,2097152,0.106,222298,26,6,567,gf,892.545534,0.355649100508,-1194.903480,-302.357946,-0.967862,1,-1194.915488,blocked
1048576,2097152,0.106,222298,26,6,568,gf,894.037007,0.355649100508,-1196.996873,-302.959866,-0.967862,1,-1197.008924,blocked
1048576,2097152,0.106,222298,26,6,569,gf,895.528481,0.355649100508,-1199.090277,-303.561796,-0.967862,1,-1199.102371,blocked
1048576,2097152,0.106,222298,26,6,570,gf,897.019954,0.355649100508,-1201.183691,-304.163737,-0.967862,1,-1201.195828,blocked
1048576,2097152,0.106,222298,26,6,571,gf,898.511428,0.355649100508,-1203.277116,-304.765689,-0.967862,1,-1203.289297,blocked
1048576,2097152,0.106,222298,26,6,572,gf,900.002901,0.355649100508,-1205.370552,-305.367651,-0.967862,1,-1205.382776,blocked
1048576,2097152,0.106,222298,26,6,573,gf,901.494375,0.355649100508,-1207.463999,-305.969624,-0.967862,1,-1207.476266,blocked
1048576,2097152,0.106,222298,26,6,574,gf,902.985849,0.355649100508,-1209.557456,-306.571607,-0.967862,1,-1209.569766,blocked
1048576,2097152,0.106,222298,26,6,575,gf,904.477322,0.355649100508,-1211.650923,-307.173601,-0.967862,1,-1211.663278,blocked
1048576,2097152,0.106,222298,26,6,576,gf,905.968796,0.355649100508,-1213.744402,-307.775606,-0.967862,1,-1213.756799,blocked
1048576,2097152,0.106,222298,26,6,577,gf,907.460269,0.355649100508,-1215.837890,-308.377621,-0.967862,1,-1215.850332,blocked
1048576,2097152,0.106,222298,26,6,578,gf,908.951743,0.355649100508,-1217.931389,-308.979646,-0.967862,1,-1217.943875,blocked
1048576,2097152,0.106,222298,26,6,579,gf,910.443217,0.355649100508,-1220.024899,-309.581682,-0.967862,1,-1220.037428,blocked
1048576,2097152,0.106,222298,26,6,580,gf,911.934690,0.355649100508,-1222.118419,-310.183729,-0.967862,1,-1222.130992,blocked
1048576,2097152,0.106,222298,26,6,581,gf,913.426164,0.355649100508,-1224.211949,-310.785786,-0.967862,1,-1224.224566,blocked
1048576,2097152,0.106,222298,26,6,582,gf,914.917637,0.355649100508,-1226.305490,-311.387853,-0.967862,1,-1226.318151,blocked
1048576,2097152,0.106,222298,26,6,583,gf,916.409111,0.355649100508,-1228.399041,-311.989930,-0.967862,1,-1228.411746,blocked
1048576,2097152,0.106,222298,26,6,584,gf,917.900584,0.355649100508,-1230.492602,-312.592018,-0.967862,1,-1230.505352,blocked
1048576,2097152,0.106,222298,26,6,585,gf,919.392058,0.355649100508,-1232.586174,-313.194116,-0.967862,1,-1232.598968,blocked
1048576,2097152,0.106,222298,26,6,586,gf,920.883532,0.355649100508,-1234.679756,-313.796224,-0.967862,1,-1234.692594,blocked
1048576,2097152,0.106,222298,26,6,587,gf,922.375005,0.355649100508,-1236.773348,-314.398343,-0.967862,1,-1236.786230,blocked
1048576,2097152,0.106,222298,26,6,588,gf,923.866479,0.355649100508,-1238.866950,-315.000471,-0.967862,1,-1238.879877,blocked
1048576,2097152,0.106,222298,26,6,589,gf,925.357952,0.355649100508,-1240.960563,-315.602610,-0.967862,1,-1240.973534,blocked
1048576,2097152,0.106,222298,26,6,590,gf,926.849426,0.355649100508,-1243.054185,-316.204759,-0.967862,1,-1243.067201,blocked
1048576,2097152,0.106,222298,26,6,591,gf,928.340899,0.355649100508,-1245.147818,-316.806918,-0.967862,1,-1245.160879,blocked
1048576,2097152,0.106,222298,26,6,592,gf,929.832373,0.355649100508,-1247.241460,-317.409087,-0.967862,1,-1247.254566,blocked
1048576,2097152,0.106,222298,26,6,593,gf,931.323847,0.355649100508,-1249.335113,-318.011266,-0.967862,1,-1249.348264,blocked
1048576,2097152,0.106,222298,26,6,594,gf,932.815320,0.355649100508,-1251.428776,-318.613456,-0.967862,1,-1251.441972,blocked
1048576,2097152,0.106,222298,26,6,595,gf,934.306794,0.355649100508,-1253.522449,-319.215655,-0.967862,1,-1253.535690,blocked
1048576,2097152,0.106,222298,26,6,596,gf,935.798267,0.355649100508,-1255.616131,-319.817864,-0.967862,1,-1255.629418,blocked
1048576,2097152,0.106,222298,26,6,597,gf,937.289741,0.355649100508,-1257.709824,-320.420083,-0.967862,1,-1257.723155,blocked
1048576,2097152,0.106,222298,26,6,598,gf,938.781215,0.355649100508,-1259.803526,-321.022312,-0.967862,1,-1259.816903,blocked
1048576,2097152,0.106,222298,26,6,599,gf,940.272688,0.355649100508,-1261.897239,-321.624551,-0.967862,1,-1261.910661,blocked
1048576,2097152,0.106,222298,26,6,600,gf,941.764162,0.355649100508,-1263.990961,-322.226799,-0.967862,1,-1264.004429,blocked
