k,N,delta,d,sigma,offset,h_min,h_max,total_log2,peak_h,peak_h_label,peak_term_log2,outer_after_exact,inner_model,survivor_count,tail_mode,exact_survivor_through,exact_outer_mode,exact_through,z_min,z_max,z_count,block_ratio,suffix_block_ratio,stop_gap_bits,tail_confirm,r_max
1048576,2097152,0.106,222298,32,12,1,500,-2.424512,2,2,-3.475332,FIXED_TAP_BANDED_GF_GRID,GLOBAL_EPISODE_COVER_SHARED_BUDGET,FINAL_SUFFIX,be,30,fixedtap-banded,80,0.005,0.999,160,1.02,1.1,60,8,12
