source_csv,sigma,h_min,h_max,check_from,tail_after,observed_worst_log2_ratio,observed_worst_at_h,assumed_log2_ratio,tail_first_h,tail_residual_log2,certified_total_log2_if_ratio_holds
scripts\global_episode_cover_suffix_be_exactsurv30_k1048576_sig32_d0106_h500_r12_coarse.csv,32,1,500,200,500,-0.685731,202,-0.685731,501,-351.486010,-2.424512
