H,e0_log2,e1_log2,e2_log2,e3_log2,e4_log2,e5_log2,e6_log2,e7_log2,e8_log2,total_log2
19,-228328.79112409707,-83.10884651250939,-139.01131683651715,-196.6461864133433,-255.43560831446683,-315.12417939630177,-375.5680268769341,-436.6761782675678,-498.3870902643054,-83.10884651250939
20,-228328.79112409707,-84.2773238668975,-140.03472372658314,-197.5172880255036,-256.14651327673744,-315.6662794491512,-375.931945214881,-436.8517400634637,-498.3633384045154,-84.2773238668975
21,-228328.79112409707,-85.44907704441384,-141.0683772773074,-198.40628165324193,-256.8837169825233,-316.2439419736817,-376.3416481434015,-437.0843671416202,-498.4090763567178,-85.44907704441384
22,-228328.79112409707,-86.62381477522126,-142.11134774383655,-199.31150886885257,-257.64472743437847,-316.85372035757865,-376.79259675486753,-437.3682757462488,-498.51711416061517,-86.62381477522126
23,-228328.79112409707,-87.80128297918668,-143.16282648377378,-200.23153167248424,-258.4273907787002,-317.4926454922978,-377.28089383718475,-437.698515215301,-498.6813137163444,-87.80128297918668
24,-228328.79112409707,-88.98125871799303,-144.22210581652797,-201.16509509909994,-259.2298328030575,-318.15814155169437,-377.80316863882945,-438.0708160764635,-498.89639498569363,-88.98125871799303
25,-228328.79112409707,-90.16354529016519,-145.28856286588936,-202.11109739627588,-260.0504125230833,-318.8479595046341,-378.3564862991155,-438.4814710615947,-499.1577844409998,-90.16354529016519
26,-228328.79112409707,-91.34796827659191,-146.36164653289103,-203.06856606082775,-260.88768503585226,-319.5601241199035,-378.93827593550003,-438.9272409249519,-499.46149530750415,-91.34796827659191
27,-228328.79112409707,-92.53437229116685,-147.4408668655543,-204.0366383724592,-261.740371472563,-320.29289127582524,-379.5462729346798,-439.4052791015142,-499.80403194571016,-92.53437229116685
28,-228328.79112409707,-93.72261831304496,-148.52578633706483,-205.0145454701212,-262.6073345042598,-321.04471328319374,-380.17847223631065,-439.91307089562,-500.1823128250483,-93.72261831304496
29,-228328.79112409707,-94.91258146636585,-149.61601262178607,-206.00159921094811,-263.4875581995289,-321.8142104695075,-380.83309017950774,-440.4483839606473,-500.59360793014,-94.91258146636585
30,-228328.79112409707,-96.10414916160478,-150.711192571939,-206.99718124905627,-264.38013133941666,-322.6001477169909,-381.5085330993378,-441.0092276534927,-501.0354874937657,-96.10414916160478
31,-228328.79112409707,-97.29721953319465,-151.81100716614262,-208.0007339019518,-265.28423350416944,-323.40141495653495,-382.20337129415975,-441.59381943011124,-501.5057797004636,-97.29721953319465
32,-228328.79112409707,-98.49170012520986,-152.91516725424492,-209.01175247119772,-266.19912340375606,-324.2170108503314,-382.91631730623294,-442.2005568781992,-502.00253555783473,-98.49170012520986
33,-228328.79112409707,-99.68750676481882,-154.02340993788246,-210.02977873358654,-267.1241290171074,-325.0460290434073,-383.64620767209504,-442.8279942777988,-502.5239995186544,-99.68750676481882
34,-228328.79112409707,-100.88456259351065,-155.1354954773222,-211.05439539618786,-268.05863921492613,-325.8876465148327,-384.3919875000096,-443.47482284069457,-503.068584766082,-100.88456259351065
35,-228328.79112409707,-102.0827972510652,-156.25120465601594,-212.08522136956688,-269.0020966267334,-326.7411136759709,-385.15269738577973,-444.1398539790106,-503.63485232522123,-102.0827972510652
36,-228328.79112409707,-103.28214618095978,-157.37033652051971,-213.12190771507397,-269.9539915333986,-327.60574590734643,-385.92746225123085,-444.8220050602068,-504.221493311166,-103.28214618095978
37,-228328.79112409707,-104.4825499609224,-158.49270635809734,-214.16413407875493,-270.91385653800893,-328.4809162152833,-386.7154817011372,-445.5202871435868,-504.82731369163577,-104.4825499609224
38,-228328.79112409707,-105.68395382566473,-159.61814404528934,-215.21160570483872,-271.8812620597385,-329.36604899542283,-387.5160218172933,-446.2337945365977,-505.4512213091621,-105.68395382566473
39,-228328.79112409707,-106.88630715231656,-160.74649251041276,-216.2640507388101,-272.8558123215262,-330.260614527314,-388.32840795886824,-446.96169567524004,-506.09221459220754,-106.88630715231656
40,-228328.79112409707,-108.08956308314623,-161.87760646173183,-217.32121794482174,-273.83714192424384,-331.16412425489176,-389.1520185790691,-447.7032252863602,-506.74937285216635,-108.08956308314623
41,-228328.79112409707,-109.29367813861174,-163.0113512154909,-218.38287464934672,-274.82491279301263,-332.0761266073559,-389.9862797762182,-448.4576775071636,-507.4218477924612,-109.29367813861174
42,-228328.79112409707,-110.49861190935779,-164.14760169672797,-219.44880496544408,-275.8188115281919,-332.99620336753793,-390.8306605562651,-449.2243999042163,-508.10885613156216,-110.49861190935779
43,-228328.79112409707,-111.70432678136251,-165.28624155392816,-220.51880822337642,-276.81854706877675,-333.92396647423294,-391.6846686686527,-450.0027882250162,-508.8096731399309,-111.70432678136251
44,-228328.79112409707,-112.9107876688272,-166.4271623510219,-221.59269755811792,-277.82384860363635,-334.8590551763963,-392.54784691284783,-450.79228175576475,-509.5236269371907,-112.9107876688272
45,-228328.79112409707,-114.11796179942607,-167.5702628720904,-222.67029867828106,-278.834463742549,-335.80113353644475,-393.4197698957329,-451.59235924578303,-510.2500934872548,-114.11796179942607
46,-228328.79112409707,-115.3258185208598,-168.7154484998043,-223.7514487683218,-279.85015688816634,-336.74988821150225,-394.30004115446116,-452.402535296671,-510.9884921705686,-115.3258185208598
47,-228328.79112409707,-116.53432911782835,-169.86263064992738,-224.83599549863385,-280.87070777461105,-337.70502646781335,-395.18829058797945,-453.2223571456319,-511.7382818471385,-116.53432911782835
48,-228328.79112409707,-117.74346664001695,-171.0117262568844,-225.923796131822,-281.8959101533454,-338.6662744002607,-396.08417215897305,-454.0514017930887,-512.4989573470824,-117.74346664001695
49,-228328.79112409707,-118.95320578504696,-172.16265734927242,-227.01471675850823,-282.92557065313576,-339.63337537629616,-396.98736187704907,-454.88927347550657,-513.270046378472,-118.95320578504696
50,-228328.79112409707,-120.16352274304336,-173.315350617903,-228.10863156028196,-283.959507706235,-340.60608859002554,-397.8975559415501,-455.73560135355683,-514.0511067130018,-120.16352274304336
51,-228328.79112409707,-121.37439509715448,-174.4697370669413,-229.2054221863397,-284.99755062249307,-341.584187802754,-398.81446911405544,-456.59003747851784,-514.8417237043924,-121.37439509715448
52,-228328.79112409707,-122.58580170959056,-175.62575167463547,-230.30497716659184,-286.0395387301483,-342.56746018399684,-399.7378332293056,-457.4522549395962,-515.6415080352441,-122.58580170959056
53,-228328.79112409707,-123.79772262915458,-176.78333309685584,-231.40719139143332,-287.0853206098707,-343.5557052755894,-400.66739586253885,-458.3219462049233,-516.4500936992134,-123.79772262915458
54,-228328.79112409707,-125.01013900124909,-177.94242339207122,-232.51196563405142,-288.13475339496614,-344.54873404822854,-401.60291911864084,-459.19882161717703,-517.2671361744212,-125.01013900124909
55,-228328.79112409707,-126.22303299213758,-179.10296777740615,-233.6192061226157,-289.1877021423347,-345.5463680520995,-402.5441785413555,-460.0826080382085,-518.0923107780341,-126.22303299213758
56,-228328.79112409707,-127.43638771337292,-180.264914399969,-234.7288241444333,-290.2440392540149,-346.548438638747,-403.49096211675214,-460.97304761347766,-518.9253111691567,-127.43638771337292
57,-228328.79112409707,-128.65018715750074,-181.42821413289425,-235.84073568978923,-291.30364395494735,-347.5547862575889,-404.44306937173826,-461.86989665425494,-519.7658479945932,-128.65018715750074
58,-228328.79112409707,-129.86441614345372,-182.59282039317245,-236.95486113090703,-292.36640182070875,-348.56525981875353,-405.40031055710705,-462.7729246244759,-520.6136476616502,-129.86441614345372
59,-228328.79112409707,-131.07906024129812,-183.75868894964515,-238.07112490307435,-293.43220432060673,-349.5797160859884,-406.3625058768322,-463.68191319182534,-521.4684511949941,-131.07906024129812
60,-228328.79112409707,-132.29410575941316,-184.92577780319928,-239.18945526869945,-294.5009484556346,-350.5980191775042,-407.3294848398421,-464.59665541727503,-522.3300132496488,-132.29410575941316
61,-228328.79112409707,-133.50953965204215,-186.09404699613773,-240.3097840202621,-295.57253634593036,-351.6200400281249,-408.30108558603916,-465.51695493323655,-523.1981011284196,-133.50953965204215
62,-228328.79112409707,-134.72534951203122,-187.26345851464956,-241.43204628506422,-296.6468749297056,-352.64565597345313,-409.2771543460297,-466.44262526821194,-524.0724939599664,-134.72534951203122
63,-228328.79112409707,-135.94152351566407,-188.43397615057486,-242.55618029718107,-297.72387563800106,-353.67475031942115,-410.25754489666355,-467.37348917883793,-524.9529818969013,-135.94152351566407
64,-228328.79112409707,-137.15805038578068,-189.60556538796473,-243.68212720134227,-298.80345410920563,-354.7072119601687,-411.24211807439224,-468.30937805004106,-525.839365393451,-137.15805038578068
65,-228328.79112409707,-138.37491936988496,-190.77819331049858,-244.80983088410554,-299.88552993796696,-355.74293503811083,-412.2307413392955,-469.2501313552684,-526.7314545533708,-138.37491936988496
66,-228328.79112409707,-139.59212018982726,-191.95182848590136,-245.9392377879318,-300.9700264134041,-356.7818186002997,-413.2232883431117,-470.1955961291324,-527.629068499561,-139.59212018982726
67,-228328.79112409707,-140.80964303294596,-193.12644089665787,-247.0702967768686,-302.05687031476566,-357.82376631864,-414.2196385681023,-471.1456265184935,-528.5320348304381,-140.80964303294596
68,-228328.79112409707,-142.0274785095725,-194.30200184153782,-248.20295897793434,-303.145991688091,-358.8686861968525,-415.2196769589716,-472.1000833335451,-529.44018908388,-142.0274785095725
69,-228328.79112409707,-143.24561764716725,-195.4784838778543,-249.3371776676043,-304.23732367279877,-359.91649033268163,-416.22329361576533,-473.05883366611386,-530.3533742752069,-143.24561764716725
70,-228328.79112409707,-144.46405183302338,-196.65586071598455,-250.4729081146619,-305.33080228903077,-360.9670946455981,-417.2303834575182,-474.02175048440614,-531.2714404178097,-144.46405183302338
71,-228328.79112409707,-145.6827728433941,-197.83410720370233,-251.61010751651222,-306.4263663224928,-362.0204187064063,-418.2408459925364,-474.9887123395889,-532.1942441612666,-145.6827728433941
72,-228328.79112409707,-146.90177277452366,-199.0131992155586,-252.74873484395454,-307.523957121407,-363.07638548294045,-419.2545850091211,-475.959602997503,-533.1216483597328,-146.90177277452366
73,-228328.79112409707,-148.121044048702,-200.19311362011135,-253.8887507669021,-308.6235184778047,-364.13492117375034,-420.2715083582328,-476.9343111666524,-534.0535217412817,-148.121044048702
74,-228328.79112409707,-149.34057939979476,-201.37382822929342,-255.0301175650605,-309.72499649684045,-365.1959550331709,-421.2915277311879,-477.9127302251436,-534.98973858044,-149.34057939979476
75,-228328.79112409707,-150.56037184500462,-202.5553217363957,-256.1727990298652,-310.82833946018917,-366.2594191935188,-422.31455843780685,-478.8947579516774,-535.9301783787248,-150.56037184500462
76,-228328.79112409707,-151.78041467918177,-203.73757367885975,-257.3167603936221,-311.9334977192771,-367.32524851994646,-423.34051922023104,-479.8802962955358,-536.8747255877114,-151.78041467918177
77,-228328.79112409707,-153.00070145031114,-204.92056438427852,-258.46196824406894,-313.0404235762965,-368.39338045567564,-424.36933205995734,-480.86925114277415,-537.8232693316266,-153.00070145031114
78,-228328.79112409707,-154.22122596346696,-206.1042749467296,-259.60839047133686,-314.14907119985355,-369.4637549042212,-425.4009220244141,-481.86153212475966,-538.775703175239,-154.22122596346696
79,-228328.79112409707,-155.4419822504358,-207.28868717059873,-260.7559961842287,-315.25939651194574,-370.5363140851757,-426.43521708947276,-482.8570524051941,-539.7319248730295,-155.4419822504358
80,-228328.79112409707,-156.66296456059158,-208.47378353720177,-261.90475565111075,-316.3713571014237,-371.6110024184731,-427.47214799261593,-483.8557285001535,-540.6918361538982,-156.66296456059158
81,-228328.79112409707,-157.88416736140076,-209.65954718259047,-263.0546402535434,-317.48491215196117,-372.6877664250206,-428.5116481044915,-484.85748011866383,-541.6553425287693,-157.88416736140076
82,-228328.79112409707,-159.10558532635122,-210.84596186410388,-264.2056224302046,-318.60002236187177,-373.7665546209344,-429.5536532959154,-485.86223000075563,-542.6223530978097,-159.10558532635122
83,-228328.79112409707,-160.32721331221126,-212.0330119176262,-265.3576756128141,-319.7166498574804,-374.84731740690177,-430.59810180173235,-486.8699037541815,-543.5927803583031,-160.32721331221126
84,-228328.79112409707,-161.5490463572703,-213.22068223694757,-266.51077418554763,-320.83475813127797,-375.93000698382866,-431.64493411254534,-487.8804297207543,-544.566540043967,-161.5490463572703
85,-228328.79112409707,-162.77107968380798,-214.4089582584798,-267.6648934509385,-321.9543119879078,-377.01457727764983,-432.6940928770909,-488.893738854882,-545.5435509782014,-162.77107968380798
86,-228328.79112409707,-163.99330866388266,-215.5978259103698,-268.8200095612681,-323.07527745680926,-378.1009838321191,-433.74552277392206,-489.9097645729069,-546.5237348996645,-163.99330866388266
87,-228328.79112409707,-165.21572884471948,-216.78727162210086,-269.97609951153913,-324.1976217675196,-379.18918376540853,-434.7991704482198,-490.92844266886846,-547.5070163557947,-165.21572884471948
88,-228328.79112409707,-166.43833591490284,-217.97728227585893,-271.13314107510075,-325.32131326870336,-380.27913567152376,-435.854984394561,-491.9497111775632,-548.4933225448835,-166.43833591490284
89,-228328.79112409707,-167.66112571037885,-219.1678451985163,-272.2911127808258,-326.4463213896389,-381.370799565243,-436.91291488429675,-492.97351028332616,-549.4825832052347,-167.66112571037885
90,-228328.79112409707,-168.88409420608085,-220.3589481400276,-273.44999387753666,-327.5726165898747,-382.46413681611045,-437.9729138830524,-493.9997822200369,-550.4747304966293,-168.88409420608085
91,-228328.79112409707,-170.10723750626525,-221.55057925122173,-274.6097642985853,-328.7001703098655,-383.55911008436766,-439.0349349710374,-495.02847117498106,-551.4696988867552,-170.10723750626525
92,-228328.79112409707,-171.33055183845633,-222.74272706597475,-275.7704046315214,-329.8289549274689,-384.65568326352894,-440.09893327095347,-496.0595232011879,-552.46742504714,-171.33055183845633
93,-228328.79112409707,-172.55403356421024,-223.93538050073911,-276.9318961058708,-330.95894373324944,-385.75382144253865,-441.16486539627203,-497.09288615108085,-553.4678477713005,-172.55403356421024
94,-228328.79112409707,-173.77767914715903,-225.12852881202235,-278.0942205394016,-332.090110865013,-386.85349082787496,-442.23268936023703,-498.1285095716421,-554.4709078553109,-173.77767914715903
95,-228328.79112409707,-175.0014851613896,-226.32216159472375,-279.25736032591976,-333.22243128442193,-387.9546587084606,-443.3023645283611,-499.16634464384475,-555.4765480234519,-175.0014851613896
96,-228328.79112409707,-176.22544829955112,-227.51626878072295,-280.42129842383497,-334.3558807550389,-389.0572934225496,-444.3738515736468,-500.20634412549447,-556.4847128580087,-176.22544829955112
97,-228328.79112409707,-177.44956534548837,-228.71084060249098,-281.5860183102742,-335.4904357864429,-390.1613642913506,-445.447112399071,-501.2484622620835,-557.4953486978015,-177.44956534548837
98,-228328.79112409707,-178.67383319174908,-229.90586760205449,-282.751503981044,-336.62607362471357,-391.26684159952384,-446.5221101076357,-502.2926547457242,-558.5084035855075,-178.67383319174908
99,-228328.79112409707,-179.89824880771337,-231.10134059098561,-283.9177399020828,-337.7627721949003,-392.3736965282071,-447.5988089254125,-503.33887862777715,-559.5238271692148,-179.89824880771337
100,-228328.79112409707,-181.12280926559325,-232.2972506686791,-285.0847110196272,-338.9005101026662,-393.4819011476898,-448.6771741847998,-504.3870922921566,-560.5415706653237,-181.12280926559325
101,-228328.79112409707,-182.3475117246574,-233.4935891992535,-286.2524027294003,-340.0392665953818,-394.5914283700081,-449.7571722681678,-505.43725538957386,-561.5615867828802,-182.3475117246574
102,-228328.79112409707,-183.57235342189057,-234.69034779521846,-287.42080085296163,-341.1790215307812,-395.70225190951305,-450.8387705599517,-506.4893287807118,-562.5838296573668,-183.57235342189057
103,-228328.79112409707,-184.79733167691725,-235.88751831577693,-288.5898916290418,-342.3197553609893,-396.8143462592286,-451.9219374149357,-507.54327449604443,-563.6082548016226,-184.79733167691725
104,-228328.79112409707,-186.0224438895734,-237.08509285806144,-289.7596616981574,-343.46144911018746,-397.9276866612229,-453.00664212096933,-508.599055690504,-564.6348190520712,-186.0224438895734
105,-228328.79112409707,-187.2476875218595,-238.28306373307976,-290.9300980722438,-344.60408433762547,-399.0422490626802,-454.0928548477683,-509.6566365846406,-565.6634805018525,-187.2476875218595
106,-228328.79112409707,-188.47306011788206,-239.48142347992467,-292.1011881428588,-345.7476431395375,-400.15801011121533,-455.18054663529864,-510.715982445751,-566.6941984743248,-188.47306011788206
107,-228328.79112409707,-189.6985592917694,-240.68016484822854,-293.2729196579195,-346.8921081198744,-401.27494711932417,-456.26968935163717,-511.77705953882304,-567.7269334667693,-189.6985592917694
108,-228328.79112409707,-190.92418271568164,-241.8792807809535,-294.44528069903345,-348.03746236193166,-402.3930380300241,-457.3602556523441,-512.8398350793393,-568.7616470962964,-190.92418271568164
109,-228328.79112409707,-192.14992813196417,-243.07876442157036,-295.61825968347387,-349.1836894248754,-403.5122614076811,-458.4522189653112,-513.9042772118615,-569.7983020718742,-192.14992813196417
110,-228328.79112409707,-193.37579334362408,-244.27860909979873,-296.791845344955,-350.33077331931696,-404.6325964081485,-459.5455534552163,-514.9703549685288,-570.8368621465773,-193.37579334362408
111,-228328.79112409707,-194.601776201846,-245.4788083145935,-297.9660267118826,-351.4786984806097,-405.75402274686974,-460.6402339862031,-516.0380382260527,-571.8772920686401,-194.601776201846
112,-228328.79112409707,-195.8278746334293,-246.67935575724755,-299.1407931259323,-352.62744978270456,-406.8765207077939,-461.7362361256069,-517.1072977040328,-572.9195575740954,-195.8278746334293
113,-228328.79112409707,-197.05408660055684,-247.8802452670221,-300.31613419335787,-353.7770124849348,-408.00007108543656,-462.8335360810847,-518.1781048969145,-573.963625313337,-197.05408660055684
114,-228328.79112409707,-198.280410140584,-249.08147086698392,-301.49203981669484,-354.9273722594044,-409.1246552077598,-463.9321107187817,-519.2504320872301,-575.0094628591924,-198.280410140584
115,-228328.79112409707,-199.50684332184213,-250.2830267160243,-302.6685001428341,-356.0785151349331,-410.25025487581,-465.0319374984686,-520.3242522760256,-576.0570386324385,-199.50684332184213
116,-228328.79112409707,-200.7333842712361,-251.484907132834,-303.84550558321496,-357.2304275133167,-411.3768523758505,-466.1329944813707,-521.3995391862056,-577.106321900451,-200.7333842712361
117,-228328.79112409707,-201.96003116067186,-252.6871065788704,-305.02304679317814,-358.38309614489935,-412.5044304510053,-467.235260297695,-522.4762672257614,-578.1572827359449,-201.96003116067186
118,-228328.79112409707,-203.18678221942758,-253.88961966741306,-306.20111467755936,-359.5365081305577,-413.63297229947614,-468.3387141409246,-523.5544114779518,-579.2098920028703,-203.18678221942758
119,-228328.79112409707,-204.41363570521705,-255.0924411314389,-307.3797003552595,-360.69065088281576,-414.76246153205005,-469.44333572156245,-524.6339476511369,-580.2641213021434,-204.41363570521705
120,-228328.79112409707,-205.64058992791854,-256.2955658443083,-308.5587951767454,-361.8455121400433,-415.89288218284753,-470.54910527427893,-525.7148520821662,-581.3199429711243,-205.64058992791854
121,-228328.79112409707,-206.8676432318406,-257.4989887991226,-309.73839070036945,-363.001079939594,-417.0242186791619,-471.65600352430744,-526.7971016991779,-582.3773300426687,-206.8676432318406
122,-228328.79112409707,-208.09479401441786,-258.7027051246053,-310.9184787053426,-364.1573426277466,-418.1564558482254,-472.76401169091474,-527.8806740216344,-583.4362562415696,-208.09479401441786
123,-228328.79112409707,-209.32204070063622,-259.90671005684436,-312.09905116066665,-365.3142888257351,-419.2895788802086,-473.87311144723435,-528.9655471168634,-584.4966959376692,-209.32204070063622
124,-228328.79112409707,-210.54938176180823,-261.11099895549756,-313.28010023866193,-366.47190744046753,-420.4235733360432,-474.98328492505925,-530.0516996016853,-585.558624144204,-210.54938176180823
125,-228328.79112409707,-211.7768156953563,-262.31556728109024,-314.46161828969946,-367.63018763658,-421.5584251166735,-476.0945146812002,-531.1391106057528,-586.622016477983,-211.7768156953563
126,-228328.79112409707,-213.004341046149,-263.52041061398614,-315.6435978586833,-368.7891188503627,-422.694120474306,-477.20678370594163,-532.2277597771133,-587.6868491619291,-213.004341046149
127,-228328.79112409707,-214.23195638336514,-264.7255246289585,-316.82603165726573,-369.9486907594877,-423.8306459795807,-478.32007538753487,-533.3176272439136,-588.753098983905,-214.23195638336514
128,-228328.79112409707,-215.45966031612576,-265.93090510864096,-318.0089125750038,-371.1088932918108,-424.967988527894,-479.43437351597186,-534.4086936155024,-589.8207432950253,-215.45966031612576
129,-228328.79112409707,-216.68745147799697,-267.13654792591336,-319.192233659567,-372.26971660329014,-426.1061353149629,-480.5496622560729,-535.500939952968,-590.8897599775274,-216.68745147799697
130,-228328.79112409707,-217.9153285474957,-268.3424490623814,-320.37598813310285,-373.4311510921757,-427.24507384872857,-481.66592615703667,-536.5943477762172,-591.960127449307,-217.9153285474957
131,-228328.79112409707,-219.1432902212448,-269.54860457958586,-321.56016936142333,-374.59318736608344,-428.38479191425523,-482.7831501150584,-537.6888990242446,-593.0318246217186,-219.1432902212448
132,-228328.79112409707,-220.37133522843385,-270.7550106315803,-322.7447708646358,-375.75581625060556,-429.52527758023234,-483.90131937766256,-538.7845760571853,-594.1048308992814,-220.37133522843385
133,-228328.79112409707,-221.59946233008853,-271.96166346241,-323.92978631274497,-376.9190287829665,-430.6665191906162,-485.0204195332343,-539.8813616436797,-595.179126164766,-221.59946233008853
134,-228328.79112409707,-222.8276703085243,-273.1685593938122,-325.1152095115615,-378.08281619605816,-431.80850534671885,-486.1404364910933,-540.9792389388439,-596.2546907550025,-222.8276703085243
135,-228328.79112409707,-224.05595797916337,-274.3756948353704,-326.30103441110555,-379.24716992505535,-432.95122491194974,-487.26135648429766,-542.0781914850567,-597.3315054595691,-224.05595797916337
136,-228328.79112409707,-225.28432418170866,-275.58306627407126,-327.48725509350294,-380.4120815935619,-434.09466699617485,-488.38316605213134,-543.178203192515,-598.4095514993328,-225.28432418170866
137,-228328.79112409707,-226.51276777750496,-276.7906702701157,-328.673865767179,-381.577543006145,-435.2388209465065,-489.50585202910935,-544.2792583263648,-599.4888105116474,-226.51276777750496
138,-228328.79112409707,-227.74128765574744,-277.998503461629,-329.860860770022,-382.74354614988414,-436.38367634719486,-490.62940154312196,-545.3813415030663,-600.5692645448521,-227.74128765574744
139,-228328.79112409707,-228.9698827350685,-279.2065625648101,-331.048234568037,-383.91008319147784,-437.529223015121,-491.75380200927515,-546.4844376824913,-601.650896048587,-228.9698827350685
140,-228328.79112409707,-230.19855194436485,-280.41484435336105,-332.235981733337,-385.07714645374284,-438.6754509747491,-492.8790411032319,-547.588532139609,-602.7336878437399,-230.19855194436485
141,-228328.79112409707,-231.42729424732028,-281.6233456816707,-333.4240969659313,-386.24472843596436,-439.8223504769862,-494.00510677852617,-548.693610480194,-603.817623136503,-231.42729424732028
142,-228328.79112409707,-232.65610861923216,-282.8320634603522,-334.61257506792293,-387.412821786699,-440.9699119705526,-495.13198723644405,-549.7996586091626,-604.9026854851012,-232.65610861923216
143,-228328.79112409707,-233.88499406481017,-284.0409946727842,-335.8014109587637,-388.58141931769336,-442.11812611450523,-496.2596709371139,-550.9066627401756,-605.9888588078546,-233.88499406481017
144,-228328.79112409707,-235.11394960435507,-285.25013636008805,-336.9905996589754,-389.75051398631945,-443.2669837593355,-497.3881465792125,-552.0146093739138,-607.0761273599694,-235.11394960435507
145,-228328.79112409707,-236.3429742847272,-286.45948563093566,-338.18013629875725,-390.920098902927,-444.4164759530376,-498.5174031046998,-553.1234853014215,-608.164475735449,-236.3429742847272
146,-228328.79112409707,-237.5720671640405,-287.6690396451142,-339.37001610039033,-392.09016731204787,-445.56659392106195,-499.64742967748634,-554.2332775814407,-609.2538888430402,-237.5720671640405
147,-228328.79112409707,-238.8012273264813,-288.87879562725936,-340.56023439084277,-393.26071260384316,-446.71732907656246,-500.77821569243025,-555.3439735481257,-610.3443519126158,-238.8012273264813
148,-228328.79112409707,-240.03045386811146,-290.0887508516144,-341.7507865854452,-394.4317282966505,-447.86867300178477,-501.90975075552876,-556.455560789985,-611.4358504728363,-240.03045386811146
149,-228328.79112409707,-241.2597459100823,-291.2989026542265,-342.9416681990423,-395.6032080470531,-449.02061745701,-503.04202469170633,-557.5680271564706,-612.5283703564894,-241.2597459100823
150,-228328.79112409707,-242.48910258548358,-292.50924841881465,-344.1328748308428,-396.77514563368845,-450.17315436328204,-504.1750275264124,-558.6813607384228,-613.6218976797416,-242.48910258548358
151,-228328.79112409707,-243.7185230508768,-293.71978558735816,-345.3244021740297,-397.94753496583854,-451.3262758099562,-505.30874949209175,-559.7955498734178,-614.71641884633,-243.7185230508768
152,-228328.79112409707,-244.94800646873944,-294.9305116416248,-346.5162459963454,-399.1203700630385,-452.4799740332905,-506.44318100573446,-560.9105831222378,-615.8119205229101,-244.94800646873944
