bucket,H,T_count,max_log2_minus_left,T_at_max,left_log2,max_log2,left_reproduction_delta
gap_8001_12000,190,4000,-3.71016994904e-09,13949,-291.727849428,-291.727849431,-3.71016994904e-09
gap_1_4000,191,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,191,4000,-9.1463903118e-10,9949,-199.827781048,-199.827781049,-9.1463903118e-10
gap_8001_12000,191,4000,-2.82869905277e-09,13949,-292.959382023,-292.959382026,-2.82869905277e-09
gap_1_4000,192,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,192,4000,2.79072764897e-10,9949,-200.571690846,-200.571690846,2.79072764897e-10
gap_8001_12000,192,4000,-4.86295448354e-10,13949,-294.190954223,-294.190954224,-4.86295448354e-10
gap_1_4000,193,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,193,4000,-1.47025502883e-09,9949,-201.315639189,-201.315639191,-1.47025502883e-09
gap_8001_12000,193,4000,-5.19878540217e-09,13949,-295.422565614,-295.422565619,-5.19878540217e-09
gap_1_4000,194,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,194,4000,3.05504954667e-10,9949,-202.059625684,-202.059625683,3.05504954667e-10
gap_8001_12000,194,4000,-3.41975692209e-09,13949,-296.654215809,-296.654215812,-3.41975692209e-09
gap_1_4000,195,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,195,4000,-1.15815623758e-09,9949,-202.803649929,-202.80364993,-1.15815623758e-09
gap_8001_12000,195,4000,-3.2003981687e-09,13949,-297.885904407,-297.88590441,-3.2003981687e-09
gap_1_4000,196,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,196,4000,-1.01678665487e-09,9949,-203.547711544,-203.547711545,-1.01678665487e-09
gap_8001_12000,196,4000,-2.51014853347e-09,13949,-299.117631023,-299.117631025,-2.51014853347e-09
gap_1_4000,197,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,197,4000,-1.21806920106e-09,9949,-204.291810144,-204.291810146,-1.21806920106e-09
gap_8001_12000,197,4000,-4.62824800707e-09,13949,-300.349395272,-300.349395276,-4.62824800707e-09
gap_1_4000,198,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,198,4000,-1.6723902263e-09,9949,-205.035945355,-205.035945356,-1.6723902263e-09
gap_8001_12000,198,4000,-1.47321088662e-09,13949,-301.581196787,-301.581196788,-1.47321088662e-09
gap_1_4000,199,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,199,4000,-1.9213075575e-09,9949,-205.780116805,-205.780116807,-1.9213075575e-09
gap_8001_12000,199,4000,-1.64249058798e-09,13949,-302.813035188,-302.81303519,-1.64249058798e-09
gap_1_4000,200,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,200,4000,-1.59181468007e-09,9949,-206.524324132,-206.524324134,-1.59181468007e-09
gap_8001_12000,200,4000,-3.92327592635e-09,13949,-304.044910114,-304.044910117,-3.92327592635e-09
gap_1_4000,201,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,201,4000,-1.94972926693e-11,9949,-207.268566977,-207.268566977,-1.94972926693e-11
gap_8001_12000,201,4000,-1.97439931071e-09,13949,-305.27682121,-305.276821212,-1.97439931071e-09
gap_1_4000,202,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,202,4000,-7.72303110352e-10,9949,-208.012844982,-208.012844983,-7.72303110352e-10
gap_8001_12000,202,4000,-3.46847173205e-09,13949,-306.508768115,-306.508768119,-3.46847173205e-09
gap_1_4000,203,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,203,4000,-1.02579633676e-09,9949,-208.757157802,-208.757157803,-1.02579633676e-09
gap_8001_12000,203,4000,-4.26132373832e-09,13949,-307.740750485,-307.74075049,-4.26132373832e-09
gap_1_4000,204,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,204,4000,-1.03111119643e-09,9949,-209.501505092,-209.501505093,-1.03111119643e-09
gap_8001_12000,204,4000,-1.86321358342e-09,13949,-308.97276798,-308.972767981,-1.86321358342e-09
gap_1_4000,205,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,205,4000,-4.17855972046e-10,9949,-210.245886515,-210.245886516,-4.17855972046e-10
gap_8001_12000,205,4000,-1.27050725496e-09,13949,-310.204820254,-310.204820255,-1.27050725496e-09
gap_1_4000,206,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,206,4000,-4.2462033889e-10,9949,-210.990301736,-210.990301736,-4.2462033889e-10
gap_8001_12000,206,4000,-2.42954456553e-09,13949,-311.436906975,-311.436906977,-2.42954456553e-09
gap_1_4000,207,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,207,4000,5.91569460084e-10,9949,-211.734750428,-211.734750427,5.91569460084e-10
gap_8001_12000,207,4000,-2.42340547629e-09,13949,-312.669027818,-312.66902782,-2.42340547629e-09
gap_1_4000,208,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,208,4000,-1.4804015791e-09,9949,-212.479232262,-212.479232263,-1.4804015791e-09
gap_8001_12000,208,4000,-1.09889697342e-09,13949,-313.901182456,-313.901182457,-1.09889697342e-09
gap_1_4000,209,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,209,4000,-5.03774799654e-10,9949,-213.223746925,-213.223746925,-5.03774799654e-10
gap_8001_12000,209,4000,-7.00651980878e-10,13949,-315.133370571,-315.133370571,-7.00651980878e-10
gap_1_4000,210,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,210,4000,-5.0195581025e-10,9949,-213.968294098,-213.968294098,-5.0195581025e-10
gap_8001_12000,210,4000,-2.3414372663e-09,13949,-316.365591844,-316.365591846,-2.3414372663e-09
gap_1_4000,211,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,211,4000,-1.02872377283e-09,9949,-214.712873471,-214.712873472,-1.02872377283e-09
gap_8001_12000,211,4000,-1.66085101228e-09,13949,-317.59784597,-317.597845972,-1.66085101228e-09
gap_1_4000,212,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,212,4000,-2.7543478609e-10,9949,-215.45748474,-215.45748474,-2.7543478609e-10
gap_8001_12000,212,4000,-7.65282948123e-10,13949,-318.830132641,-318.830132642,-7.65282948123e-10
gap_1_4000,213,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,213,4000,-1.32311583911e-09,9949,-216.2021276,-216.202127601,-1.32311583911e-09
gap_8001_12000,213,4000,-1.51771928358e-09,13949,-320.062451554,-320.062451555,-1.51771928358e-09
gap_1_4000,214,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,214,4000,-1.20155618788e-09,9949,-216.946801756,-216.946801757,-1.20155618788e-09
gap_8001_12000,214,4000,-2.0828565539e-09,13949,-321.294802411,-321.294802413,-2.0828565539e-09
gap_1_4000,215,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,215,4000,-4.77257344755e-10,9949,-217.691506914,-217.691506914,-4.77257344755e-10
gap_8001_12000,215,4000,-6.43296971248e-10,13949,-322.527184922,-322.527184923,-6.43296971248e-10
gap_1_4000,216,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,216,4000,-1.9815900032e-09,9949,-218.436242782,-218.436242783,-1.9815900032e-09
gap_8001_12000,216,4000,-1.2194050214e-09,13949,-323.759598793,-323.759598794,-1.2194050214e-09
gap_1_4000,217,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,217,4000,-1.59946011991e-09,9949,-219.181009078,-219.181009079,-1.59946011991e-09
gap_8001_12000,217,4000,-3.82408416044e-09,13949,-324.992043739,-324.992043743,-3.82408416044e-09
gap_1_4000,218,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,218,4000,-5.87391468798e-10,9949,-219.925805519,-219.92580552,-5.87391468798e-10
gap_8001_12000,218,4000,-4.15212753069e-09,13949,-326.224519482,-326.224519486,-4.15212753069e-09
gap_1_4000,219,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,219,4000,-1.22139454106e-09,9949,-220.670631827,-220.670631828,-1.22139454106e-09
gap_8001_12000,219,4000,-1.86622628462e-09,13949,-327.457025745,-327.457025747,-1.86622628462e-09
gap_1_4000,220,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,220,4000,5.08066477778e-10,9949,-221.41548773,-221.415487729,5.08066477778e-10
gap_8001_12000,220,4000,-2.39640485233e-09,13949,-328.689562248,-328.689562251,-2.39640485233e-09
gap_1_4000,221,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,221,4000,-9.90922899291e-10,9949,-222.160372952,-222.160372953,-9.90922899291e-10
gap_8001_12000,221,4000,-2.01225702767e-09,13949,-329.922128726,-329.922128728,-2.01225702767e-09
gap_1_4000,222,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,222,4000,-1.31791466629e-09,9949,-222.905287232,-222.905287234,-1.31791466629e-09
gap_8001_12000,222,4000,-1.41295686262e-09,13949,-331.15472491,-331.154724912,-1.41295686262e-09
gap_1_4000,223,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,223,4000,-1.18177467812e-10,9949,-223.650230307,-223.650230307,-1.18177467812e-10
gap_8001_12000,223,4000,8.74990746524e-10,13949,-332.387350539,-332.387350538,8.74990746524e-10
gap_1_4000,224,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,224,4000,-4.82714312966e-10,9949,-224.395201914,-224.395201915,-4.82714312966e-10
gap_8001_12000,224,4000,-3.72403974325e-09,13949,-333.620005345,-333.620005349,-3.72403974325e-09
gap_1_4000,225,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,225,4000,-3.82328835258e-10,9949,-225.140201799,-225.140201799,-3.82328835258e-10
gap_8001_12000,225,4000,-9.680434232e-10,13949,-334.852689086,-334.852689087,-9.680434232e-10
gap_1_4000,226,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,226,4000,-3.74598130293e-11,9949,-225.885229708,-225.885229708,-3.74598130293e-11
gap_8001_12000,226,4000,-1.77732317752e-09,13949,-336.085401498,-336.0854015,-1.77732317752e-09
gap_1_4000,227,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,227,4000,-5.36601874046e-11,9949,-226.630285392,-226.630285392,-5.36601874046e-11
gap_8001_12000,227,4000,-1.33104549604e-09,13949,-337.318142336,-337.318142337,-1.33104549604e-09
gap_1_4000,228,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,228,4000,-9.64178070717e-10,9949,-227.375368605,-227.375368606,-9.64178070717e-10
gap_8001_12000,228,4000,-3.52088136424e-10,13949,-338.550911355,-338.550911355,-3.52088136424e-10
gap_1_4000,229,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,229,4000,-6.27011331744e-10,9949,-228.120479105,-228.120479105,-6.27011331744e-10
gap_8001_12000,229,4000,-1.88663307199e-09,13949,-339.783708306,-339.783708308,-1.88663307199e-09
gap_1_4000,230,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,230,4000,-9.06737795958e-10,9949,-228.86561665,-228.865616651,-9.06737795958e-10
gap_8001_12000,230,4000,-1.26556187752e-09,13949,-341.016532956,-341.016532958,-1.26556187752e-09
gap_1_4000,231,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,231,4000,-6.66233290758e-10,9949,-229.610781005,-229.610781006,-6.66233290758e-10
gap_8001_12000,231,4000,-2.42698661168e-09,13949,-342.249385064,-342.249385067,-2.42698661168e-09
gap_1_4000,232,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,232,4000,-8.19028400656e-10,9949,-230.355971935,-230.355971936,-8.19028400656e-10
gap_8001_12000,232,4000,-1.29296040541e-09,13949,-343.4822644,-343.482264401,-1.29296040541e-09
gap_1_4000,233,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,233,4000,-1.75052150553e-09,9949,-231.10118921,-231.101189211,-1.75052150553e-09
gap_8001_12000,233,4000,-2.19296225623e-09,13949,-344.715170729,-344.715170731,-2.19296225623e-09
gap_1_4000,234,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,234,4000,-9.59715862336e-10,9949,-231.846432602,-231.846432603,-9.59715862336e-10
gap_8001_12000,234,4000,2.73985278909e-10,13949,-345.948103828,-345.948103828,2.73985278909e-10
gap_1_4000,235,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,235,4000,-1.35787558975e-09,9949,-232.591701887,-232.591701888,-1.35787558975e-09
gap_8001_12000,235,4000,4.47414549853e-10,13949,-347.181063468,-347.181063467,4.47414549853e-10
gap_1_4000,236,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,236,4000,-3.55356633008e-10,9949,-233.336996842,-233.336996842,-3.55356633008e-10
gap_8001_12000,236,4000,-6.84565293341e-10,13949,-348.414049426,-348.414049427,-6.84565293341e-10
gap_1_4000,237,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,237,4000,-7.16170234227e-10,9949,-234.082317248,-234.082317248,-7.16170234227e-10
gap_8001_12000,237,4000,-1.54193458002e-09,13949,-349.647061486,-349.647061487,-1.54193458002e-09
gap_1_4000,238,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,238,4000,-8.07659716884e-10,9949,-234.827662887,-234.827662888,-8.07659716884e-10
gap_8001_12000,238,4000,-1.89578486243e-09,13949,-350.88009943,-350.880099432,-1.89578486243e-09
gap_1_4000,239,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,239,4000,-1.41326950143e-09,9949,-235.573033547,-235.573033548,-1.41326950143e-09
gap_8001_12000,239,4000,1.46656020661e-11,13949,-352.113163048,-352.113163047,1.46656020661e-11
gap_1_4000,240,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,240,4000,-9.22227627598e-10,9949,-236.318429016,-236.318429017,-9.22227627598e-10
gap_8001_12000,240,4000,-3.411059879e-09,13949,-353.346252119,-353.346252122,-3.411059879e-09
gap_1_4000,241,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,241,4000,2.00429894903e-10,9949,-237.063849087,-237.063849087,2.00429894903e-10
gap_8001_12000,241,4000,1.73474745679e-09,13949,-354.57936645,-354.579366448,1.73474745679e-09
gap_1_4000,242,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,242,4000,-1.45288936437e-09,9949,-237.809293551,-237.809293552,-1.45288936437e-09
gap_8001_12000,242,4000,4.84760676045e-10,13949,-355.812505819,-355.812505818,4.84760676045e-10
gap_1_4000,243,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,243,4000,-6.78511469232e-10,9949,-238.554762207,-238.554762208,-6.78511469232e-10
gap_8001_12000,243,4000,3.75109721062e-10,13949,-357.04567003,-357.04567003,3.75109721062e-10
gap_1_4000,244,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,244,4000,-3.81277232009e-10,9949,-239.300254853,-239.300254854,-3.81277232009e-10
gap_8001_12000,244,4000,-1.51493395606e-09,13949,-358.27885888,-358.278858882,-1.51493395606e-09
gap_1_4000,245,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,245,4000,-2.20694573727e-10,9949,-240.045771291,-240.045771291,-2.20694573727e-10
gap_8001_12000,245,4000,8.71182237461e-10,13949,-359.512072177,-359.512072176,8.71182237461e-10
gap_1_4000,246,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,246,4000,-1.52735424308e-09,9949,-240.791311323,-240.791311324,-1.52735424308e-09
gap_8001_12000,246,4000,-8.26560153655e-10,13949,-360.745309714,-360.745309715,-8.26560153655e-10
gap_1_4000,247,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,247,4000,-7.17079728929e-10,9949,-241.536874758,-241.536874758,-7.17079728929e-10
gap_8001_12000,247,4000,-3.7920244722e-10,13949,-361.978571305,-361.978571306,-3.7920244722e-10
gap_1_4000,248,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,248,4000,-1.17836407298e-10,9949,-242.282461403,-242.282461403,-1.17836407298e-10
gap_8001_12000,248,4000,-2.49309550782e-09,13949,-363.211856754,-363.211856757,-2.49309550782e-09
gap_1_4000,249,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,249,4000,-6.84167389409e-10,9949,-243.028071068,-243.028071068,-6.84167389409e-10
gap_8001_12000,249,4000,-4.01257693738e-10,13949,-364.445165879,-364.445165879,-4.01257693738e-10
gap_1_4000,250,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,250,4000,-8.58676685311e-10,9949,-243.773703567,-243.773703568,-8.58676685311e-10
gap_8001_12000,250,4000,-1.73633907252e-09,13949,-365.678498484,-365.678498486,-1.73633907252e-09
gap_1_4000,251,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,251,4000,-5.77159653403e-10,9949,-244.519358716,-244.519358716,-5.77159653403e-10
gap_8001_12000,251,4000,-1.19604237625e-09,13949,-366.91185439,-366.911854391,-1.19604237625e-09
gap_1_4000,252,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,252,4000,-6.3022298491e-10,9949,-245.265036331,-245.265036331,-6.3022298491e-10
gap_8001_12000,252,4000,-6.12544681644e-10,13949,-368.145233413,-368.145233414,-6.12544681644e-10
gap_1_4000,253,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,253,4000,-1.50595269588e-09,9949,-246.010736231,-246.010736233,-1.50595269588e-09
gap_8001_12000,253,4000,-9.15292730497e-10,13949,-369.378635372,-369.378635373,-9.15292730497e-10
gap_1_4000,254,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,254,4000,-1.79696257874e-09,9949,-246.75645824,-246.756458242,-1.79696257874e-09
gap_8001_12000,254,4000,-4.77712092106e-10,13949,-370.612060089,-370.61206009,-4.77712092106e-10
gap_1_4000,255,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,255,4000,-1.78022219188e-09,9949,-247.502202182,-247.502202183,-1.78022219188e-09
gap_8001_12000,255,4000,-7.78868525231e-10,13949,-371.845507388,-371.845507389,-7.78868525231e-10
gap_1_4000,256,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,256,4000,4.11262135458e-11,9949,-248.247967882,-248.247967882,4.11262135458e-11
gap_8001_12000,256,4000,-3.51315065927e-09,13949,-373.078977092,-373.078977096,-3.51315065927e-09
gap_1_4000,257,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,257,4000,-2.64122945737e-10,9949,-248.993755166,-248.993755167,-2.64122945737e-10
gap_8001_12000,257,4000,1.22781784739e-10,13949,-374.312469038,-374.312469038,1.22781784739e-10
gap_1_4000,258,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,258,4000,-1.60989088727e-09,9949,-249.739563865,-249.739563866,-1.60989088727e-09
gap_8001_12000,258,4000,8.22524270916e-11,13949,-375.545983046,-375.545983046,8.22524270916e-11
gap_1_4000,259,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,259,4000,-1.15886678032e-09,9949,-250.485393812,-250.485393813,-1.15886678032e-09
gap_8001_12000,259,4000,-2.19426965486e-09,13949,-376.77951895,-376.779518952,-2.19426965486e-09
gap_1_4000,260,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,260,4000,-1.14906129056e-09,9949,-251.231244839,-251.231244841,-1.14906129056e-09
gap_8001_12000,260,4000,-1.89481852431e-09,13949,-378.013076586,-378.013076588,-1.89481852431e-09
gap_1_4000,261,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,261,4000,-2.80493850369e-10,9949,-251.977116784,-251.977116785,-2.80493850369e-10
gap_8001_12000,261,4000,-2.0367565412e-09,13949,-379.246655789,-379.246655791,-2.0367565412e-09
gap_1_4000,262,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,262,4000,-3.22643245454e-10,9949,-252.723009482,-252.723009482,-3.22643245454e-10
gap_8001_12000,262,4000,-3.0379396776e-09,13949,-380.480256395,-380.480256398,-3.0379396776e-09
gap_1_4000,263,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,263,4000,8.54299742059e-10,9949,-253.468922774,-253.468922773,8.54299742059e-10
gap_8001_12000,263,4000,-2.65538346866e-09,13949,-381.713878245,-381.713878248,-2.65538346866e-09
gap_1_4000,264,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,264,4000,8.72546479513e-11,9949,-254.214856499,-254.214856499,8.72546479513e-11
gap_8001_12000,264,4000,-2.69352540272e-09,13949,-382.94752118,-382.947521183,-2.69352540272e-09
gap_1_4000,265,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,265,4000,-1.77035985871e-09,9949,-254.960810499,-254.960810501,-1.77035985871e-09
gap_8001_12000,265,4000,-9.93225057755e-10,13949,-384.181185044,-384.181185045,-9.93225057755e-10
gap_1_4000,266,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,266,4000,-5.94610582993e-10,9949,-255.706784625,-255.706784625,-5.94610582993e-10
gap_8001_12000,266,4000,-2.98615532301e-09,13949,-385.414869676,-385.414869679,-2.98615532301e-09
gap_1_4000,267,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,267,4000,1.68256519828e-10,9949,-256.452778718,-256.452778718,1.68256519828e-10
gap_8001_12000,267,4000,-2.41698216996e-09,13949,-386.648574929,-386.648574931,-2.41698216996e-09
gap_1_4000,268,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,268,4000,-2.19569074034e-09,9949,-257.198792624,-257.198792627,-2.19569074034e-09
gap_8001_12000,268,4000,-4.96282837048e-09,13949,-387.882300645,-387.88230065,-4.96282837048e-09
gap_1_4000,269,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,269,4000,-3.1536728784e-10,9949,-257.944826201,-257.944826202,-3.1536728784e-10
gap_8001_12000,269,4000,-4.51126425105e-09,13949,-389.116046681,-389.116046686,-4.51126425105e-09
gap_1_4000,270,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,270,4000,6.99856173014e-10,9949,-258.690879295,-258.690879294,6.99856173014e-10
gap_8001_12000,270,4000,-2.07143102671e-09,13949,-390.349812887,-390.349812889,-2.07143102671e-09
gap_1_4000,271,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,271,4000,-5.58770807402e-10,9949,-259.436951756,-259.436951757,-5.58770807402e-10
gap_8001_12000,271,4000,-1.92619609152e-09,13949,-391.583599111,-391.583599113,-1.92619609152e-09
gap_1_4000,272,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,272,4000,5.34782884642e-10,9949,-260.183043445,-260.183043445,5.34782884642e-10
gap_8001_12000,272,4000,-1.76345338332e-09,13949,-392.81740521,-392.817405211,-1.76345338332e-09
gap_1_4000,273,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,273,4000,5.94127413933e-10,9949,-260.929154215,-260.929154214,5.94127413933e-10
gap_8001_12000,273,4000,-1.36577682497e-09,13949,-394.051231041,-394.051231042,-1.36577682497e-09
gap_1_4000,274,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,274,4000,4.22915036324e-11,9949,-261.675283923,-261.675283923,4.22915036324e-11
gap_8001_12000,274,4000,-4.16190459873e-09,13949,-395.285076458,-395.285076462,-4.16190459873e-09
gap_1_4000,275,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,275,4000,-5.98959104536e-10,9949,-262.421432429,-262.42143243,-5.98959104536e-10
gap_8001_12000,275,4000,-3.04231662085e-09,13949,-396.518941328,-396.518941331,-3.04231662085e-09
gap_1_4000,276,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,276,4000,-1.50203049998e-09,9949,-263.167599595,-263.167599596,-1.50203049998e-09
gap_8001_12000,276,4000,-3.13366399496e-09,13949,-397.752825506,-397.752825509,-3.13366399496e-09
gap_1_4000,277,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,277,4000,-1.96274640984e-09,9949,-263.913785282,-263.913785284,-1.96274640984e-09
gap_8001_12000,277,4000,-1.46525280798e-09,13949,-398.986728858,-398.986728859,-1.46525280798e-09
gap_1_4000,278,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,278,4000,-1.05029585029e-09,9949,-264.659989357,-264.659989358,-1.05029585029e-09
gap_8001_12000,278,4000,-3.76331854568e-09,13949,-400.220651241,-400.220651245,-3.76331854568e-09
gap_1_4000,279,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,279,4000,-3.15310444421e-10,9949,-265.406211681,-265.406211682,-3.15310444421e-10
gap_8001_12000,279,4000,-3.35575123245e-09,13949,-401.454592528,-401.454592531,-3.35575123245e-09
gap_1_4000,280,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,280,4000,-5.59793988941e-10,9949,-266.152452122,-266.152452123,-5.59793988941e-10
gap_8001_12000,280,4000,-1.06001607492e-09,13949,-402.688552584,-402.688552585,-1.06001607492e-09
gap_1_4000,281,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,281,4000,-2.55198528976e-09,9949,-266.898710547,-266.89871055,-2.55198528976e-09
gap_8001_12000,281,4000,-2.0367565412e-09,13949,-403.922531273,-403.922531275,-2.0367565412e-09
gap_1_4000,282,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,282,4000,-1.34036781674e-09,9949,-267.64498683,-267.644986831,-1.34036781674e-09
gap_8001_12000,282,4000,-9.44680778048e-10,13949,-405.156528469,-405.15652847,-9.44680778048e-10
gap_1_4000,283,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,283,4000,-1.5855903257e-09,9949,-268.391280837,-268.391280839,-1.5855903257e-09
gap_8001_12000,283,4000,-1.08536823973e-09,13949,-406.39054404,-406.390544041,-1.08536823973e-09
gap_1_4000,284,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,284,4000,-3.92049059883e-10,9949,-269.137592444,-269.137592444,-3.92049059883e-10
gap_8001_12000,284,4000,-3.90633658753e-09,13949,-407.624577856,-407.62457786,-3.90633658753e-09
gap_1_4000,285,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,285,4000,2.0008883439e-11,9949,-269.883921521,-269.883921521,2.0008883439e-11
gap_8001_12000,285,4000,-4.62023308501e-09,13949,-408.858629796,-408.858629801,-4.62023308501e-09
gap_1_4000,286,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,286,4000,5.98220140091e-10,9949,-270.630267945,-270.630267944,5.98220140091e-10
gap_8001_12000,286,4000,-2.51498022408e-09,13949,-410.092699735,-410.092699738,-2.51498022408e-09
