bucket,H,T_count,max_log2_minus_left,T_at_max,left_log2,max_log2,left_reproduction_delta
gap_4001_8000,94,4000,-1.67156599673e-09,9949,-127.955964468,-127.955964469,-1.67156599673e-09
gap_8001_12000,94,4000,3.65929508916e-10,13949,-173.787402084,-173.787402084,3.65929508916e-10
gap_1_4000,95,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,95,4000,-1.12726183943e-09,9949,-128.692274573,-128.692274574,-1.12726183943e-09
gap_8001_12000,95,4000,-7.38452854421e-10,13949,-175.011311541,-175.011311541,-7.38452854421e-10
gap_1_4000,96,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,96,4000,-3.02549096887e-10,9949,-129.428741151,-129.428741151,-3.02549096887e-10
gap_8001_12000,96,4000,-2.47055709224e-09,13949,-176.235378118,-176.235378121,-2.47055709224e-09
gap_1_4000,97,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,97,4000,-3.33415073328e-10,9949,-130.165360988,-130.165360988,-3.33415073328e-10
gap_8001_12000,97,4000,-6.96985580362e-10,13949,-177.459598609,-177.45959861,-6.96985580362e-10
gap_1_4000,98,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,98,4000,-6.46338094157e-10,9949,-130.902130969,-130.90213097,-6.46338094157e-10
gap_8001_12000,98,4000,1.23358745441e-09,13949,-178.683969895,-178.683969894,1.23358745441e-09
gap_1_4000,99,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,99,4000,1.02917852018e-09,9949,-131.639048076,-131.639048075,1.02917852018e-09
gap_8001_12000,99,4000,-3.87936438528e-09,13949,-179.908488948,-179.908488952,-3.87936438528e-09
gap_1_4000,100,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,100,4000,-6.85332679495e-10,9949,-132.376109374,-132.376109375,-6.85332679495e-10
gap_8001_12000,100,4000,-2.57298893303e-09,13949,-181.13315285,-181.133152853,-2.57298893303e-09
gap_1_4000,101,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,101,4000,3.24121174344e-10,9949,-133.113312024,-133.113312023,3.24121174344e-10
gap_8001_12000,101,4000,-4.78701167594e-09,13949,-182.357958749,-182.357958754,-4.78701167594e-09
gap_1_4000,102,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,102,4000,-9.25069798541e-10,9949,-133.85065326,-133.850653261,-9.25069798541e-10
gap_8001_12000,102,4000,-2.10468442674e-09,13949,-183.582903891,-183.582903893,-2.10468442674e-09
gap_1_4000,103,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,103,4000,-1.84741111298e-12,9949,-134.588130407,-134.588130407,-1.84741111298e-12
gap_8001_12000,103,4000,-4.99841235069e-09,13949,-184.807985586,-184.807985591,-4.99841235069e-09
gap_1_4000,104,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,104,4000,3.44499540006e-10,9949,-135.325740857,-135.325740856,3.44499540006e-10
gap_8001_12000,104,4000,-1.33624666887e-09,13949,-186.03320124,-186.033201242,-1.33624666887e-09
gap_1_4000,105,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,105,4000,1.18333787213e-09,9949,-136.063482081,-136.06348208,1.18333787213e-09
gap_8001_12000,105,4000,-2.09837480725e-09,13949,-187.258548315,-187.258548317,-2.09837480725e-09
gap_1_4000,106,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,106,4000,-1.9761614567e-10,9949,-136.801351619,-136.801351619,-1.9761614567e-10
gap_8001_12000,106,4000,-4.76711647934e-09,13949,-188.484024353,-188.484024358,-4.76711647934e-09
gap_1_4000,107,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,107,4000,-7.90805643192e-10,9949,-137.539347083,-137.539347084,-7.90805643192e-10
gap_8001_12000,107,4000,-4.80986273033e-09,13949,-189.709626969,-189.709626974,-4.80986273033e-09
gap_1_4000,108,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,108,4000,-5.8628302213e-10,9949,-138.27746615,-138.27746615,-5.8628302213e-10
gap_8001_12000,108,4000,-3.68402197637e-09,13949,-190.935353838,-190.935353842,-3.68402197637e-09
gap_1_4000,109,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,109,4000,-7.68153540776e-10,9949,-139.015706557,-139.015706558,-7.68153540776e-10
gap_8001_12000,109,4000,-3.96343580178e-09,13949,-192.161202696,-192.1612027,-3.96343580178e-09
gap_1_4000,110,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,110,4000,-1.98036786969e-09,9949,-139.754066105,-139.754066107,-1.98036786969e-09
gap_8001_12000,110,4000,-3.48418893736e-09,13949,-193.387171348,-193.387171351,-3.48418893736e-09
gap_1_4000,111,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,111,4000,-2.84217094304e-12,9949,-140.492542659,-140.492542659,-2.84217094304e-12
gap_8001_12000,111,4000,-3.49305651071e-09,13949,-194.613257651,-194.613257654,-3.49305651071e-09
gap_1_4000,112,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,112,4000,-9.90098669718e-10,9949,-141.23113413,-141.231134131,-9.90098669718e-10
gap_8001_12000,112,4000,-2.01850980375e-09,13949,-195.839459525,-195.839459527,-2.01850980375e-09
gap_1_4000,113,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,113,4000,-3.97278654418e-10,9949,-141.969838493,-141.969838494,-3.97278654418e-10
gap_8001_12000,113,4000,-4.0020893266e-09,13949,-197.065774937,-197.065774941,-4.0020893266e-09
gap_1_4000,114,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,114,4000,-7.89242449173e-10,9949,-142.708653773,-142.708653774,-7.89242449173e-10
gap_8001_12000,114,4000,-2.51318965638e-09,13949,-198.292201919,-198.292201921,-2.51318965638e-09
gap_1_4000,115,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,115,4000,1.55608859131e-10,9949,-143.447578047,-143.447578047,1.55608859131e-10
gap_8001_12000,115,4000,-3.34117089551e-09,13949,-199.518738542,-199.518738546,-3.34117089551e-09
gap_1_4000,116,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,116,4000,-1.90362925423e-09,9949,-144.186609438,-144.18660944,-1.90362925423e-09
gap_8001_12000,116,4000,-2.74491185337e-09,13949,-200.745382936,-200.745382939,-2.74491185337e-09
gap_1_4000,117,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,117,4000,-9.55083123699e-10,9949,-144.925746126,-144.925746127,-9.55083123699e-10
gap_8001_12000,117,4000,-2.78549805444e-09,13949,-201.972133273,-201.972133276,-2.78549805444e-09
gap_1_4000,118,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,118,4000,-1.25800170281e-09,9949,-145.664986325,-145.664986326,-1.25800170281e-09
gap_8001_12000,118,4000,-2.39333530772e-09,13949,-203.198987774,-203.198987777,-2.39333530772e-09
gap_1_4000,119,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,119,4000,-4.39825953436e-10,9949,-146.404328304,-146.404328305,-4.39825953436e-10
gap_8001_12000,119,4000,-4.57447413282e-10,13949,-204.425944705,-204.425944706,-4.57447413282e-10
gap_1_4000,120,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,120,4000,-5.87732529311e-10,9949,-147.143770369,-147.143770369,-5.87732529311e-10
gap_8001_12000,120,4000,-4.8800075092e-10,13949,-205.65300237,-205.65300237,-4.8800075092e-10
gap_1_4000,121,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,121,4000,-3.54248186341e-10,9949,-147.883310869,-147.88331087,-3.54248186341e-10
gap_8001_12000,121,4000,-2.41726638706e-09,13949,-206.880159119,-206.880159121,-2.41726638706e-09
gap_1_4000,122,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,122,4000,-1.6645458345e-09,9949,-148.622948194,-148.622948196,-1.6645458345e-09
gap_8001_12000,122,4000,-1.5599539438e-09,13949,-208.107413346,-208.107413348,-1.5599539438e-09
gap_1_4000,123,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,123,4000,6.58474164084e-10,9949,-149.362680778,-149.362680777,6.58474164084e-10
gap_8001_12000,123,4000,-4.74986450172e-09,13949,-209.334763475,-209.334763479,-4.74986450172e-09
gap_1_4000,124,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,124,4000,1.89231741388e-10,9949,-150.102507081,-150.102507081,1.89231741388e-10
gap_8001_12000,124,4000,-2.29920260608e-09,13949,-210.562207981,-210.562207983,-2.29920260608e-09
gap_1_4000,125,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,125,4000,-1.11143094728e-09,9949,-150.842425608,-150.84242561,-1.11143094728e-09
gap_8001_12000,125,4000,-3.00144620269e-09,13949,-211.789745359,-211.789745362,-3.00144620269e-09
gap_1_4000,126,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,126,4000,-3.48023831975e-10,9949,-151.582434903,-151.582434903,-3.48023831975e-10
gap_8001_12000,126,4000,-1.20863319353e-09,13949,-213.017374155,-213.017374156,-1.20863319353e-09
gap_1_4000,127,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,127,4000,-1.37421807267e-09,9949,-152.322533534,-152.322533535,-1.37421807267e-09
gap_8001_12000,127,4000,-9.37774302656e-10,13949,-214.245092937,-214.245092938,-9.37774302656e-10
gap_1_4000,128,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,128,4000,5.99840177529e-10,9949,-153.062720112,-153.062720112,5.99840177529e-10
gap_8001_12000,128,4000,-2.64159893959e-09,13949,-215.472900312,-215.472900314,-2.64159893959e-09
gap_1_4000,129,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,129,4000,-9.45647116168e-10,9949,-153.802993271,-153.802993272,-9.45647116168e-10
gap_8001_12000,129,4000,-3.44650175066e-09,13949,-216.700794921,-216.700794925,-3.44650175066e-09
gap_1_4000,130,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,130,4000,-1.88595095096e-09,9949,-154.543351685,-154.543351686,-1.88595095096e-09
gap_8001_12000,130,4000,-3.28154214913e-09,13949,-217.928775436,-217.928775439,-3.28154214913e-09
gap_1_4000,131,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,131,4000,-1.93352889255e-09,9949,-155.283794053,-155.283794055,-1.93352889255e-09
gap_8001_12000,131,4000,-3.31681349053e-09,13949,-219.156840554,-219.156840558,-3.31681349053e-09
gap_1_4000,132,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,132,4000,-1.76476078195e-09,9949,-156.024319106,-156.024319108,-1.76476078195e-09
gap_8001_12000,132,4000,-3.99884925173e-09,13949,-220.384989006,-220.38498901,-3.99884925173e-09
gap_1_4000,133,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,133,4000,-1.66929225998e-09,9949,-156.764925602,-156.764925604,-1.66929225998e-09
gap_8001_12000,133,4000,-5.51978018848e-10,13949,-221.613219556,-221.613219556,-5.51978018848e-10
gap_1_4000,134,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,134,4000,-1.43680267684e-09,9949,-157.505612328,-157.505612329,-1.43680267684e-09
gap_8001_12000,134,4000,-4.52931203654e-09,13949,-222.841530976,-222.841530981,-4.52931203654e-09
gap_1_4000,135,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,135,4000,-9.69123448158e-10,9949,-158.246378095,-158.246378096,-9.69123448158e-10
gap_8001_12000,135,4000,-2.54931364907e-09,13949,-224.069922094,-224.069922097,-2.54931364907e-09
gap_1_4000,136,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,136,4000,-1.14940235107e-09,9949,-158.987221742,-158.987221743,-1.14940235107e-09
gap_8001_12000,136,4000,4.58811655335e-10,13949,-225.298391744,-225.298391744,4.58811655335e-10
gap_1_4000,137,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,137,4000,-8.5026385932e-10,9949,-159.728142135,-159.728142136,-8.5026385932e-10
gap_8001_12000,137,4000,-1.11586473395e-09,13949,-226.526938785,-226.526938786,-1.11586473395e-09
gap_1_4000,138,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,138,4000,-1.19490550787e-09,9949,-160.469138161,-160.469138162,-1.19490550787e-09
gap_8001_12000,138,4000,-1.72590830516e-09,13949,-227.755562111,-227.755562113,-1.72590830516e-09
gap_1_4000,139,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,139,4000,-4.72482497571e-10,9949,-161.210208736,-161.210208736,-4.72482497571e-10
gap_8001_12000,139,4000,-7.87167664384e-10,13949,-228.984260635,-228.984260636,-7.87167664384e-10
gap_1_4000,140,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,140,4000,-1.22645360534e-09,9949,-161.951352791,-161.951352792,-1.22645360534e-09
gap_8001_12000,140,4000,-2.37650965573e-09,13949,-230.213033289,-230.213033292,-2.37650965573e-09
gap_1_4000,141,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,141,4000,-1.71723968379e-10,9949,-162.69256929,-162.69256929,-1.71723968379e-10
gap_8001_12000,141,4000,-1.85337967196e-09,13949,-231.441879037,-231.441879039,-1.85337967196e-09
gap_1_4000,142,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,142,4000,-7.77077957537e-10,9949,-163.433857209,-163.43385721,-7.77077957537e-10
gap_8001_12000,142,4000,-1.21067955661e-09,13949,-232.670796857,-232.670796858,-1.21067955661e-09
gap_1_4000,143,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,143,4000,-1.40235556501e-09,9949,-164.175215551,-164.175215553,-1.40235556501e-09
gap_8001_12000,143,4000,-3.46403794538e-10,13949,-233.89978575,-233.89978575,-3.46403794538e-10
gap_1_4000,144,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,144,4000,-2.63554511548e-10,9949,-164.916643341,-164.916643341,-2.63554511548e-10
gap_8001_12000,144,4000,-1.45183776112e-09,13949,-235.128844737,-235.128844738,-1.45183776112e-09
gap_1_4000,145,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,145,4000,-8.40344682729e-10,9949,-165.658139617,-165.658139618,-8.40344682729e-10
gap_8001_12000,145,4000,-2.51162646236e-09,13949,-236.357972862,-236.357972865,-2.51162646236e-09
gap_1_4000,146,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,146,4000,-5.19094101037e-10,9949,-166.399703445,-166.399703446,-5.19094101037e-10
gap_8001_12000,146,4000,-2.46950548899e-09,13949,-237.587169189,-237.587169191,-2.46950548899e-09
gap_1_4000,147,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,147,4000,-5.11704456585e-10,9949,-167.141333904,-167.141333905,-5.11704456585e-10
gap_8001_12000,147,4000,-9.2461505119e-10,13949,-238.816432799,-238.8164328,-9.2461505119e-10
gap_1_4000,148,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,148,4000,-1.47736045619e-09,9949,-167.883030094,-167.883030095,-1.47736045619e-09
gap_8001_12000,148,4000,-1.44007117342e-09,13949,-240.045762788,-240.04576279,-1.44007117342e-09
gap_1_4000,149,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,149,4000,-2.22087237489e-10,9949,-168.624791134,-168.624791135,-2.22087237489e-10
gap_8001_12000,149,4000,-7.69631469666e-10,13949,-241.275158278,-241.275158279,-7.69631469666e-10
gap_1_4000,150,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,150,4000,-4.1666226025e-11,9949,-169.366616158,-169.366616158,-4.1666226025e-11
gap_8001_12000,150,4000,-8.65099991643e-10,13949,-242.504618401,-242.504618402,-8.65099991643e-10
gap_1_4000,151,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,151,4000,-1.3251906239e-09,9949,-170.108504318,-170.108504319,-1.3251906239e-09
gap_8001_12000,151,4000,-7.94017296357e-10,13949,-243.734142311,-243.734142312,-7.94017296357e-10
gap_1_4000,152,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,152,4000,-8.04504907137e-10,9949,-170.850454785,-170.850454786,-8.04504907137e-10
gap_8001_12000,152,4000,-1.15443299364e-09,13949,-244.963729176,-244.963729178,-1.15443299364e-09
gap_1_4000,153,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,153,4000,-3.85455223295e-10,9949,-171.592466743,-171.592466743,-3.85455223295e-10
gap_8001_12000,153,4000,-1.4095746792e-09,13949,-246.193378183,-246.193378185,-1.4095746792e-09
gap_1_4000,154,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,154,4000,-9.5954533208e-10,9949,-172.334539392,-172.334539393,-9.5954533208e-10
gap_8001_12000,154,4000,-9.40445943343e-10,13949,-247.423088533,-247.423088534,-9.40445943343e-10
gap_1_4000,155,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,155,4000,1.74765091288e-10,9949,-173.076671952,-173.076671952,1.74765091288e-10
gap_8001_12000,155,4000,-2.48184051088e-09,13949,-248.652859439,-248.652859442,-2.48184051088e-09
gap_1_4000,156,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,156,4000,-5.97424332227e-10,9949,-173.81886365,-173.818863651,-5.97424332227e-10
gap_8001_12000,156,4000,-2.87749912786e-09,13949,-249.882690137,-249.88269014,-2.87749912786e-09
gap_1_4000,157,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,157,4000,-1.2046257325e-09,9949,-174.561113735,-174.561113736,-1.2046257325e-09
gap_8001_12000,157,4000,-2.01936245503e-10,13949,-251.112579874,-251.112579875,-2.01936245503e-10
gap_1_4000,158,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,158,4000,-1.61170987667e-09,9949,-175.303421466,-175.303421468,-1.61170987667e-09
gap_8001_12000,158,4000,2.22286189455e-10,13949,-252.342527906,-252.342527906,2.22286189455e-10
gap_1_4000,159,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,159,4000,-1.10736664283e-09,9949,-176.045786119,-176.04578612,-1.10736664283e-09
gap_8001_12000,159,4000,-1.97502458832e-09,13949,-253.572533505,-253.572533507,-1.97502458832e-09
gap_1_4000,160,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,160,4000,-2.11883843804e-10,9949,-176.788206982,-176.788206982,-2.11883843804e-10
gap_8001_12000,160,4000,-8.91731133379e-10,13949,-254.802595967,-254.802595968,-8.91731133379e-10
gap_1_4000,161,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,161,4000,1.16671117212e-10,9949,-177.530683353,-177.530683353,1.16671117212e-10
gap_8001_12000,161,4000,-1.46269485413e-09,13949,-256.032714587,-256.032714589,-1.46269485413e-09
gap_1_4000,162,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,162,4000,-4.6156856115e-10,9949,-178.273214547,-178.273214547,-4.6156856115e-10
gap_8001_12000,162,4000,-1.18870957522e-09,13949,-257.262888681,-257.262888682,-1.18870957522e-09
gap_1_4000,163,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,163,4000,-3.55640850103e-10,9949,-179.015799891,-179.015799892,-3.55640850103e-10
gap_8001_12000,163,4000,1.3441763258e-09,13949,-258.493117577,-258.493117576,1.3441763258e-09
gap_1_4000,164,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,164,4000,5.1542770052e-10,9949,-179.758438725,-179.758438725,5.1542770052e-10
gap_8001_12000,164,4000,-1.77010406333e-09,13949,-259.723400606,-259.723400608,-1.77010406333e-09
gap_1_4000,165,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,165,4000,-1.86221882359e-09,9949,-180.501130395,-180.501130397,-1.86221882359e-09
gap_8001_12000,165,4000,-1.29648469738e-09,13949,-260.953737129,-260.95373713,-1.29648469738e-09
gap_1_4000,166,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,166,4000,-6.39232666799e-10,9949,-181.24387427,-181.243874271,-6.39232666799e-10
gap_8001_12000,166,4000,-1.93523419512e-09,13949,-262.184126501,-262.184126503,-1.93523419512e-09
gap_1_4000,167,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,167,4000,-6.16296347289e-10,9949,-181.986669719,-181.98666972,-6.16296347289e-10
gap_8001_12000,167,4000,-2.44125430982e-09,13949,-263.414568099,-263.414568102,-2.44125430982e-09
gap_1_4000,168,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,168,4000,2.57330157183e-10,9949,-182.72951613,-182.72951613,2.57330157183e-10
gap_8001_12000,168,4000,1.09497477752e-09,13949,-264.645061312,-264.645061311,1.09497477752e-09
gap_1_4000,169,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,169,4000,3.43391093338e-10,9949,-183.472412896,-183.472412895,3.43391093338e-10
gap_8001_12000,169,4000,-1.82751591637e-10,13949,-265.875605526,-265.875605526,-1.82751591637e-10
gap_1_4000,170,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,170,4000,8.3329609879e-10,9949,-184.215359424,-184.215359423,8.3329609879e-10
gap_8001_12000,170,4000,-1.93205096366e-09,13949,-267.106200151,-267.106200153,-1.93205096366e-09
gap_1_4000,171,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,171,4000,-1.84692794392e-09,9949,-184.958355129,-184.95835513,-1.84692794392e-09
gap_8001_12000,171,4000,2.34933850152e-10,13949,-268.33684461,-268.33684461,2.34933850152e-10
gap_1_4000,172,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,172,4000,-5.19520426678e-10,9949,-185.701399443,-185.701399443,-5.19520426678e-10
gap_8001_12000,172,4000,-2.90737034447e-09,13949,-269.56753832,-269.567538322,-2.90737034447e-09
gap_1_4000,173,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,173,4000,4.26325641456e-13,9949,-186.444491799,-186.444491799,4.26325641456e-13
gap_8001_12000,173,4000,-2.4020323508e-09,13949,-270.798280725,-270.798280728,-2.4020323508e-09
gap_1_4000,174,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,174,4000,-1.58493662639e-09,9949,-187.187631642,-187.187631644,-1.58493662639e-09
gap_8001_12000,174,4000,2.8592239687e-10,13949,-272.029071272,-272.029071272,2.8592239687e-10
gap_1_4000,175,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,175,4000,-2.68499888989e-10,9949,-187.930818433,-187.930818433,-2.68499888989e-10
gap_8001_12000,175,4000,7.46922523831e-10,13949,-273.259909412,-273.259909411,7.46922523831e-10
gap_1_4000,176,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,176,4000,-2.51989717981e-09,9949,-188.67405163,-188.674051633,-2.51989717981e-09
gap_8001_12000,176,4000,1.98485849978e-09,13949,-274.490794612,-274.49079461,1.98485849978e-09
gap_1_4000,177,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,177,4000,-2.10732764572e-09,9949,-189.417330715,-189.417330717,-2.10732764572e-09
gap_8001_12000,177,4000,-1.93540472537e-09,13949,-275.721726342,-275.721726344,-1.93540472537e-09
gap_1_4000,178,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,178,4000,-8.78543460203e-10,9949,-190.160655167,-190.160655168,-8.78543460203e-10
gap_8001_12000,178,4000,6.3619154389e-10,13949,-276.952704095,-276.952704094,6.3619154389e-10
gap_1_4000,179,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,179,4000,-2.53206167145e-09,9949,-190.904024474,-190.904024477,-2.53206167145e-09
gap_8001_12000,179,4000,-7.09860614734e-10,13949,-278.183727353,-278.183727353,-7.09860614734e-10
gap_1_4000,180,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,180,4000,-1.76669345819e-09,9949,-191.647438143,-191.647438145,-1.76669345819e-09
gap_8001_12000,180,4000,-9.32288912736e-10,13949,-279.41479562,-279.414795621,-9.32288912736e-10
gap_1_4000,181,4000,-3.5527136788e-15,5949,-20.0117348926,-20.0117348926,-3.5527136788e-15
gap_4001_8000,181,4000,-3.80254050469e-10,9949,-192.390895679,-192.390895679,-3.80254050469e-10
gap_8001_12000,181,4000,-2.61394461631e-09,13949,-280.645908402,-280.645908405,-2.61394461631e-09
gap_1_4000,182,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,182,4000,2.01765715246e-10,9949,-193.134396597,-193.134396596,2.01765715246e-10
gap_8001_12000,182,4000,-3.73177044821e-09,13949,-281.877065219,-281.877065223,-3.73177044821e-09
gap_1_4000,183,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,183,4000,2.75292677543e-10,9949,-193.877940421,-193.877940421,2.75292677543e-10
gap_8001_12000,183,4000,-3.6732785702e-09,13949,-283.108265593,-283.108265597,-3.6732785702e-09
gap_1_4000,184,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,184,4000,-9.54486267801e-10,9949,-194.621526684,-194.621526685,-9.54486267801e-10
gap_8001_12000,184,4000,-2.09047357203e-09,13949,-284.339509059,-284.339509061,-2.09047357203e-09
gap_1_4000,185,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,185,4000,-9.00968188944e-10,9949,-195.365154926,-195.365154927,-9.00968188944e-10
gap_8001_12000,185,4000,-5.52478240934e-09,13949,-285.570795148,-285.570795153,-5.52478240934e-09
gap_1_4000,186,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,186,4000,2.8242652661e-10,9949,-196.108824695,-196.108824694,2.8242652661e-10
gap_8001_12000,186,4000,-2.18597051571e-09,13949,-286.802123418,-286.80212342,-2.18597051571e-09
gap_1_4000,187,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,187,4000,1.65869096236e-10,9949,-196.852535542,-196.852535541,1.65869096236e-10
gap_8001_12000,187,4000,-2.68215671895e-09,13949,-288.033493415,-288.033493418,-2.68215671895e-09
gap_1_4000,188,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,188,4000,-4.7154458116e-10,9949,-197.596287028,-197.596287029,-4.7154458116e-10
gap_8001_12000,188,4000,-8.40827851789e-10,13949,-289.264904705,-289.264904705,-8.40827851789e-10
gap_1_4000,189,4000,3.5527136788e-15,5949,-20.0117348926,-20.0117348926,3.5527136788e-15
gap_4001_8000,189,4000,6.7862515607e-10,9949,-198.340078726,-198.340078725,6.7862515607e-10
gap_8001_12000,189,4000,-4.88387286168e-09,13949,-290.496356847,-290.496356852,-4.88387286168e-09
gap_1_4000,190,4000,0,5949,-20.0117348926,-20.0117348926,0
gap_4001_8000,190,4000,-7.13384906703e-11,9949,-199.083910204,-199.083910204,-7.13384906703e-11
