k,N,parity_n,parity_extra,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097184,1048608,32,0.106,222301,32,12,291,gf,420.467652,0.380154400988,-623.703003,-203.235352,-6.297944,1,-623.703059,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,292,gf,421.862994,0.380154400988,-625.791128,-203.928134,-6.297944,1,-625.791183,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,293,gf,423.258337,0.380154400988,-627.879293,-204.620956,-6.297944,1,-627.879344,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,294,gf,424.653679,0.380154400988,-629.967489,-205.313809,-6.297944,1,-629.967539,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,295,gf,426.049022,0.380154400988,-632.055718,-206.006696,-6.297944,1,-632.055770,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,296,gf,427.444365,0.380154400988,-634.143983,-206.699618,-6.297944,1,-634.144036,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,297,gf,428.839707,0.380154400988,-636.232281,-207.392574,-6.297944,1,-636.232336,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,298,gf,430.235050,0.380154400988,-638.320616,-208.085566,-6.297944,1,-638.320671,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,299,gf,431.630392,0.380154400988,-640.408988,-208.778596,-6.297944,1,-640.409041,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,300,gf,433.025735,0.380154400988,-642.497392,-209.471657,-6.297944,1,-642.497444,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,301,gf,434.421078,0.380154400988,-644.585829,-210.164751,-6.297944,1,-644.585882,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,302,gf,435.816420,0.380154400988,-646.674299,-210.857879,-6.297944,1,-646.674353,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,303,gf,437.211763,0.380154400988,-648.762802,-211.551039,-6.297944,1,-648.762857,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,304,gf,438.607105,0.380154400988,-650.851340,-212.244234,-6.297944,1,-650.851395,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,305,gf,440.002448,0.380154400988,-652.939912,-212.937464,-6.297944,1,-652.939966,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,306,gf,441.397791,0.380154400988,-655.028516,-213.630725,-6.297944,1,-655.028570,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,307,gf,442.793133,0.380154400988,-657.117152,-214.324019,-6.297944,1,-657.117206,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,308,gf,444.188476,0.380154400988,-659.205820,-215.017344,-6.297944,1,-659.205875,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,309,gf,445.583818,0.380154400988,-661.294520,-215.710702,-6.297944,1,-661.294576,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,310,gf,446.979161,0.380154400988,-663.383252,-216.404091,-6.297944,1,-663.383309,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,311,gf,448.374504,0.380154400988,-665.472017,-217.097513,-6.297944,1,-665.472074,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,312,gf,449.769846,0.380154400988,-667.560814,-217.790968,-6.297944,1,-667.560871,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,313,gf,451.165189,0.380154400988,-669.649642,-218.484453,-6.297944,1,-669.649699,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,314,gf,452.560531,0.380154400988,-671.738501,-219.177970,-6.297944,1,-671.738558,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,315,gf,453.955874,0.380154400988,-673.827391,-219.871517,-6.297944,1,-673.827448,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,316,gf,455.351217,0.380154400988,-675.916311,-220.565095,-6.297944,1,-675.916370,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,317,gf,456.746559,0.380154400988,-678.005263,-221.258703,-6.297944,1,-678.005321,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,318,gf,458.141902,0.380154400988,-680.094245,-221.952343,-6.297944,1,-680.094304,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,319,gf,459.537244,0.380154400988,-682.183258,-222.646013,-6.297944,1,-682.183317,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,320,gf,460.932587,0.380154400988,-684.272301,-223.339714,-6.297944,1,-684.272360,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,321,gf,462.327930,0.380154400988,-686.361373,-224.033443,-6.297944,1,-686.361433,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,322,gf,463.723272,0.380154400988,-688.450475,-224.727203,-6.297944,1,-688.450535,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,323,gf,465.118615,0.380154400988,-690.539607,-225.420992,-6.297944,1,-690.539668,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,324,gf,466.513957,0.380154400988,-692.628768,-226.114811,-6.297944,1,-692.628829,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,325,gf,467.909300,0.380154400988,-694.717959,-226.808659,-6.297944,1,-694.718020,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,326,gf,469.304643,0.380154400988,-696.807179,-227.502537,-6.297944,1,-696.807241,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,327,gf,470.699985,0.380154400988,-698.896428,-228.196443,-6.297944,1,-698.896490,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,328,gf,472.095328,0.380154400988,-700.985705,-228.890378,-6.297944,1,-700.985768,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,329,gf,473.490670,0.380154400988,-703.075012,-229.584341,-6.297944,1,-703.075074,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,330,gf,474.886013,0.380154400988,-705.164346,-230.278333,-6.297944,1,-705.164409,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,331,gf,476.281356,0.380154400988,-707.253709,-230.972353,-6.297944,1,-707.253772,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,332,gf,477.676698,0.380154400988,-709.343100,-231.666401,-6.297944,1,-709.343164,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,333,gf,479.072041,0.380154400988,-711.432519,-232.360478,-6.297944,1,-711.432583,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,334,gf,480.467383,0.380154400988,-713.521965,-233.054582,-6.297944,1,-713.522030,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,335,gf,481.862726,0.380154400988,-715.611440,-233.748714,-6.297944,1,-715.611505,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,336,gf,483.258069,0.380154400988,-717.700941,-234.442873,-6.297944,1,-717.701007,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,337,gf,484.653411,0.380154400988,-719.790470,-235.137059,-6.297944,1,-719.790536,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,338,gf,486.048754,0.380154400988,-721.880027,-235.831273,-6.297944,1,-721.880093,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,339,gf,487.444096,0.380154400988,-723.969610,-236.525514,-6.297944,1,-723.969677,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,340,gf,488.839439,0.380154400988,-726.059220,-237.219781,-6.297944,1,-726.059287,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,341,gf,490.234782,0.380154400988,-728.148857,-237.914076,-6.297944,1,-728.148924,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,342,gf,491.630124,0.380154400988,-730.238521,-238.608396,-6.297944,1,-730.238588,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,343,gf,493.025467,0.380154400988,-732.328211,-239.302744,-6.297944,1,-732.328279,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,344,gf,494.420810,0.380154400988,-734.417927,-239.997117,-6.297944,1,-734.417995,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,345,gf,495.816152,0.380154400988,-736.507669,-240.691517,-6.297944,1,-736.507738,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,346,gf,497.211495,0.380154400988,-738.597437,-241.385943,-6.297944,1,-738.597507,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,347,gf,498.606837,0.380154400988,-740.687232,-242.080394,-6.297944,1,-740.687301,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,348,gf,500.002180,0.380154400988,-742.777051,-242.774872,-6.297944,1,-742.777122,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,349,gf,501.397523,0.380154400988,-744.866897,-243.469374,-6.297944,1,-744.866967,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,350,gf,502.792865,0.380154400988,-746.956768,-244.163903,-6.297944,1,-746.956839,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,351,gf,504.188208,0.380154400988,-749.046664,-244.858456,-6.297944,1,-749.046735,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,352,gf,505.583550,0.380154400988,-751.136585,-245.553035,-6.297944,1,-751.136657,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,353,gf,506.978893,0.380154400988,-753.226532,-246.247639,-6.297944,1,-753.226604,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,354,gf,508.374236,0.380154400988,-755.316503,-246.942268,-6.297944,1,-755.316576,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,355,gf,509.769578,0.380154400988,-757.406499,-247.636921,-6.297944,1,-757.406572,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,356,gf,511.164921,0.380154400988,-759.496520,-248.331599,-6.297944,1,-759.496593,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,357,gf,512.560263,0.380154400988,-761.586565,-249.026302,-6.297944,1,-761.586639,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,358,gf,513.955606,0.380154400988,-763.676635,-249.721029,-6.297944,1,-763.676709,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,359,gf,515.350949,0.380154400988,-765.766729,-250.415780,-6.297944,1,-765.766803,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,360,gf,516.746291,0.380154400988,-767.856847,-251.110555,-6.297944,1,-767.856922,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,361,gf,518.141634,0.380154400988,-769.946989,-251.805355,-6.297944,1,-769.947064,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,362,gf,519.536976,0.380154400988,-772.037154,-252.500178,-6.297944,1,-772.037230,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,363,gf,520.932319,0.380154400988,-774.127344,-253.195025,-6.297944,1,-774.127420,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,364,gf,522.327662,0.380154400988,-776.217557,-253.889896,-6.297944,1,-776.217634,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,365,gf,523.723004,0.380154400988,-778.307794,-254.584790,-6.297944,1,-778.307871,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,366,gf,525.118347,0.380154400988,-780.398054,-255.279708,-6.297944,1,-780.398132,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,367,gf,526.513689,0.380154400988,-782.488338,-255.974648,-6.297944,1,-782.488416,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,368,gf,527.909032,0.380154400988,-784.578644,-256.669612,-6.297944,1,-784.578723,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,369,gf,529.304375,0.380154400988,-786.668974,-257.364599,-6.297944,1,-786.669053,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,370,gf,530.690380,0.39303314505,-788.759326,-258.068947,-6.297944,1,-788.759406,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,371,gf,532.037657,0.39303314505,-790.849702,-258.812045,-6.297944,1,-790.849782,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,372,gf,533.384934,0.39303314505,-792.940100,-259.555166,-6.297944,1,-792.940180,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,373,gf,534.732211,0.39303314505,-795.030520,-260.298309,-6.297944,1,-795.030601,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,374,gf,536.079488,0.39303314505,-797.120964,-261.041475,-6.297944,1,-797.121045,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,375,gf,537.426765,0.39303314505,-799.211429,-261.784664,-6.297944,1,-799.211511,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,376,gf,538.774043,0.39303314505,-801.301917,-262.527874,-6.297944,1,-801.301999,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,377,gf,540.121320,0.39303314505,-803.392427,-263.271107,-6.297944,1,-803.392509,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,378,gf,541.468597,0.39303314505,-805.482958,-264.014362,-6.297944,1,-805.483041,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,379,gf,542.815874,0.39303314505,-807.573512,-264.757638,-6.297944,1,-807.573596,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,380,gf,544.163151,0.39303314505,-809.664088,-265.500937,-6.297944,1,-809.664172,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,381,gf,545.510428,0.39303314505,-811.754685,-266.244257,-6.297944,1,-811.754769,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,382,gf,546.857705,0.39303314505,-813.845304,-266.987599,-6.297944,1,-813.845389,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,383,gf,548.204982,0.39303314505,-815.935944,-267.730962,-6.297944,1,-815.936030,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,384,gf,549.552259,0.39303314505,-818.026606,-268.474347,-6.297944,1,-818.026692,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,385,gf,550.899537,0.39303314505,-820.117289,-269.217753,-6.297944,1,-820.117375,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,386,gf,552.246814,0.39303314505,-822.207994,-269.961180,-6.297944,1,-822.208080,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,387,gf,553.594091,0.39303314505,-824.298719,-270.704628,-6.297944,1,-824.298806,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,388,gf,554.941368,0.39303314505,-826.389465,-271.448098,-6.297944,1,-826.389553,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,389,gf,556.288645,0.39303314505,-828.480233,-272.191588,-6.297944,1,-828.480321,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,390,gf,557.635922,0.39303314505,-830.571021,-272.935099,-6.297944,1,-830.571109,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,391,gf,558.983199,0.39303314505,-832.661829,-273.678630,-6.297944,1,-832.661918,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,392,gf,560.330476,0.39303314505,-834.752659,-274.422182,-6.297944,1,-834.752748,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,393,gf,561.677753,0.39303314505,-836.843509,-275.165755,-6.297944,1,-836.843598,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,394,gf,563.025031,0.39303314505,-838.934379,-275.909348,-6.297944,1,-838.934469,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,395,gf,564.372308,0.39303314505,-841.025270,-276.652962,-6.297944,1,-841.025360,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,396,gf,565.719585,0.39303314505,-843.116180,-277.396596,-6.297944,1,-843.116272,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,397,gf,567.066862,0.39303314505,-845.207111,-278.140249,-6.297944,1,-845.207203,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,398,gf,568.414139,0.39303314505,-847.298062,-278.883923,-6.297944,1,-847.298154,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,399,gf,569.761416,0.39303314505,-849.389033,-279.627617,-6.297944,1,-849.389126,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,400,gf,571.108693,0.39303314505,-851.480024,-280.371331,-6.297944,1,-851.480117,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,401,gf,572.455970,0.39303314505,-853.571034,-281.115064,-6.297944,1,-853.571128,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,402,gf,573.803247,0.39303314505,-855.662065,-281.858817,-6.297944,1,-855.662159,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,403,gf,575.150525,0.39303314505,-857.753114,-282.602590,-6.297944,1,-857.753209,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,404,gf,576.497802,0.39303314505,-859.844184,-283.346382,-6.297944,1,-859.844279,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,405,gf,577.845079,0.39303314505,-861.935272,-284.090193,-6.297944,1,-861.935368,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,406,gf,579.192356,0.39303314505,-864.026380,-284.834024,-6.297944,1,-864.026476,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,407,gf,580.539633,0.39303314505,-866.117507,-285.577874,-6.297944,1,-866.117604,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,408,gf,581.886910,0.39303314505,-868.208654,-286.321744,-6.297944,1,-868.208751,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,409,gf,583.234187,0.39303314505,-870.299819,-287.065632,-6.297944,1,-870.299917,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,410,gf,584.581464,0.39303314505,-872.391004,-287.809539,-6.297944,1,-872.391102,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,411,gf,585.928741,0.39303314505,-874.482207,-288.553465,-6.297944,1,-874.482305,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,412,gf,587.276019,0.39303314505,-876.573429,-289.297410,-6.297944,1,-876.573528,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,413,gf,588.623296,0.39303314505,-878.664670,-290.041374,-6.297944,1,-878.664769,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,414,gf,589.970573,0.39303314505,-880.755929,-290.785357,-6.297944,1,-880.756029,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,415,gf,591.317850,0.39303314505,-882.847207,-291.529358,-6.297944,1,-882.847308,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,416,gf,592.665127,0.39303314505,-884.938504,-292.273377,-6.297944,1,-884.938605,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,417,gf,594.012404,0.39303314505,-887.029819,-293.017415,-6.297944,1,-887.029920,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,418,gf,595.359681,0.39303314505,-889.121152,-293.761471,-6.297944,1,-889.121254,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,419,gf,596.706958,0.39303314505,-891.212504,-294.505545,-6.297944,1,-891.212606,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,420,gf,598.054235,0.39303314505,-893.303874,-295.249638,-6.297944,1,-893.303976,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,421,gf,599.401513,0.39303314505,-895.395261,-295.993749,-6.297944,1,-895.395365,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,422,gf,600.748790,0.39303314505,-897.486667,-296.737878,-6.297944,1,-897.486771,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,423,gf,602.096067,0.39303314505,-899.578091,-297.482024,-6.297944,1,-899.578195,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,424,gf,603.443344,0.39303314505,-901.669533,-298.226189,-6.297944,1,-901.669638,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,425,gf,604.790621,0.39303314505,-903.760992,-298.970371,-6.297944,1,-903.761097,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,426,gf,606.137898,0.39303314505,-905.852469,-299.714571,-6.297944,1,-905.852575,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,427,gf,607.485175,0.39303314505,-907.943964,-300.458789,-6.297944,1,-907.944070,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,428,gf,608.832452,0.39303314505,-910.035476,-301.203024,-6.297944,1,-910.035583,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,429,gf,610.179729,0.39303314505,-912.127006,-301.947277,-6.297944,1,-912.127114,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,430,gf,611.527007,0.39303314505,-914.218554,-302.691547,-6.297944,1,-914.218661,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,431,gf,612.874284,0.39303314505,-916.310118,-303.435834,-6.297944,1,-916.310227,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,432,gf,614.221561,0.39303314505,-918.401700,-304.180139,-6.297944,1,-918.401809,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,433,gf,615.568838,0.39303314505,-920.493299,-304.924461,-6.297944,1,-920.493409,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,434,gf,616.916115,0.39303314505,-922.584916,-305.668800,-6.297944,1,-922.585026,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,435,gf,618.263392,0.39303314505,-924.676549,-306.413157,-6.297944,1,-924.676659,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,436,gf,619.610669,0.39303314505,-926.768199,-307.157530,-6.297944,1,-926.768310,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,437,gf,620.957946,0.39303314505,-928.859867,-307.901920,-6.297944,1,-928.859978,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,438,gf,622.305224,0.39303314505,-930.951551,-308.646327,-6.297944,1,-930.951663,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,439,gf,623.652501,0.39303314505,-933.043252,-309.390751,-6.297944,1,-933.043364,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,440,gf,624.999778,0.39303314505,-935.134969,-310.135192,-6.297944,1,-935.135082,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,441,gf,626.347055,0.39303314505,-937.226704,-310.879649,-6.297944,1,-937.226817,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,442,gf,627.694332,0.39303314505,-939.318455,-311.624123,-6.297944,1,-939.318569,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,443,gf,629.041609,0.39303314505,-941.410222,-312.368613,-6.297944,1,-941.410337,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,444,gf,630.388886,0.39303314505,-943.502006,-313.113120,-6.297944,1,-943.502121,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,445,gf,631.736163,0.39303314505,-945.593806,-313.857643,-6.297944,1,-945.593922,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,446,gf,633.083440,0.39303314505,-947.685623,-314.602182,-6.297944,1,-947.685739,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,447,gf,634.430718,0.39303314505,-949.777456,-315.346738,-6.297944,1,-949.777573,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,448,gf,635.777995,0.39303314505,-951.869305,-316.091310,-6.297944,1,-951.869422,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,449,gf,637.125272,0.39303314505,-953.961170,-316.835898,-6.297944,1,-953.961288,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,450,gf,638.472549,0.39303314505,-956.053052,-317.580503,-6.297944,1,-956.053170,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,451,gf,639.819826,0.39303314505,-958.144949,-318.325123,-6.297944,1,-958.145068,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,452,gf,641.167103,0.39303314505,-960.236862,-319.069759,-6.297944,1,-960.236982,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,453,gf,642.514380,0.39303314505,-962.328791,-319.814411,-6.297944,1,-962.328911,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,454,gf,643.861657,0.39303314505,-964.420736,-320.559079,-6.297944,1,-964.420857,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,455,gf,645.208934,0.39303314505,-966.512697,-321.303763,-6.297944,1,-966.512818,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,456,gf,646.556212,0.39303314505,-968.604674,-322.048462,-6.297944,1,-968.604796,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,457,gf,647.903489,0.39303314505,-970.696666,-322.793177,-6.297944,1,-970.696788,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,458,gf,649.250766,0.39303314505,-972.788674,-323.537908,-6.297944,1,-972.788797,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,459,gf,650.598043,0.39303314505,-974.880697,-324.282654,-6.297944,1,-974.880820,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,460,gf,651.945320,0.39303314505,-976.972736,-325.027416,-6.297944,1,-976.972860,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,461,gf,653.292597,0.39303314505,-979.064790,-325.772193,-6.297944,1,-979.064915,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,462,gf,654.639874,0.39303314505,-981.156860,-326.516986,-6.297944,1,-981.156985,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,463,gf,655.987151,0.39303314505,-983.248945,-327.261793,-6.297944,1,-983.249070,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,464,gf,657.334428,0.39303314505,-985.341045,-328.006616,-6.297944,1,-985.341171,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,465,gf,658.681706,0.39303314505,-987.433160,-328.751455,-6.297944,1,-987.433287,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,466,gf,660.028983,0.39303314505,-989.525291,-329.496308,-6.297944,1,-989.525418,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,467,gf,661.376260,0.39303314505,-991.617436,-330.241176,-6.297944,1,-991.617564,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,468,gf,662.723537,0.39303314505,-993.709597,-330.986060,-6.297944,1,-993.709725,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,469,gf,664.070814,0.39303314505,-995.801772,-331.730958,-6.297944,1,-995.801901,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,470,gf,665.418091,0.39303314505,-997.893963,-332.475872,-6.297944,1,-997.894092,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,471,gf,666.765368,0.39303314505,-999.986168,-333.220800,-6.297944,1,-999.986298,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,472,gf,668.112645,0.39303314505,-1002.078388,-333.965743,-6.297944,1,-1002.078519,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,473,gf,669.459922,0.39303314505,-1004.170623,-334.710700,-6.297944,1,-1004.170754,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,474,gf,670.807200,0.39303314505,-1006.262872,-335.455673,-6.297944,1,-1006.263004,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,475,gf,672.154477,0.39303314505,-1008.355137,-336.200660,-6.297944,1,-1008.355269,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,476,gf,673.501754,0.39303314505,-1010.447415,-336.945662,-6.297944,1,-1010.447548,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,477,gf,674.849031,0.39303314505,-1012.539709,-337.690678,-6.297944,1,-1012.539842,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,478,gf,676.196308,0.39303314505,-1014.632016,-338.435708,-6.297944,1,-1014.632150,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,479,gf,677.543585,0.39303314505,-1016.724339,-339.180754,-6.297944,1,-1016.724473,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,480,gf,678.890862,0.39303314505,-1018.816675,-339.925813,-6.297944,1,-1018.816810,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,481,gf,680.238139,0.39303314505,-1020.909026,-340.670887,-6.297944,1,-1020.909162,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,482,gf,681.585416,0.39303314505,-1023.001392,-341.415975,-6.297944,1,-1023.001528,blocked
