k,N,parity_n,parity_extra,delta,d,sigma,offset,h,outer_source,outer_log2,outer_z,inner_log2,term_log2,cum_log2,best_r,best_piece_log2,survivor_only_sum
1048576,2097184,1048608,32,0.106,222301,32,12,483,gf,682.932694,0.39303314505,-1025.093771,-342.161077,-6.297944,1,-1025.093908,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,484,gf,684.279971,0.39303314505,-1027.186165,-342.906194,-6.297944,1,-1027.186302,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,485,gf,685.627248,0.39303314505,-1029.278572,-343.651325,-6.297944,1,-1029.278710,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,486,gf,686.974525,0.39303314505,-1031.370994,-344.396469,-6.297944,1,-1031.371133,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,487,gf,688.321802,0.39303314505,-1033.463430,-345.141628,-6.297944,1,-1033.463569,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,488,gf,689.669079,0.39303314505,-1035.555880,-345.886801,-6.297944,1,-1035.556020,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,489,gf,691.016356,0.39303314505,-1037.648344,-346.631988,-6.297944,1,-1037.648484,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,490,gf,692.363633,0.39303314505,-1039.740822,-347.377188,-6.297944,1,-1039.740962,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,491,gf,693.710910,0.39303314505,-1041.833313,-348.122403,-6.297944,1,-1041.833455,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,492,gf,695.058188,0.39303314505,-1043.925818,-348.867631,-6.297944,1,-1043.925960,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,493,gf,696.405465,0.39303314505,-1046.018338,-349.612873,-6.297944,1,-1046.018480,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,494,gf,697.752742,0.39303314505,-1048.110870,-350.358129,-6.297944,1,-1048.111014,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,495,gf,699.100019,0.39303314505,-1050.203417,-351.103398,-6.297944,1,-1050.203561,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,496,gf,700.447296,0.39303314505,-1052.295977,-351.848681,-6.297944,1,-1052.296121,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,497,gf,701.794573,0.39303314505,-1054.388550,-352.593977,-6.297944,1,-1054.388695,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,498,gf,703.141850,0.39303314505,-1056.481138,-353.339287,-6.297944,1,-1056.481283,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,499,gf,704.489127,0.39303314505,-1058.573738,-354.084611,-6.297944,1,-1058.573884,blocked
1048576,2097184,1048608,32,0.106,222301,32,12,500,gf,705.836404,0.39303314505,-1060.666352,-354.829948,-6.297944,1,-1060.666499,blocked
