band0_weight,band1_weight,count
7,8,1865465245
7,9,7254494597
7,10,24665201572
7,11,73995115176
7,12,197320768419
7,13,470534661099
7,14,1008288088810
7,15,1949357939512
7,16,3411373135664
7,17,5418062672795
7,18,7826095174610
7,19,10297494505707
7,20,12356994918535
7,21,13533850938355
7,22,13533846634124
7,23,12356984702076
7,24,10297489263378
7,25,7826099884403
7,26,5418066915212
7,27,3411373522511
7,28,1949358108565
7,29,1008287051537
7,30,470534079526
7,31,197321508348
7,32,73995241637
7,33,24664993350
7,34,7254420627
7,35,1865435244
7,36,414524424
7,37,78433183
7,38,12382727
7,39,1586199
7,40,158661
7,41,11716
7,42,568
7,43,17
8,0,43
8,1,2373
8,2,50999
8,3,692956
8,4,6943553
8,5,54169414
8,6,343098753
8,7,1813566647
8,8,8161430427
8,9,31738418735
8,10,107909942791
8,11,323728628409
8,12,863278257564
8,13,2058589100478
8,14,4411260057610
8,15,8528437744670
8,16,14924763895896
8,17,23704034123902
8,18,34239165148025
8,19,45051535786603
8,20,54061837582201
8,21,59210573440359
8,22,59210583112573
8,23,54061846082899
8,24,45051532000077
8,25,34239166172469
8,26,23704034567640
8,27,14924759830678
8,28,8528439030282
8,29,4411260079532
8,30,2058587071832
8,31,863279387776
8,32,323729721791
8,33,107909923363
8,34,31738131850
8,35,8161277407
8,36,1813612976
8,37,343109913
8,38,54179856
8,39,6943400
8,40,693958
8,41,51078
8,42,2423
8,43,59
9,0,195
9,1,9057
9,2,191397
9,3,2622760
9,4,26236991
9,5,204664925
9,6,1296197654
9,7,6851545441
9,8,30831188048
9,9,119899427156
9,10,407658920009
9,11,1222979709138
9,12,3261275974719
9,13,7776886723171
9,14,16664764415632
9,15,32218536301573
9,16,56382438359828
9,17,89548585072232
9,18,129347956937071
9,19,170194679073453
9,20,204233595456303
9,21,223684413584671
9,22,223684429551250
9,23,204233628516659
9,24,170194691507660
9,25,129347939897428
9,26,89548576304089
9,27,56382441756293
9,28,32218532075129
9,29,16664764247925
9,30,7776890968196
9,31,3261274459255
9,32,1222977805373
9,33,407659476843
9,34,119900294852
9,35,30831411919
9,36,6851448954
9,37,1296193804
9,38,204656292
9,39,26239536
9,40,2626352
9,41,191684
9,42,9126
9,43,197
10,0,679
10,1,30390
10,2,633811
10,3,8664014
10,4,86594791
10,5,675397589
10,6,4277588199
10,7,22609761982
10,8,101743231118
10,9,395669147209
10,10,1345275043988
10,11,4035832067804
10,12,10762213581978
10,13,25663726711989
10,14,54993710219751
10,15,106321170721420
10,16,186062053649042
10,17,295510329628302
10,18,426848241043575
10,19,561642416308389
10,20,673970903445767
10,21,738158640864914
10,22,738158631750752
10,23,673970888406451
10,24,561642418235689
10,25,426848234791529
10,26,295510319117766
10,27,186062068386942
10,28,106321174600076
10,29,54993709409109
10,30,25663734221187
10,31,10762208974890
10,32,4035827174417
10,33,1345276332222
10,34,395669747684
10,35,101743352939
10,36,22609771964
10,37,4277530335
10,38,675367583
10,39,86590953
10,40,8662831
10,41,632828
10,42,30248
10,43,696
11,0,1983
11,1,87549
11,2,1843389
11,3,25187954
11,4,251902257
11,5,1964803265
11,6,12443598228
11,7,65773283247
11,8,295982411634
11,9,1151039733005
11,10,3913531701064
11,11,11740587858449
11,12,31308248641832
11,13,74658137471512
11,14,159981690817776
11,15,309297954077876
11,16,541271434082930
11,17,859666405619206
11,18,1241740352409390
11,19,1633868839425780
11,20,1960642655837370
11,21,2147370554443570
11,22,2147370538902856
11,23,1960642622128370
11,24,1633868811577632
11,25,1241740356571758
11,26,859666420118500
11,27,541271435510450
11,28,309297965371984
11,29,159981694374352
11,30,74658127256656
11,31,31308250468228
11,32,11740594055719
11,33,3913530775469
11,34,1151036419485
11,35,295981604930
11,36,65773780509
11,37,12443612069
11,38,1964799076
11,39,251918503
11,40,25183126
11,41,1843541
11,42,87756
11,43,2069
12,0,5364
12,1,226492
12,2,4759986
12,3,65074906
12,4,650726110
12,5,5075694463
12,6,32146003153
12,7,169915610992
12,8,764618465884
12,9,2973513272907
12,10,10109958506086
12,11,30329864167981
12,12,80879633063300
12,13,192866835880088
12,14,413286066468076
12,15,799019749371144
12,16,1398284530192428
12,17,2220804827703436
12,18,3207829238731432
12,19,4220827902489240
12,20,5064993517707048
12,21,5547373860227710
12,22,5547373781787478
12,23,5064993479102688
12,24,4220827947286020
12,25,3207829280575506
12,26,2220804876079152
12,27,1398284488854238
12,28,799019702809100
12,29,413286073653088
12,30,192866837025708
12,31,80879640119176
12,32,30329865602976
12,33,10109955260608
12,34,2973516847734
12,35,764619056614
12,36,169914804458
12,37,32146057995
12,38,5075739841
12,39,650736160
12,40,65065056
12,41,4762267
12,42,226586
12,43,5277
13,0,12363
13,1,523807
13,2,10991937
13,3,150181854
13,4,1501669408
13,5,11713128734
13,6,74183470426
13,7,392112323444
13,8,1764501385374
13,9,6861959419797
13,10,23330665334419
13,11,69992005334553
13,12,186645315647940
13,13,445077285457808
13,14,953737098011944
13,15,1843891694778996
13,16,3226810508974826
13,17,5124934254385470
13,18,7402682716224746
13,19,9740372148045456
13,20,11688446558859020
13,21,12801631934147564
13,22,12801631948454844
13,23,11688446543807620
13,24,9740372181495848
13,25,7402682813014530
13,26,5124934240222902
13,27,3226810435571446
13,28,1843891673897116
13,29,953737119318080
13,30,445077299372776
13,31,186645303873100
13,32,69991997893379
13,33,23330669309587
13,34,6861963710085
13,35,1764502554410
13,36,392111811956
13,37,74183511590
13,38,11713178074
13,39,1501625672
13,40,150172162
13,41,10988921
13,42,523015
13,43,12121
14,0,25251
14,1,1084220
14,2,22763695
14,3,311041120
14,4,3110654588
14,5,24263001319
14,6,153665308877
14,7,812230769682
14,8,3655045596714
14,9,14214070562320
14,10,48327802402190
14,11,144983408709812
14,12,386622449065072
14,13,921945858040044
14,14,1975598257686464
14,15,3819489860766996
14,16,6684107396632090
14,17,10615935330324940
14,18,15334128573935562
14,19,20176485127300444
14,20,24211782256231648
14,21,26517666099126994
14,22,26517666153574866
14,23,24211782221850464
14,24,20176485122146064
14,25,15334128577869604
14,26,10615935156422728
14,27,6684107435303980
14,28,3819490011232992
14,29,1975598242565660
14,30,921945824051912
14,31,386622452071644
14,32,144983422071515
14,33,48327803041928
14,34,14214058104079
14,35,3655042934916
14,36,812232466260
14,37,153665819583
14,38,24263054297
14,39,3110605086
14,40,311068974
14,41,22764220
14,42,1084322
14,43,25184
15,0,46935
15,1,2022858
15,2,42480501
15,3,580629186
15,4,5806562717
15,5,45290869716
15,6,286842228623
15,7,1516166897071
15,8,6822754636078
15,9,26532911434473
15,10,90211897434737
15,11,270635702450477
15,12,721695271665156
15,13,1720965595493800
15,14,3687783341716928
15,15,7129714599707056
15,16,12477000326403094
15,17,19816412314624176
15,18,28623707047163782
15,19,37662772400377608
15,20,45195326814837614
15,21,49499643267884096
15,22,49499643209751590
15,23,45195326821284334
15,24,37662772358749676
15,25,28623706866807190
15,26,19816412337153926
15,27,12477000475186846
15,28,7129714642732388
15,29,3687783305684536
15,30,1720965568622648
15,31,721695276956248
15,32,270635705486587
15,33,90211898669166
15,34,26532913075989
15,35,6822751198062
15,36,1516165442829
15,37,286842462604
15,38,45290872531
15,39,5806581723
15,40,580660990
15,41,42481433
15,42,2024313
15,43,46973
16,0,79231
16,1,3412386
16,2,71689142
16,3,979866013
16,4,9798463367
16,5,76428440761
16,6,484047400647
16,7,2558531546327
16,8,11513386113244
16,9,44774280208321
16,10,152232587747232
16,11,456697782783365
16,12,1217860746991028
16,13,2904129382485258
16,14,6223134404120910
16,15,12031393440713968
16,16,21054938218054730
16,17,33440195758803808
16,18,48302505648257314
16,19,63555928371817292
16,20,76267113296612784
16,21,83530648140858658
16,22,83530648710045522
16,23,76267113935626468
16,24,63555927971620318
16,25,48302505332525736
16,26,33440196169888248
16,27,21054938276611078
16,28,12031393182582384
16,29,6223134401328178
16,30,2904129431182878
16,31,1217860724302948
16,32,456697770361891
16,33,152232598367770
16,34,44774293050820
16,35,11513391556163
16,36,2558531316549
16,37,484045477001
16,38,76428235931
16,39,9798581649
16,40,979850938
16,41,71684827
16,42,3412396
16,43,79529
17,0,121247
17,1,5222760
17,2,109644646
17,3,1498600032
17,4,14985895166
17,5,116890744699
17,6,740306554861
17,7,3913045671026
17,8,17608702901690
17,9,68478333371663
17,10,232826336125301
17,11,698478958203077
17,12,1862610444088026
17,13,4441609689469756
17,14,9517735160483454
17,15,18400954251753374
17,16,32201670284708872
17,17,51143829573451166
17,18,73874420045405272
17,19,97203183716132588
17,20,116643820395390790
17,21,127752757004318582
17,22,127752757102960196
17,23,116643820530104670
17,24,97203183833190030
17,25,73874420092935864
17,26,51143829498478874
17,27,32201670245698706
17,28,18400954182497166
17,29,9517735093640596
17,30,4441609747609002
17,31,1862610509745922
17,32,698478955698409
17,33,232826305570034
17,34,68478322764850
17,35,17608713356452
17,36,3913050228180
17,37,740305335039
17,38,116890521191
17,39,14985952208
17,40,1498571944
17,41,109659521
17,42,5220545
17,43,121977
18,0,168533
18,1,7255575
18,2,152312828
18,3,2081422126
18,4,20813861395
18,5,162347759009
18,6,1028201452961
18,7,5434789780257
18,8,24456548899767
18,9,95108789483875
18,10,323369893757017
18,11,970109650657337
18,12,2586959007876808
18,13,6168902366847660
18,14,13219076520640100
18,15,25556880938336756
18,16,44724542006659238
18,17,71033096591721062
18,18,102603360732031578
18,19,135004421819084750
18,20,162005307807790740
18,21,177434384733025552
18,22,177434383059397824
18,23,162005306209673172
18,24,135004422868902900
18,25,102603361453056556
18,26,71033095975135450
18,27,44724541830515670
18,28,25556881215086620
18,29,13219076579026256
18,30,6168902356464280
18,31,2586959033911152
18,32,970109629249385
18,33,323369869616847
18,34,95108791791990
18,35,24456542130264
18,36,5434786425621
18,37,1028204693171
18,38,162347712515
18,39,20813777479
18,40,2081377105
18,41,152306629
18,42,7254945
18,43,168445
19,0,213139
19,1,9156258
19,2,192406582
19,3,2629156792
19,4,26291220385
19,5,205070309593
19,6,1298782308474
19,7,6864997344837
19,8,30892489795930
19,9,120137410234346
19,10,408467201495157
19,11,1225401642444909
19,12,3267737805359344
19,13,7792297669636740
19,14,16697780657689314
19,15,32282376433875846
19,16,56494158430160316
19,17,89726015812659560
19,18,129604245153167718
19,19,170531902603177712
19,20,204638283666098662
19,21,224127641760128046
19,22,224127641693474926
19,23,204638283471451188
19,24,170531902449045838
19,25,129604245264885688
19,26,89726015910977012
19,27,56494158324290710
19,28,32282376492896736
19,29,16697780805646292
19,30,7792297608083734
19,31,3267737699495378
19,32,1225401647649161
19,33,408467246068710
19,34,120137421114308
19,35,30892477270008
19,36,6864992752233
19,37,1298783871393
19,38,205070611616
19,39,26291141615
19,40,2629162688
19,41,192383854
19,42,9158327
19,43,212125
20,0,245322
20,1,10532491
20,2,221210677
20,3,3023414682
20,4,30234852774
20,5,235831437329
20,6,1493602153575
20,7,7894741285590
20,8,35526347564820
20,9,138158038763662
20,10,469737284003965
20,11,1409211874669169
20,12,3757898428746244
20,13,8961142367065028
20,14,19202447910514534
20,15,37124732776375830
20,16,64968282042758060
20,17,103184918178376308
20,18,149044882840069894
20,19,196111688230611150
20,20,235334023793099780
20,21,257746787861695774
20,22,257746790331729276
20,23,235334026025050478
20,24,196111686751597068
20,25,149044881928478426
20,26,103184918855864302
20,27,64968282255671256
20,28,37124732545993188
20,29,19202447799392516
20,30,8961142328351690
20,31,3757898417309018
20,32,1409211931566066
20,33,469737315251313
20,34,138158020483589
20,35,35526353905200
20,36,7894747161518
20,37,1493598499721
20,38,235832049133
20,39,30234801292
20,40,3023518648
20,41,221236648
20,42,10533717
20,43,244959
21,0,257211
21,1,11042194
21,2,231732534
21,3,3167392658
21,4,31674542162
21,5,247062443954
21,6,1564724118428
21,7,8270684487410
21,8,37218076707844
21,9,144736986237692
21,10,492105729761508
21,11,1476317237600753
21,12,3936845968604836
21,13,9387863494695910
21,14,20116850220230994
21,15,38892576754054116
21,16,68062009724837564
21,17,108098486401954338
21,18,156142258309969846
21,19,205450338816075202
21,20,246540405730771828
21,21,270020446890075898
21,22,270020446890075898
21,23,246540405730771828
21,24,205450338816075202
21,25,156142258309969846
21,26,108098486401954338
21,27,68062009724837564
21,28,38892576754054116
21,29,20116850220230994
21,30,9387863494695910
21,31,3936845968604836
21,32,1476317237600753
21,33,492105729761508
21,34,144736986237692
21,35,37218076707844
21,36,8270684487410
21,37,1564724118428
21,38,247062443954
21,39,31674542162
21,40,3167392658
21,41,231732534
21,42,11042194
21,43,257211
22,0,244959
22,1,10533717
22,2,221236648
22,3,3023518648
22,4,30234801292
22,5,235832049133
22,6,1493598499721
22,7,7894747161518
22,8,35526353905200
22,9,138158020483589
22,10,469737315251313
22,11,1409211931566066
22,12,3757898417309018
22,13,8961142328351690
22,14,19202447799392516
22,15,37124732545993188
22,16,64968282255671256
22,17,103184918855864302
22,18,149044881928478426
22,19,196111686751597068
22,20,235334026025050478
22,21,257746790331729276
22,22,257746787861695774
22,23,235334023793099780
22,24,196111688230611150
22,25,149044882840069894
22,26,103184918178376308
22,27,64968282042758060
22,28,37124732776375830
22,29,19202447910514534
22,30,8961142367065028
22,31,3757898428746244
22,32,1409211874669169
22,33,469737284003965
22,34,138158038763662
22,35,35526347564820
22,36,7894741285590
22,37,1493602153575
22,38,235831437329
22,39,30234852774
22,40,3023414682
22,41,221210677
22,42,10532491
22,43,245322
23,0,212125
23,1,9158327
23,2,192383854
23,3,2629162688
23,4,26291141615
23,5,205070611616
23,6,1298783871393
23,7,6864992752233
23,8,30892477270008
23,9,120137421114308
23,10,408467246068710
23,11,1225401647649161
23,12,3267737699495378
23,13,7792297608083734
23,14,16697780805646292
23,15,32282376492896736
23,16,56494158324290710
23,17,89726015910977012
23,18,129604245264885688
23,19,170531902449045838
23,20,204638283471451188
23,21,224127641693474926
23,22,224127641760128046
23,23,204638283666098662
23,24,170531902603177712
23,25,129604245153167718
23,26,89726015812659560
23,27,56494158430160316
23,28,32282376433875846
23,29,16697780657689314
23,30,7792297669636740
23,31,3267737805359344
23,32,1225401642444909
23,33,408467201495157
23,34,120137410234346
23,35,30892489795930
23,36,6864997344837
23,37,1298782308474
23,38,205070309593
23,39,26291220385
23,40,2629156792
23,41,192406582
23,42,9156258
23,43,213139
24,0,168445
24,1,7254945
24,2,152306629
24,3,2081377105
24,4,20813777479
24,5,162347712515
24,6,1028204693171
24,7,5434786425621
24,8,24456542130264
24,9,95108791791990
24,10,323369869616847
24,11,970109629249385
24,12,2586959033911152
24,13,6168902356464280
24,14,13219076579026256
24,15,25556881215086620
24,16,44724541830515670
24,17,71033095975135450
24,18,102603361453056556
24,19,135004422868902900
24,20,162005306209673172
24,21,177434383059397824
24,22,177434384733025552
24,23,162005307807790740
24,24,135004421819084750
24,25,102603360732031578
24,26,71033096591721062
24,27,44724542006659238
24,28,25556880938336756
24,29,13219076520640100
24,30,6168902366847660
24,31,2586959007876808
24,32,970109650657337
24,33,323369893757017
24,34,95108789483875
24,35,24456548899767
24,36,5434789780257
24,37,1028201452961
24,38,162347759009
24,39,20813861395
24,40,2081422126
24,41,152312828
24,42,7255575
24,43,168533
25,0,121977
25,1,5220545
25,2,109659521
25,3,1498571944
25,4,14985952208
25,5,116890521191
25,6,740305335039
25,7,3913050228180
25,8,17608713356452
25,9,68478322764850
25,10,232826305570034
25,11,698478955698409
25,12,1862610509745922
25,13,4441609747609002
25,14,9517735093640596
25,15,18400954182497166
25,16,32201670245698706
25,17,51143829498478874
25,18,73874420092935864
25,19,97203183833190030
25,20,116643820530104670
25,21,127752757102960196
25,22,127752757004318582
25,23,116643820395390790
25,24,97203183716132588
25,25,73874420045405272
25,26,51143829573451166
25,27,32201670284708872
25,28,18400954251753374
25,29,9517735160483454
25,30,4441609689469756
25,31,1862610444088026
25,32,698478958203077
25,33,232826336125301
25,34,68478333371663
25,35,17608702901690
25,36,3913045671026
25,37,740306554861
25,38,116890744699
25,39,14985895166
25,40,1498600032
25,41,109644646
25,42,5222760
25,43,121247
26,0,79529
26,1,3412396
26,2,71684827
26,3,979850938
26,4,9798581649
26,5,76428235931
26,6,484045477001
26,7,2558531316549
26,8,11513391556163
26,9,44774293050820
26,10,152232598367770
26,11,456697770361891
26,12,1217860724302948
26,13,2904129431182878
26,14,6223134401328178
26,15,12031393182582384
26,16,21054938276611078
26,17,33440196169888248
26,18,48302505332525736
26,19,63555927971620318
26,20,76267113935626468
26,21,83530648710045522
26,22,83530648140858658
26,23,76267113296612784
26,24,63555928371817292
26,25,48302505648257314
26,26,33440195758803808
26,27,21054938218054730
26,28,12031393440713968
26,29,6223134404120910
26,30,2904129382485258
26,31,1217860746991028
26,32,456697782783365
26,33,152232587747232
26,34,44774280208321
26,35,11513386113244
26,36,2558531546327
26,37,484047400647
26,38,76428440761
26,39,9798463367
26,40,979866013
26,41,71689142
26,42,3412386
26,43,79231
27,0,46973
27,1,2024313
27,2,42481433
27,3,580660990
27,4,5806581723
27,5,45290872531
27,6,286842462604
27,7,1516165442829
27,8,6822751198062
27,9,26532913075989
27,10,90211898669166
27,11,270635705486587
27,12,721695276956248
27,13,1720965568622648
27,14,3687783305684536
27,15,7129714642732388
27,16,12477000475186846
27,17,19816412337153926
27,18,28623706866807190
27,19,37662772358749676
27,20,45195326821284334
27,21,49499643209751590
27,22,49499643267884096
27,23,45195326814837614
27,24,37662772400377608
27,25,28623707047163782
27,26,19816412314624176
27,27,12477000326403094
27,28,7129714599707056
27,29,3687783341716928
27,30,1720965595493800
27,31,721695271665156
27,32,270635702450477
27,33,90211897434737
27,34,26532911434473
27,35,6822754636078
27,36,1516166897071
27,37,286842228623
27,38,45290869716
27,39,5806562717
27,40,580629186
27,41,42480501
27,42,2022858
27,43,46935
28,0,25184
28,1,1084322
28,2,22764220
28,3,311068974
28,4,3110605086
28,5,24263054297
28,6,153665819583
28,7,812232466260
28,8,3655042934916
28,9,14214058104079
28,10,48327803041928
28,11,144983422071515
28,12,386622452071644
28,13,921945824051912
28,14,1975598242565660
28,15,3819490011232992
28,16,6684107435303980
28,17,10615935156422728
28,18,15334128577869604
28,19,20176485122146064
28,20,24211782221850464
28,21,26517666153574866
28,22,26517666099126994
28,23,24211782256231648
28,24,20176485127300444
28,25,15334128573935562
28,26,10615935330324940
28,27,6684107396632090
28,28,3819489860766996
28,29,1975598257686464
28,30,921945858040044
28,31,386622449065072
28,32,144983408709812
28,33,48327802402190
28,34,14214070562320
28,35,3655045596714
28,36,812230769682
28,37,153665308877
28,38,24263001319
28,39,3110654588
28,40,311041120
28,41,22763695
28,42,1084220
28,43,25251
29,0,12121
29,1,523015
29,2,10988921
29,3,150172162
29,4,1501625672
29,5,11713178074
29,6,74183511590
29,7,392111811956
29,8,1764502554410
29,9,6861963710085
29,10,23330669309587
29,11,69991997893379
29,12,186645303873100
29,13,445077299372776
29,14,953737119318080
29,15,1843891673897116
29,16,3226810435571446
29,17,5124934240222902
29,18,7402682813014530
29,19,9740372181495848
29,20,11688446543807620
29,21,12801631948454844
29,22,12801631934147564
29,23,11688446558859020
29,24,9740372148045456
29,25,7402682716224746
29,26,5124934254385470
29,27,3226810508974826
29,28,1843891694778996
29,29,953737098011944
29,30,445077285457808
29,31,186645315647940
29,32,69992005334553
29,33,23330665334419
29,34,6861959419797
29,35,1764501385374
29,36,392112323444
29,37,74183470426
29,38,11713128734
29,39,1501669408
29,40,150181854
29,41,10991937
29,42,523807
29,43,12363
30,0,5277
30,1,226586
30,2,4762267
30,3,65065056
30,4,650736160
30,5,5075739841
30,6,32146057995
30,7,169914804458
30,8,764619056614
30,9,2973516847734
30,10,10109955260608
30,11,30329865602976
30,12,80879640119176
30,13,192866837025708
30,14,413286073653088
30,15,799019702809100
30,16,1398284488854238
30,17,2220804876079152
30,18,3207829280575506
30,19,4220827947286020
30,20,5064993479102688
30,21,5547373781787478
30,22,5547373860227710
30,23,5064993517707048
30,24,4220827902489240
30,25,3207829238731432
30,26,2220804827703436
30,27,1398284530192428
30,28,799019749371144
30,29,413286066468076
30,30,192866835880088
30,31,80879633063300
30,32,30329864167981
30,33,10109958506086
30,34,2973513272907
30,35,764618465884
30,36,169915610992
30,37,32146003153
30,38,5075694463
30,39,650726110
30,40,65074906
30,41,4759986
30,42,226492
30,43,5364
31,0,2069
31,1,87756
31,2,1843541
31,3,25183126
31,4,251918503
31,5,1964799076
31,6,12443612069
31,7,65773780509
31,8,295981604930
31,9,1151036419485
31,10,3913530775469
31,11,11740594055719
31,12,31308250468228
31,13,74658127256656
31,14,159981694374352
31,15,309297965371984
31,16,541271435510450
31,17,859666420118500
31,18,1241740356571758
31,19,1633868811577632
31,20,1960642622128370
31,21,2147370538902856
31,22,2147370554443570
31,23,1960642655837370
31,24,1633868839425780
31,25,1241740352409390
31,26,859666405619206
31,27,541271434082930
31,28,309297954077876
31,29,159981690817776
31,30,74658137471512
31,31,31308248641832
31,32,11740587858449
31,33,3913531701064
31,34,1151039733005
31,35,295982411634
31,36,65773283247
31,37,12443598228
31,38,1964803265
31,39,251902257
31,40,25187954
31,41,1843389
31,42,87549
31,43,1983
32,0,696
32,1,30248
32,2,632828
32,3,8662831
32,4,86590953
32,5,675367583
32,6,4277530335
32,7,22609771964
32,8,101743352939
32,9,395669747684
32,10,1345276332222
32,11,4035827174417
32,12,10762208974890
32,13,25663734221187
32,14,54993709409109
32,15,106321174600076
32,16,186062068386942
32,17,295510319117766
32,18,426848234791529
32,19,561642418235689
32,20,673970888406451
32,21,738158631750752
32,22,738158640864914
32,23,673970903445767
32,24,561642416308389
32,25,426848241043575
32,26,295510329628302
32,27,186062053649042
32,28,106321170721420
32,29,54993710219751
32,30,25663726711989
32,31,10762213581978
32,32,4035832067804
32,33,1345275043988
32,34,395669147209
32,35,101743231118
32,36,22609761982
32,37,4277588199
32,38,675397589
32,39,86594791
32,40,8664014
32,41,633811
32,42,30390
32,43,679
33,0,197
33,1,9126
33,2,191684
33,3,2626352
33,4,26239536
33,5,204656292
33,6,1296193804
33,7,6851448954
33,8,30831411919
33,9,119900294852
33,10,407659476843
33,11,1222977805373
33,12,3261274459255
33,13,7776890968196
33,14,16664764247925
33,15,32218532075129
33,16,56382441756293
33,17,89548576304089
33,18,129347939897428
33,19,170194691507660
33,20,204233628516659
33,21,223684429551250
33,22,223684413584671
33,23,204233595456303
33,24,170194679073453
33,25,129347956937071
33,26,89548585072232
33,27,56382438359828
33,28,32218536301573
33,29,16664764415632
33,30,7776886723171
33,31,3261275974719
33,32,1222979709138
33,33,407658920009
33,34,119899427156
33,35,30831188048
33,36,6851545441
33,37,1296197654
33,38,204664925
33,39,26236991
33,40,2622760
33,41,191397
33,42,9057
33,43,195
34,0,59
34,1,2423
34,2,51078
34,3,693958
34,4,6943400
34,5,54179856
34,6,343109913
34,7,1813612976
34,8,8161277407
34,9,31738131850
34,10,107909923363
34,11,323729721791
34,12,863279387776
34,13,2058587071832
34,14,4411260079532
34,15,8528439030282
34,16,14924759830678
34,17,23704034567640
34,18,34239166172469
34,19,45051532000077
34,20,54061846082899
34,21,59210583112573
34,22,59210573440359
34,23,54061837582201
34,24,45051535786603
34,25,34239165148025
34,26,23704034123902
34,27,14924763895896
34,28,8528437744670
34,29,4411260057610
34,30,2058589100478
34,31,863278257564
34,32,323728628409
34,33,107909942791
34,34,31738418735
34,35,8161430427
34,36,1813566647
34,37,343098753
34,38,54169414
34,39,6943553
34,40,692956
34,41,50999
34,42,2373
34,43,43
