band0_weight,band1_weight,pair_count,denominator
36,25,18260876571853,19147928268314159496
36,26,12642168541181,13256258031909802728
36,27,7959883887887,8346532834906172088
36,28,4548495460248,4769447334232098336
36,29,2352675537609,2466955517706257760
36,30,1097909429093,1151245908262920288
36,31,460412654966,482780542174773024
36,32,172658481648,181042703315539884
36,33,57553815570,60347567771846628
36,34,16926572832,17749284638778420
36,35,4351424803,4564101764257308
36,36,967298097,1014244836501624
36,37,182994421,191884158257064
36,38,28931376,30297498672168
36,39,3705227,3884294701560
36,40,372508,388429470156
36,41,26215,28421668548
36,42,1013,1353412788
36,43,6,31474716
37,0,5,4253340
37,1,65,182893620
37,2,3789,3840766020
37,3,50042,52490468940
37,4,499043,524904689400
37,5,3905760,4094256577320
37,6,24748569,25930291656360
37,7,130702353,137060113040760
37,8,587955585,616770508683420
37,9,2287419328,2398551978213300
37,10,7778119122,8155076725925220
37,11,23331758347,24465230177775660
37,12,62218296122,65240613807401760
37,13,148366450745,155573771386881120
37,14,317927239325,333372367257602400
37,15,614663414156,644519910031364640
37,16,1075657800773,1127909842554888120
37,17,1708397061529,1791386220528351720
37,18,2467687042789,2587557874096508040
37,19,3246962531209,3404681413284879000
37,20,3896356715070,4085617695941854800
37,21,4267421143729,4474724143174412400
37,22,4267423433047,4474724143174412400
37,23,3896349415428,4085617695941854800
37,24,3246954855887,3404681413284879000
37,25,2467695583599,2587557874096508040
37,26,1708401466815,1791386220528351720
37,27,1075652531621,1127909842554888120
37,28,614662521786,644519910031364640
37,29,317930780259,333372367257602400
37,30,148365680967,155573771386881120
37,31,62217031040,65240613807401760
37,32,23332997846,24465230177775660
37,33,7777733570,8155076725925220
37,34,2286970490,2398551978213300
37,35,588199405,616770508683420
37,36,130651083,137060113040760
37,37,24757907,25930291656360
37,38,3925100,4094256577320
37,39,502079,524904689400
37,40,52016,52490468940
37,41,3189,3840766020
37,42,131,182893620
38,2,407,404291160
38,3,5425,5525312520
38,4,53192,55253125200
38,5,409502,430974376560
38,6,2593930,2729504384880
38,7,13780658,14427380320080
38,8,61936553,64923211440360
38,9,240700911,252479155601400
38,10,818691724,858429129044760
38,11,2455760437,2575287387134280
38,12,6549173049,6867433032358080
38,13,15617282797,16376186461776960
38,14,33466739606,35091828132379200
38,15,64703743128,67844201055933120
38,16,113225442474,118727351847882960
38,17,179830187771,188566970581931760
38,18,259759219906,272374513062790320
38,19,341782611545,358387517187882000
38,20,410139351975,430065020625458400
38,21,449203836453,471023594018359200
38,22,449205826346,471023594018359200
38,23,410143209946,430065020625458400
38,24,341783076910,358387517187882000
38,25,259757184629,272374513062790320
38,26,179831553076,188566970581931760
38,27,113226307067,118727351847882960
38,28,64701538839,67844201055933120
38,29,33466587543,35091828132379200
38,30,15617955634,16376186461776960
38,31,6548728028,6867433032358080
38,32,2455563490,2575287387134280
38,33,818762377,858429129044760
38,34,240905887,252479155601400
38,35,62034406,64923211440360
38,36,13754145,14427380320080
38,37,2602809,2729504384880
38,38,404932,430974376560
38,39,51296,55253125200
38,40,4797,5525312520
38,41,152,404291160
38,42,8,19251960
39,2,95,31099320
39,3,493,425024040
39,4,3676,4250240400
39,5,31034,33151875120
39,6,199306,209961875760
39,7,1068278,1109798486160
39,8,4765081,4994093187720
39,9,18507659,19421473507800
39,10,62984376,66033009926520
39,11,188952897,198099029779560
39,12,503633321,528264079412160
39,13,1201375589,1259706650905920
39,14,2574747462,2699371394798400
39,15,4976843560,5218784696610240
39,16,8709127270,9132873219067920
39,17,13833330263,14505151583225520
39,18,19982392638,20951885620214640
39,19,26290739461,27568270552914000
39,20,31548148135,33081924663496800
39,21,34554879597,36232584155258400
39,22,34554296450,36232584155258400
39,23,31549573194,33081924663496800
39,24,26291576418,27568270552914000
39,25,19980181329,20951885620214640
39,26,13833256592,14505151583225520
39,27,8710085903,9132873219067920
39,28,4976783927,5218784696610240
39,29,2574642287,2699371394798400
39,30,1201394226,1259706650905920
39,31,503703036,528264079412160
39,32,188854534,198099029779560
39,33,62956749,66033009926520
39,34,18581339,19421473507800
39,35,4757982,4994093187720
39,36,1054077,1109798486160
39,37,196741,209961875760
39,38,30524,33151875120
39,39,3708,4250240400
39,40,313,425024040
40,2,4,1554966
40,3,14,21251202
40,4,121,212512020
40,5,1422,1657593756
40,6,10207,10498093788
40,7,52907,55489924308
40,8,237262,249704659386
40,9,926590,971073675390
40,10,3160747,3301650496326
40,11,9472789,9904951488978
40,12,25145135,26413203970608
40,13,60052583,62985332545296
40,14,128761296,134968569739920
40,15,248729873,260939234830512
40,16,435529502,456643660953396
40,17,691796722,725257579161276
40,18,998965619,1047594281010732
40,19,1314528391,1378413527645700
40,20,1577505489,1654096233174840
40,21,1727779239,1811629207762920
40,22,1727731086,1811629207762920
40,23,1577472753,1654096233174840
40,24,1314531242,1378413527645700
40,25,998863226,1047594281010732
40,26,691668785,725257579161276
40,27,435606115,456643660953396
40,28,248859781,260939234830512
40,29,128731597,134968569739920
40,30,60057072,62985332545296
40,31,25187335,26413203970608
40,32,9445538,9904951488978
40,33,3145046,3301650496326
40,34,927341,971073675390
40,35,235155,249704659386
40,36,53954,55489924308
40,37,9559,10498093788
40,38,1299,1657593756
40,39,172,212512020
40,40,8,21251202
41,4,1,5183220
41,5,16,40429116
41,6,127,256051068
41,7,1181,1353412788
41,8,6034,6090357546
41,9,21942,23684723790
41,10,77819,80528060886
41,11,229067,241584182658
41,12,614147,644224487088
41,13,1463453,1536227623056
41,14,3139434,3291916335120
41,15,6080613,6364371581232
41,16,10613562,11137650267156
41,17,16880166,17689209247836
41,18,24362047,25551080024652
41,19,32049775,33619842137700
41,20,38518085,40343810565240
41,21,42098949,44186078238120
41,22,42095380,44186078238120
41,23,38481993,40343810565240
41,24,32077342,33619842137700
41,25,24443818,25551080024652
41,26,16867193,17689209247836
41,27,10570707,11137650267156
41,28,6066177,6364371581232
41,29,3137031,3291916335120
41,30,1470582,1536227623056
41,31,617747,644224487088
41,32,229206,241584182658
41,33,77818,80528060886
41,34,22733,23684723790
41,35,6249,6090357546
41,36,886,1353412788
41,37,199,256051068
41,38,13,40429116
41,39,2,5183220
41,43,42,42
