band0_weight,band1_weight,pair_count,denominator
19,8,1421054216602790,1490083139677079329200
19,9,5526321210663198,5794767765410864058000
19,10,18789491314467911,19702210402396937797200
19,11,56368475269616287,59106631207190813391600
19,12,150315938098189792,157617683219175502377600
19,13,358445693742945580,375857552291880044131200
19,14,768097913337144902,805409040625457237424000
19,15,1484989313506661058,1557124145209217325686400
19,16,2598731284748848468,2724967254116130319951200
19,17,4127396727258696040,4327889168302089331687200
19,18,5961795295324255394,6251395465325240145770400
19,19,7844467524485310376,8225520349112158086540000
19,20,9413361000182264826,9870624418934589703848000
19,21,10309871517716860538,10810683887404550628024000
19,22,10309871565584508818,10810683887404550628024000
19,23,9413361040344386884,9870624418934589703848000
19,24,7844467491359995634,8225520349112158086540000
19,25,5961795279661939344,6251395465325240145770400
19,26,4127396743069757316,4327889168302089331687200
19,27,2598731286572111450,2724967254116130319951200
19,28,1484989310256488688,1557124145209217325686400
19,29,768097914517715036,805409040625457237424000
19,30,358445691552959682,375857552291880044131200
19,31,150315935434574054,157617683219175502377600
19,32,56368476527252023,59106631207190813391600
19,33,18789492964606590,19702210402396937797200
19,34,5526321095300864,5794767765410864058000
19,35,1421054055314184,1490083139677079329200
19,36,315789776531719,331129586594906517600
19,37,59743999036459,62646138004441773600
19,38,9433265049828,9891495474385543200
19,39,1209392282985,1268140445434044000
19,40,120941114784,126814044543404400
19,41,8849561602,9279076430005200
19,42,421315861,441860782381200
19,43,9778055,10275832148400
20,0,10798515,11303415363240
20,1,463600876,486046860619320
20,2,9733018108,10206984073005720
20,3,133030368822,139495448997744840
20,4,1330332146430,1394954489977448400
20,5,10376602944272,10880645021824097520
20,6,65718453865638,68910751804885950960
20,7,347368682518590,364242545254397169360
20,8,1563159257290764,1639091453644787262120
20,9,6078953563792096,6374244541951950463800
20,10,20668440573078898,21672431442636631576920
20,11,62005323232337531,65017294327909894730760
20,12,165347530773118924,173379451541093052615360
20,13,394290265464044726,413443307521068048544320
20,14,844907708656170622,885949944688002961166400
20,15,1633488232915404696,1712836559730139058255040
20,16,2858604409162266164,2997463979527743351946320
20,17,4540136414365319874,4760678085132298264855920
20,18,6557974846990904434,6876535011857764160347440
20,19,8628914256211024542,9048072384023373895194000
20,20,10354697043794403548,10857686860828048674232800
20,21,11340858717648900886,11891752276145005690826400
20,22,11340858771989637930,11891752276145005690826400
20,23,10354697092897318904,10857686860828048674232800
20,24,8628914223672714738,9048072384023373895194000
20,25,6557974826935892138,6876535011857764160347440
20,26,4540136429270055742,4760678085132298264855920
20,27,2858604413846356476,2997463979527743351946320
20,28,1633488227846986572,1712836559730139058255040
20,29,844907706211486226,885949944688002961166400
20,30,394290264612351290,413443307521068048544320
20,31,165347530521499952,173379451541093052615360
20,32,62005324484069265,65017294327909894730760
20,33,20668441260520554,21672431442636631576920
20,34,6078953161630490,6374244541951950463800
20,35,1563159396779124,1639091453644787262120
20,36,347368811789006,364242545254397169360
20,37,65718373480850,68910751804885950960
20,38,10376616403960,10880645021824097520
20,39,1330331013826,1394954489977448400
20,40,133032656074,139495448997744840
20,41,9733589470,10206984073005720
20,42,463627848,486046860619320
20,43,10790529,11303415363240
21,0,10790529,11303415363240
21,1,463627848,486046860619320
21,2,9733589470,10206984073005720
21,3,133032656074,139495448997744840
21,4,1330331013826,1394954489977448400
21,5,10376616403960,10880645021824097520
21,6,65718373480850,68910751804885950960
21,7,347368811789006,364242545254397169360
21,8,1563159396779124,1639091453644787262120
21,9,6078953161630490,6374244541951950463800
21,10,20668441260520554,21672431442636631576920
21,11,62005324484069265,65017294327909894730760
21,12,165347530521499952,173379451541093052615360
21,13,394290264612351290,413443307521068048544320
21,14,844907706211486226,885949944688002961166400
21,15,1633488227846986572,1712836559730139058255040
21,16,2858604413846356476,2997463979527743351946320
21,17,4540136429270055742,4760678085132298264855920
21,18,6557974826935892138,6876535011857764160347440
21,19,8628914223672714738,9048072384023373895194000
21,20,10354697092897318904,10857686860828048674232800
21,21,11340858771989637930,11891752276145005690826400
21,22,11340858717648900886,11891752276145005690826400
21,23,10354697043794403548,10857686860828048674232800
21,24,8628914256211024542,9048072384023373895194000
21,25,6557974846990904434,6876535011857764160347440
21,26,4540136414365319874,4760678085132298264855920
21,27,2858604409162266164,2997463979527743351946320
21,28,1633488232915404696,1712836559730139058255040
21,29,844907708656170622,885949944688002961166400
21,30,394290265464044726,413443307521068048544320
21,31,165347530773118924,173379451541093052615360
21,32,62005323232337531,65017294327909894730760
21,33,20668440573078898,21672431442636631576920
21,34,6078953563792096,6374244541951950463800
21,35,1563159257290764,1639091453644787262120
21,36,347368682518590,364242545254397169360
21,37,65718453865638,68910751804885950960
21,38,10376602944272,10880645021824097520
21,39,1330332146430,1394954489977448400
21,40,133030368822,139495448997744840
21,41,9733018108,10206984073005720
21,42,463600876,486046860619320
21,43,10798515,11303415363240
22,0,9778055,10275832148400
22,1,421315861,441860782381200
22,2,8849561602,9279076430005200
22,3,120941114784,126814044543404400
22,4,1209392282985,1268140445434044000
22,5,9433265049828,9891495474385543200
22,6,59743999036459,62646138004441773600
22,7,315789776531719,331129586594906517600
22,8,1421054055314184,1490083139677079329200
22,9,5526321095300864,5794767765410864058000
22,10,18789492964606590,19702210402396937797200
22,11,56368476527252023,59106631207190813391600
22,12,150315935434574054,157617683219175502377600
22,13,358445691552959682,375857552291880044131200
22,14,768097914517715036,805409040625457237424000
22,15,1484989310256488688,1557124145209217325686400
22,16,2598731286572111450,2724967254116130319951200
22,17,4127396743069757316,4327889168302089331687200
22,18,5961795279661939344,6251395465325240145770400
22,19,7844467491359995634,8225520349112158086540000
22,20,9413361040344386884,9870624418934589703848000
22,21,10309871565584508818,10810683887404550628024000
22,22,10309871517716860538,10810683887404550628024000
22,23,9413361000182264826,9870624418934589703848000
22,24,7844467524485310376,8225520349112158086540000
22,25,5961795295324255394,6251395465325240145770400
22,26,4127396727258696040,4327889168302089331687200
22,27,2598731284748848468,2724967254116130319951200
22,28,1484989313506661058,1557124145209217325686400
22,29,768097913337144902,805409040625457237424000
22,30,358445693742945580,375857552291880044131200
22,31,150315938098189792,157617683219175502377600
22,32,56368475269616287,59106631207190813391600
22,33,18789491314467911,19702210402396937797200
22,34,5526321210663198,5794767765410864058000
22,35,1421054216602790,1490083139677079329200
22,36,315789764643051,331129586594906517600
22,37,59744036166402,62646138004441773600
22,38,9433245867219,9891495474385543200
22,39,1209395124335,1268140445434044000
22,40,120938899856,126814044543404400
22,41,8849564926,9279076430005200
22,42,421243754,441860782381200
22,43,9808637,10275832148400
23,0,8073055,8488730905200
23,1,348126893,365015428923600
23,2,7310652322,7665324007395600
23,3,99907141592,104759428101073200
23,4,999062350181,1047594281010732000
23,5,7792686721064,8171235391883709600
23,6,49353806192571,51751157481930160800
23,7,260869736507331,273541832404487992800
23,8,1173914079256488,1230938245820195967600
23,9,4565222004179612,4786982067078539874000
23,10,15521754546109818,16275739028067035571600
23,11,46565262407319299,48827217084201106714800
23,12,124174033104279830,130205912224536284572800
23,13,296107311108733666,310491021458509601673600
23,14,634515673203909692,665337903125377717872000
23,15,1226730302527116864,1286319946042396921219200
23,16,2146778012093899570,2251059905574194612133600
23,17,3409588605711814028,3575212791206073795741600
23,18,4924961334906185416,5164196253964328816071200
23,19,6480212295385540522,6794995071005695810620000
23,20,7776254734989728700,8153994085206834972744000
23,21,8516850385601571370,8930564950464628779672000
23,22,8516850427035046122,8930564950464628779672000
23,23,7776254777042852338,8153994085206834972744000
23,24,6480212273118410528,6794995071005695810620000
23,25,4924961315478944514,5164196253964328816071200
23,26,3409588618641837128,3575212791206073795741600
23,27,2146778018332867716,2251059905574194612133600
23,28,1226730294763723218,1286319946042396921219200
23,29,634515668991459366,665337903125377717872000
23,30,296107312527441900,310491021458509601673600
23,31,124174034490870928,130205912224536284572800
23,32,46565262822229359,48827217084201106714800
23,33,15521754278576391,16275739028067035571600
23,34,4565221742065574,4786982067078539874000
23,35,1173914479717078,1230938245820195967600
23,36,260869904278071,273541832404487992800
23,37,49353698732070,51751157481930160800
23,38,7792682098483,8171235391883709600
23,39,999065860795,1047594281010732000
23,40,99908110072,104759428101073200
23,41,7311232930,7665324007395600
23,42,348102702,365015428923600
23,43,8094433,8488730905200
24,0,6081435,6366548178900
24,1,261102635,273761571692700
24,2,5483007347,5748993005546700
24,3,74929086490,78569571075804900
24,4,749296799822,785695710758049000
24,5,5844521855045,6128426543912782200
24,6,37015317853053,38813368111447620600
24,7,195652411365678,205156374303365994600
24,8,880435592256052,923203684365146975700
24,9,3423916321377070,3590236550308904905500
24,10,11641315292354096,12206804271050276678700
24,11,34923947218949155,36620412813150830036100
24,12,93130525354048786,97654434168402213429600
24,13,222080486106582090,232868266093882201255200
24,14,475886755763487508,499003427344033288404000
24,15,920047716433988310,964739959531797690914400
24,16,1610083509091749710,1688294929180645959100200
24,17,2557191465014409950,2681409593404555346806200
24,18,3693721008478414608,3873147190473246612053400
24,19,4860159207470002950,5096246303254271857965000
24,20,5832191025026733846,6115495563905126229558000
24,21,6387637822643165732,6697923712848471584754000
24,22,6387637850302424486,6697923712848471584754000
24,23,5832191050425003070,6115495563905126229558000
24,24,4860159185646840200,5096246303254271857965000
24,25,3693720994311700204,3873147190473246612053400
24,26,2557191477987258266,2681409593404555346806200
24,27,1610083513237588084,1688294929180645959100200
24,28,920047713183895958,964739959531797690914400
24,29,475886756383608150,499003427344033288404000
24,30,222080484840001780,232868266093882201255200
24,31,93130523243983194,97654434168402213429600
24,32,34923947666908991,36620412813150830036100
24,33,11641316490758831,12206804271050276678700
24,34,3423916545001325,3590236550308904905500
24,35,880435452738056,923203684365146975700
24,36,195652357820276,205156374303365994600
24,37,37015290024823,38813368111447620600
24,38,5844528279637,6128426543912782200
24,39,749296884260,785695710758049000
24,40,74930599068,78569571075804900
24,41,5482747054,5748993005546700
24,42,261169350,273761571692700
24,43,6064769,6366548178900
25,0,4141363,4329252761652
25,1,177471561,186157868751036
25,2,3728017359,3909315243771756
25,3,50951847436,53427308331547332
25,4,509524310410,534273083315473320
25,5,3974272994453,4167330049860691896
25,6,25170373097689,26393090315784382008
25,7,133043668109334,139506334526288876328
25,8,598696307519922,627778505368299943476
25,9,2328263106323770,2441360854210055335740
25,10,7916094752252598,8300626904314188141516
25,11,23748284276282119,24901880712942564424548
25,12,63328757497557322,66405015234513505132128
25,13,151014730920107862,158350420943839896853536
25,14,323602991026422760,339322330593942636114720
25,15,625632443849593806,656023172481622429821792
25,16,1094856789368766030,1148040551842839252188136
25,17,1738890201891235306,1823358523515097635828216
25,18,2511730280225578824,2633740089521807696196312
25,19,3304908252426358778,3465447486212904863416200
25,20,3965889911338067558,4158536983455485836099440
25,21,4343593737211506904,4554588124736960677632720
25,22,4343593720735741002,4554588124736960677632720
25,23,3965889892433575814,4158536983455485836099440
25,24,3304908260841503588,3465447486212904863416200
25,25,2511730287626579788,2633740089521807696196312
25,26,1738890192477568830,1823358523515097635828216
25,27,1094856788509473804,1148040551842839252188136
25,28,625632451738370526,656023172481622429821792
25,29,323602992235362378,339322330593942636114720
25,30,151014728665602560,158350420943839896853536
25,31,63328756971263170,66405015234513505132128
25,32,23748284641819799,24901880712942564424548
25,33,7916094995558149,8300626904314188141516
25,34,2328262952734617,2441360854210055335740
25,35,598695988273074,627778505368299943476
25,36,133043596611944,139506334526288876328
25,37,25170443849459,26393090315784382008
25,38,3974282119669,4167330049860691896
25,39,509520265364,534273083315473320
25,40,50952716882,53427308331547332
25,41,3727876674,3909315243771756
25,42,177508956,186157868751036
25,43,4121205,4329252761652
26,0,2540735,2664155545632
26,1,109254787,114558688462176
26,2,2293955923,2405732457705696
26,3,31355461738,32878343588644512
26,4,313555012905,328783435886445120
26,5,2445705333233,2564510799914271936
26,6,15489474122324,16241901732790388928
26,7,81872968021167,85850052016177770048
26,8,368428547246282,386325234072799965216
26,9,1432777341864823,1502375910283110975840
26,10,4871442837951802,5108078094962577317856
26,11,14614328373928105,15324234284887731953568
26,12,38971544066665864,40864624759700618542848
26,13,92932141251737544,97446412888516859602176
26,14,199140299674733320,208813741903964699147520
26,15,385004586275092620,403706567680998418351872
26,16,673758025255822090,706486493441747232115776
26,17,1070086271821367970,1122066783701598545125056
26,18,1545680170724205906,1620763132013420120736192
26,19,2033789701232166340,2132583068438710685179200
26,20,2440547647144700506,2559099682126452822215040
26,21,2672980746024021282,2802823461376591186235520
26,22,2672980738486609120,2802823461376591186235520
26,23,2440547636746420122,2559099682126452822215040
26,24,2033789708759272088,2132583068438710685179200
26,25,1545680180645539138,1620763132013420120736192
26,26,1070086264635713680,1122066783701598545125056
26,27,673758020301759218,706486493441747232115776
26,28,385004589243514000,403706567680998418351872
26,29,199140300692291616,208813741903964699147520
26,30,92932141198096728,97446412888516859602176
26,31,38971544286815660,40864624759700618542848
26,32,14614328490696719,15324234284887731953568
26,33,4871442634693611,5108078094962577317856
26,34,1432777092063907,1502375910283110975840
26,35,368428552986010,386325234072799965216
26,36,81873010962149,85850052016177770048
26,37,15489498583173,16241901732790388928
26,38,2445708534508,2564510799914271936
26,39,313552607231,328783435886445120
26,40,31354844230,32878343588644512
26,41,2293999799,2405732457705696
26,42,109215342,114558688462176
26,43,2534941,2664155545632
27,0,1409747,1480086414240
27,1,60725711,63643715812320
27,2,1274619655,1336518032058720
27,3,17419846122,18265746438135840
27,4,174195668253,182657464381358400
27,5,1358728608281,1424728222174595520
27,6,8605279887384,9023278740439104960
27,7,45484990697715,47694473342320983360
27,8,204682470148578,214625130040444425120
27,9,795987323054047,834653283490617208800
27,10,2706356965211474,2837821163868098509920
27,11,8119071400301225,8513463491604295529760
27,12,21650857812349752,22702569310944788079360
27,13,51628966602793256,54136896049176033112320
27,14,110633500377106520,116007634391091499526400
27,15,213891439955509596,224281426489443565751040
27,16,374310015316314130,392492496356526240064320
27,17,594492369437145274,623370435389776969513920
27,18,858711203182456762,900423962229677844853440
27,19,1129883168801334932,1184768371354839269544000
27,20,1355859804531078002,1421722045625807123452800
27,21,1484989300446370098,1557124145209217325686400
27,22,1484989299793817272,1557124145209217325686400
27,23,1355859805397050354,1421722045625807123452800
27,24,1129883169570076552,1184768371354839269544000
27,25,858711205777652466,900423962229677844853440
27,26,594492373968460960,623370435389776969513920
27,27,374310012001744930,392492496356526240064320
27,28,213891435097081728,224281426489443565751040
27,29,110633501340974912,116007634391091499526400
27,30,51628967957528232,54136896049176033112320
27,31,21650857648799356,22702569310944788079360
27,32,8119070980631891,8513463491604295529760
27,33,2706356928782375,2837821163868098509920
27,34,795987647262055,834653283490617208800
27,35,204682596249162,214625130040444425120
27,36,45484965007161,47694473342320983360
27,37,8605262077901,9023278740439104960
27,38,1358727082672,1424728222174595520
27,39,174196769219,182657464381358400
27,40,17418589150,18265746438135840
27,41,1274590975,1336518032058720
27,42,60701030,63643715812320
27,43,1411053,1480086414240
28,0,704085,740043207120
28,1,30347943,31821857906160
28,2,637377789,668259016029360
28,3,8709958334,9132873219067920
28,4,87095615692,91328732190679200
28,5,679364924304,712364111087297760
28,6,4302643310272,4511639370219552480
28,7,22742497074364,23847236671160491680
28,8,102341175166714,107312565020222212560
28,9,397993761049571,417326641745308604400
28,10,1353178652565015,1418910581934049254960
28,11,4059535847909201,4256731745802147764880
28,12,10825428141322916,11351284655472394039680
28,13,25814483218537272,27068448024588016556160
28,14,55316751856143560,58003817195545749763200
28,15,106945718700278252,112140713244721782875520
28,16,187155006725827654,196246248178263120032160
28,17,297246185156382350,311685217694888484756960
28,18,429355601667595826,450211981114838922426720
28,19,564941584973424488,592384185677419634772000
28,20,677929900876327476,710861022812903561726400
28,21,742494652655238600,778562072604608662843200
28,22,742494651478057272,778562072604608662843200
28,23,677929901794154652,710861022812903561726400
28,24,564941584075524440,592384185677419634772000
28,25,429355598805615502,450211981114838922426720
28,26,297246188001727790,311685217694888484756960
28,27,187155008313119214,196246248178263120032160
28,28,106945717199328828,112140713244721782875520
28,29,55316751449956872,58003817195545749763200
28,30,25814483290837048,27068448024588016556160
28,31,10825428440701268,11351284655472394039680
28,32,4059535876639405,4256731745802147764880
28,33,1353178528328811,1418910581934049254960
28,34,397993811046593,417326641745308604400
28,35,102341178529842,107312565020222212560
28,36,22742488155424,23847236671160491680
28,37,4302634966632,4511639370219552480
28,38,679362751752,712364111087297760
28,39,87097577064,91328732190679200
28,40,8709849446,9132873219067920
28,41,637457903,668259016029360
28,42,30369483,31821857906160
28,43,712041,740043207120
29,0,315883,331743506640
29,1,13596775,14264970785520
29,2,285723983,299564386495920
29,3,3904189786,4094046615444240
29,4,39043218536,40940466154442400
29,5,304543510192,319335636004650720
29,6,1928767390520,2022459028029454560
29,7,10194897689168,10690140576727116960
29,8,45877104905750,48105632595272026320
29,9,178411033663125,187077460092724546800
29,10,606597358842871,636063364315263459120
29,11,1819791940703207,1908190092945790377360
29,12,4852778153925580,5088506914522107672960
29,13,11572010002617328,12134131873091179835520
29,14,24797164760727680,26001711156623956790400
29,15,47941182844935508,50269974902806316461440
29,16,83897070328055938,87972456079911053807520
29,17,133248291405272286,139720959656329320753120
29,18,192469754986454070,201819163948031241087840
29,19,253249676778026624,265551531510567422484000
29,20,303899609442579700,318661837812680906980800
29,21,332842428783537312,349010584271031469550400
29,22,332842430950749632,349010584271031469550400
29,23,303899610796378700,318661837812680906980800
29,24,253249674999268128,265551531510567422484000
29,25,192469752472864658,201819163948031241087840
29,26,133248290138114190,139720959656329320753120
29,27,83897072522445578,87972456079911053807520
29,28,47941184513261268,50269974902806316461440
29,29,24797164268197552,26001711156623956790400
29,30,11572009787354144,12134131873091179835520
29,31,4852778095322220,5088506914522107672960
29,32,1819791994388619,1908190092945790377360
29,33,606597404530027,636063364315263459120
29,34,178410870644571,187077460092724546800
29,35,45877071986382,48105632595272026320
29,36,10194928534532,10690140576727116960
29,37,1928765210128,2022459028029454560
29,38,304541507432,319335636004650720
29,39,39043485604,40940466154442400
29,40,3904611282,4094046615444240
29,41,285694761,299564386495920
29,42,13604251,14264970785520
29,43,321639,331743506640
30,0,127463,132697402656
30,1,5439468,5705988314208
30,2,114296975,119825754598368
30,3,1561457578,1637618646177696
30,4,15618307513,16376186461776960
30,5,121817649448,127734254401860288
30,6,771504670079,808983611211781824
30,7,4077964849275,4276056230690846784
30,8,18350858432198,19242253038108810528
30,9,71364331176843,74830984037089818720
30,10,242638917166835,254425345726105383648
30,11,727916802963001,763276037178316150944
30,12,1941111445945180,2035402765808843069184
30,13,4628803989264832,4853652749236471934208
30,14,9918865409441968,10400684462649582716160
30,15,19176473360240704,20107989961122526584576
30,16,33558828367074806,35188982431964421523008
30,17,53299317536623324,55888383862531728301248
30,18,76987902420630570,80727665579212496435136
30,19,101299868526338832,106220612604226968993600
30,20,121559843035211726,127464735125072362792320
30,21,133136972087438272,139604233708412587820160
30,22,133136973510483190,139604233708412587820160
30,23,121559844543443046,127464735125072362792320
30,24,101299868852070060,106220612604226968993600
30,25,76987901789468274,80727665579212496435136
30,26,53299316506636618,55888383862531728301248
30,27,33558828818879966,35188982431964421523008
30,28,19176473568867884,20107989961122526584576
30,29,9918865212967968,10400684462649582716160
30,30,4628804292177928,4853652749236471934208
30,31,1941111304656392,2035402765808843069184
30,32,727916593627691,763276037178316150944
30,33,242638984806016,254425345726105383648
30,34,71364390998039,74830984037089818720
30,35,18350876351262,19242253038108810528
30,36,4077959112561,4276056230690846784
30,37,771503582904,808983611211781824
30,38,121817234771,127734254401860288
30,39,15617683287,16376186461776960
30,40,1561725446,1637618646177696
30,41,114264891,119825754598368
30,42,5431923,5705988314208
30,43,125841,132697402656
31,0,45031,47086175136
31,1,1933252,2024705530848
31,2,40529447,42518816147808
31,3,554224978,581090487353376
31,4,5542014029,5810904873533760
31,5,43224552492,45325058013563328
31,6,273760703479,287058700752567744
31,7,1447024288447,1517310275406429504
31,8,6511584948278,6827896239328932768
31,9,25322832540223,26552929819612516320
31,10,86097681161263,90279961386682555488
31,11,258293004194253,270839884160047666464
31,12,688781442346988,722239691093460443904
31,13,1642478894901200,1722263878761328750848
31,14,3519597339209360,3690565454488561608960
31,15,6804555206294256,7135093212011219110656
31,16,11907971978997094,12486413121019633443648
31,17,18912660833072012,19831362015737064881088
31,18,27318287435618266,28645300689397982606016
31,19,35945114310896000,37691185117628924481600
31,20,43134137272418502,45229422141154709377920
31,21,47242152143955480,49536986154598015032960
31,22,47242152606556518,49536986154598015032960
31,23,43134138124475614,45229422141154709377920
31,24,35945114555552028,37691185117628924481600
31,25,27318287589897690,28645300689397982606016
31,26,18912661009916930,19831362015737064881088
31,27,11907971491681574,12486413121019633443648
31,28,6804554957942076,7135093212011219110656
31,29,3519597326027568,3690565454488561608960
31,30,1642478766970280,1722263878761328750848
31,31,688781569683448,722239691093460443904
31,32,258293092612667,270839884160047666464
31,33,86097650119320,90279961386682555488
31,34,25322849773743,26552929819612516320
31,35,6511589923750,6827896239328932768
31,36,1447018499141,1517310275406429504
31,37,273762402876,287058700752567744
31,38,43225558763,45325058013563328
31,39,5541958139,5810904873533760
31,40,554315942,581090487353376
31,41,40559231,42518816147808
31,42,1935519,2024705530848
31,43,43541,47086175136
32,0,13461,14714429730
32,1,603638,632720478390
32,2,12653852,13287130046190
32,3,173297926,181590777297930
32,4,1731814218,1815907772979300
32,5,13507333466,14164080629238540
32,6,85549698882,89705843985177420
32,7,452195535122,474159461064509220
32,8,2034870122717,2133717574790291490
32,9,7913407206956,8297790568628911350
32,10,26905526058039,28212487933338298590
32,11,80716539321479,84637463800014895770
32,12,215244146904315,225699903466706388720
32,13,513274744162338,538207462112915234640
32,14,1099874314272615,1153301704527675502800
32,15,2126423304480017,2229716628753505972080
32,16,3721241261827089,3902004100318635451140
32,17,5910206209212597,6197300629917832775340
32,18,8536964364530414,8951656465436869564380
32,19,11232849002109670,11778495349259038900500
32,20,13479418625114257,14134194419110846680600
32,21,14763172492698770,15480308173311879697800
32,22,14763172056943283,15480308173311879697800
32,23,13479417684515669,14134194419110846680600
32,24,11232848572507839,11778495349259038900500
32,25,8536964989359093,8951656465436869564380
32,26,5910206603666676,6197300629917832775340
32,27,3721241002364744,3902004100318635451140
32,28,2126423405166109,2229716628753505972080
32,29,1099874327913366,1153301704527675502800
32,30,513274528984533,538207462112915234640
32,31,215244242985507,225699903466706388720
32,32,80716651079594,84637463800014895770
32,33,26905494800177,28212487933338298590
32,34,7913372568238,8297790568628911350
32,35,2034861516764,2133717574790291490
32,36,452198619373,474159461064509220
32,37,85550404572,89705843985177420
32,38,13507918415,14164080629238540
32,39,1731768613,1815907772979300
32,40,173191220,181590777297930
32,41,12654211,13287130046190
32,42,602781,632720478390
32,43,13225,14714429730
33,0,3779,4013026290
33,1,164516,172560130470
33,2,3461808,3623762739870
33,3,47231740,49524757444890
33,4,472231424,495247574448900
33,5,3684021732,3862931080701420
33,6,23331481278,24465230177775660
33,7,123325881770,129316216653957060
33,8,554966139109,581922974942806770
33,9,2158199136568,2263033791444248550
33,10,7337872685929,7694314890910445070
33,11,22013610789251,23082944672731335210
33,12,58702969317679,61554519127283560560
33,13,139983979156052,146783853303522336720
33,14,299965720935413,314536828507547864400
33,15,579933715705749,608104535114592537840
33,16,1014883810049689,1064182936450536941220
33,17,1611874362036561,1690172899068499847820
33,18,2328263108940798,2441360854210055335740
33,19,3063504311571558,3212316913434283336500
33,20,3676205423468497,3854780296121140003800
33,21,4026319691788732,4221902229085058099400
33,22,4026319219234245,4221902229085058099400
33,23,3676204836901561,3854780296121140003800
33,24,3063504328405579,3212316913434283336500
33,25,2328263227466489,2441360854210055335740
33,26,1611874425862756,1690172899068499847820
33,27,1014883917698916,1064182936450536941220
33,28,579933710032937,608104535114592537840
33,29,299965721699428,314536828507547864400
33,30,139984009924791,146783853303522336720
33,31,58702944529647,61554519127283560560
33,32,22013590748148,23082944672731335210
33,33,7337868334975,7694314890910445070
33,34,2158201081394,2263033791444248550
33,35,554969326950,581922974942806770
33,36,123325174967,129316216653957060
33,37,23331136488,24465230177775660
33,38,3683744401,3862931080701420
33,39,472213721,495247574448900
33,40,47165344,49524757444890
33,41,3456539,3623762739870
33,42,162195,172560130470
33,43,3217,4013026290
34,0,1067,944241480
34,1,39264,40602383640
34,2,818684,852650056440
34,3,11104799,11652884104680
34,4,111064165,116528841046800
34,5,866834293,908924960165040
34,6,5490040709,5756524747711920
34,7,29017258648,30427345095048720
34,8,130580452796,136923052927719240
34,9,507809776745,532478539163352600
34,10,1726554154154,1810427033155398840
34,11,5179671231623,5431281099466196520
34,12,13812487894388,14483416265243190720
34,13,32937389358066,34537377247887608640
34,14,70580127440051,74008665531187732800
34,15,136455046042031,143083420026962950080
34,16,238796151933309,250395985047185162640
34,17,379264618573540,397687740957294081840
34,18,547826825333857,574437848049424784880
34,19,720824380218846,755839273749243138000
34,20,864989233235852,907007128499091765600
34,21,947369297094924,993388759784719552800
34,22,947369370365297,993388759784719552800
34,23,864989522806333,907007128499091765600
34,24,720824593992569,755839273749243138000
34,25,547826652295550,574437848049424784880
34,26,379264466539041,397687740957294081840
34,27,238796170915408,250395985047185162640
34,28,136455029840280,143083420026962950080
34,29,70580163569230,74008665531187732800
34,30,32937425942289,34537377247887608640
34,31,13812452955177,14483416265243190720
34,32,5179658058432,5431281099466196520
34,33,1726561597348,1810427033155398840
34,34,507814660775,532478539163352600
34,35,130582726991,136923052927719240
34,36,29016908771,30427345095048720
34,37,5490175359,5756524747711920
34,38,866700742,908924960165040
34,39,111134899,116528841046800
34,40,11112323,11652884104680
34,41,819697,852650056440
34,42,40369,40602383640
34,43,1149,944241480
35,0,191,188848296
35,1,7612,8120476728
35,2,160600,170530011288
35,3,2222307,2330576820936
35,4,22248957,23305768209360
35,5,173365181,181784992033008
35,6,1097986741,1151304949542384
35,7,5803527504,6085469019009744
35,8,26116584468,27384610585543848
35,9,101560938141,106495707832670520
35,10,345308456814,362085406631079768
35,11,1035940078283,1086256219893239304
35,12,2762492108676,2896683253048638144
35,13,6587477190130,6907475449577521728
35,14,14116031556395,14801733106237546560
35,15,27290986311967,28616684005392590016
35,16,47759274113153,50079197009437032528
35,17,75852948977216,79537548191458816368
35,18,109565303718941,114887569609884956976
35,19,144164856836778,151167854749848627600
35,20,172997831668308,181401425699818353120
35,21,189473899267892,198677751956943910560
35,22,189473918224081,198677751956943910560
35,23,172997879081557,181401425699818353120
35,24,144164912870877,151167854749848627600
35,25,109565318752178,114887569609884956976
35,26,75852899830181,79537548191458816368
35,27,47759239766948,50079197009437032528
35,28,27290991894328,28616684005392590016
35,29,14116036410526,14801733106237546560
35,30,6587487464553,6907475449577521728
35,31,2762492142729,2896683253048638144
35,32,1035931748904,1086256219893239304
35,33,345313248652,362085406631079768
35,34,101563427471,106495707832670520
35,35,26114707807,27384610585543848
35,36,5803597139,6085469019009744
35,37,1098079551,1151304949542384
35,38,173413606,181784992033008
35,39,22230675,23305768209360
35,40,2223687,2330576820936
35,41,162153,170530011288
35,42,7913,8120476728
35,43,197,188848296
36,0,49,31474716
36,1,1087,1353412788
36,2,26233,28421668548
36,3,368874,388429470156
36,4,3708371,3884294701560
36,5,28923340,30297498672168
36,6,183034295,191884158257064
36,7,967192759,1014244836501624
36,8,4352551135,4564101764257308
36,9,16927086584,17749284638778420
36,10,57551892410,60347567771846628
36,11,172659408691,181042703315539884
36,12,460414030756,482780542174773024
36,13,1097908754091,1151245908262920288
36,14,2352671192231,2466955517706257760
36,15,4548499759342,4769447334232098336
36,16,7959894917911,8346532834906172088
36,17,12642132068547,13256258031909802728
36,18,18260845388539,19147928268314159496
36,19,24027523897035,25194642458308104600
36,20,28833012340128,30233570949969725520
36,21,31578971040395,33112958659490651760
36,22,31578973858509,33112958659490651760
36,23,28832968098362,30233570949969725520
36,24,24027469189101,25194642458308104600
