band0_weight,band1_weight,count
34,38,129417652
34,39,16594627
34,40,1655556
34,41,121204
34,42,5750
34,43,137
35,0,28
35,1,1506
35,2,31331
35,3,426362
35,4,4266314
35,5,33279934
35,6,210773173
35,7,1114101245
35,8,5013319540
35,9,19496044647
35,10,66287673495
35,11,198862742661
35,12,530299869030
35,13,1264561528647
35,14,2709773461388
35,15,5238897196948
35,16,9168068151679
35,17,14561048449902
35,18,21032633699038
35,19,27674515120939
35,20,33209411808830
35,21,36372214126001
35,22,36372213348830
35,23,33209415573814
35,24,27674515723547
35,25,21032627501186
35,26,14561049943454
35,27,9168071948729
35,28,5238896657474
35,29,2709772718865
35,30,1264561290028
35,31,530299603804
35,32,198862271449
35,33,66287688028
35,34,19496520511
35,35,5013427263
35,36,1114004432
35,37,210750297
35,38,33286709
35,39,4265629
35,40,425725
35,41,31051
35,42,1483
35,43,30
36,0,10
36,1,323
36,2,6940
36,3,94645
36,4,948424
36,5,7394792
36,6,46846180
36,7,247586385
36,8,1114065110
36,9,4332436084
36,10,14730412298
36,11,44191675466
36,12,117844528921
36,13,281013411903
36,14,602172075284
36,15,1164199730595
36,16,2037349603553
36,17,3235790772405
36,18,4673916690084
36,19,6149888061989
36,20,7379868196373
36,21,8082714516599
36,22,8082716771944
36,23,7379873578193
36,24,6149891985733
36,25,4673915648439
36,26,3235788240356
36,27,2037348707619
36,28,1164199214139
36,29,602172115925
36,30,281013752372
36,31,117844438593
36,32,44191611737
36,33,14730459572
36,34,4332554664
36,35,1114134122
36,36,247564815
36,37,46841485
36,38,7396780
36,39,949562
36,40,95585
36,41,6953
36,42,362
36,43,15
37,0,1
37,1,48
37,2,1265
37,3,18113
37,4,179515
37,5,1396988
37,6,8861728
37,7,46844867
37,8,210764164
37,9,819671818
37,10,2786853614
37,11,8360630284
37,12,22294992322
37,13,53164668676
37,14,113924017422
37,15,220253699379
37,16,385445577199
37,17,612176523335
37,18,884252587363
37,19,1163493150388
37,20,1396193431738
37,21,1529162403494
37,22,1529161713812
37,23,1396191165019
37,24,1163492577523
37,25,884254745305
37,26,612176882383
37,27,385444368240
37,28,220253545802
37,29,113924513896
37,30,53164883534
37,31,22294894613
37,32,8360557144
37,33,2786855105
37,34,819670940
37,35,210758191
37,36,46834399
37,37,8860882
37,38,1399824
37,39,179578
37,40,17761
37,41,1285
37,42,51
38,0,1
38,1,5
38,2,213
38,3,2864
38,4,28055
38,5,221282
38,6,1399213
38,7,7391746
38,8,33279132
38,9,129431287
38,10,440054509
38,11,1320112107
38,12,3520239689
38,13,8394423158
38,14,17988016916
38,15,34776900862
38,16,60859520602
38,17,96659032943
38,18,139619397057
38,19,183710325537
38,20,220451342785
38,21,241446171664
38,22,241446692720
38,23,220451154876
38,24,183708890750
38,25,139619310493
38,26,96660006983
38,27,60859613533
38,28,34776674007
38,29,17988090134
38,30,8394489472
38,31,3520228886
38,32,1320095297
38,33,440057748
38,34,129415634
38,35,33263879
38,36,7393000
38,37,1398946
38,38,221615
38,39,28302
38,40,2794
38,41,196
38,42,4
39,1,1
39,2,32
39,3,357
39,4,3666
39,5,28433
39,6,179269
39,7,947557
39,8,4266757
39,9,16593206
39,10,56418061
39,11,169229407
39,12,451289057
39,13,1076217448
39,14,2306213629
39,15,4458613363
39,16,7802479629
39,17,12392257214
39,18,17899882501
39,19,23552428805
39,20,28263034081
39,21,30954559550
39,22,30954613199
39,23,28263196233
39,24,23552626779
39,25,17899931052
39,26,12392106351
39,27,7802356789
39,28,4458637379
39,29,2306243960
39,30,1076204983
39,31,451293617
39,32,169242367
39,33,56416257
39,34,16587871
39,35,4267202
39,36,949481
39,37,179985
39,38,28728
39,39,3694
39,40,340
39,41,30
40,2,5
40,3,50
40,4,379
40,5,2803
40,6,17883
40,7,95295
40,8,426419
40,9,1657368
40,10,5640462
40,11,16920945
40,12,45126608
40,13,107628692
40,14,230641769
40,15,445871018
40,16,780222301
40,17,1239201544
40,18,1790002170
40,19,2355232737
40,20,2826284422
40,21,3095519010
40,22,3095482277
40,23,2826254316
40,24,2355251075
40,25,1790003976
40,26,1239224286
40,27,780258651
40,28,445854784
40,29,230624916
40,30,107619663
40,31,45111286
40,32,16923791
40,33,5647704
40,34,1660277
40,35,428065
40,36,95151
40,37,17731
40,38,2664
40,39,309
40,40,30
41,2,1
41,3,2
41,4,10
41,5,201
41,6,1356
41,7,6970
41,8,31185
41,9,121736
41,10,413405
41,11,1238536
41,12,3300928
41,13,7875923
41,14,16874025
41,15,32613920
41,16,57094966
41,17,90689244
41,18,130970891
41,19,172322536
41,20,206803114
41,21,226512281
41,22,226502349
41,23,206799256
41,24,172329466
41,25,130962168
41,26,90676639
41,27,57097984
41,28,32624764
41,29,16877161
41,30,7873771
41,31,3301176
41,32,1238750
41,33,412580
41,34,121464
41,35,31182
41,36,6832
41,37,1250
41,38,211
41,39,22
41,40,1
42,5,7
42,6,64
42,7,319
42,8,1463
42,9,5874
42,10,19889
42,11,59150
42,12,157172
42,13,374119
42,14,802877
42,15,1554433
42,16,2718497
42,17,4317268
42,18,6237807
42,19,8206578
42,20,9850346
42,21,10786075
42,22,10780047
42,23,9848251
42,24,8209369
42,25,6235330
42,26,4318263
42,27,2719130
42,28,1552480
42,29,803881
42,30,375571
42,31,157123
42,32,58799
42,33,19736
42,34,5769
42,35,1446
42,36,354
42,37,46
42,38,1
42,39,2
43,7,5
43,8,40
43,9,109
43,10,440
43,11,1415
43,12,3609
43,13,8650
43,14,18908
43,15,36273
43,16,62936
43,17,100555
43,18,145372
43,19,190654
43,20,228745
43,21,250188
43,22,250488
43,23,229607
43,24,191616
43,25,145555
43,26,100112
43,27,62616
43,28,35995
43,29,18762
43,30,8812
43,31,3683
43,32,1344
43,33,469
43,34,156
43,35,34
43,36,3
43,43,1
