series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,19,32,8.222401600893889,8,-5.9,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,128,19,8,14.438740337585413,16,-6.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,128,19,2,42.84942813049158,32,-5.8,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,128,19,16,5.4248346574352295,7,-7.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,128,19,8,25.057294184255905,13,-6.6,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,128,19,2,140.67201306300615,51,-5.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,19,2048,1.6330964481493182,4,-9.6,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,19,512,4.506078382516838,8,-8.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,19,128,32.72654808562949,22,-8.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,128,19,256,10.358489038418389,12,-8.9,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,19,2048,1.6330964481493182,4,-9.6,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,19,512,4.506078382516838,8,-8.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,19,128,10.590323813726599,16,-9.1,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,128,19,32,39.17122523075786,32,-8.6,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,128,19,256,1.4832808981381282,7,-10.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,128,19,128,21.17552269731188,13,-9.4,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,128,19,32,137.26455226909343,53,-8.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,20,128,6.3769980309962655,4,-6.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,20,32,8.627906995077725,8,-5.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,128,20,8,36.38021202713637,22,-5.7,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,128,20,16,14.160544822925882,12,-6.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,20,128,6.3769980309962655,4,-6.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,20,32,8.627906995077725,8,-5.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,128,20,8,14.442643694404905,16,-6.3,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,128,20,2,42.858784096743896,32,-5.8,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,128,20,16,5.4257362759541135,7,-7.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,128,20,8,25.05976288287527,13,-6.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,128,20,2,140.70788633218592,51,-5.2,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,20,2048,2.535134667867042,4,-9.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,20,512,5.008301450927885,8,-8.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,20,128,32.75202359990284,22,-8.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,128,20,256,10.3742019033901,12,-8.9,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,20,2048,2.535134667867042,4,-9.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,20,512,5.008301450927885,8,-8.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,20,128,10.598209839282644,16,-9.1,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,128,20,32,39.18375895359464,32,-8.6,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,128,20,256,1.48836810990103,7,-10.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,128,20,128,21.182069668501526,13,-9.4,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,128,20,32,137.29945982223796,53,-8.0,0,32,6,0,nested-62749ddc503cd376,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,14,64,1.1086957026547284,4,-7.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,14,16,5.452922499365651,8,-6.3,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,256,14,4,35.25445444865065,22,-5.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,256,14,8,13.557504441562505,12,-6.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,14,64,1.1086957026547284,4,-7.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,14,16,5.452922499365651,8,-6.3,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,256,14,4,14.134840298419377,16,-6.3,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,256,14,1,42.26672139998562,32,-5.9,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,256,14,8,5.345411555945749,7,-7.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,256,14,4,24.852591646555585,13,-6.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,256,14,1,138.81005595546424,52,-5.2,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,14,1024,-2.902748734283999,4,-9.9,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,14,256,1.5900756936726543,8,-9.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,14,64,31.657866104305622,22,-8.5,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,256,14,128,9.732303371423884,12,-9.0,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,14,1024,-2.902748734283999,4,-9.9,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,14,256,1.5900756936726543,8,-9.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,14,64,10.252846421685808,16,-9.1,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,256,14,16,38.57147615103821,32,-8.6,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,256,14,128,1.3110112087801888,7,-10.0,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,256,14,64,20.914427109287814,13,-9.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,256,14,16,135.63839563305345,54,-8.0,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,16,64,2.9037495041446904,4,-7.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,16,16,6.6120112122684676,8,-6.1,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,256,16,4,35.964923861822356,22,-5.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,256,16,8,13.927191865266064,12,-6.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,16,64,2.9037495041446904,4,-7.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,16,16,6.6120112122684676,8,-6.1,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,256,16,4,14.305011895859051,16,-6.3,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,256,16,1,42.609170921101516,32,-5.9,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,256,16,8,5.381442209727186,7,-7.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,256,16,4,24.962010595477476,13,-6.6,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,256,16,1,139.99749693306168,52,-5.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,16,1024,-0.9868292259979397,4,-9.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,16,256,2.9364830637024584,8,-8.9,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,16,64,32.4163565114092,22,-8.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,256,16,128,10.179627673593105,12,-8.9,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,16,1024,-0.9868292259979397,4,-9.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,16,256,2.9364830637024584,8,-8.9,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,16,64,10.512105213592923,16,-9.1,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,256,16,16,39.02557192491321,32,-8.6,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,256,16,128,1.4461153401250373,7,-10.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,256,16,64,21.116486301741773,13,-9.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,256,16,16,136.82574592130493,53,-8.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,18,64,4.643397965382333,4,-6.9,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
