series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,64,20,16,25.124041656351952,13,-6.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,64,20,4,140.95704395767328,51,-5.2,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,64,20,4096,2.5351341416938133,4,-9.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,64,20,1024,5.014252757709643,8,-8.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,64,20,256,32.75808274639438,22,-8.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,64,20,512,10.376205020162582,12,-8.9,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,64,20,4096,2.5351341416938133,4,-9.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,64,20,1024,5.014252757709643,8,-8.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,64,20,256,10.598768266099825,16,-9.1,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,64,20,64,39.18781259615541,32,-8.6,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,64,20,512,1.485914316964651,7,-10.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,64,20,256,21.18149350444583,13,-9.4,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,64,20,64,137.31077516662575,53,-8.0,0,16,6,0,nested-39ca968752438628,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t64_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,14,128,1.170902250959038,4,-7.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,14,32,5.590548106890581,8,-6.3,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,128,14,8,35.503361345388896,22,-5.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,128,14,16,13.701278902209722,12,-6.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,14,128,1.170902250959038,4,-7.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,14,32,5.590548106890581,8,-6.3,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,128,14,8,14.255115590250071,16,-6.3,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,128,14,2,42.45571295060871,32,-5.9,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,128,14,16,5.3868287440786595,7,-7.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,128,14,8,24.94312592690437,13,-6.6,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,128,14,2,139.23498779456932,52,-5.2,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,14,2048,-3.050917670007879,4,-9.9,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,14,512,1.4508287676764482,8,-9.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,14,128,31.529224738172964,22,-8.5,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,128,14,256,9.597141004916395,12,-9.0,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,14,2048,-3.050917670007879,4,-9.9,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,14,512,1.4508287676764482,8,-9.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,14,128,10.114554784224245,16,-9.1,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,128,14,32,38.44371245295386,32,-8.6,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,128,14,256,1.1703980734543944,7,-10.0,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,128,14,128,20.775397505651487,13,-9.4,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,128,14,32,135.52478114542302,54,-7.9,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,16,128,2.940610523360227,4,-7.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,16,32,6.7029076320666725,8,-6.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,128,16,8,36.106089036347186,22,-5.7,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,128,16,16,14.017588628633275,12,-6.2,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,16,128,2.940610523360227,4,-7.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,16,32,6.7029076320666725,8,-6.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,128,16,8,14.384665027398178,16,-6.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,128,16,2,42.72712734308707,32,-5.9,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,128,16,16,5.412256160330892,7,-7.2,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,128,16,8,25.02288252607753,13,-6.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,128,16,2,140.21080549078252,51,-5.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,16,2048,-1.0219079916458058,4,-9.8,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,16,512,2.9063770124471513,8,-8.9,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,16,128,32.39118844188722,22,-8.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,128,16,256,10.150365831530305,12,-8.9,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,16,2048,-1.0219079916458058,4,-9.8,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,16,512,2.9063770124471513,8,-8.9,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,16,128,10.480503920143601,16,-9.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,128,16,32,38.99840615828336,32,-8.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,128,16,256,1.4119894222164358,7,-10.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,128,16,128,21.084135126336196,13,-9.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,128,16,32,136.80515159947635,53,-8.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,18,128,4.685895939575962,4,-6.9,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,18,32,7.743241922842004,8,-6.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,128,18,8,36.32317613016576,22,-5.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,128,18,16,14.12834184163482,12,-6.2,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,18,128,4.685895939575962,4,-6.9,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,18,32,7.743241922842004,8,-6.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,128,18,8,14.430950204209662,16,-6.3,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,128,18,2,42.8308096957393,32,-5.8,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,128,18,16,5.423032323486573,7,-7.2,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,128,18,8,25.05236100707801,13,-6.6,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,128,18,2,140.6015989055363,51,-5.2,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,18,2048,0.7969109328497012,4,-9.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,18,512,3.9970001355981792,8,-8.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,18,128,32.676105134876295,22,-8.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,128,18,256,10.327473437967509,12,-8.9,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,128,18,2048,0.7969109328497012,4,-9.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,128,18,512,3.9970001355981792,8,-8.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,128,18,128,10.574568717368043,16,-9.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,128,18,32,39.146235977698936,32,-8.6,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,128,18,256,1.4731045538694756,7,-10.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,128,18,128,21.162444057855605,13,-9.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,128,18,32,137.1956373509368,53,-8.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,19,128,5.544014192405242,4,-6.9,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,128,19,32,8.222401600893889,8,-5.9,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,128,19,8,36.3610655058729,22,-5.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,128,19,16,14.14965039683738,12,-6.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,128,19,128,5.544014192405242,4,-6.9,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
